cell_id,Ardea alba,Ardea alba alba,Ardea alba melanorhynchos,Ardea alba egretta,Ardea alba modesta
8408829ffffffff,3.0,0.0,0.0,0.0,0.0
8408863ffffffff,7.0,0.0,0.0,0.0,0.0
8408869ffffffff,2.0,0.0,0.0,0.0,0.0
840886bffffffff,42.0,0.0,0.0,0.0,0.0
8408889ffffffff,9.0,1.0,0.0,0.0,0.0
840888bffffffff,4.0,0.0,0.0,0.0,0.0
840888dffffffff,5.0,0.0,0.0,0.0,0.0
84088d3ffffffff,1.0,1.0,0.0,0.0,0.0
84088e1ffffffff,4.0,4.0,0.0,0.0,0.0
84088e3ffffffff,2.0,0.0,0.0,0.0,0.0
840890dffffffff,5.0,0.0,0.0,0.0,0.0
8408937ffffffff,28.0,0.0,0.0,0.0,0.0
8408959ffffffff,2.0,0.0,0.0,0.0,0.0
840895bffffffff,4.0,0.0,0.0,0.0,0.0
8408961ffffffff,12.0,3.0,0.0,0.0,0.0
8408965ffffffff,2.0,2.0,0.0,0.0,0.0
8408967ffffffff,4.0,0.0,0.0,0.0,0.0
8408985ffffffff,22.0,0.0,0.0,0.0,0.0
840898bffffffff,3.0,0.0,0.0,0.0,0.0
8408991ffffffff,2.0,2.0,0.0,0.0,0.0
8408997ffffffff,121.0,35.0,0.0,0.0,0.0
84089a1ffffffff,6.0,0.0,0.0,0.0,0.0
84089a5ffffffff,42.0,0.0,0.0,0.0,0.0
84089a9ffffffff,147.0,0.0,0.0,0.0,0.0
84089adffffffff,8.0,0.0,0.0,0.0,0.0
84089b1ffffffff,2.0,0.0,0.0,0.0,0.0
84089b7ffffffff,3.0,0.0,0.0,0.0,0.0
84089bbffffffff,7.0,0.0,0.0,0.0,0.0
84089d1ffffffff,5.0,0.0,0.0,0.0,0.0
84089d3ffffffff,11.0,0.0,0.0,0.0,0.0
84089d9ffffffff,3.0,0.0,0.0,0.0,0.0
84089dbffffffff,1.0,0.0,0.0,0.0,0.0
84089e3ffffffff,28.0,0.0,0.0,0.0,0.0
84089e5ffffffff,3.0,0.0,0.0,0.0,0.0
84089e7ffffffff,4.0,0.0,0.0,0.0,0.0
8408b05ffffffff,5.0,0.0,0.0,0.0,0.0
8408b09ffffffff,4.0,0.0,0.0,0.0,0.0
8408b0dffffffff,9.0,0.0,0.0,0.0,0.0
8408b11ffffffff,13.0,0.0,0.0,0.0,0.0
8408b15ffffffff,7.0,0.0,0.0,0.0,0.0
8408b27ffffffff,1.0,0.0,0.0,0.0,0.0
8408b37ffffffff,1.0,0.0,0.0,0.0,0.0
8408b3dffffffff,5.0,0.0,0.0,0.0,0.0
8408d11ffffffff,1.0,0.0,0.0,0.0,0.0
8408d19ffffffff,5.0,0.0,0.0,0.0,0.0
840991bffffffff,2.0,0.0,0.0,0.0,0.0
84099e9ffffffff,1.0,0.0,0.0,0.0,0.0
840bb01ffffffff,1.0,0.0,0.0,0.0,0.0
8410935ffffffff,2.0,0.0,0.0,0.0,0.0
8410b39ffffffff,2.0,0.0,0.0,0.0,0.0
8411059ffffffff,3.0,0.0,0.0,0.0,0.0
8411061ffffffff,19.0,0.0,0.0,0.0,0.0
8411063ffffffff,2.0,0.0,0.0,0.0,0.0
8411069ffffffff,76.0,0.0,0.0,0.0,0.0
841106bffffffff,23.0,0.0,0.0,0.0,0.0
8411155ffffffff,4.0,0.0,0.0,0.0,0.0
8411221ffffffff,5.0,2.0,0.0,0.0,0.0
8411261ffffffff,4.0,2.0,0.0,0.0,0.0
8411263ffffffff,1.0,0.0,0.0,0.0,0.0
8411269ffffffff,3.0,0.0,0.0,0.0,0.0
841126dffffffff,27.0,11.0,0.0,0.0,0.0
8411313ffffffff,2.0,0.0,0.0,0.0,0.0
8411345ffffffff,13.0,0.0,0.0,0.0,0.0
8411347ffffffff,1.0,0.0,0.0,0.0,0.0
8411359ffffffff,6.0,0.0,0.0,0.0,0.0
841135dffffffff,6.0,0.0,0.0,0.0,0.0
8411369ffffffff,3.0,0.0,0.0,0.0,0.0
841136bffffffff,12.0,0.0,0.0,0.0,0.0
841136dffffffff,2.0,0.0,0.0,0.0,0.0
8411813ffffffff,39.0,2.0,0.0,0.0,0.0
841181dffffffff,4.0,3.0,0.0,0.0,0.0
8411853ffffffff,8.0,0.0,0.0,0.0,0.0
841188dffffffff,1.0,0.0,0.0,0.0,0.0
84118adffffffff,7.0,0.0,0.0,0.0,0.0
84118c5ffffffff,2.0,0.0,0.0,0.0,0.0
84118c7ffffffff,1.0,0.0,0.0,0.0,0.0
84118cdffffffff,9.0,0.0,0.0,0.0,0.0
84118e9ffffffff,4.0,4.0,0.0,0.0,0.0
84119edffffffff,1.0,0.0,0.0,0.0,0.0
8411aabffffffff,6.0,0.0,0.0,0.0,0.0
8411aadffffffff,1.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,2.0,0.0,0.0,0.0,0.0
8411abdffffffff,1.0,0.0,0.0,0.0,0.0
8411ac3ffffffff,2.0,0.0,0.0,0.0,0.0
8411ae1ffffffff,3.0,3.0,0.0,0.0,0.0
8411ae3ffffffff,189.0,69.0,0.0,0.0,0.0
8411ae7ffffffff,9.0,5.0,0.0,0.0,0.0
8411b01ffffffff,1.0,0.0,0.0,0.0,0.0
8411b07ffffffff,2.0,0.0,0.0,0.0,0.0
8411b25ffffffff,1.0,0.0,0.0,0.0,0.0
8411b39ffffffff,2.0,0.0,0.0,0.0,0.0
8411b49ffffffff,2.0,0.0,0.0,0.0,0.0
8411b4dffffffff,14.0,0.0,0.0,0.0,0.0
84124b5ffffffff,4.0,0.0,0.0,0.0,0.0
84124b7ffffffff,4.0,0.0,0.0,0.0,0.0
8412da7ffffffff,4.0,0.0,0.0,0.0,0.0
8412db1ffffffff,1.0,0.0,0.0,0.0,0.0
8412db3ffffffff,2.0,0.0,0.0,0.0,0.0
8412db7ffffffff,18.0,0.0,0.0,0.0,0.0
8414995ffffffff,2.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,4.0,0.0,0.0,0.0,0.0
8414b27ffffffff,2.0,0.0,0.0,0.0,0.0
8415929ffffffff,5.0,0.0,0.0,0.0,0.0
841592bffffffff,14.0,0.0,0.0,0.0,0.0
8415953ffffffff,1.0,0.0,0.0,0.0,0.0
8415b39ffffffff,2.0,0.0,0.0,0.0,0.0
8418299ffffffff,1.0,0.0,0.0,0.0,0.0
8418443ffffffff,14.0,4.0,0.0,0.0,0.0
8418447ffffffff,2.0,2.0,0.0,0.0,0.0
8418451ffffffff,5.0,0.0,0.0,0.0,0.0
8418453ffffffff,1.0,0.0,0.0,0.0,0.0
8418455ffffffff,8.0,0.0,0.0,0.0,0.0
8418459ffffffff,9.0,2.0,0.0,0.0,0.0
841845bffffffff,17.0,0.0,0.0,0.0,0.0
841845dffffffff,22.0,5.0,0.0,0.0,0.0
8418461ffffffff,26.0,10.0,0.0,0.0,0.0
841846bffffffff,2.0,0.0,0.0,0.0,0.0
841846dffffffff,7.0,0.0,0.0,0.0,0.0
8418491ffffffff,59.0,0.0,0.0,0.0,0.0
8418493ffffffff,2.0,0.0,0.0,0.0,0.0
8418495ffffffff,662.0,0.0,0.0,0.0,0.0
8418499ffffffff,1.0,0.0,0.0,0.0,0.0
841849bffffffff,4.0,0.0,0.0,0.0,0.0
841849dffffffff,169.0,1.0,0.0,0.0,0.0
