cell_id,Dendrocopos major,Dendrocopos major canariensis/thanneri,Dendrocopos major numidus/mauritanus,Dendrocopos major [major Group],Dendrocopos major poelzami,Dendrocopos major japonicus,Dendrocopos major cabanisi/stresemanni
8210f7fffffffff,23.0,0.0,0.0,2.0,0.0,0.0,0.0
821107fffffffff,584.0,0.0,0.0,0.0,0.0,0.0,0.0
82110ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821117fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,230.0,0.0,0.0,24.0,0.0,0.0,0.0
82112ffffffffff,78.0,0.0,0.0,12.0,0.0,0.0,0.0
821137fffffffff,190.0,0.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82115ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,174.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,275.0,0.0,0.0,14.0,0.0,0.0,0.0
821197fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82119ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8211a7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,1261.0,0.0,0.0,47.0,0.0,0.0,0.0
8211b7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
82149ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8214affffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8214b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8214d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82155ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
82158ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821597fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82159ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
8215b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821617fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
821717fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82171ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82178ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821827fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
821847fffffffff,90.0,0.0,0.0,5.0,0.0,0.0,0.0
82184ffffffffff,2358.0,0.0,0.0,8.0,0.0,0.0,0.0
82185ffffffffff,213.0,0.0,0.0,0.0,0.0,0.0,0.0
821867fffffffff,114.0,0.0,0.0,13.0,0.0,0.0,0.0
82186ffffffffff,377.0,0.0,0.0,27.0,0.0,0.0,0.0
821877fffffffff,187.0,0.0,0.0,13.0,0.0,0.0,0.0
82190ffffffffff,700.0,0.0,0.0,84.0,0.0,0.0,0.0
82192ffffffffff,107.0,0.0,0.0,48.0,0.0,0.0,0.0
821947fffffffff,4783.0,0.0,0.0,877.0,0.0,0.0,0.0
82194ffffffffff,5670.0,0.0,0.0,487.0,0.0,0.0,0.0
821957fffffffff,976.0,0.0,0.0,156.0,0.0,0.0,0.0
82195ffffffffff,5601.0,0.0,0.0,576.0,0.0,0.0,0.0
82196ffffffffff,2943.0,0.0,0.0,20.0,0.0,0.0,0.0
821977fffffffff,658.0,0.0,0.0,26.0,0.0,0.0,0.0
821e07fffffffff,4815.0,0.0,0.0,235.0,0.0,0.0,0.0
821e0ffffffffff,1277.0,0.0,0.0,10.0,0.0,0.0,0.0
821e17fffffffff,1552.0,0.0,0.0,20.0,0.0,0.0,0.0
821e1ffffffffff,1335.0,0.0,0.0,26.0,0.0,0.0,0.0
821e27fffffffff,1263.0,0.0,0.0,31.0,0.0,0.0,0.0
821e2ffffffffff,568.0,0.0,0.0,2.0,0.0,0.0,0.0
821e37fffffffff,5748.0,0.0,0.0,66.0,0.0,0.0,0.0
821e47fffffffff,158.0,0.0,0.0,0.0,0.0,0.0,0.0
821e4ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821e57fffffffff,277.0,0.0,0.0,12.0,0.0,0.0,0.0
821e5ffffffffff,237.0,0.0,0.0,13.0,0.0,0.0,0.0
821e67fffffffff,250.0,0.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
821e87fffffffff,136.0,0.0,0.0,0.0,0.0,0.0,0.0
821e8ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821e97fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
821e9ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,388.0,0.0,0.0,1.0,0.0,0.0,0.0
821eaffffffffff,143.0,0.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,491.0,0.0,0.0,43.0,0.0,0.0,0.0
821ec7fffffffff,1469.0,0.0,0.0,43.0,0.0,0.0,0.0
821ecffffffffff,551.0,0.0,0.0,17.0,0.0,0.0,0.0
821ed7fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,222.0,0.0,0.0,3.0,0.0,0.0,0.0
821eeffffffffff,298.0,0.0,0.0,26.0,0.0,0.0,0.0
821ef7fffffffff,287.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,948.0,0.0,0.0,155.0,0.0,0.0,0.0
821f0ffffffffff,270.0,0.0,0.0,1.0,0.0,0.0,0.0
821f17fffffffff,1670.0,0.0,0.0,28.0,0.0,0.0,0.0
821f1ffffffffff,3046.0,0.0,0.0,86.0,0.0,0.0,0.0
821f27fffffffff,345.0,0.0,0.0,47.0,0.0,0.0,0.0
821f2ffffffffff,850.0,0.0,0.0,165.0,0.0,0.0,0.0
821f37fffffffff,279.0,0.0,0.0,68.0,0.0,0.0,0.0
821f47fffffffff,201.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,236.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,477.0,0.0,0.0,5.0,0.0,0.0,0.0
821f5ffffffffff,525.0,0.0,0.0,8.0,0.0,0.0,0.0
821f67fffffffff,247.0,0.0,0.0,2.0,0.0,0.0,0.0
821f6ffffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,670.0,0.0,0.0,2.0,0.0,0.0,0.0
821f87fffffffff,2922.0,0.0,0.0,446.0,0.0,0.0,0.0
821f8ffffffffff,2859.0,0.0,0.0,738.0,0.0,0.0,0.0
821f97fffffffff,632.0,0.0,0.0,254.0,0.0,0.0,0.0
821f9ffffffffff,935.0,0.0,0.0,97.0,0.0,0.0,0.0
821fa7fffffffff,2085.0,0.0,0.0,27.0,0.0,0.0,0.0
821faffffffffff,3718.0,0.0,0.0,32.0,0.0,0.0,0.0
821fb7fffffffff,695.0,0.0,0.0,57.0,0.0,0.0,0.0
82201ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822127fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
82212ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82240ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822427fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82242ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822467fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
82246ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822477fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82248ffffffffff,68.0,0.0,0.0,0.0,0.0,0.0,1.0
82249ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8224c7fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8224cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8224d7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,2.0
8224dffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82251ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822537fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822547fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
822557fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,221.0,0.0,0.0,0.0,0.0,0.0,0.0
822577fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8225a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8225b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c07fffffffff,132.0,0.0,0.0,18.0,0.0,0.0,0.0
822c0ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
822c1ffffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,177.0,0.0,0.0,7.0,0.0,0.0,0.0
822c2ffffffffff,252.0,0.0,0.0,0.0,0.0,0.0,0.0
822c67fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
822c77fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
822cc7fffffffff,336.0,0.0,0.0,0.0,0.0,0.0,0.0
822ccffffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822cf7fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
822d07fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d1ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
822d2ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,162.0,0.0,0.0,4.0,0.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d57fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
822d5ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,186.0,0.0,0.0,0.0,0.0,0.0,0.0
822d77fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
822e0ffffffffff,17.0,0.0,0.0,0.0,0.0,1.0,0.0
822e17fffffffff,165.0,0.0,0.0,0.0,0.0,59.0,0.0
822e1ffffffffff,121.0,0.0,0.0,0.0,0.0,9.0,0.0
822e2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822e47fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822e67fffffffff,40.0,0.0,0.0,0.0,0.0,2.0,0.0
822e6ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
822e77fffffffff,446.0,0.0,0.0,0.0,0.0,95.0,0.0
822e8ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822ea7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822eaffffffffff,353.0,0.0,0.0,0.0,0.0,101.0,0.0
822ec7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822ecffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
822ed7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822edffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822ef7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822f5ffffffffff,75.0,0.0,0.0,0.0,0.0,5.0,0.0
823007fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
823017fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82301ffffffffff,65.0,0.0,0.0,0.0,0.0,3.0,0.0
823027fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
82302ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823037fffffffff,94.0,0.0,0.0,0.0,0.0,0.0,29.0
823087fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,1.0
823097fffffffff,67.0,0.0,0.0,0.0,0.0,0.0,4.0
82309ffffffffff,214.0,0.0,0.0,0.0,0.0,0.0,63.0
8230a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8230b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8230c7fffffffff,168.0,0.0,0.0,0.0,0.0,13.0,0.0
8230cffffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
8230e7fffffffff,864.0,0.0,0.0,0.0,0.0,44.0,0.0
8230effffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
82311ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823127fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82312ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823137fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823157fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82316ffffffffff,40.0,0.0,0.0,0.0,0.0,4.0,0.0
823177fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823187fffffffff,677.0,0.0,0.0,0.0,0.0,0.0,33.0
82318ffffffffff,182.0,0.0,0.0,0.0,0.0,0.0,12.0
823197fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,3.0
8231affffffffff,1464.0,0.0,0.0,0.0,0.0,0.0,84.0
8231b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82344ffffffffff,528.0,398.0,0.0,0.0,0.0,0.0,0.0
82346ffffffffff,8.0,6.0,0.0,0.0,0.0,0.0,0.0
823827fffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0
82382ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,174.0,0.0,78.0,0.0,0.0,0.0,0.0
823867fffffffff,31.0,0.0,7.0,0.0,0.0,0.0,0.0
82386ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,20.0,0.0,13.0,0.0,0.0,0.0,0.0
823907fffffffff,5194.0,0.0,0.0,33.0,0.0,0.0,0.0
82390ffffffffff,4477.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,3171.0,0.0,0.0,35.0,0.0,0.0,0.0
82391ffffffffff,2281.0,0.0,2.0,0.0,0.0,0.0,0.0
823927fffffffff,3348.0,0.0,0.0,59.0,0.0,0.0,0.0
82392ffffffffff,7153.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,1398.0,0.0,0.0,3.0,0.0,0.0,0.0
823947fffffffff,901.0,0.0,0.0,0.0,0.0,0.0,0.0
82394ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,147.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,1022.0,0.0,0.0,7.0,0.0,0.0,0.0
82396ffffffffff,271.0,0.0,0.0,16.0,0.0,0.0,0.0
823977fffffffff,2859.0,0.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,188.0,0.0,71.0,0.0,0.0,0.0,0.0
82398ffffffffff,97.0,0.0,39.0,0.0,0.0,0.0,0.0
82399ffffffffff,17.0,0.0,4.0,0.0,0.0,0.0,0.0
8239affffffffff,124.0,0.0,39.0,0.0,0.0,0.0,0.0
823c6ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823f27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,54.0,0.0,0.0,2.0,0.0,0.0,0.0
823f6ffffffffff,13.0,0.0,0.0,2.0,0.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824017fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
82401ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,1.0
82404ffffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
824057fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82405ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
824077fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
824087fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
82408ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,3.0
824097fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,2.0
8240a7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8240affffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,2.0
8240c7fffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0
8240cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8240d7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8240dffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8240effffffffff,16.0,0.0,0.0,0.0,0.0,0.0,1.0
82411ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,3.0
82414ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82415ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824187fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82418ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,40.0
82419ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,2.0
8241affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
824b77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82649ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
