cell_id,Certhia americana,Certhia americana [occidentalis Group],Certhia americana montana/idahoensis,Certhia americana americana/nigrescens,Certhia americana albescens/alticola,Certhia americana pernigra,Certhia americana extima
8226e7fffffffff,1330.0,0.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,894.0,0.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,128.0,0.0,0.0,0.0,0.0,0.0,0.0
822707fffffffff,806.0,0.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,1677.0,0.0,0.0,0.0,0.0,0.0,0.0
822717fffffffff,196.0,0.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,374.0,0.0,0.0,0.0,0.0,0.0,0.0
822727fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82272ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
822737fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,3616.0,0.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,11926.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,4126.0,0.0,0.0,0.0,0.0,0.0,0.0
82275ffffffffff,9325.0,0.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,1480.0,0.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,2798.0,0.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,982.0,0.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,215.0,0.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,3492.0,0.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,5401.0,1.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,7891.0,0.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,36657.0,1366.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,3251.0,0.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,1300.0,0.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,825.0,0.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,1129.0,0.0,2.0,0.0,0.0,0.0,0.0
8228a7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,2755.0,0.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,773.0,0.0,19.0,0.0,0.0,0.0,0.0
8228c7fffffffff,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
8228cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,51201.0,0.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,17403.0,0.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,30771.0,18.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,180.0,0.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,3226.0,1546.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,422.0,0.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,8301.0,12.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,805.0,0.0,4.0,0.0,0.0,0.0,0.0
82299ffffffffff,303.0,0.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,4118.0,0.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,5703.0,156.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,951.0,0.0,2.0,0.0,0.0,0.0,0.0
822a07fffffffff,235.0,0.0,0.0,1.0,0.0,0.0,0.0
822a17fffffffff,23204.0,0.0,0.0,3.0,0.0,0.0,0.0
822a1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,31585.0,0.0,0.0,58.0,0.0,0.0,0.0
822a87fffffffff,5323.0,0.0,0.0,124.0,0.0,0.0,0.0
822a8ffffffffff,7349.0,0.0,0.0,23.0,0.0,0.0,0.0
822a97fffffffff,8590.0,0.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,832.0,0.0,0.0,2.0,0.0,0.0,0.0
822aa7fffffffff,12471.0,0.0,0.0,11.0,0.0,0.0,0.0
822aaffffffffff,28202.0,0.0,0.0,296.0,0.0,0.0,0.0
822ab7fffffffff,18093.0,0.0,0.0,11.0,0.0,0.0,0.0
822ad7fffffffff,734.0,0.0,0.0,2.0,0.0,0.0,0.0
822af7fffffffff,3024.0,0.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,1915.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,2075.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,2494.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,6977.0,0.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,256.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,471.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,9489.0,0.0,0.0,248.0,0.0,0.0,0.0
822b8ffffffffff,17125.0,0.0,0.0,0.0,0.0,0.0,0.0
822b97fffffffff,951.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,24462.0,0.0,0.0,203.0,0.0,0.0,0.0
822ba7fffffffff,1011.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,27515.0,0.0,0.0,3.0,0.0,0.0,0.0
822bb7fffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,587.0,0.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,394.0,0.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,1754.0,0.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,1495.0,0.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,2047.0,0.0,0.0,1.0,0.0,0.0,0.0
8244d7fffffffff,841.0,0.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,3356.0,0.0,0.0,43.0,0.0,0.0,0.0
8244e7fffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0
8244effffffffff,332.0,0.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,518.0,0.0,0.0,0.0,0.0,0.0,0.0
824537fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
82480ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
824817fffffffff,657.0,0.0,0.0,0.0,7.0,0.0,0.0
82481ffffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,215.0,0.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,775.0,0.0,0.0,0.0,0.0,0.0,0.0
8248a7fffffffff,471.0,0.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,9363.0,0.0,0.0,0.0,970.0,0.0,0.0
8248cffffffffff,2528.0,0.0,63.0,0.0,0.0,0.0,0.0
8248d7fffffffff,303.0,0.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,3829.0,0.0,0.0,0.0,0.0,0.0,0.0
8248e7fffffffff,368.0,0.0,0.0,0.0,2.0,0.0,0.0
8248effffffffff,13014.0,0.0,0.0,0.0,1156.0,0.0,0.0
8248f7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,838.0,0.0,0.0,0.0,25.0,0.0,0.0
82498ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,1952.0,0.0,0.0,0.0,94.0,0.0,0.0
82499ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,460.0,0.0,0.0,0.0,8.0,0.0,0.0
8249b7fffffffff,165.0,0.0,0.0,0.0,4.0,0.0,0.0
826d17fffffffff,18.0,0.0,0.0,0.0,2.0,0.0,0.0
826d27fffffffff,484.0,0.0,0.0,0.0,0.0,61.0,0.0
826d2ffffffffff,770.0,0.0,0.0,0.0,0.0,110.0,0.0
826d37fffffffff,1340.0,0.0,0.0,0.0,169.0,0.0,0.0
826d67fffffffff,322.0,0.0,0.0,0.0,0.0,0.0,0.0
