cell_id,Certhia americana,Certhia americana [occidentalis Group],Certhia americana montana/idahoensis,Certhia americana americana/nigrescens,Certhia americana albescens/alticola,Certhia americana pernigra,Certhia americana extima
820c47fffffffff,424.0,0.0,0.0,0.0,0.0,0.0,0.0
820c57fffffffff,257.0,0.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,158.0,0.0,0.0,0.0,0.0,0.0,0.0
820c67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,761.0,0.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
820d5ffffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,256.0,0.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,189.0,0.0,0.0,0.0,0.0,0.0,0.0
820ed7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,516.0,0.0,0.0,0.0,0.0,0.0,0.0
82120ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,302.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,194.0,0.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,128.0,0.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,102.0,0.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,153.0,0.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,122.0,0.0,0.0,0.0,0.0,0.0,0.0
8212a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,179.0,0.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,330.0,0.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,722.0,0.0,5.0,0.0,0.0,0.0,0.0
8212cffffffffff,3032.0,0.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,1186.0,0.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,2393.0,0.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,215.0,0.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,436.0,0.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,154.0,0.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,307.0,0.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,322.0,0.0,0.0,1.0,0.0,0.0,0.0
82260ffffffffff,840.0,0.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,152.0,0.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,1817.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,3078.0,0.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,3046.0,0.0,0.0,0.0,0.0,0.0,0.0
82264ffffffffff,2540.0,0.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,3437.0,0.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,1866.0,0.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,10983.0,0.0,0.0,0.0,0.0,0.0,0.0
82266ffffffffff,3214.0,0.0,0.0,0.0,0.0,0.0,0.0
822677fffffffff,794.0,0.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,5102.0,0.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,5993.0,0.0,6.0,3.0,0.0,0.0,0.0
822697fffffffff,2359.0,0.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,1323.0,0.0,0.0,0.0,0.0,0.0,0.0
8226a7fffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,631.0,0.0,0.0,0.0,0.0,0.0,0.0
8226b7fffffffff,368.0,0.0,0.0,0.0,0.0,0.0,0.0
8226c7fffffffff,538.0,0.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,2458.0,0.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0
