cell_id,Geokichla citrina,Geokichla citrina [citrina Group],Geokichla citrina cyanota,Geokichla citrina albogularis/andamanensis,Geokichla citrina [aurimacula Group]
833cecfffffffff,23.0,0.0,0.0,0.0,0.0
833cedfffffffff,9.0,0.0,0.0,0.0,0.0
833ceefffffffff,2.0,0.0,0.0,0.0,0.0
833cf0fffffffff,158.0,4.0,0.0,0.0,0.0
833cf1fffffffff,152.0,0.0,0.0,0.0,0.0
833cf2fffffffff,431.0,54.0,0.0,0.0,0.0
833cf3fffffffff,19.0,0.0,0.0,0.0,0.0
833cf4fffffffff,61.0,0.0,0.0,0.0,0.0
833cf5fffffffff,5.0,0.0,0.0,0.0,0.0
833cf6fffffffff,7.0,0.0,0.0,0.0,0.0
833d10fffffffff,524.0,0.0,0.0,0.0,0.0
833d13fffffffff,237.0,0.0,0.0,0.0,0.0
833d1efffffffff,3.0,0.0,0.0,0.0,0.0
833d33fffffffff,2.0,0.0,0.0,0.0,0.0
833d36fffffffff,1.0,0.0,0.0,0.0,0.0
833d81fffffffff,1.0,0.0,0.0,0.0,0.0
833d85fffffffff,59.0,0.0,0.0,0.0,0.0
833d8bfffffffff,10.0,0.0,0.0,0.0,0.0
833d8cfffffffff,16.0,0.0,0.0,0.0,0.0
833d8dfffffffff,86.0,0.0,0.0,0.0,0.0
833d98fffffffff,77.0,0.0,21.0,0.0,0.0
833d99fffffffff,112.0,0.0,2.0,0.0,0.0
833d9afffffffff,40.0,0.0,3.0,0.0,0.0
833d9bfffffffff,302.0,0.0,15.0,0.0,0.0
833d9dfffffffff,68.0,0.0,0.0,0.0,0.0
833d9efffffffff,249.0,0.0,0.0,0.0,0.0
833da1fffffffff,235.0,0.0,0.0,0.0,0.0
833da3fffffffff,140.0,0.0,0.0,0.0,0.0
833da9fffffffff,10.0,0.0,0.0,0.0,0.0
833daafffffffff,2.0,0.0,0.0,0.0,0.0
833dabfffffffff,5.0,0.0,0.0,0.0,0.0
833dacfffffffff,19.0,0.0,0.0,0.0,0.0
833dadfffffffff,392.0,0.0,0.0,0.0,0.0
833db2fffffffff,2.0,0.0,0.0,0.0,0.0
833db3fffffffff,1.0,0.0,0.0,0.0,0.0
834034fffffffff,1.0,0.0,0.0,0.0,0.0
83404cfffffffff,11.0,0.0,0.0,0.0,0.0
83404dfffffffff,61.0,0.0,0.0,0.0,0.0
834061fffffffff,2.0,0.0,0.0,0.0,0.0
834065fffffffff,1.0,0.0,0.0,0.0,0.0
83406bfffffffff,2.0,0.0,0.0,0.0,0.0
8340b5fffffffff,6.0,0.0,0.0,0.0,0.0
8340e3fffffffff,1.0,0.0,0.0,0.0,0.0
834103fffffffff,35.0,0.0,0.0,0.0,0.0
834119fffffffff,5.0,0.0,0.0,0.0,0.0
83411cfffffffff,44.0,0.0,0.0,0.0,5.0
83411dfffffffff,15.0,0.0,0.0,0.0,0.0
834154fffffffff,6.0,0.0,0.0,0.0,0.0
83415afffffffff,8.0,0.0,0.0,0.0,0.0
83415efffffffff,2.0,0.0,0.0,0.0,0.0
834171fffffffff,44.0,0.0,0.0,0.0,1.0
834192fffffffff,1.0,0.0,0.0,0.0,0.0
834269fffffffff,5.0,0.0,0.0,0.0,0.0
8342d9fffffffff,48.0,0.0,0.0,0.0,0.0
8342dbfffffffff,40.0,0.0,0.0,0.0,0.0
836002fffffffff,708.0,0.0,34.0,0.0,0.0
836004fffffffff,9.0,0.0,0.0,0.0,0.0
836006fffffffff,1313.0,0.0,225.0,0.0,0.0
836010fffffffff,2.0,0.0,0.0,0.0,0.0
836011fffffffff,990.0,0.0,22.0,0.0,0.0
836012fffffffff,2.0,0.0,0.0,0.0,0.0
836013fffffffff,93.0,0.0,0.0,0.0,0.0
836014fffffffff,318.0,0.0,0.0,0.0,0.0
836015fffffffff,677.0,0.0,104.0,0.0,0.0
836016fffffffff,467.0,0.0,0.0,0.0,0.0
83601afffffffff,2.0,0.0,0.0,0.0,0.0
83601efffffffff,1404.0,0.0,0.0,0.0,0.0
836022fffffffff,262.0,0.0,34.0,0.0,0.0
836026fffffffff,322.0,0.0,90.0,0.0,0.0
836030fffffffff,22.0,0.0,0.0,0.0,0.0
836031fffffffff,5529.0,0.0,373.0,0.0,0.0
836032fffffffff,52.0,0.0,0.0,0.0,0.0
836033fffffffff,680.0,0.0,59.0,0.0,0.0
836034fffffffff,6.0,0.0,0.0,0.0,0.0
836035fffffffff,432.0,0.0,65.0,0.0,0.0
836036fffffffff,15.0,0.0,0.0,0.0,0.0
836088fffffffff,282.0,0.0,0.0,0.0,0.0
836089fffffffff,12.0,0.0,0.0,0.0,0.0
83608afffffffff,82.0,0.0,0.0,0.0,0.0
83608bfffffffff,853.0,0.0,0.0,0.0,0.0
83608cfffffffff,5.0,0.0,0.0,0.0,0.0
83608dfffffffff,147.0,0.0,0.0,0.0,0.0
836090fffffffff,42.0,0.0,0.0,0.0,0.0
836091fffffffff,31.0,0.0,0.0,0.0,0.0
836092fffffffff,324.0,0.0,8.0,0.0,0.0
836093fffffffff,13.0,0.0,0.0,0.0,0.0
836094fffffffff,109.0,0.0,0.0,0.0,0.0
836096fffffffff,295.0,0.0,0.0,0.0,0.0
836099fffffffff,19.0,0.0,0.0,0.0,0.0
83609bfffffffff,10.0,0.0,0.0,0.0,0.0
83609efffffffff,2.0,0.0,0.0,0.0,0.0
8360a2fffffffff,427.0,0.0,0.0,0.0,0.0
8360a6fffffffff,180.0,0.0,0.0,0.0,0.0
8360a8fffffffff,44.0,0.0,0.0,0.0,0.0
8360a9fffffffff,1657.0,0.0,0.0,0.0,0.0
8360abfffffffff,32.0,0.0,0.0,0.0,0.0
8360adfffffffff,591.0,0.0,0.0,0.0,0.0
8360b1fffffffff,14.0,0.0,0.0,0.0,0.0
8360b2fffffffff,15.0,0.0,0.0,0.0,0.0
8360b3fffffffff,23.0,0.0,0.0,0.0,0.0
8360b4fffffffff,41.0,0.0,0.0,0.0,0.0
8360b6fffffffff,7.0,0.0,0.0,0.0,0.0
8360f6fffffffff,17.0,0.0,0.0,0.0,0.0
836102fffffffff,14.0,0.0,0.0,0.0,0.0
836103fffffffff,2.0,0.0,0.0,0.0,0.0
836106fffffffff,7.0,0.0,0.0,0.0,0.0
836111fffffffff,41.0,0.0,0.0,0.0,0.0
836113fffffffff,1.0,0.0,0.0,0.0,0.0
83611afffffffff,10.0,0.0,0.0,0.0,0.0
83611cfffffffff,2.0,0.0,0.0,0.0,0.0
83611efffffffff,13.0,1.0,0.0,0.0,0.0
836188fffffffff,110.0,0.0,0.0,0.0,0.0
836189fffffffff,3.0,0.0,0.0,0.0,0.0
83618bfffffffff,11.0,0.0,0.0,0.0,0.0
83618cfffffffff,287.0,0.0,0.0,0.0,0.0
83618dfffffffff,21.0,0.0,0.0,0.0,0.0
83618efffffffff,3.0,0.0,0.0,0.0,0.0
836198fffffffff,2.0,0.0,0.0,0.0,0.0
83619afffffffff,71.0,0.0,0.0,0.0,0.0
83619bfffffffff,7.0,0.0,0.0,0.0,0.0
8361a9fffffffff,17.0,0.0,0.0,0.0,0.0
8361abfffffffff,115.0,0.0,0.0,0.0,0.0
8361adfffffffff,2.0,0.0,0.0,0.0,0.0
83640afffffffff,310.0,0.0,0.0,0.0,0.0
83640bfffffffff,22.0,0.0,0.0,0.0,0.0
836416fffffffff,135.0,29.0,0.0,0.0,0.0
836419fffffffff,3.0,0.0,0.0,0.0,0.0
836422fffffffff,6.0,2.0,0.0,0.0,0.0
836426fffffffff,2.0,0.0,0.0,0.0,0.0
836428fffffffff,1.0,0.0,0.0,0.0,0.0
83642bfffffffff,9.0,0.0,0.0,0.0,0.0
836431fffffffff,43.0,10.0,0.0,0.0,0.0
836434fffffffff,4.0,2.0,0.0,0.0,0.0
836435fffffffff,2.0,0.0,0.0,0.0,0.0
836482fffffffff,8.0,0.0,0.0,0.0,0.0
836488fffffffff,2.0,2.0,0.0,0.0,0.0
83648cfffffffff,2.0,0.0,0.0,0.0,0.0
836491fffffffff,7.0,4.0,0.0,0.0,0.0
836498fffffffff,6.0,0.0,0.0,0.0,0.0
836499fffffffff,2.0,0.0,0.0,0.0,0.0
83649dfffffffff,2.0,0.0,0.0,0.0,0.0
8364a3fffffffff,5.0,0.0,0.0,0.0,0.0
8364a4fffffffff,51.0,2.0,0.0,0.0,0.0
8364b5fffffffff,2.0,2.0,0.0,0.0,0.0
8364e4fffffffff,521.0,0.0,0.0,0.0,0.0
8364e6fffffffff,23.0,0.0,0.0,0.0,0.0
836500fffffffff,5.0,0.0,0.0,0.0,0.0
836503fffffffff,2.0,0.0,0.0,0.0,0.0
836505fffffffff,30.0,0.0,0.0,0.0,0.0
836518fffffffff,15.0,3.0,0.0,0.0,0.0
83651bfffffffff,25.0,5.0,0.0,0.0,0.0
83651cfffffffff,7.0,0.0,0.0,0.0,0.0
836580fffffffff,43.0,0.0,0.0,0.0,0.0
836584fffffffff,8.0,0.0,0.0,0.0,0.0
836585fffffffff,18.0,0.0,0.0,0.0,0.0
836588fffffffff,3.0,0.0,0.0,0.0,0.0
83658afffffffff,2.0,0.0,0.0,0.0,0.0
83658efffffffff,9.0,0.0,0.0,0.0,0.0
836599fffffffff,187.0,37.0,0.0,0.0,0.0
83659cfffffffff,4.0,0.0,0.0,0.0,0.0
8365b2fffffffff,8.0,0.0,0.0,0.0,0.0
8365b3fffffffff,2.0,0.0,0.0,0.0,0.0
836811fffffffff,132.0,0.0,0.0,0.0,0.0
