cell_id,Patagioenas maculosa,Patagioenas maculosa albipennis,Patagioenas maculosa maculosa
84b36a7ffffffff,2.0,0.0,0.0
84b36adffffffff,10.0,0.0,0.0
84b36b3ffffffff,13.0,0.0,0.0
84b36b5ffffffff,4.0,0.0,0.0
84b36d5ffffffff,2.0,0.0,0.0
84b36d7ffffffff,2.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0
84b3723ffffffff,10.0,10.0,0.0
84b372bffffffff,1.0,1.0,0.0
84b3731ffffffff,351.0,106.0,0.0
84b3733ffffffff,14.0,2.0,0.0
84b3735ffffffff,21.0,16.0,0.0
84b3737ffffffff,12.0,9.0,0.0
84b3741ffffffff,1.0,0.0,0.0
84b3765ffffffff,1.0,0.0,0.0
84b3769ffffffff,4.0,0.0,0.0
84c2031ffffffff,17.0,0.0,0.0
84c2033ffffffff,1.0,0.0,0.0
84c2037ffffffff,94.0,0.0,0.0
84c203bffffffff,14.0,0.0,0.0
84c2053ffffffff,60.0,0.0,0.0
84c205bffffffff,203.0,0.0,0.0
84c2183ffffffff,12.0,0.0,0.0
84c218bffffffff,25.0,0.0,0.0
84c2197ffffffff,3.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0
84c219bffffffff,8.0,0.0,0.0
84c219dffffffff,6.0,0.0,0.0
84c21b1ffffffff,42.0,0.0,0.0
84c21b3ffffffff,255.0,0.0,0.0
84c21b9ffffffff,22.0,0.0,0.0
84c21bbffffffff,175.0,0.0,0.0
84c21d1ffffffff,92.0,0.0,0.0
84c21d5ffffffff,15.0,0.0,0.0
84c21d9ffffffff,39.0,0.0,0.0
84c21ddffffffff,202.0,0.0,0.0
84c2213ffffffff,51.0,0.0,0.0
84c2217ffffffff,31.0,0.0,0.0
84c221bffffffff,1.0,0.0,0.0
84c2281ffffffff,25.0,0.0,0.0
84c2283ffffffff,2.0,0.0,0.0
84c2287ffffffff,5.0,0.0,0.0
84c228bffffffff,2.0,0.0,0.0
84c229bffffffff,2.0,0.0,0.0
84c22a1ffffffff,30.0,0.0,0.0
84c22a7ffffffff,16.0,0.0,0.0
84c22a9ffffffff,22.0,0.0,0.0
84c22abffffffff,53.0,0.0,0.0
84c22adffffffff,147.0,0.0,0.0
84c22b9ffffffff,28.0,0.0,3.0
84c22bdffffffff,2.0,0.0,0.0
84c22c3ffffffff,2.0,0.0,0.0
84c22c5ffffffff,41.0,0.0,0.0
84c22c7ffffffff,5.0,0.0,0.0
84c22cbffffffff,2.0,0.0,0.0
84c22d3ffffffff,3.0,0.0,0.0
84c22e1ffffffff,58.0,0.0,0.0
84c22e3ffffffff,2.0,0.0,0.0
84c22e5ffffffff,23.0,0.0,0.0
84c22e7ffffffff,7.0,0.0,0.0
84c22e9ffffffff,6.0,0.0,0.0
84c22ebffffffff,2.0,0.0,0.0
84c22edffffffff,12.0,0.0,0.0
84c2893ffffffff,20.0,0.0,0.0
84c2c03ffffffff,20.0,0.0,0.0
84c2c05ffffffff,19.0,0.0,0.0
84c2c07ffffffff,9.0,0.0,0.0
84c2c0bffffffff,5.0,0.0,0.0
84c2c0dffffffff,4.0,0.0,0.0
84c2c11ffffffff,19.0,0.0,0.0
84c2c13ffffffff,11.0,0.0,0.0
84c2c15ffffffff,37.0,0.0,0.0
84c2c17ffffffff,270.0,0.0,0.0
84c2c19ffffffff,194.0,0.0,0.0
84c2c1bffffffff,6.0,0.0,0.0
84c2c1dffffffff,76.0,0.0,0.0
84c2c21ffffffff,7.0,0.0,0.0
84c2c23ffffffff,94.0,0.0,0.0
84c2c25ffffffff,2.0,0.0,0.0
84c2c29ffffffff,11.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0
84c2c31ffffffff,12.0,0.0,0.0
84c2c37ffffffff,7.0,0.0,0.0
84c2c39ffffffff,6.0,0.0,0.0
84c2c3bffffffff,15.0,0.0,0.0
84c2c41ffffffff,11.0,0.0,0.0
84c2c45ffffffff,8.0,0.0,0.0
84c2c47ffffffff,3.0,0.0,0.0
84c2c49ffffffff,50.0,0.0,2.0
84c2c4bffffffff,35.0,0.0,0.0
84c2c4dffffffff,29.0,0.0,1.0
84c2c53ffffffff,925.0,0.0,0.0
84c2c57ffffffff,48.0,0.0,0.0
84c2c59ffffffff,12.0,0.0,0.0
84c2c5bffffffff,461.0,0.0,0.0
84c2c5dffffffff,2.0,0.0,0.0
84c2c61ffffffff,4.0,0.0,0.0
84c2c63ffffffff,29.0,0.0,0.0
84c2c69ffffffff,33.0,0.0,0.0
84c2c6bffffffff,3.0,0.0,0.0
84c2c6dffffffff,195.0,0.0,1.0
84c2c81ffffffff,3.0,0.0,0.0
84c2c83ffffffff,6.0,0.0,0.0
84c2c85ffffffff,2.0,0.0,0.0
84c2c87ffffffff,42.0,0.0,0.0
84c2c89ffffffff,28.0,0.0,0.0
84c2c8bffffffff,1.0,0.0,0.0
84c2c8dffffffff,17.0,0.0,0.0
84c2c91ffffffff,55.0,0.0,0.0
84c2c95ffffffff,16.0,0.0,0.0
84c2c97ffffffff,113.0,0.0,0.0
84c2c99ffffffff,18.0,0.0,0.0
84c2ca1ffffffff,3.0,0.0,0.0
84c2ca3ffffffff,54.0,0.0,0.0
84c2ca5ffffffff,33.0,0.0,0.0
84c2ca7ffffffff,68.0,0.0,0.0
84c2ca9ffffffff,26.0,0.0,0.0
84c2cabffffffff,47.0,0.0,0.0
84c2cadffffffff,129.0,0.0,0.0
84c2cb1ffffffff,264.0,0.0,0.0
84c2cb3ffffffff,13.0,0.0,0.0
84c2cb5ffffffff,60.0,0.0,0.0
84c2cb9ffffffff,16.0,0.0,0.0
84c2cbbffffffff,2.0,0.0,0.0
84c2cbdffffffff,104.0,0.0,0.0
84c2cc1ffffffff,40.0,0.0,0.0
84c2cc3ffffffff,26.0,0.0,0.0
84c2cc5ffffffff,8.0,0.0,0.0
84c2cc7ffffffff,22.0,0.0,0.0
84c2ccbffffffff,7.0,0.0,0.0
84c2ccdffffffff,19.0,0.0,0.0
84c2cd1ffffffff,8.0,0.0,0.0
84c2cd3ffffffff,201.0,0.0,0.0
84c2cd5ffffffff,7.0,0.0,0.0
84c2cd7ffffffff,14.0,0.0,0.0
84c2cd9ffffffff,17.0,0.0,0.0
84c2cdbffffffff,199.0,0.0,0.0
84c2cddffffffff,6.0,0.0,0.0
84c2ce1ffffffff,429.0,0.0,0.0
84c2ce3ffffffff,9.0,0.0,0.0
84c2ce5ffffffff,27.0,0.0,0.0
84c2ce7ffffffff,33.0,0.0,0.0
84c2ce9ffffffff,18.0,0.0,0.0
84c2cebffffffff,3.0,0.0,0.0
84c2cedffffffff,68.0,0.0,0.0
84c2d01ffffffff,3.0,0.0,0.0
84c2d03ffffffff,39.0,0.0,0.0
84c2d05ffffffff,55.0,0.0,0.0
84c2d09ffffffff,67.0,0.0,0.0
84c2d0dffffffff,27.0,0.0,0.0
84c2d17ffffffff,11.0,0.0,0.0
84c2d1dffffffff,6.0,0.0,0.0
84c2d21ffffffff,2.0,0.0,0.0
84c2d23ffffffff,8.0,0.0,0.0
84c2d27ffffffff,23.0,0.0,0.0
84c2d2bffffffff,3.0,0.0,0.0
84c2d2dffffffff,4.0,0.0,0.0
84c2d31ffffffff,17.0,0.0,0.0
84c2d33ffffffff,9.0,0.0,0.0
84c2d35ffffffff,4.0,0.0,0.0
84c2d37ffffffff,100.0,0.0,0.0
84c2d39ffffffff,15.0,0.0,0.0
84c2d3bffffffff,9.0,0.0,0.0
84c2d3dffffffff,2.0,0.0,0.0
84c2d43ffffffff,60.0,0.0,0.0
84c2d45ffffffff,68.0,0.0,0.0
84c2d47ffffffff,7.0,0.0,0.0
84c2d49ffffffff,41.0,0.0,0.0
84c2d4bffffffff,64.0,0.0,0.0
84c2d4dffffffff,8.0,0.0,0.0
84c2d55ffffffff,28.0,0.0,0.0
84c2d57ffffffff,2.0,0.0,0.0
84c2d5bffffffff,2.0,0.0,0.0
84c2d5dffffffff,15.0,0.0,0.0
84c2d61ffffffff,3.0,0.0,0.0
84c2d63ffffffff,28.0,0.0,0.0
84c2d69ffffffff,19.0,0.0,0.0
84c2d6bffffffff,69.0,0.0,0.0
84c2d81ffffffff,1.0,0.0,0.0
84c2d85ffffffff,50.0,0.0,0.0
84c2d87ffffffff,2.0,0.0,0.0
84c2d8dffffffff,18.0,0.0,0.0
84c2d93ffffffff,407.0,0.0,29.0
84c2d99ffffffff,5.0,0.0,0.0
84c2d9bffffffff,37.0,0.0,0.0
84c2da1ffffffff,3.0,0.0,0.0
84c2dabffffffff,2.0,0.0,0.0
84c2db1ffffffff,8.0,0.0,0.0
84c2db3ffffffff,5.0,0.0,0.0
84c2db9ffffffff,2.0,0.0,0.0
84c2dbbffffffff,9.0,0.0,0.0
84c2dc3ffffffff,3.0,0.0,0.0
84c2dc7ffffffff,5.0,0.0,0.0
84c2dd1ffffffff,1.0,0.0,0.0
84c2dd5ffffffff,15.0,0.0,0.0
84c2dd9ffffffff,3.0,0.0,0.0
84c2ddbffffffff,7.0,0.0,0.0
84c2de3ffffffff,1.0,0.0,0.0
84c2de9ffffffff,2.0,0.0,0.0
84c2debffffffff,9.0,0.0,0.0
84c2dedffffffff,8.0,0.0,0.0
84c2e01ffffffff,6.0,0.0,0.0
84c2e03ffffffff,8.0,0.0,0.0
84c2e05ffffffff,5.0,0.0,0.0
84c2e07ffffffff,57.0,0.0,0.0
84c2e09ffffffff,5.0,0.0,0.0
84c2e0bffffffff,113.0,0.0,0.0
84c2e0dffffffff,33.0,0.0,0.0
84c2e11ffffffff,12.0,0.0,0.0
84c2e13ffffffff,1.0,0.0,0.0
84c2e17ffffffff,106.0,0.0,0.0
84c2e19ffffffff,2.0,0.0,0.0
84c2e1bffffffff,30.0,0.0,0.0
84c2e1dffffffff,39.0,0.0,0.0
84c2e21ffffffff,171.0,0.0,0.0
84c2e23ffffffff,234.0,0.0,0.0
84c2e29ffffffff,73.0,0.0,0.0
84c2e2bffffffff,41.0,0.0,0.0
84c2e2dffffffff,114.0,0.0,0.0
84c2e31ffffffff,1050.0,0.0,0.0
84c2e33ffffffff,197.0,0.0,0.0
84c2e35ffffffff,99.0,0.0,0.0
84c2e37ffffffff,23.0,0.0,0.0
84c2e39ffffffff,240.0,0.0,0.0
84c2e3bffffffff,88.0,0.0,0.0
84c2e3dffffffff,84.0,0.0,0.0
84c2e41ffffffff,6.0,0.0,0.0
84c2e43ffffffff,5.0,0.0,0.0
84c2e47ffffffff,2.0,0.0,0.0
84c2e49ffffffff,4.0,0.0,0.0
84c2e53ffffffff,5.0,0.0,0.0
84c2e55ffffffff,6.0,0.0,0.0
84c2e57ffffffff,8.0,0.0,0.0
84c2e5dffffffff,13.0,0.0,0.0
84c2e61ffffffff,5.0,0.0,0.0
84c2e63ffffffff,21.0,0.0,0.0
84c2e67ffffffff,37.0,0.0,0.0
84c2e69ffffffff,5.0,0.0,0.0
84c2e6bffffffff,8.0,0.0,0.0
84c2e6dffffffff,7.0,0.0,0.0
84c2e85ffffffff,35.0,0.0,0.0
84c2e87ffffffff,33.0,0.0,0.0
84c2e8bffffffff,4.0,0.0,0.0
84c2e91ffffffff,5.0,0.0,0.0
84c2e99ffffffff,62.0,0.0,0.0
84c2e9bffffffff,23.0,0.0,0.0
84c2ea1ffffffff,103.0,0.0,0.0
84c2ea3ffffffff,3.0,0.0,0.0
84c2ea5ffffffff,5.0,0.0,0.0
84c2ea7ffffffff,4.0,0.0,0.0
84c2ea9ffffffff,9.0,0.0,0.0
84c2eadffffffff,45.0,0.0,0.0
84c2eb1ffffffff,2.0,0.0,0.0
84c2eb5ffffffff,8.0,0.0,0.0
84c2eb7ffffffff,10.0,0.0,0.0
84c2eb9ffffffff,3.0,0.0,0.0
84c2ebbffffffff,16.0,0.0,0.0
84c2ec5ffffffff,6.0,0.0,0.0
84c2ecdffffffff,42.0,0.0,0.0
84c2ed9ffffffff,2.0,0.0,0.0
84c2eddffffffff,4.0,0.0,0.0
84c2ee1ffffffff,45.0,0.0,0.0
84c2ee3ffffffff,5.0,0.0,0.0
84c2ee5ffffffff,12.0,0.0,0.0
84c2ee7ffffffff,13.0,0.0,0.0
84c2ee9ffffffff,1.0,0.0,0.0
84c2eedffffffff,26.0,0.0,0.0
84c2f07ffffffff,8.0,0.0,0.0
84c2f11ffffffff,307.0,0.0,2.0
84c2f13ffffffff,10.0,0.0,0.0
84c2f15ffffffff,158.0,0.0,0.0
84c2f17ffffffff,55.0,0.0,0.0
84c2f1dffffffff,109.0,0.0,0.0
84c2f23ffffffff,104.0,0.0,0.0
84c2f27ffffffff,275.0,0.0,1.0
84c2f2bffffffff,183.0,0.0,2.0
84c2f31ffffffff,73.0,0.0,0.0
84c2f33ffffffff,29.0,0.0,0.0
84c2f35ffffffff,70.0,0.0,1.0
84c2f37ffffffff,214.0,0.0,0.0
84c2f39ffffffff,288.0,0.0,0.0
84c2f3bffffffff,13.0,0.0,0.0
84c2f3dffffffff,356.0,0.0,1.0
84c3083ffffffff,6.0,0.0,0.0
84c3089ffffffff,8.0,0.0,0.0
84c308bffffffff,12.0,0.0,0.0
84c3093ffffffff,18.0,0.0,0.0
84c3097ffffffff,2.0,0.0,0.0
84c3099ffffffff,2.0,0.0,0.0
84c309dffffffff,3.0,0.0,0.0
84c30b9ffffffff,3.0,0.0,0.0
84c30d1ffffffff,20.0,0.0,0.0
84c30d5ffffffff,4.0,0.0,0.0
84c30dbffffffff,5.0,0.0,0.0
84c3283ffffffff,5.0,0.0,0.0
84c3297ffffffff,367.0,0.0,4.0
84c329bffffffff,20.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32b3ffffffff,4.0,0.0,0.0
84c32b7ffffffff,8.0,0.0,0.0
84c32bbffffffff,21.0,0.0,2.0
84c3401ffffffff,152.0,0.0,0.0
84c3403ffffffff,123.0,0.0,0.0
84c3405ffffffff,14.0,0.0,0.0
84c3409ffffffff,43.0,0.0,0.0
84c340bffffffff,4.0,0.0,0.0
84c340dffffffff,50.0,0.0,0.0
84c3411ffffffff,15.0,0.0,0.0
84c3415ffffffff,11.0,0.0,0.0
84c3417ffffffff,2.0,0.0,0.0
84c3419ffffffff,8.0,0.0,0.0
84c341dffffffff,3.0,0.0,0.0
84c3427ffffffff,16.0,0.0,0.0
84c342dffffffff,2.0,0.0,0.0
84c3431ffffffff,1.0,0.0,0.0
84c3437ffffffff,4.0,0.0,0.0
84c3439ffffffff,13.0,0.0,0.0
84c343bffffffff,27.0,0.0,0.0
84c3441ffffffff,3.0,0.0,0.0
84c3443ffffffff,7.0,0.0,0.0
84c3447ffffffff,2.0,0.0,0.0
84c3451ffffffff,5.0,0.0,0.0
84c3453ffffffff,15.0,0.0,0.0
84c3457ffffffff,2.0,0.0,0.0
84c3459ffffffff,16.0,0.0,0.0
84c345bffffffff,4.0,0.0,0.0
84c345dffffffff,19.0,0.0,0.0
84c3463ffffffff,1.0,0.0,0.0
84c3465ffffffff,5.0,0.0,0.0
84c3467ffffffff,17.0,0.0,0.0
84c3469ffffffff,2.0,0.0,0.0
84c346bffffffff,5.0,0.0,0.0
84c3481ffffffff,2.0,0.0,0.0
84c3483ffffffff,2.0,0.0,0.0
84c3487ffffffff,1.0,0.0,0.0
84c3489ffffffff,11.0,0.0,0.0
84c348bffffffff,9.0,0.0,0.0
84c348dffffffff,2.0,0.0,0.0
84c3491ffffffff,9.0,0.0,0.0
84c3493ffffffff,15.0,0.0,0.0
84c3495ffffffff,2.0,0.0,0.0
84c3497ffffffff,23.0,0.0,0.0
84c349bffffffff,74.0,0.0,0.0
84c349dffffffff,8.0,0.0,0.0
84c34a1ffffffff,2.0,0.0,0.0
84c34a3ffffffff,3.0,0.0,0.0
84c34a7ffffffff,2.0,0.0,0.0
84c34adffffffff,2.0,0.0,0.0
84c34b1ffffffff,2.0,0.0,0.0
84c34b9ffffffff,2.0,0.0,0.0
84c34bbffffffff,132.0,0.0,0.0
84c34bdffffffff,8.0,0.0,0.0
84c34c1ffffffff,7.0,0.0,0.0
84c34c5ffffffff,2.0,0.0,0.0
84c34c7ffffffff,7.0,0.0,0.0
84c34c9ffffffff,6.0,0.0,0.0
84c34cbffffffff,9.0,0.0,0.0
84c34cdffffffff,1.0,0.0,0.0
84c34d1ffffffff,7.0,0.0,0.0
84c34d3ffffffff,5.0,0.0,0.0
84c34d5ffffffff,2.0,0.0,0.0
84c34dbffffffff,1.0,0.0,0.0
84c34ddffffffff,2.0,0.0,0.0
84c34e3ffffffff,25.0,0.0,0.0
84c34e5ffffffff,2.0,0.0,0.0
84c34e7ffffffff,9.0,0.0,0.0
84c34e9ffffffff,39.0,0.0,0.0
84c34ebffffffff,5.0,0.0,0.0
84c34edffffffff,2.0,0.0,0.0
84c3501ffffffff,28.0,0.0,0.0
84c3503ffffffff,37.0,0.0,0.0
84c3505ffffffff,60.0,0.0,0.0
84c3507ffffffff,5.0,0.0,0.0
84c3509ffffffff,21.0,0.0,3.0
84c350bffffffff,10.0,0.0,0.0
84c350dffffffff,12.0,0.0,0.0
84c3511ffffffff,4.0,0.0,0.0
84c3515ffffffff,2.0,0.0,0.0
84c3519ffffffff,18.0,0.0,0.0
84c351bffffffff,2.0,0.0,0.0
84c351dffffffff,10.0,0.0,0.0
84c3521ffffffff,13.0,0.0,0.0
84c3525ffffffff,4.0,0.0,0.0
84c3527ffffffff,6.0,0.0,0.0
84c352dffffffff,6.0,0.0,0.0
84c3533ffffffff,4.0,0.0,0.0
84c3539ffffffff,82.0,0.0,0.0
84c353bffffffff,2.0,0.0,0.0
84c353dffffffff,41.0,0.0,0.0
84c3541ffffffff,8.0,0.0,0.0
84c3543ffffffff,16.0,0.0,0.0
84c3545ffffffff,9.0,0.0,0.0
84c3547ffffffff,5.0,0.0,0.0
84c354bffffffff,1.0,0.0,0.0
84c3553ffffffff,15.0,0.0,0.0
84c3555ffffffff,6.0,0.0,0.0
84c3557ffffffff,4.0,0.0,0.0
84c355bffffffff,4.0,0.0,0.0
84c355dffffffff,2.0,0.0,0.0
84c3563ffffffff,3.0,0.0,0.0
84c3569ffffffff,23.0,0.0,0.0
84c356bffffffff,34.0,0.0,0.0
84c356dffffffff,44.0,0.0,0.0
84c3585ffffffff,2.0,0.0,0.0
84c358dffffffff,2.0,0.0,0.0
84c3595ffffffff,2.0,0.0,0.0
84c35a5ffffffff,3.0,0.0,0.0
84c35adffffffff,25.0,0.0,0.0
84c35b5ffffffff,1.0,0.0,0.0
84c35b7ffffffff,3.0,0.0,0.0
84c35c5ffffffff,6.0,0.0,0.0
84c35c9ffffffff,2.0,0.0,0.0
84c35cbffffffff,2.0,0.0,0.0
84c35cdffffffff,6.0,0.0,0.0
84c35d1ffffffff,4.0,0.0,0.0
84c35d5ffffffff,3.0,0.0,0.0
84c35d7ffffffff,5.0,0.0,0.0
84c35d9ffffffff,8.0,0.0,0.0
84c35dbffffffff,2.0,0.0,0.0
84c3603ffffffff,9.0,0.0,0.0
84c3607ffffffff,27.0,0.0,0.0
84c3609ffffffff,21.0,0.0,0.0
84c360bffffffff,10.0,0.0,0.0
84c360dffffffff,128.0,0.0,0.0
84c3611ffffffff,2.0,0.0,0.0
84c3617ffffffff,2.0,0.0,0.0
84c3623ffffffff,3.0,0.0,0.0
84c3631ffffffff,1.0,0.0,0.0
84c3637ffffffff,6.0,0.0,0.0
84c363bffffffff,2.0,0.0,0.0
84c3643ffffffff,2.0,0.0,0.0
84c3647ffffffff,15.0,0.0,0.0
84c364dffffffff,6.0,0.0,0.0
84c3659ffffffff,3.0,0.0,0.0
84c3663ffffffff,27.0,0.0,0.0
84c366bffffffff,2.0,0.0,0.0
84c3681ffffffff,3.0,0.0,0.0
84c36a3ffffffff,12.0,0.0,0.0
84c36a5ffffffff,3.0,0.0,0.0
84c36a7ffffffff,6.0,0.0,0.0
84c36abffffffff,12.0,0.0,0.0
84c36b5ffffffff,6.0,0.0,0.0
84c36bbffffffff,4.0,0.0,0.0
84c36c1ffffffff,5.0,0.0,0.0
84c36c7ffffffff,2.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0
84c36d9ffffffff,9.0,0.0,0.0
84c36dbffffffff,4.0,0.0,0.0
84c36ddffffffff,10.0,0.0,0.0
84c36e9ffffffff,1.0,0.0,0.0
84c36edffffffff,1.0,0.0,0.0
84c3703ffffffff,4.0,0.0,0.0
84c3709ffffffff,90.0,0.0,0.0
84c3719ffffffff,2.0,0.0,0.0
84c371bffffffff,152.0,0.0,0.0
84c371dffffffff,8.0,0.0,0.0
84c3733ffffffff,11.0,0.0,0.0
84c3735ffffffff,32.0,0.0,0.0
84c3737ffffffff,3.0,0.0,0.0
84c3739ffffffff,22.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0
84c373dffffffff,4.0,0.0,0.0
84c3743ffffffff,4.0,0.0,0.0
84c3755ffffffff,8.0,0.0,0.0
84c3759ffffffff,5.0,0.0,0.0
84c375bffffffff,3.0,0.0,0.0
84c375dffffffff,25.0,0.0,0.0
84c3761ffffffff,2.0,0.0,0.0
84c3767ffffffff,40.0,0.0,0.0
84c376dffffffff,104.0,0.0,0.0
84ce823ffffffff,3.0,0.0,0.0
84ce827ffffffff,1.0,0.0,0.0
84ce913ffffffff,2.0,0.0,0.0
84ce917ffffffff,2.0,0.0,0.0
84ce923ffffffff,16.0,0.0,0.0
84ce927ffffffff,10.0,0.0,0.0
84ce931ffffffff,390.0,0.0,0.0
84ce933ffffffff,5.0,0.0,0.0
84ce935ffffffff,248.0,0.0,0.0
84ce937ffffffff,170.0,0.0,0.0
84ce93bffffffff,4.0,0.0,0.0
84ce961ffffffff,15.0,0.0,0.0
84ce967ffffffff,2.0,0.0,0.0
84ce969ffffffff,15.0,0.0,0.0
84ce96dffffffff,6.0,0.0,0.0
84ce9b9ffffffff,2.0,0.0,0.0
84ce9bdffffffff,1.0,0.0,0.0
84ce9e1ffffffff,2.0,0.0,0.0
84ce9e5ffffffff,3.0,0.0,0.0
