cell_id,Psilopogon asiaticus,Psilopogon asiaticus asiaticus,Psilopogon asiaticus davisoni
843cab9ffffffff,3.0,0.0,0.0
843cabbffffffff,4.0,0.0,0.0
843cc01ffffffff,36.0,0.0,0.0
843cc03ffffffff,58.0,0.0,0.0
843cc05ffffffff,2.0,0.0,0.0
843cc07ffffffff,2.0,0.0,0.0
843cc09ffffffff,5.0,0.0,0.0
843cc0bffffffff,226.0,0.0,0.0
843cc0dffffffff,22.0,0.0,0.0
843cc11ffffffff,14.0,0.0,0.0
843cc15ffffffff,3.0,0.0,0.0
843cc1dffffffff,17.0,0.0,0.0
843cc21ffffffff,2.0,0.0,0.0
843cc27ffffffff,34.0,0.0,0.0
843cc29ffffffff,12.0,0.0,0.0
843cc2bffffffff,7.0,0.0,0.0
843cc31ffffffff,37.0,0.0,0.0
843cc39ffffffff,13.0,0.0,0.0
843cc41ffffffff,124.0,0.0,0.0
843cc43ffffffff,54.0,0.0,0.0
843cc45ffffffff,75.0,0.0,0.0
843cc47ffffffff,155.0,0.0,0.0
843cc4bffffffff,11.0,0.0,0.0
843cc51ffffffff,8.0,0.0,0.0
843cc55ffffffff,115.0,0.0,0.0
843cc59ffffffff,10.0,0.0,0.0
843cc5bffffffff,85.0,0.0,0.0
843cc5dffffffff,105.0,0.0,0.0
843cc6bffffffff,53.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0
843ccb5ffffffff,1.0,0.0,0.0
843ccb7ffffffff,9.0,0.0,0.0
843ccc9ffffffff,63.0,0.0,0.0
843ccd3ffffffff,2.0,0.0,0.0
843ccdbffffffff,1.0,0.0,0.0
843cd13ffffffff,5.0,0.0,0.0
843cd4bffffffff,4.0,0.0,0.0
843cd59ffffffff,2.0,0.0,0.0
843cd8bffffffff,14.0,1.0,0.0
843cd93ffffffff,6.0,0.0,0.0
843cd9dffffffff,2.0,0.0,0.0
843cdb1ffffffff,3.0,0.0,0.0
843cdbdffffffff,8.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,19.0,0.0,0.0
843cdd5ffffffff,3.0,0.0,0.0
843cddbffffffff,3.0,0.0,0.0
843ce01ffffffff,8.0,0.0,0.0
843ce03ffffffff,48.0,0.0,0.0
843ce05ffffffff,9.0,0.0,0.0
843ce07ffffffff,2.0,0.0,0.0
843ce09ffffffff,90.0,0.0,0.0
843ce0bffffffff,15.0,0.0,0.0
843ce11ffffffff,110.0,0.0,0.0
843ce13ffffffff,15.0,0.0,0.0
843ce15ffffffff,2222.0,0.0,0.0
843ce17ffffffff,8.0,0.0,0.0
843ce19ffffffff,114.0,0.0,0.0
843ce1bffffffff,74.0,0.0,0.0
843ce1dffffffff,220.0,0.0,0.0
843ce29ffffffff,52.0,0.0,0.0
843ce2bffffffff,85.0,0.0,0.0
843ce2dffffffff,2.0,0.0,0.0
843ce31ffffffff,35.0,0.0,0.0
843ce33ffffffff,15.0,0.0,0.0
843ce35ffffffff,2.0,0.0,0.0
843ce39ffffffff,2.0,0.0,0.0
843ce3bffffffff,218.0,0.0,0.0
843ce41ffffffff,19.0,0.0,0.0
843ce43ffffffff,31.0,0.0,0.0
843ce45ffffffff,36.0,0.0,0.0
843ce47ffffffff,46.0,0.0,0.0
843ce4bffffffff,121.0,9.0,0.0
843ce4dffffffff,297.0,0.0,0.0
843ce51ffffffff,70.0,7.0,0.0
843ce53ffffffff,18.0,0.0,0.0
843ce55ffffffff,471.0,15.0,0.0
843ce57ffffffff,414.0,3.0,0.0
843ce59ffffffff,7.0,0.0,0.0
843ce5bffffffff,59.0,4.0,0.0
843ce5dffffffff,331.0,63.0,0.0
843ce63ffffffff,7.0,0.0,0.0
843ce6dffffffff,4.0,0.0,0.0
843ce81ffffffff,19.0,0.0,0.0
843ce83ffffffff,75.0,0.0,0.0
843ce85ffffffff,98.0,0.0,0.0
843ce87ffffffff,50.0,0.0,0.0
843ce89ffffffff,3.0,0.0,0.0
843ce8bffffffff,57.0,0.0,0.0
843ce8dffffffff,6.0,0.0,0.0
843ce95ffffffff,80.0,0.0,0.0
843cea1ffffffff,97.0,0.0,0.0
843cea3ffffffff,5.0,0.0,0.0
843cea5ffffffff,9.0,0.0,0.0
843cea7ffffffff,27.0,0.0,0.0
843cea9ffffffff,2.0,0.0,0.0
843ceabffffffff,1.0,0.0,0.0
843ceb9ffffffff,2.0,0.0,0.0
843cebbffffffff,4.0,0.0,0.0
843cebdffffffff,15.0,0.0,0.0
843cec1ffffffff,702.0,0.0,0.0
843cec3ffffffff,254.0,0.0,0.0
843cec5ffffffff,4.0,0.0,0.0
843cec9ffffffff,668.0,0.0,0.0
843cecbffffffff,5.0,0.0,0.0
843cecdffffffff,243.0,0.0,0.0
843ced1ffffffff,12.0,0.0,0.0
843ced3ffffffff,4.0,0.0,0.0
843ced5ffffffff,66.0,0.0,0.0
843ced7ffffffff,1.0,0.0,0.0
843ced9ffffffff,13.0,0.0,0.0
843cedbffffffff,3.0,0.0,0.0
843ceddffffffff,25.0,0.0,0.0
843ceedffffffff,4.0,0.0,0.0
843cf01ffffffff,5.0,0.0,0.0
843cf05ffffffff,203.0,0.0,0.0
843cf0bffffffff,36.0,0.0,0.0
843cf0dffffffff,35.0,0.0,0.0
843cf11ffffffff,9.0,0.0,0.0
843cf17ffffffff,10.0,0.0,0.0
843cf21ffffffff,68.0,3.0,0.0
843cf25ffffffff,6.0,0.0,0.0
843cf27ffffffff,73.0,0.0,0.0
843cf29ffffffff,630.0,13.0,0.0
843cf2bffffffff,2.0,0.0,0.0
843cf2dffffffff,2089.0,31.0,0.0
843cf31ffffffff,5.0,0.0,0.0
843cf33ffffffff,21.0,0.0,0.0
843cf35ffffffff,6.0,0.0,0.0
843cf37ffffffff,1.0,0.0,0.0
843cf39ffffffff,2.0,0.0,0.0
843cf3bffffffff,3.0,0.0,0.0
843cf3dffffffff,7.0,0.0,0.0
843cf41ffffffff,10.0,0.0,0.0
843cf43ffffffff,119.0,0.0,0.0
843cf47ffffffff,48.0,0.0,0.0
843cf49ffffffff,5.0,0.0,0.0
843cf4bffffffff,17.0,0.0,0.0
843cf51ffffffff,5.0,0.0,0.0
843cf59ffffffff,3.0,0.0,0.0
843cf5bffffffff,2.0,0.0,0.0
843cf61ffffffff,77.0,0.0,0.0
843cf63ffffffff,11.0,0.0,0.0
843cf65ffffffff,4.0,0.0,0.0
843cf67ffffffff,45.0,0.0,0.0
843cf69ffffffff,41.0,0.0,0.0
843cf6bffffffff,28.0,0.0,0.0
843cf6dffffffff,14.0,0.0,0.0
843d101ffffffff,47.0,0.0,0.0
843d103ffffffff,153.0,0.0,0.0
843d107ffffffff,47.0,0.0,0.0
843d109ffffffff,143.0,0.0,0.0
843d10dffffffff,13.0,0.0,0.0
843d117ffffffff,10.0,0.0,0.0
843d131ffffffff,125.0,0.0,0.0
843d133ffffffff,30.0,0.0,0.0
843d135ffffffff,22.0,0.0,0.0
843d137ffffffff,450.0,0.0,0.0
843d139ffffffff,320.0,0.0,0.0
843d13bffffffff,15.0,0.0,0.0
843d13dffffffff,83.0,0.0,0.0
843d141ffffffff,2.0,0.0,0.0
843d143ffffffff,36.0,0.0,0.0
843d147ffffffff,15.0,0.0,0.0
843d149ffffffff,9.0,0.0,0.0
843d14bffffffff,12.0,0.0,0.0
843d151ffffffff,1.0,0.0,0.0
843d155ffffffff,7.0,0.0,0.0
843d157ffffffff,1.0,0.0,0.0
843d15dffffffff,34.0,0.0,0.0
843d1a9ffffffff,12.0,0.0,0.0
843d1adffffffff,12.0,0.0,0.0
843d1e5ffffffff,12.0,0.0,0.0
843d1e7ffffffff,27.0,0.0,0.0
843d1e9ffffffff,2.0,0.0,0.0
843d1edffffffff,402.0,0.0,0.0
843d305ffffffff,18.0,0.0,0.0
843d307ffffffff,15.0,0.0,0.0
843d30dffffffff,5.0,0.0,0.0
843d323ffffffff,34.0,0.0,0.0
843d32bffffffff,2.0,0.0,0.0
843d335ffffffff,92.0,0.0,0.0
843d337ffffffff,12.0,0.0,0.0
843d339ffffffff,2.0,0.0,0.0
843d33dffffffff,57.0,0.0,0.0
843d341ffffffff,6.0,0.0,0.0
843d345ffffffff,7.0,0.0,0.0
843d349ffffffff,3.0,0.0,0.0
843d34dffffffff,3.0,0.0,0.0
843d363ffffffff,26.0,0.0,0.0
843d36bffffffff,17.0,0.0,0.0
843da99ffffffff,8.0,0.0,0.0
843da9dffffffff,2.0,0.0,0.0
843dad1ffffffff,1301.0,0.0,0.0
843dad3ffffffff,10.0,0.0,0.0
843dad5ffffffff,1.0,0.0,0.0
843dad7ffffffff,19.0,0.0,0.0
843dad9ffffffff,185.0,0.0,0.0
843dadbffffffff,38.0,0.0,0.0
843daddffffffff,244.0,0.0,0.0
84402d7ffffffff,53.0,0.0,0.0
8440413ffffffff,8.0,0.0,0.0
844045dffffffff,2.0,0.0,0.0
8440483ffffffff,4.0,0.0,0.0
844048bffffffff,2.0,0.0,0.0
8440491ffffffff,4.0,0.0,0.0
8440495ffffffff,4.0,0.0,0.0
8440499ffffffff,13.0,0.0,0.0
844049bffffffff,3.0,0.0,0.0
844049dffffffff,3.0,0.0,0.0
84404b1ffffffff,4.0,0.0,0.0
84404b9ffffffff,4.0,0.0,0.0
84404c1ffffffff,26.0,0.0,0.0
84404c3ffffffff,3.0,0.0,0.0
84404c5ffffffff,189.0,5.0,0.0
84404c7ffffffff,8.0,0.0,0.0
84404c9ffffffff,1.0,0.0,0.0
84404cbffffffff,92.0,6.0,0.0
84404cdffffffff,7.0,0.0,0.0
84404ddffffffff,434.0,52.0,0.0
84404e1ffffffff,6.0,0.0,0.0
84404e7ffffffff,2.0,0.0,0.0
84404e9ffffffff,3.0,0.0,0.0
8440591ffffffff,6.0,0.0,0.0
8440611ffffffff,6.0,0.0,0.0
8440613ffffffff,13.0,0.0,0.0
8440615ffffffff,4.0,0.0,0.0
8440619ffffffff,140.0,3.0,1.0
844061bffffffff,10.0,0.0,0.0
8440627ffffffff,2.0,0.0,2.0
8440651ffffffff,25.0,0.0,0.0
8440653ffffffff,34.0,0.0,0.0
844066dffffffff,3.0,0.0,0.0
8440699ffffffff,2.0,0.0,0.0
84406b1ffffffff,4.0,0.0,0.0
84406b5ffffffff,2.0,0.0,0.0
84406b7ffffffff,92.0,0.0,0.0
84406cdffffffff,1.0,0.0,0.0
84406d7ffffffff,1.0,0.0,0.0
844118bffffffff,1.0,0.0,0.0
8441433ffffffff,1.0,0.0,0.0
8441437ffffffff,1.0,0.0,0.0
8441487ffffffff,7.0,0.0,0.0
844148bffffffff,6.0,0.0,0.0
8441491ffffffff,10.0,0.0,0.0
8441493ffffffff,17.0,0.0,0.0
844149bffffffff,9.0,0.0,0.0
844149dffffffff,3.0,0.0,0.0
84414b1ffffffff,8.0,0.0,0.0
84414b3ffffffff,16.0,0.0,0.0
84414b7ffffffff,7.0,0.0,0.0
84414c3ffffffff,84.0,0.0,0.0
84414cbffffffff,2.0,0.0,0.0
84414d1ffffffff,6.0,0.0,0.0
84414d3ffffffff,5.0,0.0,0.0
84414d5ffffffff,4.0,0.0,0.0
84414d9ffffffff,2.0,0.0,0.0
84414e3ffffffff,4.0,0.0,0.0
8441593ffffffff,2.0,0.0,1.0
8441599ffffffff,3.0,0.0,0.0
844159bffffffff,6.0,0.0,6.0
84415a1ffffffff,7.0,0.0,0.0
84415a9ffffffff,4.0,0.0,0.0
84415bdffffffff,2.0,0.0,0.0
84415ddffffffff,5.0,0.0,0.0
84415e1ffffffff,3.0,0.0,0.0
84415e9ffffffff,1.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0
844269bffffffff,38.0,0.0,0.0
8464121ffffffff,3.0,0.0,0.0
8464125ffffffff,2.0,0.0,0.0
8464129ffffffff,2.0,0.0,0.0
846414dffffffff,2.0,0.0,0.0
8464161ffffffff,11.0,0.0,1.0
846416dffffffff,553.0,0.0,127.0
8464805ffffffff,2.0,0.0,0.0
846480bffffffff,28.0,0.0,0.0
8464811ffffffff,1.0,0.0,0.0
846481bffffffff,1.0,0.0,0.0
8464821ffffffff,122.0,7.0,2.0
8464825ffffffff,345.0,38.0,0.0
8464827ffffffff,38.0,2.0,0.0
8464829ffffffff,9.0,0.0,0.0
846482bffffffff,675.0,40.0,7.0
846482dffffffff,21.0,0.0,0.0
846483dffffffff,1.0,0.0,0.0
8464843ffffffff,6.0,0.0,2.0
846484bffffffff,27.0,0.0,4.0
846484dffffffff,2.0,0.0,0.0
846485dffffffff,2.0,0.0,0.0
8464867ffffffff,1.0,0.0,0.0
84648a5ffffffff,2.0,0.0,0.0
84648b1ffffffff,2.0,0.0,0.0
84648b5ffffffff,2.0,0.0,0.0
84648b9ffffffff,2.0,0.0,0.0
84648e9ffffffff,2.0,0.0,0.0
84648ebffffffff,8.0,0.0,0.0
8464901ffffffff,12.0,0.0,0.0
8464903ffffffff,96.0,9.0,0.0
8464905ffffffff,2.0,0.0,0.0
8464909ffffffff,17.0,5.0,0.0
846490bffffffff,3.0,0.0,0.0
846490dffffffff,18.0,0.0,0.0
8464911ffffffff,742.0,48.0,14.0
846491bffffffff,24.0,0.0,0.0
846491dffffffff,11.0,0.0,2.0
8464921ffffffff,1.0,0.0,0.0
8464929ffffffff,12.0,0.0,0.0
8464943ffffffff,8.0,0.0,0.0
8464949ffffffff,25.0,0.0,4.0
846494bffffffff,43.0,3.0,4.0
8464951ffffffff,16.0,0.0,4.0
8464953ffffffff,5.0,0.0,2.0
8464955ffffffff,19.0,0.0,7.0
8464957ffffffff,14.0,0.0,0.0
8464963ffffffff,4.0,0.0,0.0
8464967ffffffff,11.0,0.0,0.0
846496dffffffff,2.0,0.0,0.0
8464981ffffffff,3.0,0.0,0.0
8464983ffffffff,51.0,1.0,0.0
8464985ffffffff,3.0,0.0,0.0
8464987ffffffff,4.0,0.0,0.0
8464999ffffffff,2.0,0.0,0.0
84649c9ffffffff,2.0,0.0,0.0
84649cdffffffff,5.0,0.0,0.0
84649d7ffffffff,4.0,0.0,0.0
84649e3ffffffff,6.0,0.0,0.0
8464a03ffffffff,5.0,0.0,0.0
8464a11ffffffff,4.0,0.0,0.0
8464a15ffffffff,16.0,0.0,1.0
8464a1bffffffff,2.0,0.0,0.0
8464a31ffffffff,3.0,0.0,0.0
8464a35ffffffff,77.0,0.0,6.0
8464a39ffffffff,2.0,0.0,0.0
8464a3dffffffff,11.0,0.0,3.0
8464a57ffffffff,1.0,0.0,1.0
8464a5bffffffff,13.0,0.0,0.0
8464b03ffffffff,48.0,0.0,24.0
8464b09ffffffff,6.0,0.0,0.0
8464b0bffffffff,27.0,0.0,8.0
8464b25ffffffff,19.0,0.0,0.0
8464b37ffffffff,3.0,0.0,0.0
8464b39ffffffff,2.0,0.0,0.0
8464b43ffffffff,3.0,0.0,0.0
8464b53ffffffff,8.0,0.0,6.0
8464b55ffffffff,75.0,0.0,14.0
8464b57ffffffff,22.0,0.0,2.0
8464b5dffffffff,21.0,0.0,9.0
8465893ffffffff,2.0,0.0,0.0
8465897ffffffff,5.0,0.0,0.0
