cell_id,Psilopogon asiaticus,Psilopogon asiaticus asiaticus,Psilopogon asiaticus davisoni
84209a1ffffffff,3.0,0.0,0.0
84209a5ffffffff,487.0,0.0,0.0
84209a7ffffffff,2.0,0.0,0.0
843c021ffffffff,12.0,0.0,0.0
843c025ffffffff,1.0,0.0,0.0
843c027ffffffff,4.0,0.0,0.0
843c029ffffffff,1288.0,224.0,0.0
843c02dffffffff,412.0,37.0,0.0
843c063ffffffff,2.0,0.0,0.0
843c065ffffffff,26.0,2.0,0.0
843c067ffffffff,211.0,3.0,0.0
843c069ffffffff,5.0,0.0,0.0
843c06dffffffff,5.0,0.0,0.0
843c0a5ffffffff,340.0,5.0,0.0
843c0a7ffffffff,1.0,1.0,0.0
843c0a9ffffffff,5.0,0.0,0.0
843c0adffffffff,80.0,0.0,0.0
843c0b5ffffffff,21.0,0.0,0.0
843c0b7ffffffff,51.0,4.0,0.0
843c159ffffffff,46.0,0.0,0.0
843c15bffffffff,1.0,0.0,0.0
843c189ffffffff,11.0,0.0,0.0
843c191ffffffff,55.0,0.0,0.0
843c193ffffffff,17.0,0.0,0.0
843c197ffffffff,3.0,0.0,0.0
843c199ffffffff,1104.0,22.0,0.0
843c19bffffffff,84.0,0.0,0.0
843c19dffffffff,7.0,0.0,0.0
843c1a9ffffffff,3.0,0.0,0.0
843c1abffffffff,3.0,0.0,0.0
843c1b1ffffffff,1.0,0.0,0.0
843c1b5ffffffff,73.0,0.0,0.0
843c1b9ffffffff,7.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0
843c1c3ffffffff,284.0,0.0,0.0
843c1c7ffffffff,11.0,0.0,0.0
843c1d1ffffffff,7.0,0.0,0.0
843c1d3ffffffff,119.0,4.0,0.0
843c1d5ffffffff,5.0,0.0,0.0
843c1d7ffffffff,54.0,0.0,0.0
843c1d9ffffffff,1.0,0.0,0.0
843c1dbffffffff,12.0,0.0,0.0
843c303ffffffff,3.0,0.0,0.0
843c307ffffffff,6.0,0.0,0.0
843c315ffffffff,12.0,0.0,0.0
843c317ffffffff,3.0,0.0,0.0
843c331ffffffff,2.0,0.0,0.0
843c333ffffffff,17.0,0.0,0.0
843c335ffffffff,5.0,0.0,0.0
843c337ffffffff,3.0,0.0,0.0
843c33bffffffff,135.0,0.0,0.0
843c33dffffffff,1.0,0.0,0.0
843c341ffffffff,2.0,0.0,0.0
843c345ffffffff,6.0,0.0,0.0
843c369ffffffff,2.0,0.0,0.0
843c521ffffffff,12.0,0.0,0.0
843c525ffffffff,76.0,0.0,0.0
843c527ffffffff,294.0,0.0,0.0
843c533ffffffff,3.0,0.0,0.0
843c537ffffffff,32.0,0.0,0.0
843c581ffffffff,541.0,0.0,0.0
843c583ffffffff,5.0,0.0,0.0
843c585ffffffff,73.0,0.0,0.0
843c587ffffffff,114.0,0.0,0.0
843c58dffffffff,29.0,0.0,0.0
843c595ffffffff,1.0,0.0,0.0
843c5a1ffffffff,683.0,0.0,0.0
843c5a3ffffffff,3.0,0.0,0.0
843c5a9ffffffff,403.0,0.0,0.0
843c5abffffffff,26.0,0.0,0.0
843c5adffffffff,73.0,0.0,0.0
843c5b1ffffffff,3.0,0.0,0.0
843c5b3ffffffff,4.0,0.0,0.0
843c5b7ffffffff,1.0,0.0,0.0
843c5b9ffffffff,2.0,0.0,0.0
843c5bdffffffff,555.0,0.0,0.0
843c5c1ffffffff,1.0,0.0,0.0
843c5c5ffffffff,26.0,0.0,0.0
843c5c7ffffffff,7.0,0.0,0.0
843c5e3ffffffff,76.0,0.0,0.0
843c5e5ffffffff,1.0,0.0,0.0
843c5e7ffffffff,17.0,0.0,0.0
843c5ebffffffff,37.0,0.0,0.0
843c889ffffffff,1.0,0.0,0.0
843c899ffffffff,86.0,0.0,0.0
843c8c3ffffffff,2.0,0.0,0.0
843c8c7ffffffff,21.0,0.0,0.0
843c8cbffffffff,9.0,0.0,0.0
843c8d1ffffffff,1.0,0.0,0.0
843c8d3ffffffff,2.0,0.0,0.0
843c8d5ffffffff,10.0,0.0,0.0
843c8d7ffffffff,24.0,0.0,0.0
843c8d9ffffffff,37.0,2.0,0.0
843c8dbffffffff,69.0,0.0,0.0
843c8ddffffffff,2.0,0.0,0.0
843ca87ffffffff,4.0,0.0,0.0
843ca93ffffffff,4.0,0.0,0.0
843ca97ffffffff,31.0,0.0,0.0
843cab1ffffffff,30.0,0.0,0.0
843cab7ffffffff,29.0,0.0,0.0
