cell_id,Macropygia ruficeps,Macropygia ruficeps [undescribed form]
834065fffffffff,4.0,0.0
836416fffffffff,1.0,0.0
8364a5fffffffff,2.0,0.0
836500fffffffff,214.0,0.0
836502fffffffff,22.0,0.0
836503fffffffff,18.0,0.0
836505fffffffff,71.0,0.0
836518fffffffff,10.0,0.0
83651cfffffffff,18.0,0.0
83651dfffffffff,15.0,0.0
839553fffffffff,2.0,0.0
