cell_id,Systellura longirostris,Systellura longirostris roraimae,Systellura longirostris ruficervix,Systellura longirostris atripunctata,Systellura longirostris bifasciata/patagonica,Systellura longirostris longirostris,Systellura longirostris mochaensis
82661ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
8266f7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82674ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
828017fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82818ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
828a27fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
828b67fffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
828e67fffffffff,15.0,0.0,0.0,11.0,0.0,0.0,0.0
828e6ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
828f5ffffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
82a88ffffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82a96ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82b20ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82b21ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82b247fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b24ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82b257fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82b25ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,28.0,0.0,0.0,0.0,4.0,0.0,0.0
82b2cffffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
82b2e7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82b307fffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
82b34ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82b35ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82b377fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2cffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2dffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2effffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82c32ffffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
82c357fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82c377fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce87fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
82cf17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82cf9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
