cell_id,Vireo griseus,Vireo griseus [griseus Group],Vireo griseus perquisitor
8326e1fffffffff,15.0,0.0,0.0
8326e3fffffffff,36.0,0.0,0.0
8326e4fffffffff,1.0,0.0,0.0
8326e5fffffffff,128.0,0.0,0.0
8326e8fffffffff,219.0,0.0,0.0
8326e9fffffffff,533.0,0.0,0.0
8326eafffffffff,108.0,0.0,0.0
8326ebfffffffff,62.0,0.0,0.0
8326ecfffffffff,513.0,0.0,0.0
8326edfffffffff,1788.0,0.0,0.0
8326eefffffffff,168.0,0.0,0.0
832749fffffffff,72.0,0.0,0.0
83274bfffffffff,188.0,0.0,0.0
832759fffffffff,176.0,0.0,0.0
83275bfffffffff,65.0,0.0,0.0
832a10fffffffff,3035.0,0.0,0.0
832a12fffffffff,454.0,0.0,0.0
832a13fffffffff,4910.0,0.0,0.0
832a14fffffffff,282.0,0.0,0.0
832a15fffffffff,762.0,0.0,0.0
832a16fffffffff,95.0,0.0,0.0
832a30fffffffff,75.0,0.0,0.0
832a31fffffffff,300.0,0.0,0.0
832a33fffffffff,1960.0,0.0,0.0
832a34fffffffff,85.0,0.0,0.0
832a4cfffffffff,2939.0,0.0,0.0
832a80fffffffff,358.0,7.0,0.0
832a81fffffffff,144.0,0.0,0.0
832a82fffffffff,1475.0,5.0,0.0
832a83fffffffff,89.0,2.0,0.0
832a84fffffffff,1646.0,0.0,0.0
832a85fffffffff,813.0,33.0,0.0
832a86fffffffff,984.0,7.0,0.0
832a88fffffffff,1188.0,0.0,0.0
832a89fffffffff,3681.0,0.0,0.0
832a8afffffffff,438.0,0.0,0.0
832a8bfffffffff,5755.0,0.0,0.0
832a8cfffffffff,2129.0,0.0,0.0
832a8dfffffffff,2371.0,0.0,0.0
832a8efffffffff,426.0,0.0,0.0
832a90fffffffff,797.0,0.0,0.0
832a91fffffffff,1054.0,0.0,0.0
832a92fffffffff,335.0,0.0,0.0
832a93fffffffff,1411.0,0.0,0.0
832a94fffffffff,578.0,0.0,0.0
832a95fffffffff,1724.0,0.0,0.0
832a96fffffffff,72.0,0.0,0.0
832a98fffffffff,89.0,0.0,0.0
832a99fffffffff,227.0,0.0,0.0
832a9afffffffff,772.0,0.0,0.0
832a9bfffffffff,505.0,0.0,0.0
832a9cfffffffff,548.0,4.0,0.0
832a9dfffffffff,235.0,28.0,0.0
832a9efffffffff,1107.0,0.0,0.0
832aa0fffffffff,4.0,0.0,0.0
832aa1fffffffff,414.0,0.0,0.0
832aa2fffffffff,11.0,0.0,0.0
832aa3fffffffff,106.0,0.0,0.0
832aa5fffffffff,6.0,0.0,0.0
832aa8fffffffff,9202.0,291.0,0.0
832aa9fffffffff,5821.0,189.0,0.0
832aaafffffffff,4966.0,55.0,0.0
832aabfffffffff,2186.0,14.0,0.0
832aacfffffffff,5364.0,31.0,0.0
832aadfffffffff,16566.0,5.0,0.0
832aaefffffffff,2135.0,67.0,0.0
832ab0fffffffff,507.0,0.0,0.0
832ab1fffffffff,342.0,0.0,0.0
832ab2fffffffff,3551.0,6.0,0.0
832ab3fffffffff,1320.0,0.0,0.0
832ab5fffffffff,207.0,0.0,0.0
832ac6fffffffff,46.0,0.0,0.0
832ad0fffffffff,312.0,0.0,0.0
832ad1fffffffff,49.0,0.0,0.0
832ad2fffffffff,309.0,0.0,0.0
832ad3fffffffff,887.0,0.0,0.0
832ad4fffffffff,371.0,0.0,0.0
832ad5fffffffff,952.0,0.0,0.0
832ad6fffffffff,3874.0,0.0,0.0
832af0fffffffff,881.0,0.0,0.0
832af1fffffffff,192.0,0.0,0.0
832af2fffffffff,924.0,0.0,0.0
832af3fffffffff,655.0,0.0,0.0
832af4fffffffff,8.0,0.0,0.0
832af6fffffffff,4905.0,0.0,0.0
832b1bfffffffff,2.0,0.0,0.0
834412fffffffff,5914.0,80.0,0.0
834413fffffffff,8436.0,79.0,0.0
834414fffffffff,280.0,8.0,0.0
834416fffffffff,1328.0,71.0,0.0
83441afffffffff,8248.0,173.0,0.0
83441bfffffffff,431.0,2.0,0.0
83441efffffffff,6443.0,143.0,0.0
834424fffffffff,35.0,0.0,0.0
834430fffffffff,199.0,17.0,0.0
834432fffffffff,117.0,5.0,0.0
834434fffffffff,73.0,4.0,0.0
834440fffffffff,3394.0,0.0,0.0
834441fffffffff,555.0,0.0,0.0
834442fffffffff,899.0,0.0,0.0
834443fffffffff,560.0,0.0,0.0
834444fffffffff,989.0,0.0,0.0
834445fffffffff,1405.0,0.0,0.0
834446fffffffff,3940.0,0.0,0.0
834448fffffffff,324.0,0.0,0.0
834449fffffffff,758.0,0.0,0.0
83444afffffffff,157.0,0.0,0.0
83444bfffffffff,635.0,0.0,0.0
83444cfffffffff,1091.0,0.0,0.0
83444dfffffffff,1224.0,0.0,0.0
83444efffffffff,804.0,0.0,0.0
834450fffffffff,4749.0,0.0,0.0
834451fffffffff,338.0,0.0,0.0
834452fffffffff,1330.0,0.0,0.0
834453fffffffff,96.0,0.0,0.0
834455fffffffff,3652.0,0.0,0.0
834456fffffffff,949.0,0.0,0.0
834458fffffffff,128.0,0.0,0.0
834459fffffffff,248.0,0.0,0.0
83445afffffffff,841.0,0.0,0.0
83445bfffffffff,1280.0,0.0,0.0
83445cfffffffff,283.0,0.0,0.0
83445dfffffffff,149.0,0.0,0.0
83445efffffffff,94.0,0.0,0.0
834463fffffffff,513.0,0.0,0.0
834468fffffffff,1516.0,0.0,0.0
834469fffffffff,1218.0,0.0,0.0
83446afffffffff,1679.0,0.0,0.0
83446bfffffffff,793.0,0.0,0.0
83446cfffffffff,12502.0,0.0,0.0
83446dfffffffff,4307.0,0.0,0.0
83446efffffffff,3905.0,0.0,0.0
834471fffffffff,115.0,0.0,0.0
834473fffffffff,2543.0,0.0,0.0
834480fffffffff,2.0,0.0,0.0
834484fffffffff,78.0,0.0,0.0
834485fffffffff,15.0,0.0,0.0
834486fffffffff,72.0,0.0,0.0
8344a0fffffffff,1.0,0.0,0.0
8344a1fffffffff,3271.0,50.0,0.0
8344a3fffffffff,155.0,0.0,0.0
8344a5fffffffff,4304.0,167.0,0.0
8344a8fffffffff,2846.0,32.0,0.0
8344a9fffffffff,8721.0,407.0,0.0
8344abfffffffff,1572.0,80.0,0.0
8344acfffffffff,1923.0,104.0,0.0
8344adfffffffff,3324.0,76.0,0.0
8344aefffffffff,1464.0,59.0,0.0
8344b1fffffffff,6.0,0.0,0.0
8344b5fffffffff,79.0,0.0,0.0
8344c0fffffffff,3243.0,0.0,0.0
8344c1fffffffff,5484.0,0.0,0.0
8344c2fffffffff,2034.0,0.0,0.0
8344c3fffffffff,3281.0,0.0,0.0
8344c4fffffffff,512.0,0.0,0.0
8344c5fffffffff,1038.0,0.0,0.0
8344c6fffffffff,361.0,0.0,0.0
8344c8fffffffff,1247.0,0.0,0.0
8344c9fffffffff,487.0,0.0,0.0
8344cafffffffff,1779.0,0.0,0.0
8344cbfffffffff,1303.0,0.0,0.0
8344ccfffffffff,1416.0,0.0,0.0
8344cdfffffffff,1009.0,0.0,0.0
8344cefffffffff,908.0,0.0,0.0
8344d0fffffffff,8584.0,0.0,0.0
8344d1fffffffff,2293.0,0.0,0.0
8344d2fffffffff,631.0,0.0,0.0
8344d3fffffffff,1279.0,0.0,0.0
8344d5fffffffff,4223.0,0.0,0.0
8344d8fffffffff,1627.0,0.0,0.0
8344d9fffffffff,1074.0,0.0,0.0
8344dafffffffff,1479.0,0.0,0.0
8344dbfffffffff,1354.0,0.0,0.0
8344dcfffffffff,695.0,0.0,0.0
8344ddfffffffff,4082.0,0.0,0.0
8344defffffffff,1376.0,0.0,0.0
8344e0fffffffff,1744.0,61.0,0.0
8344e1fffffffff,140.0,0.0,0.0
8344e2fffffffff,2183.0,54.0,0.0
8344e3fffffffff,670.0,0.0,0.0
8344e4fffffffff,354.0,3.0,0.0
8344e5fffffffff,492.0,0.0,0.0
8344e6fffffffff,2207.0,138.0,0.0
8344e8fffffffff,1100.0,0.0,0.0
8344e9fffffffff,528.0,0.0,0.0
8344eafffffffff,506.0,0.0,0.0
8344ebfffffffff,189.0,0.0,0.0
8344ecfffffffff,250.0,0.0,0.0
8344edfffffffff,1342.0,0.0,0.0
8344eefffffffff,1527.0,0.0,0.0
8344f0fffffffff,6762.0,18.0,0.0
8344f1fffffffff,338.0,0.0,0.0
8344f3fffffffff,7402.0,0.0,0.0
8344f4fffffffff,13735.0,114.0,0.0
8344f5fffffffff,2294.0,15.0,0.0
8344f6fffffffff,1479.0,13.0,0.0
834501fffffffff,233.0,0.0,0.0
834505fffffffff,436.0,0.0,0.0
834508fffffffff,1090.0,0.0,0.0
834509fffffffff,1637.0,0.0,0.0
83450afffffffff,2269.0,24.0,0.0
83450bfffffffff,912.0,0.0,0.0
83450cfffffffff,286.0,0.0,0.0
83450dfffffffff,501.0,7.0,0.0
83450efffffffff,1215.0,0.0,0.0
834519fffffffff,2.0,0.0,0.0
83451bfffffffff,11.0,0.0,0.0
83451dfffffffff,5.0,0.0,0.0
834520fffffffff,174.0,0.0,0.0
834521fffffffff,1548.0,0.0,0.0
834522fffffffff,567.0,0.0,0.0
834523fffffffff,420.0,0.0,0.0
834524fffffffff,88.0,0.0,0.0
834525fffffffff,61.0,0.0,0.0
834526fffffffff,192.0,0.0,0.0
834528fffffffff,1160.0,63.0,0.0
834529fffffffff,55.0,2.0,0.0
83452afffffffff,3161.0,0.0,0.0
83452bfffffffff,656.0,70.0,0.0
83452cfffffffff,1659.0,35.0,0.0
83452dfffffffff,303.0,25.0,0.0
83452efffffffff,6522.0,44.0,0.0
834530fffffffff,14.0,0.0,0.0
834531fffffffff,174.0,0.0,0.0
834532fffffffff,10.0,0.0,0.0
834533fffffffff,24.0,0.0,0.0
834534fffffffff,18.0,0.0,0.0
834535fffffffff,81.0,0.0,0.0
834536fffffffff,3.0,0.0,0.0
834564fffffffff,37.0,0.0,0.0
834569fffffffff,3.0,0.0,0.0
83456dfffffffff,3.0,0.0,0.0
834572fffffffff,383.0,0.0,0.0
834574fffffffff,18.0,2.0,0.0
834576fffffffff,100.0,10.0,0.0
834583fffffffff,5.0,0.0,0.0
834584fffffffff,7.0,0.0,0.0
834588fffffffff,104.0,28.0,0.0
834589fffffffff,1.0,1.0,0.0
83458afffffffff,1.0,0.0,0.0
83458cfffffffff,68.0,5.0,0.0
83458dfffffffff,30.0,1.0,0.0
83458efffffffff,2.0,0.0,0.0
834592fffffffff,2.0,0.0,0.0
834598fffffffff,319.0,67.0,0.0
83459cfffffffff,1.0,0.0,0.0
83459dfffffffff,52.0,5.0,0.0
83459efffffffff,14.0,0.0,0.0
8345a3fffffffff,26.0,0.0,0.0
834880fffffffff,575.0,0.0,0.0
834881fffffffff,43.0,0.0,0.0
834882fffffffff,1207.0,0.0,0.0
834883fffffffff,2155.0,0.0,0.0
834884fffffffff,135.0,0.0,0.0
834885fffffffff,9.0,0.0,0.0
834886fffffffff,491.0,0.0,0.0
834888fffffffff,118.0,0.0,0.0
83488afffffffff,182.0,0.0,0.0
83488cfffffffff,18.0,0.0,0.0
83488efffffffff,1074.0,0.0,0.0
834890fffffffff,3966.0,0.0,0.0
834891fffffffff,2479.0,0.0,0.0
834892fffffffff,1495.0,0.0,0.0
834893fffffffff,2622.0,0.0,0.0
834895fffffffff,4878.0,0.0,0.0
834898fffffffff,7425.0,0.0,0.0
834899fffffffff,328.0,0.0,0.0
83489afffffffff,2008.0,0.0,0.0
83489bfffffffff,448.0,0.0,0.0
83489cfffffffff,14297.0,0.0,0.0
83489dfffffffff,3761.0,0.0,0.0
83489efffffffff,8082.0,0.0,0.0
8348a0fffffffff,10.0,0.0,0.0
8348a2fffffffff,1008.0,0.0,0.0
8348a3fffffffff,7.0,0.0,0.0
8348a6fffffffff,11.0,0.0,0.0
8348b0fffffffff,2.0,0.0,0.0
8348b1fffffffff,3641.0,0.0,0.0
8348b2fffffffff,5046.0,0.0,0.0
8348b3fffffffff,24679.0,0.0,0.0
8348b4fffffffff,20.0,0.0,0.0
8348b5fffffffff,196.0,0.0,0.0
834990fffffffff,16.0,0.0,0.0
834991fffffffff,24.0,0.0,0.0
834992fffffffff,33.0,0.0,0.0
834993fffffffff,28.0,0.0,0.0
834994fffffffff,5.0,0.0,0.0
834996fffffffff,2905.0,0.0,0.0
834998fffffffff,281.0,0.0,0.0
83499bfffffffff,71.0,0.0,0.0
83499cfffffffff,29.0,0.0,0.0
83499dfffffffff,2.0,0.0,0.0
83499efffffffff,60.0,0.0,0.0
834c93fffffffff,10.0,0.0,0.0
834c98fffffffff,7.0,0.0,0.0
834cb3fffffffff,30.0,0.0,0.0
834cc0fffffffff,87.0,0.0,0.0
834cc4fffffffff,69.0,0.0,0.0
834cc5fffffffff,320.0,0.0,0.0
834ceafffffffff,7.0,0.0,0.0
834ceefffffffff,78.0,0.0,0.0
836d04fffffffff,24.0,9.0,0.0
836d05fffffffff,13.0,2.0,0.0
836d20fffffffff,107.0,0.0,0.0
836d21fffffffff,210.0,22.0,0.0
836d22fffffffff,15.0,0.0,0.0
836d23fffffffff,319.0,40.0,0.0
836d24fffffffff,51.0,0.0,0.0
836d25fffffffff,179.0,5.0,0.0
836d26fffffffff,10.0,0.0,0.0
836d28fffffffff,9.0,0.0,0.0
836d2afffffffff,2.0,0.0,0.0
836d2bfffffffff,2.0,0.0,0.0
836d2cfffffffff,254.0,30.0,0.0
836d2dfffffffff,112.0,0.0,0.0
836d2efffffffff,17.0,3.0,0.0
836d30fffffffff,288.0,15.0,0.0
836d31fffffffff,168.0,11.0,0.0
836d32fffffffff,3.0,0.0,0.0
836d34fffffffff,686.0,0.0,0.0
836d35fffffffff,832.0,0.0,0.0
836d36fffffffff,48.0,2.0,0.0
