cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
8448cb5ffffffff,3.0,0.0,0.0,0.0
8448cc1ffffffff,49.0,0.0,0.0,0.0
8448cc3ffffffff,2.0,0.0,0.0,0.0
8448cc5ffffffff,110.0,0.0,0.0,0.0
8448cc7ffffffff,7.0,0.0,0.0,0.0
8448ccbffffffff,6.0,0.0,0.0,0.0
8448cd1ffffffff,30.0,0.0,0.0,0.0
8448cd3ffffffff,77.0,0.0,0.0,0.0
8448cd5ffffffff,2.0,0.0,0.0,0.0
8448cd9ffffffff,14.0,0.0,0.0,0.0
8448cdbffffffff,17.0,0.0,0.0,0.0
8448cddffffffff,28.0,0.0,0.0,0.0
8448ce9ffffffff,3.0,0.0,0.0,0.0
8448cedffffffff,1.0,0.0,0.0,0.0
8448d19ffffffff,5.0,0.0,0.0,0.0
8448d1bffffffff,26.0,0.0,0.0,0.0
8448d43ffffffff,4.0,0.0,0.0,0.0
8448d4bffffffff,21.0,0.0,0.0,0.0
8448d53ffffffff,88.0,0.0,0.0,0.0
8448d5bffffffff,2.0,0.0,0.0,0.0
8448d5dffffffff,6.0,0.0,0.0,0.0
8448d83ffffffff,239.0,0.0,0.0,0.0
8448d85ffffffff,18.0,0.0,0.0,0.0
8448d87ffffffff,61.0,0.0,0.0,0.0
8448d89ffffffff,454.0,0.0,0.0,0.0
8448d8bffffffff,11.0,0.0,0.0,0.0
8448d95ffffffff,1.0,0.0,0.0,0.0
8448d9bffffffff,2.0,0.0,0.0,0.0
8448da3ffffffff,33.0,0.0,0.0,0.0
8448da7ffffffff,4.0,0.0,0.0,0.0
8448da9ffffffff,11.0,0.0,0.0,0.0
8448dabffffffff,55.0,0.0,0.0,0.0
8448db1ffffffff,4.0,0.0,0.0,0.0
8448db3ffffffff,3.0,0.0,0.0,0.0
8448db5ffffffff,29.0,0.0,0.0,0.0
8448db9ffffffff,4.0,0.0,0.0,0.0
8448dbdffffffff,6.0,0.0,0.0,0.0
8448dc3ffffffff,145.0,0.0,0.0,0.0
8448dc7ffffffff,4.0,0.0,0.0,0.0
8448dcdffffffff,1.0,0.0,0.0,0.0
8448ddbffffffff,2.0,0.0,0.0,0.0
8448e07ffffffff,6.0,0.0,0.0,0.0
8448e29ffffffff,2.0,0.0,0.0,0.0
8448e2bffffffff,8.0,0.0,0.0,0.0
8448e33ffffffff,1.0,0.0,0.0,0.0
8448e37ffffffff,62.0,0.0,0.0,0.0
8448e39ffffffff,1.0,0.0,0.0,0.0
8448e3dffffffff,6.0,0.0,0.0,0.0
8448e4dffffffff,59.0,0.0,0.0,0.0
8448e61ffffffff,16.0,0.0,0.0,0.0
8448e63ffffffff,67.0,0.0,0.0,0.0
8448e67ffffffff,6.0,0.0,0.0,0.0
8448e69ffffffff,6.0,0.0,0.0,0.0
8448e6bffffffff,4.0,0.0,0.0,0.0
8448e85ffffffff,752.0,0.0,0.0,0.0
8448e89ffffffff,1.0,0.0,0.0,0.0
8448e8dffffffff,592.0,0.0,0.0,0.0
8448ea1ffffffff,27.0,0.0,0.0,0.0
8448ea7ffffffff,2.0,0.0,0.0,0.0
8448ea9ffffffff,9.0,0.0,0.0,0.0
8448eadffffffff,63.0,0.0,0.0,0.0
8448eb5ffffffff,73.0,0.0,0.0,0.0
8448eb7ffffffff,18.0,0.0,0.0,0.0
8448ebdffffffff,2.0,0.0,0.0,0.0
8448ec7ffffffff,21.0,0.0,0.0,0.0
8448ee1ffffffff,18.0,0.0,0.0,0.0
8448ee3ffffffff,25.0,0.0,0.0,0.0
8448ee5ffffffff,3.0,0.0,0.0,0.0
8448ee7ffffffff,2.0,0.0,0.0,0.0
8448ee9ffffffff,916.0,0.0,0.0,0.0
8448eebffffffff,97.0,0.0,0.0,0.0
8449801ffffffff,3.0,0.0,0.0,0.0
8449807ffffffff,2.0,0.0,0.0,0.0
8449809ffffffff,2.0,0.0,0.0,0.0
8449827ffffffff,3.0,0.0,0.0,0.0
844982dffffffff,4.0,2.0,0.0,0.0
8449831ffffffff,2.0,0.0,0.0,0.0
8449833ffffffff,6.0,0.0,0.0,0.0
8449835ffffffff,5.0,0.0,0.0,0.0
844983bffffffff,37.0,0.0,0.0,0.0
844983dffffffff,6.0,0.0,0.0,0.0
8449855ffffffff,10.0,0.0,0.0,0.0
8449861ffffffff,4.0,0.0,0.0,0.0
8449863ffffffff,2.0,0.0,0.0,0.0
8449865ffffffff,2.0,0.0,0.0,0.0
844986dffffffff,2.0,2.0,0.0,0.0
8449881ffffffff,9.0,0.0,0.0,0.0
8449887ffffffff,3.0,0.0,0.0,0.0
844988dffffffff,12.0,0.0,0.0,0.0
8449893ffffffff,19.0,0.0,0.0,0.0
84498c7ffffffff,3.0,0.0,0.0,0.0
84498d7ffffffff,2.0,0.0,0.0,0.0
84498dbffffffff,6.0,0.0,0.0,0.0
8449901ffffffff,2.0,0.0,0.0,0.0
8449905ffffffff,2.0,0.0,0.0,0.0
8449909ffffffff,1.0,0.0,0.0,0.0
844990bffffffff,2.0,0.0,0.0,0.0
844990dffffffff,4.0,0.0,0.0,0.0
8449911ffffffff,4.0,0.0,0.0,0.0
8449913ffffffff,2.0,0.0,0.0,0.0
8449917ffffffff,7.0,0.0,0.0,0.0
8449919ffffffff,10.0,0.0,0.0,0.0
844991dffffffff,7.0,0.0,0.0,0.0
8449943ffffffff,3.0,0.0,0.0,0.0
8449945ffffffff,5.0,0.0,0.0,0.0
8449957ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,45.0,0.0,0.0,0.0
844995bffffffff,1.0,0.0,0.0,0.0
844995dffffffff,7.0,0.0,0.0,0.0
8449963ffffffff,70.0,7.0,0.0,0.0
8449967ffffffff,2.0,0.0,0.0,0.0
844996bffffffff,43.0,3.0,0.0,0.0
8449987ffffffff,7.0,0.0,0.0,0.0
84499b3ffffffff,4.0,0.0,0.0,0.0
84499b5ffffffff,3.0,0.0,0.0,0.0
84499bbffffffff,3.0,0.0,0.0,0.0
84499bdffffffff,1.0,0.0,0.0,0.0
84499c1ffffffff,3.0,0.0,0.0,0.0
84499c5ffffffff,6.0,0.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0,0.0
84499c9ffffffff,12.0,0.0,0.0,0.0
84499cbffffffff,4.0,0.0,0.0,0.0
84499cdffffffff,13.0,0.0,0.0,0.0
84499d1ffffffff,4.0,0.0,0.0,0.0
84499ddffffffff,4.0,0.0,0.0,0.0
84499ebffffffff,1.0,0.0,0.0,0.0
8449a81ffffffff,19.0,0.0,0.0,0.0
8449a83ffffffff,9.0,2.0,0.0,0.0
8449a85ffffffff,174.0,17.0,0.0,0.0
8449a8bffffffff,2.0,0.0,0.0,0.0
8449a91ffffffff,6.0,1.0,0.0,0.0
8449a93ffffffff,7.0,0.0,0.0,0.0
8449a97ffffffff,4.0,0.0,0.0,0.0
8449aa1ffffffff,3.0,0.0,0.0,0.0
8449aa9ffffffff,4.0,0.0,0.0,0.0
8449aabffffffff,1.0,0.0,0.0,0.0
8449ab1ffffffff,2.0,0.0,0.0,0.0
8449ab5ffffffff,27.0,0.0,0.0,0.0
8449b19ffffffff,52.0,0.0,0.0,0.0
8449b1dffffffff,18.0,0.0,0.0,0.0
8449b2dffffffff,10.0,0.0,0.0,0.0
8449b33ffffffff,10.0,0.0,0.0,0.0
8449b37ffffffff,14.0,1.0,0.0,0.0
8449b53ffffffff,1.0,0.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0,0.0
8449b67ffffffff,1.0,0.0,0.0,0.0
845f487ffffffff,8.0,0.0,0.0,0.0
845f4abffffffff,1.0,0.0,0.0,0.0
845f4b9ffffffff,3.0,0.0,0.0,0.0
845f4bdffffffff,4.0,0.0,0.0,0.0
845f681ffffffff,1.0,0.0,0.0,0.0
845f711ffffffff,15.0,0.0,0.0,0.0
845f755ffffffff,2.0,0.0,0.0,0.0
846601bffffffff,77.0,0.0,0.0,9.0
8466081ffffffff,30.0,0.0,0.0,0.0
8466083ffffffff,91.0,0.0,0.0,6.0
8466085ffffffff,13.0,0.0,0.0,0.0
8466087ffffffff,28.0,0.0,0.0,0.0
8466089ffffffff,86.0,0.0,0.0,2.0
846608bffffffff,50.0,0.0,0.0,0.0
846608dffffffff,209.0,0.0,0.0,13.0
8466091ffffffff,4.0,0.0,0.0,0.0
8466093ffffffff,2.0,0.0,0.0,0.0
8466095ffffffff,34.0,0.0,0.0,3.0
8466097ffffffff,1.0,0.0,0.0,0.0
846609dffffffff,44.0,0.0,0.0,1.0
84660a1ffffffff,2.0,0.0,0.0,0.0
84660a3ffffffff,3.0,0.0,0.0,0.0
84660b1ffffffff,51.0,0.0,0.0,0.0
84660b3ffffffff,46.0,0.0,0.0,0.0
84660b5ffffffff,410.0,0.0,0.0,9.0
84660b7ffffffff,94.0,0.0,0.0,4.0
84660b9ffffffff,143.0,0.0,0.0,7.0
84660bbffffffff,99.0,0.0,0.0,1.0
84660bdffffffff,236.0,0.0,0.0,1.0
84660c1ffffffff,18.0,0.0,0.0,0.0
84660c3ffffffff,190.0,0.0,0.0,2.0
84660c7ffffffff,12.0,0.0,0.0,0.0
84660cbffffffff,20.0,0.0,0.0,1.0
84660cdffffffff,6.0,0.0,0.0,0.0
84660d5ffffffff,29.0,0.0,0.0,2.0
84660ddffffffff,120.0,0.0,0.0,2.0
8466181ffffffff,315.0,0.0,0.0,9.0
8466183ffffffff,416.0,0.0,0.0,9.0
8466185ffffffff,1.0,0.0,0.0,1.0
8466187ffffffff,143.0,0.0,0.0,4.0
8466189ffffffff,48.0,0.0,0.0,0.0
846618bffffffff,390.0,0.0,0.0,39.0
846618dffffffff,7.0,0.0,0.0,0.0
8466191ffffffff,53.0,0.0,0.0,0.0
8466193ffffffff,180.0,0.0,0.0,2.0
8466195ffffffff,89.0,0.0,0.0,0.0
8466197ffffffff,925.0,0.0,0.0,0.0
8466199ffffffff,28.0,0.0,0.0,1.0
846619bffffffff,4.0,0.0,0.0,3.0
846619dffffffff,553.0,0.0,0.0,7.0
84661b1ffffffff,670.0,0.0,0.0,114.0
84661b3ffffffff,223.0,0.0,0.0,3.0
84661b7ffffffff,42.0,0.0,0.0,3.0
84661b9ffffffff,754.0,0.0,0.0,22.0
84661bbffffffff,1899.0,0.0,0.0,93.0
84661bdffffffff,23.0,0.0,0.0,2.0
84661c3ffffffff,12.0,0.0,0.0,0.0
84661d1ffffffff,260.0,0.0,0.0,13.0
84661d3ffffffff,2.0,0.0,0.0,0.0
84661d5ffffffff,105.0,0.0,0.0,1.0
84661d7ffffffff,27.0,0.0,0.0,0.0
84661ddffffffff,7.0,0.0,0.0,0.0
8466207ffffffff,31.0,0.0,0.0,3.0
8466211ffffffff,3.0,0.0,0.0,0.0
8466213ffffffff,3.0,0.0,0.0,0.0
8466217ffffffff,1396.0,0.0,0.0,175.0
8466219ffffffff,1.0,0.0,0.0,0.0
846622bffffffff,2562.0,0.0,0.0,231.0
846623dffffffff,117.0,0.0,0.0,44.0
8466291ffffffff,131.0,0.0,0.0,4.0
8466295ffffffff,10.0,0.0,0.0,0.0
8466299ffffffff,55.0,0.0,0.0,3.0
846629bffffffff,2.0,0.0,0.0,0.0
846629dffffffff,53.0,0.0,0.0,14.0
84662b1ffffffff,26.0,0.0,0.0,10.0
84662b7ffffffff,1.0,0.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0,0.0
84662d3ffffffff,9.0,0.0,0.0,0.0
84662e5ffffffff,3.0,0.0,0.0,0.0
84662e9ffffffff,11.0,0.0,0.0,0.0
84662edffffffff,19.0,0.0,0.0,0.0
8466565ffffffff,2.0,0.0,0.0,0.0
846656dffffffff,1.0,0.0,0.0,0.0
8466a01ffffffff,4.0,0.0,0.0,0.0
8466a05ffffffff,6.0,0.0,0.0,0.0
8466a21ffffffff,2.0,0.0,0.0,0.0
8466a29ffffffff,14.0,0.0,0.0,0.0
8466a2dffffffff,83.0,0.0,0.0,11.0
8466b09ffffffff,7.0,0.0,0.0,0.0
8466b0bffffffff,3.0,0.0,0.0,0.0
8466b41ffffffff,1890.0,0.0,0.0,0.0
8466b43ffffffff,63.0,0.0,0.0,0.0
8466b45ffffffff,2703.0,0.0,0.0,0.0
8466b47ffffffff,14.0,0.0,0.0,0.0
8466b49ffffffff,118.0,0.0,0.0,0.0
8466b4dffffffff,3004.0,0.0,0.0,0.0
8466b51ffffffff,1604.0,0.0,0.0,154.0
8466b53ffffffff,8.0,0.0,0.0,0.0
8466b55ffffffff,70.0,0.0,0.0,0.0
8466b57ffffffff,2.0,0.0,0.0,0.0
8466b5bffffffff,171.0,0.0,0.0,21.0
8466b5dffffffff,229.0,0.0,0.0,0.0
8466c0dffffffff,130.0,0.0,0.0,0.0
8466c21ffffffff,235.0,0.0,0.0,3.0
8466c25ffffffff,185.0,0.0,0.0,11.0
8466c29ffffffff,52.0,0.0,0.0,5.0
8466c2dffffffff,145.0,0.0,0.0,0.0
8466c41ffffffff,1.0,0.0,0.0,0.0
8466c45ffffffff,23.0,0.0,0.0,0.0
8466c47ffffffff,79.0,0.0,0.0,0.0
8466c49ffffffff,39.0,0.0,0.0,0.0
8466c4bffffffff,11.0,0.0,0.0,0.0
8466c4dffffffff,62.0,0.0,0.0,0.0
8466c61ffffffff,112.0,0.0,0.0,0.0
8466c63ffffffff,213.0,0.0,0.0,7.0
8466c65ffffffff,10.0,0.0,0.0,0.0
8466c67ffffffff,169.0,0.0,0.0,4.0
8466c69ffffffff,262.0,0.0,0.0,3.0
8466c6bffffffff,80.0,0.0,0.0,0.0
8466c6dffffffff,324.0,0.0,0.0,3.0
8466ce1ffffffff,1.0,0.0,0.0,0.0
8466d03ffffffff,44.0,0.0,0.0,0.0
8466d0bffffffff,112.0,0.0,0.0,30.0
8466d11ffffffff,34.0,0.0,0.0,5.0
8466d15ffffffff,29.0,0.0,0.0,3.0
8466d17ffffffff,10.0,0.0,0.0,0.0
8466d19ffffffff,67.0,0.0,0.0,0.0
8466d1dffffffff,29.0,0.0,0.0,1.0
8466d31ffffffff,3000.0,0.0,0.0,444.0
8466d33ffffffff,669.0,0.0,0.0,95.0
8466d35ffffffff,34.0,0.0,0.0,4.0
8466d37ffffffff,104.0,0.0,0.0,5.0
8466d39ffffffff,93.0,0.0,0.0,4.0
8466d3bffffffff,41.0,0.0,0.0,0.0
8466d3dffffffff,2.0,0.0,0.0,0.0
8466d51ffffffff,9.0,0.0,0.0,0.0
8466d53ffffffff,213.0,0.0,0.0,9.0
8466d57ffffffff,11.0,0.0,0.0,2.0
8466d59ffffffff,18.0,0.0,0.0,0.0
8466d5bffffffff,33.0,0.0,0.0,3.0
8466da5ffffffff,2.0,0.0,0.0,0.0
8466da7ffffffff,12.0,0.0,0.0,1.0
8466dadffffffff,12.0,0.0,0.0,6.0
8466de1ffffffff,1231.0,0.0,0.0,225.0
8466de5ffffffff,63.0,0.0,0.0,14.0
8466de9ffffffff,24.0,0.0,0.0,1.0
8466dedffffffff,375.0,0.0,0.0,38.0
8466e01ffffffff,10.0,0.0,0.0,0.0
8466e03ffffffff,3.0,0.0,0.0,0.0
8466e07ffffffff,12.0,0.0,0.0,0.0
8466e09ffffffff,539.0,0.0,0.0,11.0
8466e0bffffffff,305.0,0.0,0.0,15.0
8466e0dffffffff,127.0,0.0,0.0,2.0
8466e1dffffffff,2.0,0.0,0.0,0.0
8466e25ffffffff,4.0,0.0,0.0,0.0
8466e27ffffffff,23.0,0.0,0.0,0.0
8466e2dffffffff,274.0,0.0,0.0,0.0
8466e3dffffffff,13.0,0.0,0.0,0.0
8466e41ffffffff,148.0,0.0,0.0,3.0
8466e43ffffffff,1883.0,0.0,0.0,43.0
8466e45ffffffff,12.0,0.0,0.0,0.0
8466e47ffffffff,1033.0,0.0,0.0,62.0
8466e49ffffffff,57.0,0.0,0.0,0.0
8466e4bffffffff,78.0,0.0,0.0,16.0
8466e51ffffffff,5.0,0.0,0.0,0.0
8466e53ffffffff,1.0,0.0,0.0,0.0
8466e55ffffffff,433.0,0.0,0.0,5.0
8466e57ffffffff,85.0,0.0,0.0,1.0
8466e59ffffffff,35.0,0.0,0.0,3.0
8466e5dffffffff,81.0,0.0,0.0,3.0
8466e61ffffffff,253.0,0.0,0.0,6.0
8466e63ffffffff,30.0,0.0,0.0,0.0
8466e65ffffffff,1247.0,0.0,0.0,45.0
8466e67ffffffff,845.0,0.0,0.0,31.0
8466e69ffffffff,504.0,0.0,0.0,2.0
8466e6bffffffff,3.0,0.0,0.0,2.0
8466e6dffffffff,4309.0,0.0,0.0,181.0
8466ee5ffffffff,4.0,0.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0,0.0
8466f0bffffffff,3.0,0.0,0.0,0.0
8466f11ffffffff,8.0,0.0,0.0,0.0
8466f13ffffffff,18.0,0.0,0.0,0.0
8466f15ffffffff,87.0,0.0,0.0,0.0
8466f17ffffffff,37.0,0.0,0.0,0.0
8466f19ffffffff,480.0,0.0,0.0,16.0
8466f1bffffffff,2.0,0.0,0.0,0.0
8466f1dffffffff,734.0,0.0,0.0,21.0
8466f37ffffffff,1.0,0.0,0.0,0.0
8466f3bffffffff,18.0,0.0,0.0,0.0
8466f51ffffffff,15.0,0.0,0.0,0.0
8466f53ffffffff,232.0,0.0,0.0,0.0
8466f57ffffffff,143.0,0.0,0.0,5.0
8466f59ffffffff,133.0,0.0,0.0,0.0
8466f5bffffffff,395.0,0.0,0.0,0.0
8466f5dffffffff,55.0,0.0,0.0,5.0
8467413ffffffff,66.0,0.0,0.0,0.0
8467417ffffffff,32.0,0.0,0.0,0.0
8467437ffffffff,6.0,0.0,0.0,0.0
84674c5ffffffff,1.0,0.0,0.0,0.0
84674e9ffffffff,68.0,0.0,0.0,4.0
84674edffffffff,9.0,0.0,0.0,4.0
84675a5ffffffff,35.0,0.0,0.0,8.0
84675a9ffffffff,5.0,0.0,0.0,0.0
84675adffffffff,41.0,0.0,0.0,2.0
84675c1ffffffff,3.0,0.0,0.0,0.0
84675c7ffffffff,2.0,0.0,0.0,0.0
84675c9ffffffff,3.0,0.0,0.0,0.0
84675cbffffffff,5.0,0.0,0.0,0.0
84675e3ffffffff,10.0,0.0,0.0,0.0
84675e7ffffffff,9.0,0.0,0.0,0.0
84675ebffffffff,20.0,0.0,0.0,0.0
84679a5ffffffff,13.0,0.0,0.0,0.0
84679a7ffffffff,23.0,0.0,0.0,0.0
846d049ffffffff,2.0,0.0,0.0,0.0
846d04bffffffff,1.0,0.0,0.0,0.0
846d059ffffffff,16.0,0.0,0.0,0.0
846d05bffffffff,567.0,301.0,0.0,0.0
846d207ffffffff,78.0,8.0,0.0,0.0
846d211ffffffff,3.0,0.0,0.0,0.0
846d217ffffffff,2.0,0.0,0.0,0.0
846d239ffffffff,3.0,0.0,0.0,0.0
846d23bffffffff,162.0,54.0,0.0,0.0
846d281ffffffff,31.0,0.0,0.0,0.0
846d283ffffffff,939.0,0.0,0.0,0.0
846d285ffffffff,14.0,0.0,0.0,0.0
846d287ffffffff,408.0,0.0,0.0,0.0
846d289ffffffff,13.0,0.0,0.0,0.0
846d28bffffffff,8.0,0.0,0.0,0.0
846d28dffffffff,82.0,0.0,0.0,0.0
846d291ffffffff,125.0,0.0,0.0,0.0
846d295ffffffff,175.0,0.0,0.0,0.0
846d297ffffffff,2.0,0.0,0.0,0.0
846d299ffffffff,5.0,0.0,0.0,0.0
846d2a9ffffffff,207.0,22.0,0.0,0.0
846d2abffffffff,116.0,0.0,0.0,0.0
846d2b9ffffffff,1330.0,0.0,0.0,0.0
846d2c5ffffffff,3.0,0.0,0.0,0.0
846d2c7ffffffff,19.0,0.0,0.0,0.0
846d2d1ffffffff,104.0,0.0,0.0,0.0
846d2d3ffffffff,230.0,0.0,0.0,0.0
846d2d7ffffffff,238.0,0.0,0.0,0.0
846d2e3ffffffff,2.0,0.0,0.0,0.0
846d2e5ffffffff,7.0,0.0,0.0,0.0
846d2e9ffffffff,7.0,0.0,0.0,0.0
846d2ebffffffff,14.0,0.0,0.0,0.0
846d305ffffffff,113.0,11.0,0.0,0.0
846d307ffffffff,13.0,0.0,0.0,0.0
846d321ffffffff,1.0,0.0,0.0,0.0
846d323ffffffff,1.0,0.0,0.0,0.0
846d329ffffffff,3.0,0.0,0.0,0.0
846d32bffffffff,714.0,104.0,0.0,0.0
846d335ffffffff,125.0,31.0,0.0,0.0
846d337ffffffff,97.0,29.0,0.0,0.0
846d33dffffffff,8.0,1.0,0.0,0.0
846d363ffffffff,1.0,0.0,0.0,0.0
846d36dffffffff,4.0,0.0,0.0,0.0
846d609ffffffff,34.0,0.0,0.0,0.0
846d643ffffffff,6.0,0.0,0.0,0.0
846d645ffffffff,397.0,0.0,0.0,0.0
846d64dffffffff,84.0,0.0,0.0,0.0
846d651ffffffff,32.0,0.0,0.0,0.0
846d657ffffffff,2.0,0.0,0.0,0.0
846d65dffffffff,32.0,0.0,0.0,0.0
846d669ffffffff,1.0,0.0,0.0,0.0
846d66dffffffff,261.0,0.0,0.0,0.0
846d681ffffffff,83.0,0.0,0.0,0.0
846d683ffffffff,13.0,0.0,0.0,0.0
846d68bffffffff,144.0,0.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0,0.0
846d691ffffffff,583.0,0.0,0.0,0.0
846d693ffffffff,165.0,0.0,0.0,0.0
846d695ffffffff,8.0,0.0,0.0,0.0
846d697ffffffff,13.0,0.0,0.0,0.0
846d699ffffffff,3.0,0.0,0.0,0.0
846d69bffffffff,898.0,0.0,0.0,0.0
846d69dffffffff,1755.0,0.0,0.0,0.0
846d6d5ffffffff,7.0,0.0,0.0,0.0
846d741ffffffff,2.0,0.0,0.0,0.0
846d749ffffffff,32.0,0.0,0.0,0.0
848b203ffffffff,60.0,0.0,0.0,0.0
848b205ffffffff,5.0,0.0,0.0,0.0
848b20dffffffff,10.0,0.0,0.0,0.0
848b211ffffffff,7.0,0.0,0.0,0.0
848b213ffffffff,3.0,0.0,0.0,0.0
848b21dffffffff,12.0,0.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0,0.0
848b241ffffffff,1.0,0.0,0.0,0.0
848b247ffffffff,2.0,0.0,0.0,0.0
848b251ffffffff,6.0,0.0,0.0,0.0
848b259ffffffff,2.0,0.0,0.0,0.0
848b26bffffffff,4.0,0.0,0.0,0.0
848b2c1ffffffff,8.0,0.0,0.0,0.0
848b2c5ffffffff,18.0,0.0,0.0,0.0
848b2c9ffffffff,40.0,0.0,0.0,0.0
848b2cdffffffff,137.0,0.0,0.0,0.0
848b2d9ffffffff,9.0,0.0,0.0,0.0
848b2dbffffffff,16.0,0.0,0.0,0.0
848b603ffffffff,6.0,0.0,0.0,0.0
848b60bffffffff,2.0,0.0,0.0,0.0
848b611ffffffff,104.0,0.0,0.0,12.0
848b613ffffffff,11.0,0.0,0.0,0.0
848b615ffffffff,2.0,0.0,0.0,0.0
848b617ffffffff,677.0,0.0,0.0,58.0
848b619ffffffff,2.0,0.0,0.0,0.0
848b61bffffffff,93.0,0.0,0.0,0.0
848b61dffffffff,4.0,0.0,0.0,4.0
848b62bffffffff,2.0,0.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0,0.0
848b665ffffffff,7.0,0.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0,0.0
848b6c1ffffffff,11.0,0.0,0.0,0.0
848b6c5ffffffff,31.0,0.0,0.0,0.0
848b6c9ffffffff,35.0,0.0,0.0,0.0
848b6cdffffffff,417.0,0.0,0.0,27.0
848b759ffffffff,10.0,0.0,0.0,0.0
848b75bffffffff,20.0,0.0,0.0,0.0
848e609ffffffff,7.0,0.0,0.0,0.0
848e60bffffffff,2.0,0.0,0.0,0.0
848e617ffffffff,1.0,0.0,0.0,0.0
848e619ffffffff,11.0,0.0,0.0,0.0
848e641ffffffff,28.0,0.0,0.0,0.0
848e643ffffffff,12.0,0.0,0.0,0.0
848e649ffffffff,69.0,0.0,0.0,0.0
848e64bffffffff,95.0,0.0,0.0,0.0
848e651ffffffff,67.0,0.0,0.0,0.0
848e655ffffffff,7.0,0.0,0.0,0.0
848e657ffffffff,52.0,0.0,0.0,0.0
848e663ffffffff,1.0,0.0,0.0,0.0
848e6c1ffffffff,2.0,0.0,0.0,0.0
848e6c3ffffffff,7.0,0.0,0.0,0.0
848e6c7ffffffff,3.0,0.0,0.0,0.0
848e6c9ffffffff,11.0,0.0,0.0,0.0
848e6cbffffffff,3.0,0.0,0.0,0.0
848e6cdffffffff,5.0,0.0,0.0,0.0
848e6d1ffffffff,8.0,0.0,0.0,0.0
848e6d9ffffffff,124.0,0.0,0.0,4.0
848e6ddffffffff,80.0,0.0,0.0,0.0
848f099ffffffff,2.0,0.0,0.0,0.0
848f0d3ffffffff,270.0,0.0,0.0,47.0
848f0d9ffffffff,4.0,0.0,0.0,0.0
848f0dbffffffff,52.0,0.0,0.0,6.0
848f291ffffffff,34.0,0.0,0.0,1.0
848f293ffffffff,12.0,0.0,0.0,0.0
848f295ffffffff,2.0,0.0,0.0,0.0
848f297ffffffff,27.0,0.0,0.0,0.0
848f299ffffffff,2.0,0.0,0.0,0.0
848f29bffffffff,15.0,0.0,0.0,2.0
848f29dffffffff,3.0,0.0,0.0,0.0
848f2bbffffffff,61.0,0.0,0.0,2.0
848f2d1ffffffff,2.0,0.0,0.0,0.0
848f2d3ffffffff,110.0,0.0,0.0,7.0
848f2d5ffffffff,6.0,0.0,0.0,2.0
848f2d9ffffffff,15.0,0.0,0.0,5.0
848f2ddffffffff,7.0,0.0,0.0,0.0
848f425ffffffff,22.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0
848f42dffffffff,33.0,0.0,0.0,2.0
848f439ffffffff,2.0,0.0,0.0,0.0
848f461ffffffff,1.0,0.0,0.0,0.0
848f463ffffffff,10.0,0.0,0.0,0.0
848f465ffffffff,36.0,0.0,0.0,2.0
848f467ffffffff,5.0,0.0,0.0,0.0
848f4a5ffffffff,167.0,0.0,0.0,0.0
848f4a7ffffffff,10.0,0.0,0.0,0.0
848f501ffffffff,9.0,0.0,0.0,0.0
848f505ffffffff,3.0,0.0,0.0,0.0
848f509ffffffff,22.0,0.0,0.0,0.0
848f50bffffffff,8.0,0.0,0.0,0.0
848f50dffffffff,27.0,0.0,0.0,0.0
848f511ffffffff,4.0,0.0,0.0,0.0
848f513ffffffff,7.0,0.0,0.0,0.0
848f515ffffffff,37.0,0.0,0.0,0.0
848f519ffffffff,25.0,0.0,0.0,0.0
848f51dffffffff,30.0,0.0,0.0,0.0
848f541ffffffff,11.0,0.0,0.0,0.0
848f545ffffffff,8.0,0.0,0.0,0.0
848f547ffffffff,59.0,0.0,0.0,0.0
848f549ffffffff,44.0,0.0,0.0,0.0
848f54bffffffff,37.0,0.0,0.0,0.0
848f54dffffffff,69.0,0.0,0.0,0.0
848f551ffffffff,3.0,0.0,0.0,0.0
848f553ffffffff,157.0,0.0,0.0,19.0
848f555ffffffff,10.0,0.0,0.0,0.0
848f557ffffffff,2.0,0.0,0.0,0.0
848f559ffffffff,278.0,0.0,0.0,37.0
848f55bffffffff,105.0,0.0,0.0,10.0
848f55dffffffff,36.0,0.0,0.0,0.0
848f581ffffffff,5.0,0.0,0.0,0.0
848f58dffffffff,31.0,0.0,0.0,0.0
848f593ffffffff,6.0,0.0,0.0,0.0
848f595ffffffff,2.0,0.0,0.0,0.0
848f599ffffffff,9.0,0.0,0.0,0.0
848f59bffffffff,29.0,0.0,0.0,0.0
848f5b9ffffffff,5.0,0.0,0.0,0.0
848f5c1ffffffff,2.0,0.0,0.0,0.0
848f5c3ffffffff,6.0,0.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0,0.0
