cell_id,Tylas eduardi,Tylas eduardi eduardi,Tylas eduardi albigularis
82a217fffffffff,354.0,0.0,0.0
82a227fffffffff,184.0,0.0,0.0
82a237fffffffff,235.0,0.0,0.0
82a2a7fffffffff,5.0,0.0,0.0
82a2affffffffff,16.0,0.0,0.0
82a30ffffffffff,51.0,0.0,0.0
82a31ffffffffff,2.0,0.0,0.0
82a357fffffffff,45.0,0.0,0.0
82a377fffffffff,4.0,0.0,0.0
82a38ffffffffff,1.0,0.0,0.0
