cell_id,Larus glaucoides,Larus glaucoides thayeri,Larus glaucoides kumlieni,Larus glaucoides glaucoides,Larus glaucoides thayeri/kumlieni,Larus glaucoides kumlieni/glaucoides,Larus glaucoides thayeri x glaucoides/kumlieni
8312dcfffffffff,17.0,11.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,9.0,0.0,6.0,0.0,0.0,3.0,0.0
8312e1fffffffff,13.0,12.0,0.0,0.0,0.0,1.0,0.0
8312eafffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,15.0,6.0,0.0,0.0,0.0,3.0,0.0
8312f6fffffffff,7.0,2.0,0.0,0.0,0.0,5.0,0.0
831352fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
831380fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,602.0,601.0,1.0,0.0,0.0,0.0,0.0
831386fffffffff,47.0,43.0,1.0,0.0,0.0,0.0,0.0
83138cfffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831394fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
831396fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,23.0,21.0,2.0,0.0,0.0,0.0,0.0
8313b6fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
831801fffffffff,33.0,0.0,8.0,23.0,0.0,0.0,0.0
831805fffffffff,6.0,0.0,1.0,5.0,0.0,0.0,0.0
831820fffffffff,22.0,0.0,2.0,20.0,0.0,0.0,0.0
831821fffffffff,5.0,0.0,2.0,3.0,0.0,0.0,0.0
831823fffffffff,17.0,0.0,1.0,16.0,0.0,0.0,0.0
831825fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
831828fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83182afffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
83182cfffffffff,36.0,0.0,3.0,3.0,0.0,0.0,0.0
83182efffffffff,19.0,0.0,4.0,13.0,0.0,0.0,0.0
831849fffffffff,19.0,0.0,0.0,4.0,0.0,2.0,0.0
83184afffffffff,188.0,0.0,0.0,46.0,0.0,0.0,0.0
83184bfffffffff,32.0,0.0,0.0,1.0,0.0,1.0,0.0
83184dfffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
83185bfffffffff,32.0,0.0,4.0,0.0,0.0,2.0,0.0
831870fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
831876fffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0
831901fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831909fffffffff,5.0,0.0,3.0,0.0,0.0,0.0,0.0
83190efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,17.0,0.0,0.0,2.0,0.0,0.0,0.0
831942fffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
831948fffffffff,5.0,0.0,0.0,0.0,0.0,3.0,0.0
83194afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83194cfffffffff,3.0,2.0,0.0,0.0,0.0,1.0,0.0
83194dfffffffff,10.0,0.0,2.0,6.0,0.0,0.0,0.0
83194efffffffff,13.0,0.0,13.0,0.0,0.0,0.0,0.0
831952fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
831954fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
831956fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
83195bfffffffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0
83195cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83195dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831968fffffffff,9.0,0.0,0.0,0.0,0.0,6.0,0.0
831969fffffffff,13.0,0.0,0.0,0.0,0.0,2.0,0.0
83196bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831973fffffffff,9.0,0.0,0.0,0.0,0.0,1.0,0.0
831aa0fffffffff,76.0,9.0,21.0,10.0,0.0,14.0,0.0
831aa2fffffffff,46.0,0.0,0.0,0.0,0.0,39.0,0.0
831aa3fffffffff,39.0,0.0,0.0,0.0,0.0,34.0,0.0
831aa4fffffffff,30.0,0.0,19.0,0.0,0.0,10.0,0.0
831aa6fffffffff,12.0,0.0,4.0,0.0,0.0,6.0,0.0
831b80fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831b82fffffffff,11.0,0.0,6.0,0.0,0.0,3.0,0.0
831b83fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
831b8afffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
831b98fffffffff,16.0,0.0,0.0,0.0,0.0,5.0,0.0
831b99fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
831b9afffffffff,18.0,1.0,4.0,0.0,0.0,9.0,0.0
831b9cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,44.0,0.0,4.0,0.0,0.0,10.0,0.0
831bb0fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
831d24fffffffff,9.0,8.0,1.0,0.0,0.0,0.0,0.0
831e05fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1cfffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
831e24fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f0efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f21fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831f22fffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
831f23fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f24fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
831f26fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f32fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f33fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
831f35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f83fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8322d0fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8322dbfffffffff,36.0,36.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832602fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,31.0,23.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,19.0,5.0,0.0,0.0,0.0,0.0,0.0
83260dfffffffff,9.0,3.0,0.0,0.0,0.0,2.0,0.0
832623fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,7.0,4.0,0.0,0.0,0.0,1.0,0.0
83262cfffffffff,21.0,10.0,0.0,0.0,0.0,9.0,0.0
832633fffffffff,24.0,0.0,2.0,0.0,0.0,15.0,0.0
832634fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832636fffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
832640fffffffff,12.0,8.0,0.0,0.0,0.0,4.0,0.0
832641fffffffff,73.0,44.0,13.0,0.0,8.0,0.0,0.0
832644fffffffff,3.0,1.0,0.0,0.0,0.0,2.0,0.0
832646fffffffff,215.0,152.0,33.0,0.0,0.0,12.0,0.0
832648fffffffff,31.0,21.0,0.0,0.0,0.0,4.0,0.0
832649fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,15.0,3.0,4.0,0.0,0.0,0.0,0.0
83264cfffffffff,86.0,54.0,21.0,0.0,5.0,0.0,0.0
83264dfffffffff,10.0,0.0,7.0,0.0,0.0,3.0,0.0
83264efffffffff,4.0,3.0,0.0,0.0,0.0,1.0,0.0
832650fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,52.0,44.0,0.0,0.0,0.0,1.0,0.0
832653fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,19.0,11.0,6.0,0.0,0.0,2.0,0.0
832656fffffffff,87.0,71.0,6.0,0.0,0.0,1.0,0.0
83265afffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,19.0,14.0,2.0,0.0,0.0,1.0,0.0
832664fffffffff,86.0,37.0,5.0,0.0,0.0,16.0,0.0
832666fffffffff,77.0,34.0,20.0,0.0,0.0,11.0,0.0
832668fffffffff,17.0,0.0,14.0,0.0,0.0,3.0,0.0
83266cfffffffff,24.0,12.0,0.0,0.0,0.0,0.0,0.0
83266dfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
832672fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,6.0,5.0,0.0,0.0,0.0,1.0,0.0
832675fffffffff,71.0,46.0,17.0,0.0,1.0,2.0,0.0
832676fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832681fffffffff,41.0,28.0,6.0,0.0,0.0,4.0,0.0
832685fffffffff,26.0,15.0,0.0,0.0,0.0,5.0,0.0
832688fffffffff,91.0,84.0,4.0,0.0,0.0,1.0,0.0
832689fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
83268bfffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
83268cfffffffff,111.0,62.0,17.0,0.0,0.0,29.0,0.0
83268dfffffffff,27.0,27.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,23.0,23.0,0.0,0.0,0.0,0.0,0.0
832690fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,198.0,137.0,35.0,0.0,2.0,9.0,1.0
832698fffffffff,13.0,11.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,13.0,13.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,9.0,9.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,30.0,17.0,5.0,0.0,0.0,5.0,0.0
8326aafffffffff,197.0,124.0,33.0,0.0,0.0,11.0,0.0
8326acfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8326adfffffffff,36.0,28.0,0.0,0.0,0.0,0.0,0.0
8326b0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8326c1fffffffff,12.0,5.0,0.0,0.0,0.0,1.0,0.0
8326c3fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8326c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,32.0,25.0,0.0,0.0,0.0,0.0,0.0
8326c9fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8326d2fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8326d5fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8326ddfffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8326e1fffffffff,20.0,17.0,1.0,0.0,0.0,0.0,0.0
8326e2fffffffff,107.0,73.0,16.0,0.0,0.0,4.0,0.0
8326e3fffffffff,16.0,16.0,0.0,0.0,0.0,0.0,0.0
8326e4fffffffff,23.0,11.0,4.0,0.0,0.0,0.0,0.0
8326e5fffffffff,92.0,66.0,7.0,0.0,0.0,0.0,0.0
8326e6fffffffff,9.0,2.0,3.0,0.0,0.0,0.0,0.0
8326e9fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
8326f1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326f2fffffffff,18.0,16.0,2.0,0.0,0.0,0.0,0.0
8326f6fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832700fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832702fffffffff,15.0,9.0,0.0,0.0,0.0,0.0,0.0
832711fffffffff,38.0,27.0,0.0,3.0,0.0,0.0,0.0
832713fffffffff,7.0,5.0,1.0,0.0,0.0,0.0,0.0
83271cfffffffff,6.0,2.0,0.0,0.0,0.0,2.0,0.0
832740fffffffff,24.0,11.0,4.0,0.0,0.0,4.0,0.0
832741fffffffff,29.0,2.0,2.0,0.0,0.0,2.0,0.0
832743fffffffff,49.0,7.0,1.0,0.0,0.0,30.0,0.0
832744fffffffff,119.0,26.0,35.0,0.0,0.0,44.0,0.0
832745fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832746fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
832748fffffffff,81.0,6.0,12.0,0.0,0.0,27.0,0.0
83274afffffffff,105.0,13.0,19.0,0.0,0.0,24.0,0.0
83274bfffffffff,70.0,21.0,6.0,0.0,0.0,4.0,0.0
83274cfffffffff,8.0,0.0,1.0,0.0,0.0,4.0,0.0
83274dfffffffff,54.0,9.0,8.0,0.0,0.0,3.0,0.0
83274efffffffff,142.0,30.0,10.0,0.0,1.0,45.0,0.0
832751fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832752fffffffff,30.0,16.0,12.0,0.0,0.0,0.0,0.0
832753fffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
832754fffffffff,8.0,4.0,2.0,0.0,0.0,2.0,0.0
832756fffffffff,203.0,94.0,35.0,1.0,7.0,33.0,15.0
832758fffffffff,238.0,86.0,26.0,0.0,1.0,37.0,0.0
832759fffffffff,154.0,81.0,22.0,1.0,10.0,24.0,1.0
83275afffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
83275bfffffffff,23.0,11.0,7.0,0.0,0.0,1.0,0.0
83275cfffffffff,85.0,28.0,17.0,0.0,0.0,21.0,0.0
83275dfffffffff,192.0,49.0,25.0,2.0,0.0,75.0,0.0
83275efffffffff,6.0,4.0,2.0,0.0,0.0,0.0,0.0
832763fffffffff,82.0,5.0,8.0,0.0,4.0,36.0,0.0
832768fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832769fffffffff,24.0,0.0,2.0,0.0,0.0,0.0,0.0
83276bfffffffff,36.0,0.0,9.0,0.0,2.0,17.0,0.0
832771fffffffff,8.0,3.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832780fffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
832790fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
832792fffffffff,22.0,16.0,0.0,0.0,0.0,0.0,0.0
8327a0fffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
8327a5fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8327a6fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8327a9fffffffff,37.0,26.0,0.0,0.0,0.0,4.0,0.0
8327aafffffffff,9.0,9.0,0.0,0.0,0.0,0.0,0.0
8327abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832802fffffffff,23.0,17.0,0.0,0.0,0.0,1.0,0.0
832803fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
832806fffffffff,6.0,4.0,0.0,0.0,0.0,0.0,0.0
832813fffffffff,27.0,26.0,0.0,0.0,0.0,0.0,0.0
832814fffffffff,41.0,32.0,0.0,0.0,0.0,0.0,0.0
832815fffffffff,14.0,12.0,0.0,0.0,0.0,0.0,0.0
832816fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
83281bfffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
83281cfffffffff,15.0,13.0,0.0,0.0,0.0,0.0,0.0
83281dfffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
83281efffffffff,17.0,14.0,0.0,0.0,0.0,0.0,0.0
832830fffffffff,139.0,113.0,4.0,0.0,1.0,11.0,1.0
832831fffffffff,44.0,34.0,3.0,0.0,2.0,0.0,0.0
832832fffffffff,43.0,33.0,0.0,0.0,0.0,9.0,0.0
832833fffffffff,59.0,57.0,0.0,0.0,0.0,0.0,0.0
832834fffffffff,161.0,111.0,20.0,0.0,2.0,5.0,0.0
832835fffffffff,109.0,109.0,0.0,0.0,0.0,0.0,0.0
832836fffffffff,169.0,122.0,6.0,0.0,0.0,0.0,0.0
832884fffffffff,62.0,50.0,0.0,0.0,0.0,5.0,0.0
832885fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,31.0,31.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,19.0,15.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
83288bfffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
83288dfffffffff,12.0,10.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,39.0,28.0,2.0,0.0,0.0,7.0,0.0
832894fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832896fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832898fffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
832899fffffffff,22.0,17.0,1.0,0.0,0.0,2.0,0.0
83289afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83289bfffffffff,10.0,3.0,1.0,0.0,0.0,6.0,0.0
83289efffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8328a9fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8328b1fffffffff,14.0,10.0,0.0,0.0,0.0,0.0,0.0
8328b2fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8328b6fffffffff,12.0,9.0,0.0,0.0,0.0,1.0,0.0
8328c2fffffffff,26.0,21.0,2.0,0.0,0.0,0.0,0.0
8328c6fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8328d0fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8328d1fffffffff,53.0,23.0,6.0,0.0,10.0,7.0,0.0
8328d3fffffffff,9.0,0.0,1.0,0.0,0.0,0.0,0.0
8328d5fffffffff,26.0,17.0,3.0,0.0,0.0,3.0,0.0
8328d6fffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0
8328d8fffffffff,67.0,12.0,34.0,0.0,13.0,0.0,0.0
8328dcfffffffff,35.0,9.0,6.0,0.0,1.0,5.0,0.0
8328ddfffffffff,12.0,10.0,0.0,0.0,1.0,0.0,0.0
8328defffffffff,43.0,23.0,2.0,0.0,2.0,2.0,0.0
8328e2fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8328e6fffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0
8328f0fffffffff,44.0,34.0,1.0,0.0,5.0,0.0,0.0
8328f1fffffffff,33.0,33.0,0.0,0.0,0.0,0.0,0.0
8328f2fffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
8328f3fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8328f4fffffffff,36.0,36.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,31.0,28.0,0.0,0.0,0.0,1.0,0.0
832912fffffffff,28.0,28.0,0.0,0.0,0.0,0.0,0.0
832913fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
832916fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83291afffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
832986fffffffff,59.0,50.0,0.0,0.0,0.0,0.0,0.0
832989fffffffff,42.0,41.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,23.0,12.0,7.0,0.0,0.0,0.0,0.0
83298dfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
832995fffffffff,29.0,20.0,0.0,0.0,0.0,0.0,0.0
832996fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
832999fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8329a0fffffffff,126.0,112.0,0.0,0.0,0.0,10.0,0.0
8329a1fffffffff,14.0,10.0,0.0,0.0,0.0,2.0,0.0
8329a4fffffffff,325.0,268.0,0.0,0.0,0.0,0.0,0.0
8329a5fffffffff,28.0,28.0,0.0,0.0,0.0,0.0,0.0
8329a6fffffffff,73.0,72.0,0.0,0.0,0.0,0.0,0.0
8329a8fffffffff,31.0,30.0,1.0,0.0,0.0,0.0,0.0
8329a9fffffffff,5.0,3.0,0.0,0.0,0.0,0.0,0.0
8329aafffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0
8329acfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8329adfffffffff,28.0,25.0,0.0,0.0,0.0,0.0,0.0
8329aefffffffff,24.0,22.0,0.0,0.0,0.0,0.0,0.0
8329b0fffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0
8329b1fffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
8329b5fffffffff,23.0,23.0,0.0,0.0,0.0,0.0,0.0
8329b6fffffffff,18.0,14.0,0.0,0.0,0.0,0.0,0.0
832a06fffffffff,8.0,5.0,0.0,0.0,0.0,3.0,0.0
832a10fffffffff,617.0,22.0,66.0,0.0,0.0,219.0,0.0
832a11fffffffff,40.0,4.0,0.0,0.0,0.0,29.0,0.0
832a12fffffffff,290.0,15.0,36.0,0.0,0.0,102.0,0.0
832a13fffffffff,380.0,25.0,73.0,0.0,2.0,165.0,0.0
832a14fffffffff,51.0,3.0,16.0,0.0,0.0,23.0,0.0
832a15fffffffff,258.0,1.0,16.0,0.0,0.0,214.0,0.0
832a16fffffffff,6.0,0.0,0.0,0.0,0.0,4.0,0.0
832a18fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
