cell_id,Mimus gilvus,Mimus gilvus gracilis/leucophaeus,Mimus gilvus [gilvus Group],Mimus gilvus magnirostris
8466a37ffffffff,6.0,0.0,2.0,0.0
8466a39ffffffff,7.0,0.0,0.0,0.0
8466a3bffffffff,1.0,0.0,0.0,0.0
8466a3dffffffff,20.0,0.0,4.0,0.0
8466a51ffffffff,6571.0,0.0,530.0,0.0
8466a53ffffffff,88.0,0.0,7.0,0.0
8466a55ffffffff,95.0,0.0,4.0,0.0
8466a57ffffffff,708.0,0.0,46.0,0.0
8466a59ffffffff,98.0,0.0,1.0,0.0
8466a5bffffffff,1161.0,0.0,97.0,0.0
8466a5dffffffff,365.0,0.0,39.0,0.0
8466a65ffffffff,17.0,0.0,2.0,0.0
8466aedffffffff,9.0,0.0,0.0,0.0
8466b01ffffffff,6.0,0.0,0.0,0.0
8466b09ffffffff,227.0,0.0,0.0,0.0
8466b0bffffffff,149.0,0.0,0.0,0.0
8466b19ffffffff,224.0,0.0,2.0,0.0
8466b1dffffffff,5.0,0.0,0.0,0.0
8466b41ffffffff,1511.0,0.0,0.0,0.0
8466b43ffffffff,398.0,0.0,0.0,0.0
8466b45ffffffff,740.0,0.0,0.0,0.0
8466b47ffffffff,266.0,0.0,0.0,0.0
8466b49ffffffff,70.0,0.0,0.0,0.0
8466b4dffffffff,984.0,0.0,0.0,0.0
8466b51ffffffff,952.0,0.0,42.0,0.0
8466b53ffffffff,496.0,0.0,15.0,0.0
8466b55ffffffff,722.0,0.0,0.0,0.0
8466b57ffffffff,399.0,0.0,0.0,0.0
8466b59ffffffff,20.0,0.0,0.0,0.0
8466b5bffffffff,360.0,0.0,11.0,0.0
8466b5dffffffff,51.0,0.0,0.0,0.0
8466b69ffffffff,93.0,0.0,0.0,0.0
8466c01ffffffff,15.0,0.0,0.0,0.0
8466c03ffffffff,5.0,0.0,0.0,0.0
8466c05ffffffff,23.0,0.0,0.0,0.0
8466c09ffffffff,3.0,0.0,0.0,0.0
8466c0bffffffff,4.0,0.0,0.0,0.0
8466c0dffffffff,23.0,0.0,0.0,0.0
8466c15ffffffff,4.0,0.0,0.0,0.0
8466c19ffffffff,8.0,0.0,0.0,0.0
8466c1dffffffff,3.0,0.0,0.0,0.0
8466c21ffffffff,80.0,0.0,0.0,0.0
8466c23ffffffff,16.0,0.0,0.0,0.0
8466c25ffffffff,23.0,0.0,0.0,0.0
8466c27ffffffff,6.0,0.0,0.0,0.0
8466c29ffffffff,34.0,0.0,0.0,0.0
8466c2bffffffff,5.0,0.0,0.0,0.0
8466c2dffffffff,49.0,0.0,0.0,0.0
8466c41ffffffff,17.0,0.0,0.0,0.0
8466c45ffffffff,84.0,0.0,0.0,0.0
8466c47ffffffff,140.0,0.0,0.0,0.0
8466c49ffffffff,38.0,0.0,0.0,0.0
8466c4bffffffff,25.0,0.0,0.0,0.0
8466c4dffffffff,91.0,0.0,0.0,0.0
8466c53ffffffff,17.0,0.0,0.0,0.0
8466c57ffffffff,41.0,0.0,0.0,0.0
8466c59ffffffff,4.0,0.0,0.0,0.0
8466c5bffffffff,5.0,0.0,0.0,0.0
8466c5dffffffff,123.0,0.0,2.0,0.0
8466c61ffffffff,34.0,0.0,3.0,0.0
8466c63ffffffff,634.0,0.0,33.0,0.0
8466c65ffffffff,42.0,0.0,0.0,0.0
8466c67ffffffff,164.0,0.0,0.0,0.0
8466c69ffffffff,36.0,0.0,0.0,0.0
8466c6bffffffff,76.0,0.0,0.0,0.0
8466c6dffffffff,392.0,0.0,3.0,0.0
8466d03ffffffff,22.0,0.0,0.0,0.0
8466d0bffffffff,4.0,0.0,0.0,0.0
8466d0dffffffff,22.0,0.0,0.0,0.0
8466d13ffffffff,2.0,0.0,0.0,0.0
8466d15ffffffff,101.0,0.0,10.0,0.0
8466d17ffffffff,2.0,0.0,0.0,0.0
8466d19ffffffff,60.0,0.0,0.0,0.0
8466d1bffffffff,37.0,0.0,0.0,0.0
8466d1dffffffff,11.0,0.0,0.0,0.0
8466d31ffffffff,384.0,0.0,62.0,0.0
8466d33ffffffff,1684.0,0.0,165.0,0.0
8466d35ffffffff,4.0,0.0,0.0,0.0
8466d37ffffffff,6.0,0.0,0.0,0.0
8466d39ffffffff,3.0,0.0,0.0,0.0
8466d3bffffffff,223.0,0.0,29.0,0.0
8466d3dffffffff,1.0,0.0,0.0,0.0
8466d47ffffffff,40.0,0.0,0.0,0.0
8466d49ffffffff,2.0,0.0,0.0,0.0
8466d51ffffffff,29.0,0.0,0.0,0.0
8466d53ffffffff,60.0,0.0,0.0,0.0
8466d57ffffffff,13.0,0.0,0.0,0.0
8466d59ffffffff,14.0,0.0,0.0,0.0
8466d5bffffffff,16.0,0.0,0.0,0.0
8466dc3ffffffff,14.0,0.0,0.0,0.0
8466dc5ffffffff,1.0,0.0,0.0,0.0
8466dc7ffffffff,22.0,0.0,0.0,0.0
8466dcdffffffff,7.0,0.0,0.0,0.0
8466de1ffffffff,12.0,0.0,1.0,0.0
8466de3ffffffff,6.0,0.0,0.0,0.0
8466de7ffffffff,24.0,0.0,0.0,0.0
8466de9ffffffff,1.0,0.0,0.0,0.0
8466debffffffff,2.0,0.0,0.0,0.0
8466e01ffffffff,8.0,0.0,0.0,0.0
8466e03ffffffff,166.0,0.0,0.0,0.0
8466e05ffffffff,24.0,0.0,0.0,0.0
8466e07ffffffff,10.0,0.0,0.0,0.0
8466e09ffffffff,915.0,0.0,2.0,0.0
8466e0bffffffff,884.0,0.0,6.0,0.0
8466e0dffffffff,327.0,0.0,3.0,0.0
8466e11ffffffff,160.0,0.0,0.0,0.0
8466e13ffffffff,6.0,0.0,0.0,0.0
8466e15ffffffff,555.0,0.0,0.0,0.0
8466e17ffffffff,63.0,0.0,0.0,0.0
8466e19ffffffff,31.0,0.0,0.0,0.0
8466e1dffffffff,490.0,0.0,0.0,0.0
8466e21ffffffff,6.0,0.0,0.0,0.0
8466e23ffffffff,128.0,0.0,0.0,0.0
8466e27ffffffff,35.0,0.0,0.0,0.0
8466e2bffffffff,1.0,0.0,0.0,0.0
8466e2dffffffff,81.0,0.0,0.0,0.0
8466e31ffffffff,6.0,0.0,0.0,0.0
8466e37ffffffff,8.0,0.0,0.0,0.0
8466e39ffffffff,118.0,0.0,0.0,0.0
8466e3bffffffff,76.0,0.0,2.0,0.0
8466e3dffffffff,5.0,0.0,0.0,0.0
8466e41ffffffff,962.0,0.0,49.0,0.0
8466e43ffffffff,2066.0,0.0,21.0,0.0
8466e45ffffffff,331.0,0.0,2.0,0.0
8466e47ffffffff,835.0,0.0,9.0,0.0
8466e49ffffffff,134.0,0.0,3.0,0.0
8466e4bffffffff,105.0,0.0,0.0,0.0
8466e4dffffffff,14.0,0.0,0.0,0.0
8466e51ffffffff,143.0,0.0,0.0,0.0
8466e53ffffffff,322.0,0.0,0.0,0.0
8466e55ffffffff,170.0,0.0,0.0,0.0
8466e57ffffffff,3096.0,0.0,12.0,0.0
8466e59ffffffff,490.0,0.0,12.0,0.0
8466e5bffffffff,81.0,0.0,0.0,0.0
8466e5dffffffff,62.0,0.0,5.0,0.0
8466e61ffffffff,90.0,0.0,2.0,0.0
8466e63ffffffff,609.0,0.0,5.0,0.0
8466e65ffffffff,407.0,0.0,14.0,0.0
8466e67ffffffff,465.0,0.0,11.0,0.0
8466e69ffffffff,1085.0,0.0,8.0,0.0
8466e6bffffffff,162.0,0.0,3.0,0.0
8466e6dffffffff,427.0,0.0,3.0,0.0
8466e81ffffffff,4.0,0.0,0.0,0.0
8466e89ffffffff,2.0,0.0,0.0,0.0
8466e8dffffffff,18.0,0.0,0.0,0.0
8466e9bffffffff,2.0,0.0,0.0,0.0
8466e9dffffffff,4.0,0.0,0.0,0.0
8466eadffffffff,6.0,0.0,0.0,0.0
8466ec1ffffffff,7.0,0.0,0.0,0.0
8466ec3ffffffff,3.0,0.0,0.0,0.0
8466ec5ffffffff,51.0,0.0,0.0,0.0
8466ec7ffffffff,210.0,0.0,0.0,0.0
8466ec9ffffffff,24.0,0.0,0.0,0.0
8466ecbffffffff,132.0,0.0,0.0,0.0
8466ee5ffffffff,328.0,0.0,0.0,0.0
8466ee7ffffffff,8.0,0.0,0.0,0.0
8466eebffffffff,10.0,0.0,0.0,0.0
8466eedffffffff,18.0,0.0,0.0,0.0
8466f01ffffffff,34.0,0.0,0.0,0.0
8466f03ffffffff,9.0,0.0,0.0,0.0
8466f0bffffffff,4.0,0.0,0.0,0.0
8466f11ffffffff,24.0,0.0,0.0,0.0
8466f13ffffffff,8.0,0.0,0.0,0.0
8466f15ffffffff,43.0,0.0,0.0,0.0
8466f17ffffffff,129.0,0.0,0.0,0.0
8466f19ffffffff,280.0,0.0,6.0,0.0
8466f1bffffffff,13.0,0.0,2.0,0.0
8466f1dffffffff,431.0,0.0,9.0,0.0
8466f33ffffffff,11.0,0.0,0.0,0.0
8466f35ffffffff,18.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0
8466f3bffffffff,1.0,0.0,0.0,0.0
8466f51ffffffff,30.0,0.0,0.0,0.0
8466f53ffffffff,32.0,0.0,0.0,0.0
8466f57ffffffff,350.0,0.0,0.0,0.0
8466f59ffffffff,73.0,0.0,0.0,0.0
8466f5bffffffff,169.0,0.0,0.0,0.0
8466f5dffffffff,4.0,0.0,0.0,0.0
8467407ffffffff,3.0,0.0,0.0,0.0
8467413ffffffff,2499.0,0.0,19.0,0.0
8467417ffffffff,82.0,0.0,2.0,0.0
8467421ffffffff,18.0,0.0,0.0,0.0
8467423ffffffff,3.0,0.0,0.0,0.0
8467425ffffffff,128.0,0.0,0.0,0.0
8467427ffffffff,28.0,0.0,0.0,0.0
8467429ffffffff,6.0,0.0,0.0,0.0
846742bffffffff,37.0,0.0,0.0,0.0
846742dffffffff,91.0,0.0,2.0,0.0
8467431ffffffff,37.0,0.0,0.0,0.0
8467433ffffffff,192.0,0.0,0.0,0.0
8467435ffffffff,11.0,0.0,0.0,0.0
8467437ffffffff,51.0,0.0,0.0,0.0
846743bffffffff,113.0,0.0,0.0,0.0
846743dffffffff,473.0,0.0,26.0,0.0
8467445ffffffff,1.0,0.0,0.0,0.0
8467447ffffffff,810.0,0.0,0.0,0.0
8467461ffffffff,3314.0,0.0,0.0,0.0
8467463ffffffff,3.0,0.0,0.0,0.0
846746bffffffff,393.0,0.0,0.0,0.0
846746dffffffff,317.0,0.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0,0.0
8467485ffffffff,3.0,0.0,0.0,0.0
846748dffffffff,1.0,0.0,0.0,0.0
84674a1ffffffff,51.0,0.0,0.0,0.0
84674a5ffffffff,12.0,0.0,0.0,0.0
84674a7ffffffff,165.0,0.0,17.0,0.0
84674a9ffffffff,1.0,0.0,0.0,0.0
84674adffffffff,2.0,0.0,0.0,0.0
84674c1ffffffff,2.0,0.0,0.0,0.0
84674c5ffffffff,529.0,0.0,27.0,0.0
84674c7ffffffff,2.0,0.0,0.0,0.0
84674c9ffffffff,19.0,0.0,0.0,0.0
84674cbffffffff,23.0,0.0,0.0,0.0
84674cdffffffff,354.0,0.0,0.0,0.0
84674d9ffffffff,98.0,0.0,6.0,0.0
84674ddffffffff,1.0,0.0,0.0,0.0
84674e1ffffffff,98.0,0.0,0.0,0.0
84674e3ffffffff,2.0,0.0,0.0,0.0
84674e5ffffffff,10.0,0.0,0.0,0.0
84674e9ffffffff,346.0,0.0,4.0,0.0
84674ebffffffff,7.0,0.0,0.0,0.0
84674edffffffff,247.0,0.0,13.0,0.0
8467503ffffffff,12.0,0.0,0.0,0.0
8467507ffffffff,10.0,0.0,0.0,0.0
8467513ffffffff,10.0,0.0,0.0,0.0
8467519ffffffff,165.0,0.0,0.0,0.0
846751bffffffff,4.0,0.0,0.0,0.0
846751dffffffff,35.0,0.0,0.0,0.0
8467521ffffffff,120.0,0.0,0.0,0.0
8467523ffffffff,1455.0,0.0,0.0,0.0
8467525ffffffff,11.0,0.0,0.0,0.0
8467527ffffffff,15.0,0.0,0.0,0.0
846752dffffffff,51.0,0.0,0.0,0.0
8467531ffffffff,19.0,0.0,0.0,0.0
8467535ffffffff,266.0,0.0,0.0,0.0
8467537ffffffff,48.0,0.0,0.0,0.0
8467539ffffffff,104.0,0.0,0.0,0.0
846753dffffffff,60.0,0.0,0.0,0.0
8467551ffffffff,321.0,0.0,0.0,0.0
8467553ffffffff,6654.0,0.0,5.0,0.0
8467555ffffffff,126.0,0.0,0.0,0.0
8467557ffffffff,36.0,0.0,0.0,0.0
8467559ffffffff,44.0,0.0,0.0,0.0
846755dffffffff,87.0,0.0,0.0,0.0
8467561ffffffff,3.0,0.0,0.0,0.0
8467563ffffffff,4.0,0.0,0.0,0.0
8467565ffffffff,64.0,0.0,0.0,0.0
8467567ffffffff,13.0,0.0,0.0,0.0
8467569ffffffff,8.0,0.0,0.0,0.0
846756bffffffff,79.0,0.0,0.0,0.0
846756dffffffff,4.0,0.0,0.0,0.0
8467581ffffffff,25.0,0.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0,0.0
8467585ffffffff,14.0,0.0,0.0,0.0
8467587ffffffff,2.0,0.0,0.0,0.0
8467589ffffffff,6.0,0.0,0.0,0.0
846758dffffffff,14.0,0.0,0.0,0.0
8467591ffffffff,1.0,0.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0,0.0
8467599ffffffff,89.0,0.0,4.0,0.0
846759bffffffff,11.0,0.0,0.0,0.0
84675a1ffffffff,4.0,0.0,0.0,0.0
84675a3ffffffff,2.0,0.0,0.0,0.0
84675a5ffffffff,56.0,0.0,0.0,0.0
84675a7ffffffff,12.0,0.0,2.0,0.0
84675a9ffffffff,69.0,0.0,0.0,0.0
84675abffffffff,179.0,0.0,0.0,0.0
84675adffffffff,16.0,0.0,0.0,0.0
84675b1ffffffff,4.0,0.0,0.0,0.0
84675b3ffffffff,22.0,0.0,0.0,0.0
84675b7ffffffff,2.0,0.0,0.0,0.0
84675c1ffffffff,95.0,0.0,0.0,0.0
84675c3ffffffff,2.0,0.0,0.0,0.0
84675c5ffffffff,1042.0,0.0,0.0,0.0
84675c7ffffffff,352.0,0.0,0.0,0.0
84675c9ffffffff,11.0,0.0,0.0,0.0
84675cbffffffff,266.0,0.0,1.0,0.0
84675cdffffffff,4.0,0.0,0.0,0.0
84675d3ffffffff,6.0,0.0,0.0,0.0
84675d5ffffffff,15.0,0.0,0.0,0.0
84675d9ffffffff,21.0,0.0,0.0,0.0
84675ddffffffff,16.0,0.0,0.0,0.0
84675e1ffffffff,15.0,0.0,0.0,0.0
84675e3ffffffff,15.0,0.0,0.0,0.0
84675e7ffffffff,19.0,0.0,0.0,0.0
84675e9ffffffff,11.0,0.0,0.0,0.0
84675ebffffffff,73.0,0.0,0.0,0.0
84675edffffffff,3.0,0.0,0.0,0.0
8467693ffffffff,107.0,0.0,0.0,0.0
846769bffffffff,43.0,0.0,0.0,0.0
84676b3ffffffff,1.0,0.0,0.0,0.0
84676b7ffffffff,4.0,0.0,0.0,0.0
84676b9ffffffff,6.0,0.0,0.0,0.0
84676d7ffffffff,2.0,0.0,0.0,0.0
8467737ffffffff,2673.0,0.0,0.0,0.0
8467805ffffffff,1.0,0.0,0.0,0.0
8467823ffffffff,1.0,0.0,0.0,1.0
8467835ffffffff,542.0,0.0,0.0,221.0
846783dffffffff,101.0,0.0,0.0,31.0
84678b3ffffffff,5.0,0.0,0.0,0.0
84678b7ffffffff,4.0,0.0,0.0,0.0
84679a1ffffffff,10.0,0.0,0.0,0.0
84679a3ffffffff,8.0,0.0,0.0,0.0
84679a5ffffffff,436.0,0.0,0.0,0.0
84679a7ffffffff,143.0,0.0,0.0,0.0
84679b3ffffffff,5.0,0.0,0.0,0.0
84679b5ffffffff,142.0,0.0,0.0,0.0
84679b7ffffffff,166.0,0.0,0.0,0.0
846d041ffffffff,39.0,5.0,0.0,0.0
846d043ffffffff,34.0,0.0,0.0,0.0
846d045ffffffff,19.0,0.0,0.0,0.0
846d049ffffffff,1.0,0.0,0.0,0.0
846d04bffffffff,15.0,0.0,0.0,0.0
846d04dffffffff,4.0,0.0,0.0,0.0
846d053ffffffff,1.0,0.0,0.0,0.0
846d059ffffffff,5.0,0.0,0.0,0.0
846d05bffffffff,1.0,0.0,0.0,0.0
846d069ffffffff,225.0,0.0,0.0,0.0
846d06dffffffff,3.0,0.0,0.0,0.0
846d207ffffffff,15.0,0.0,0.0,0.0
846d209ffffffff,28.0,0.0,0.0,0.0
846d20bffffffff,8.0,0.0,0.0,0.0
846d20dffffffff,5.0,0.0,0.0,0.0
846d211ffffffff,4.0,0.0,0.0,0.0
846d217ffffffff,12.0,0.0,0.0,0.0
846d219ffffffff,3.0,2.0,0.0,0.0
846d21bffffffff,2.0,0.0,0.0,0.0
846d21dffffffff,15.0,0.0,0.0,0.0
846d223ffffffff,2.0,0.0,0.0,0.0
846d231ffffffff,21.0,0.0,0.0,0.0
846d233ffffffff,7.0,0.0,0.0,0.0
846d235ffffffff,4.0,3.0,0.0,0.0
846d237ffffffff,2.0,0.0,0.0,0.0
846d239ffffffff,8.0,0.0,0.0,0.0
846d23bffffffff,497.0,85.0,0.0,0.0
846d23dffffffff,72.0,0.0,0.0,0.0
846d241ffffffff,2.0,0.0,0.0,0.0
846d243ffffffff,18.0,0.0,0.0,0.0
846d247ffffffff,6.0,0.0,0.0,0.0
846d24bffffffff,35.0,0.0,0.0,0.0
846d251ffffffff,199.0,32.0,0.0,0.0
846d253ffffffff,186.0,9.0,0.0,0.0
846d255ffffffff,64.0,3.0,0.0,0.0
846d257ffffffff,129.0,20.0,0.0,0.0
846d259ffffffff,1.0,1.0,0.0,0.0
846d25bffffffff,2.0,0.0,0.0,0.0
846d25dffffffff,76.0,8.0,0.0,0.0
846d261ffffffff,1.0,0.0,0.0,0.0
846d26bffffffff,7.0,0.0,0.0,0.0
846d281ffffffff,63.0,0.0,0.0,0.0
846d283ffffffff,1015.0,1.0,0.0,0.0
846d285ffffffff,26.0,4.0,0.0,0.0
846d287ffffffff,42.0,0.0,0.0,0.0
846d289ffffffff,2.0,0.0,0.0,0.0
846d28bffffffff,2.0,0.0,0.0,0.0
846d28dffffffff,34.0,0.0,0.0,0.0
846d291ffffffff,141.0,0.0,0.0,0.0
846d295ffffffff,135.0,0.0,0.0,0.0
846d297ffffffff,123.0,0.0,0.0,0.0
846d299ffffffff,94.0,0.0,0.0,0.0
846d29bffffffff,25.0,6.0,0.0,0.0
846d2a1ffffffff,1.0,0.0,0.0,0.0
846d2a3ffffffff,51.0,0.0,0.0,0.0
846d2abffffffff,1.0,0.0,0.0,0.0
846d2adffffffff,1.0,0.0,0.0,0.0
846d2b1ffffffff,20.0,0.0,0.0,0.0
846d2b3ffffffff,12.0,0.0,0.0,0.0
846d2b9ffffffff,609.0,0.0,0.0,0.0
846d2bbffffffff,35.0,0.0,0.0,0.0
846d2bdffffffff,2.0,0.0,0.0,0.0
846d2c3ffffffff,2.0,0.0,0.0,0.0
846d2c9ffffffff,34.0,0.0,0.0,0.0
846d2cbffffffff,14.0,6.0,0.0,0.0
846d2d3ffffffff,92.0,0.0,0.0,0.0
846d2d7ffffffff,7.0,0.0,0.0,0.0
846d2d9ffffffff,3.0,0.0,0.0,0.0
846d2e3ffffffff,38.0,0.0,0.0,0.0
846d2e5ffffffff,81.0,2.0,0.0,0.0
846d2e9ffffffff,60.0,2.0,0.0,0.0
846d2ebffffffff,67.0,0.0,0.0,0.0
846d2edffffffff,5.0,0.0,0.0,0.0
846d311ffffffff,19.0,0.0,0.0,0.0
846d313ffffffff,410.0,1.0,0.0,0.0
846d317ffffffff,79.0,0.0,0.0,0.0
846d31bffffffff,4.0,0.0,0.0,0.0
846d33bffffffff,3.0,0.0,0.0,0.0
846d341ffffffff,2.0,0.0,0.0,0.0
846d347ffffffff,3.0,0.0,0.0,0.0
846d34dffffffff,331.0,11.0,0.0,0.0
846d35bffffffff,4.0,0.0,0.0,0.0
846d601ffffffff,249.0,0.0,0.0,0.0
846d603ffffffff,15.0,0.0,0.0,0.0
846d605ffffffff,142.0,0.0,0.0,0.0
846d607ffffffff,62.0,0.0,0.0,0.0
846d609ffffffff,98.0,0.0,0.0,0.0
846d60dffffffff,854.0,0.0,0.0,0.0
846d611ffffffff,56.0,0.0,0.0,0.0
846d613ffffffff,454.0,0.0,0.0,0.0
846d615ffffffff,99.0,0.0,0.0,0.0
846d617ffffffff,209.0,0.0,0.0,0.0
846d619ffffffff,35.0,0.0,0.0,0.0
846d61bffffffff,2.0,0.0,0.0,0.0
846d639ffffffff,173.0,0.0,0.0,0.0
846d63bffffffff,24.0,0.0,0.0,0.0
846d641ffffffff,378.0,0.0,0.0,0.0
846d643ffffffff,12.0,0.0,0.0,0.0
846d645ffffffff,1196.0,0.0,0.0,0.0
846d647ffffffff,2.0,0.0,0.0,0.0
846d649ffffffff,2.0,0.0,0.0,0.0
846d64bffffffff,11.0,0.0,0.0,0.0
846d64dffffffff,15.0,0.0,0.0,0.0
846d651ffffffff,53.0,0.0,0.0,0.0
846d653ffffffff,6.0,0.0,0.0,0.0
846d655ffffffff,46.0,0.0,0.0,0.0
846d657ffffffff,291.0,0.0,0.0,0.0
846d661ffffffff,44.0,0.0,0.0,0.0
846d663ffffffff,442.0,0.0,0.0,0.0
846d665ffffffff,95.0,0.0,0.0,0.0
846d667ffffffff,75.0,0.0,0.0,0.0
846d669ffffffff,27.0,0.0,0.0,0.0
846d66bffffffff,47.0,0.0,0.0,0.0
846d66dffffffff,5.0,0.0,0.0,0.0
846d681ffffffff,95.0,0.0,0.0,0.0
846d683ffffffff,157.0,0.0,0.0,0.0
846d685ffffffff,14.0,0.0,0.0,0.0
846d687ffffffff,94.0,0.0,0.0,0.0
846d689ffffffff,10.0,0.0,0.0,0.0
846d68bffffffff,168.0,0.0,0.0,0.0
846d68dffffffff,3.0,0.0,0.0,0.0
846d691ffffffff,349.0,0.0,0.0,0.0
846d693ffffffff,668.0,0.0,0.0,0.0
846d695ffffffff,110.0,0.0,0.0,0.0
846d697ffffffff,294.0,0.0,0.0,0.0
846d699ffffffff,318.0,0.0,0.0,0.0
846d69bffffffff,581.0,0.0,0.0,0.0
846d69dffffffff,1126.0,0.0,0.0,0.0
846d6abffffffff,7.0,0.0,0.0,0.0
846d6b9ffffffff,4.0,0.0,0.0,0.0
846d6bbffffffff,7.0,0.0,0.0,0.0
846d6bdffffffff,2.0,0.0,0.0,0.0
846d6d3ffffffff,28.0,0.0,0.0,0.0
846d6d5ffffffff,104.0,0.0,0.0,0.0
846d6d7ffffffff,17.0,0.0,0.0,0.0
846d6e9ffffffff,42.0,0.0,0.0,0.0
846d6ebffffffff,8.0,0.0,0.0,0.0
846d6edffffffff,5.0,0.0,0.0,0.0
846d741ffffffff,6.0,0.0,0.0,0.0
846d743ffffffff,8.0,0.0,0.0,0.0
846d745ffffffff,28.0,0.0,0.0,0.0
846d747ffffffff,44.0,0.0,0.0,0.0
846d749ffffffff,17.0,0.0,0.0,0.0
846d74bffffffff,43.0,0.0,0.0,0.0
846d74dffffffff,2.0,0.0,0.0,0.0
846d751ffffffff,168.0,0.0,0.0,0.0
846d759ffffffff,6.0,0.0,0.0,0.0
846d75bffffffff,254.0,0.0,0.0,0.0
846d75dffffffff,269.0,0.0,0.0,0.0
846d769ffffffff,23.0,0.0,0.0,0.0
846d76dffffffff,36.0,0.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0,0.0
8480097ffffffff,2.0,0.0,0.0,0.0
84800e1ffffffff,2.0,0.0,0.0,0.0
84800e3ffffffff,1.0,0.0,0.0,0.0
8480105ffffffff,8.0,0.0,0.0,0.0
8480107ffffffff,11.0,0.0,0.0,0.0
848010dffffffff,2.0,0.0,0.0,0.0
8480139ffffffff,17.0,0.0,0.0,0.0
8480141ffffffff,1.0,0.0,0.0,0.0
8480161ffffffff,5.0,0.0,0.0,0.0
8480163ffffffff,5.0,0.0,1.0,0.0
8480165ffffffff,73.0,0.0,1.0,0.0
84801c5ffffffff,4.0,0.0,0.0,0.0
848030dffffffff,2.0,0.0,0.0,0.0
8480465ffffffff,3.0,0.0,0.0,0.0
8480541ffffffff,8.0,0.0,0.0,0.0
848054bffffffff,5.0,0.0,0.0,0.0
8480559ffffffff,3.0,0.0,0.0,0.0
8480a4dffffffff,5.0,0.0,0.0,0.0
848110dffffffff,2.0,0.0,0.0,0.0
8481125ffffffff,13.0,0.0,6.0,0.0
848112dffffffff,4.0,0.0,0.0,0.0
8481161ffffffff,8.0,0.0,0.0,0.0
8481167ffffffff,4.0,0.0,0.0,0.0
848116bffffffff,23.0,0.0,1.0,0.0
8481321ffffffff,1.0,0.0,0.0,0.0
8481327ffffffff,3.0,0.0,0.0,0.0
848132dffffffff,8.0,0.0,0.0,0.0
8481339ffffffff,2.0,0.0,0.0,0.0
8481367ffffffff,2.0,0.0,0.0,0.0
8481801ffffffff,10.0,0.0,0.0,0.0
8481837ffffffff,4.0,0.0,0.0,0.0
84818b1ffffffff,2.0,0.0,0.0,0.0
84818b3ffffffff,37.0,0.0,0.0,0.0
84818b7ffffffff,4.0,0.0,0.0,0.0
848199bffffffff,3.0,0.0,0.0,0.0
84819d1ffffffff,4.0,0.0,0.0,0.0
84819d9ffffffff,2.0,0.0,0.0,0.0
848a45dffffffff,1.0,0.0,0.0,0.0
848ad13ffffffff,34.0,0.0,0.0,0.0
848ad85ffffffff,2.0,0.0,0.0,0.0
848ad8dffffffff,2.0,0.0,0.0,0.0
848ada3ffffffff,11.0,0.0,0.0,0.0
848ada5ffffffff,4.0,0.0,0.0,0.0
848ada9ffffffff,154.0,0.0,0.0,0.0
848adabffffffff,6.0,0.0,0.0,0.0
848adb1ffffffff,23.0,0.0,0.0,0.0
848adb5ffffffff,4.0,0.0,0.0,0.0
848adbdffffffff,1.0,0.0,0.0,0.0
848adc5ffffffff,2.0,0.0,0.0,0.0
848ade3ffffffff,3.0,0.0,0.0,0.0
84a5961ffffffff,76.0,0.0,0.0,0.0
84a5969ffffffff,76.0,0.0,2.0,0.0
84a882dffffffff,5.0,0.0,0.0,0.0
84a884bffffffff,1.0,0.0,0.0,0.0
84a8865ffffffff,4.0,0.0,0.0,0.0
84a8915ffffffff,7.0,0.0,0.0,0.0
84a8919ffffffff,2.0,0.0,0.0,0.0
84a891dffffffff,6.0,0.0,0.0,0.0
84a893bffffffff,11.0,0.0,0.0,0.0
84a8951ffffffff,22.0,0.0,0.0,0.0
84a8953ffffffff,8.0,0.0,0.0,0.0
84a8957ffffffff,79.0,0.0,7.0,0.0
84a895bffffffff,4.0,0.0,0.0,0.0
84a89edffffffff,22.0,0.0,0.0,0.0
84a8a07ffffffff,8.0,0.0,0.0,0.0
84a8a13ffffffff,7.0,0.0,0.0,0.0
84a8a21ffffffff,49.0,0.0,0.0,0.0
84a8a23ffffffff,4.0,0.0,0.0,0.0
84a8a25ffffffff,5.0,0.0,0.0,0.0
84a8a27ffffffff,2.0,0.0,0.0,0.0
84a8a2bffffffff,3.0,0.0,0.0,0.0
84a8a2dffffffff,12.0,0.0,0.0,0.0
84a8b17ffffffff,2.0,0.0,0.0,0.0
84a8b1bffffffff,11.0,0.0,0.0,0.0
