cell_id,Symposiachrus bimaculatus,Symposiachrus bimaculatus bimaculatus,Symposiachrus bimaculatus diadematus,Symposiachrus bimaculatus nigrimentum
847390bffffffff,3.0,3.0,0.0,0.0
8495613ffffffff,16.0,0.0,0.0,0.0
8495617ffffffff,3.0,0.0,0.0,0.0
