cell_id,Rhipidura layardi,Rhipidura layardi layardi,Rhipidura layardi erythronota,Rhipidura layardi rufilateralis
839b41fffffffff,54.0,0.0,0.0,0.0
839b43fffffffff,50.0,0.0,0.0,8.0
839b4cfffffffff,18.0,0.0,0.0,0.0
839b4efffffffff,19.0,0.0,0.0,0.0
839b5dfffffffff,17.0,0.0,0.0,1.0
839b6afffffffff,53.0,0.0,0.0,0.0
839b6bfffffffff,17.0,0.0,0.0,0.0
839b6efffffffff,1.0,0.0,0.0,0.0
