cell_id,Certhia americana,Certhia americana [occidentalis Group],Certhia americana montana/idahoensis,Certhia americana americana/nigrescens,Certhia americana albescens/alticola,Certhia americana pernigra,Certhia americana extima
830c42fffffffff,303.0,0.0,0.0,0.0,0.0,0.0,0.0
830c44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,102.0,0.0,0.0,0.0,0.0,0.0,0.0
830c50fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0
830c54fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
830c55fffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,162.0,0.0,0.0,0.0,0.0,0.0,0.0
830c62fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c68fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830c70fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,669.0,0.0,0.0,0.0,0.0,0.0,0.0
830c74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c76fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830cecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830cedfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d58fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e59fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
830e69fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
