cell_id,Driophlox fuscicauda,Driophlox fuscicauda [salvini Group],Driophlox fuscicauda [fuscicauda Group]
82450ffffffffff,7.0,4.0,0.0
824527fffffffff,25.0,6.0,0.0
82452ffffffffff,39.0,20.0,0.0
824997fffffffff,24.0,2.0,0.0
82499ffffffffff,3.0,0.0,0.0
826637fffffffff,4.0,0.0,0.0
8266b7fffffffff,11.0,0.0,5.0
826d27fffffffff,9.0,2.0,0.0
826d2ffffffffff,5.0,0.0,0.0
826d37fffffffff,27.0,2.0,0.0
826d67fffffffff,114.0,0.0,0.0
826d6ffffffffff,45.0,0.0,10.0
