cell_id,Branta bernicla,Branta bernicla bernicla,Branta bernicla hrota,Branta bernicla nigricans,Branta bernicla (Gray-bellied),Branta bernicla bernicla x nigricans,Branta bernicla hrota x nigricans
8326e6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
832744fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832748fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83274bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83274efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832751fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,19.0,0.0,9.0,0.0,0.0,0.0,0.0
832756fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832758fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832759fffffffff,16.0,0.0,6.0,0.0,0.0,0.0,0.0
83275cfffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
832766fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832769fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832802fffffffff,12.0,0.0,0.0,3.0,0.0,0.0,0.0
832804fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832806fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832813fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832819fffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0
83281bfffffffff,11.0,0.0,0.0,2.0,0.0,0.0,0.0
83281cfffffffff,24.0,0.0,0.0,7.0,0.0,0.0,0.0
832830fffffffff,303.0,0.0,2.0,16.0,0.0,0.0,0.0
832831fffffffff,33.0,0.0,0.0,10.0,2.0,0.0,0.0
832832fffffffff,6.0,0.0,0.0,4.0,0.0,0.0,0.0
832834fffffffff,201.0,0.0,0.0,31.0,0.0,0.0,0.0
832835fffffffff,111.0,0.0,0.0,18.0,0.0,0.0,0.0
832836fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
832884fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832885fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83288dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832892fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8328adfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,5.0,0.0,0.0,4.0,0.0,0.0,0.0
8328c6fffffffff,41.0,0.0,0.0,9.0,0.0,0.0,0.0
8328d1fffffffff,41.0,0.0,0.0,5.0,2.0,0.0,0.0
8328d3fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d5fffffffff,53.0,0.0,0.0,12.0,4.0,0.0,0.0
8328d6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d8fffffffff,25.0,0.0,0.0,4.0,0.0,0.0,0.0
8328dcfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8328ddfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8328defffffffff,38.0,0.0,0.0,3.0,4.0,0.0,0.0
8328e6fffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
8328f0fffffffff,65.0,0.0,0.0,6.0,0.0,0.0,0.0
8328f1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f4fffffffff,56.0,0.0,0.0,2.0,0.0,0.0,0.0
8328f5fffffffff,34.0,0.0,0.0,11.0,0.0,0.0,0.0
8328f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832912fffffffff,190.0,0.0,0.0,107.0,0.0,0.0,0.0
832913fffffffff,24.0,0.0,0.0,3.0,0.0,0.0,0.0
83291afffffffff,9.0,0.0,0.0,5.0,0.0,0.0,0.0
832985fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
832986fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,43.0,0.0,0.0,12.0,0.0,0.0,0.0
8329a0fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a1fffffffff,129.0,0.0,0.0,24.0,0.0,0.0,0.0
8329a3fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8329a4fffffffff,139.0,0.0,0.0,35.0,0.0,0.0,0.0
8329a5fffffffff,374.0,0.0,0.0,81.0,0.0,0.0,0.0
8329a6fffffffff,187.0,0.0,0.0,48.0,0.0,0.0,0.0
8329a9fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8329aafffffffff,7.0,0.0,0.0,1.0,0.0,0.0,0.0
8329abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8329acfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8329adfffffffff,170.0,0.0,0.0,149.0,0.0,0.0,0.0
8329b0fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8329b6fffffffff,17.0,0.0,0.0,2.0,0.0,0.0,0.0
832a10fffffffff,573.0,4.0,169.0,14.0,9.0,0.0,0.0
832a12fffffffff,75.0,0.0,1.0,0.0,0.0,0.0,0.0
832a13fffffffff,143.0,0.0,24.0,23.0,0.0,0.0,0.0
832a14fffffffff,51.0,0.0,12.0,2.0,0.0,0.0,0.0
832a15fffffffff,35.0,0.0,4.0,0.0,0.0,0.0,0.0
832a16fffffffff,37.0,0.0,8.0,0.0,0.0,0.0,0.0
832a1afffffffff,12.0,0.0,4.0,0.0,0.0,0.0,0.0
832a30fffffffff,100.0,0.0,16.0,2.0,0.0,0.0,0.0
832a31fffffffff,122.0,0.0,41.0,3.0,0.0,0.0,0.0
832a32fffffffff,69.0,0.0,8.0,0.0,0.0,0.0,0.0
832a33fffffffff,63.0,0.0,34.0,3.0,0.0,0.0,0.0
832a34fffffffff,133.0,0.0,14.0,0.0,0.0,0.0,0.0
832a36fffffffff,13.0,0.0,4.0,0.0,0.0,0.0,0.0
832a4cfffffffff,25.0,0.0,0.0,1.0,0.0,0.0,0.0
832a84fffffffff,30.0,0.0,5.0,0.0,0.0,0.0,0.0
832a86fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
832a89fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
832a8dfffffffff,31.0,0.0,2.0,0.0,0.0,0.0,0.0
832a90fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
832a91fffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0
832a92fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832a94fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832a95fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
832a96fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832a99fffffffff,5.0,0.0,3.0,0.0,0.0,0.0,0.0
832aa0fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832aa1fffffffff,58.0,0.0,14.0,0.0,0.0,0.0,0.0
832aa3fffffffff,37.0,0.0,16.0,0.0,0.0,0.0,0.0
832aa4fffffffff,134.0,0.0,83.0,0.0,0.0,0.0,0.0
832aa5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832aa6fffffffff,12.0,0.0,1.0,0.0,0.0,0.0,0.0
832aa8fffffffff,53.0,0.0,33.0,0.0,0.0,0.0,0.0
832aa9fffffffff,112.0,0.0,48.0,0.0,0.0,0.0,0.0
832aaafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832aabfffffffff,12.0,0.0,2.0,0.0,0.0,0.0,0.0
832aacfffffffff,160.0,0.0,72.0,0.0,0.0,0.0,0.0
832aadfffffffff,189.0,0.0,62.0,4.0,0.0,0.0,0.0
832aaefffffffff,9.0,0.0,2.0,0.0,0.0,0.0,0.0
832ab0fffffffff,40.0,0.0,2.0,0.0,0.0,0.0,0.0
832ab1fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab2fffffffff,37.0,0.0,6.0,0.0,0.0,0.0,0.0
832ab3fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab4fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab5fffffffff,41.0,0.0,1.0,0.0,0.0,0.0,0.0
832ab6fffffffff,73.0,0.0,4.0,0.0,0.0,0.0,0.0
832ad5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832af0fffffffff,7.0,0.0,2.0,0.0,0.0,0.0,0.0
832af1fffffffff,24.0,0.0,2.0,0.0,0.0,0.0,0.0
832af3fffffffff,19.0,0.0,5.0,0.0,0.0,0.0,0.0
832af6fffffffff,30.0,0.0,3.0,0.0,0.0,0.0,0.0
832b01fffffffff,5.0,0.0,2.0,0.0,0.0,0.0,0.0
832b03fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832b06fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832b0afffffffff,34.0,0.0,1.0,0.0,0.0,0.0,0.0
832b0cfffffffff,22.0,0.0,2.0,0.0,0.0,0.0,0.0
832b12fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
832b14fffffffff,4.0,0.0,2.0,2.0,0.0,0.0,0.0
832b16fffffffff,163.0,0.0,13.0,0.0,0.0,0.0,0.0
832b18fffffffff,26.0,0.0,3.0,0.0,0.0,0.0,0.0
832b1afffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832b1bfffffffff,35.0,0.0,28.0,0.0,0.0,0.0,0.0
832b1cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b23fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b2cfffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0
832b30fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b31fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
832b33fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
832b80fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832b81fffffffff,64.0,0.0,4.0,0.0,0.0,0.0,0.0
832b82fffffffff,23.0,0.0,3.0,0.0,0.0,0.0,0.0
832b83fffffffff,127.0,0.0,7.0,0.0,0.0,0.0,0.0
832b85fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832b88fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
832b89fffffffff,48.0,0.0,8.0,0.0,0.0,0.0,0.0
832b8afffffffff,37.0,0.0,5.0,0.0,0.0,0.0,0.0
832b8bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832b8cfffffffff,47.0,0.0,2.0,0.0,0.0,0.0,0.0
832b8dfffffffff,31.0,0.0,5.0,0.0,0.0,0.0,0.0
832b8efffffffff,21.0,0.0,5.0,0.0,0.0,0.0,0.0
832b90fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
832b91fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b94fffffffff,17.0,0.0,5.0,0.0,0.0,0.0,0.0
832b98fffffffff,95.0,0.0,3.0,0.0,0.0,0.0,0.0
832b99fffffffff,105.0,0.0,35.0,0.0,0.0,0.0,0.0
832b9afffffffff,20.0,0.0,3.0,0.0,0.0,0.0,0.0
832b9bfffffffff,242.0,0.0,27.0,0.0,0.0,0.0,0.0
832b9cfffffffff,9.0,0.0,4.0,0.0,0.0,0.0,0.0
832b9dfffffffff,181.0,0.0,24.0,0.0,0.0,0.0,0.0
832b9efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba0fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba5fffffffff,122.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
832baafffffffff,292.0,0.0,0.0,0.0,0.0,0.0,0.0
832babfffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
832bacfffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
832baefffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
832bb2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832bb3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832f43fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833159fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83316efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8331aafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833426fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
833434fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83351bfffffffff,47.0,0.0,44.0,0.0,0.0,0.0,0.0
8335a8fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
833825fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833901fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
833911fffffffff,37.0,6.0,4.0,0.0,0.0,0.0,0.0
833915fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83391afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83391cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83391efffffffff,11.0,7.0,0.0,0.0,0.0,0.0,0.0
833920fffffffff,47.0,16.0,21.0,0.0,0.0,0.0,0.0
833921fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,50.0,2.0,2.0,0.0,0.0,0.0,0.0
833924fffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
833925fffffffff,46.0,15.0,4.0,0.0,0.0,0.0,0.0
833928fffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
