cell_id,Habia rubica,Habia rubica affinis/rosea,Habia rubica [rubicoides Group],Habia rubica [rubra Group],Habia rubica perijana,Habia rubica rubica/bahiae
8445085ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8445087ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84450a3ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84450bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8445243ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8445257ffffffff,6.0,0.0,3.0,0.0,0.0,0.0
8445287ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84452a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84452a9ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
84452abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84452adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84452bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84452c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84452e1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84452e5ffffffff,6.0,0.0,6.0,0.0,0.0,0.0
8449903ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84499cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8449b53ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
845f42bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
845f583ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8466091ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466099ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84660d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84660d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466293ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466a05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466a0bffffffff,4.0,0.0,3.0,0.0,0.0,0.0
8466a1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466a31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466a33ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8466a39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466a3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466a51ffffffff,11.0,0.0,3.0,0.0,0.0,0.0
8466a57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466a59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466b51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466b5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84675a5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846d21dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846d231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d2c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d2d1ffffffff,4.0,0.0,4.0,0.0,0.0,0.0
846d30dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
846d31bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846d337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846d369ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d665ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d69dffffffff,20.0,0.0,14.0,0.0,0.0,0.0
846d743ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481343ffffffff,3.0,0.0,0.0,0.0,0.0,3.0
8481851ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8481857ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b5c3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
848f721ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a810bffffffff,3.0,0.0,0.0,0.0,0.0,3.0
84a8313ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a831dffffffff,1.0,0.0,0.0,1.0,0.0,0.0
84a833bffffffff,12.0,0.0,3.0,9.0,0.0,0.0
84a953bffffffff,1.0,0.0,0.0,0.0,0.0,1.0
