cell_id,Egretta garzetta,Egretta garzetta garzetta,Egretta garzetta immaculata,Egretta garzetta dimorpha
8409a69ffffffff,1.0,0.0,0.0,0.0
8418011ffffffff,8.0,0.0,0.0,0.0
8418013ffffffff,6.0,0.0,0.0,0.0
8418019ffffffff,72.0,15.0,0.0,0.0
841801bffffffff,6.0,0.0,0.0,0.0
841801dffffffff,33.0,14.0,0.0,0.0
841804bffffffff,3.0,0.0,0.0,0.0
8418053ffffffff,38.0,2.0,0.0,0.0
8418059ffffffff,14.0,2.0,0.0,0.0
841805bffffffff,7.0,1.0,0.0,0.0
84180c9ffffffff,4.0,0.0,0.0,0.0
84180cdffffffff,14.0,0.0,0.0,0.0
8418203ffffffff,6.0,0.0,0.0,0.0
841820bffffffff,1.0,0.0,0.0,0.0
8418215ffffffff,3.0,0.0,0.0,0.0
8418231ffffffff,6.0,0.0,0.0,0.0
8418233ffffffff,32.0,7.0,0.0,0.0
8418235ffffffff,9.0,2.0,0.0,0.0
8418237ffffffff,11.0,0.0,0.0,0.0
8418239ffffffff,3.0,0.0,0.0,0.0
841823dffffffff,7.0,3.0,0.0,0.0
8418251ffffffff,13.0,0.0,0.0,0.0
8418259ffffffff,2.0,0.0,0.0,0.0
841825bffffffff,5.0,0.0,0.0,0.0
8418281ffffffff,26.0,1.0,0.0,0.0
8418285ffffffff,8.0,0.0,0.0,0.0
8418287ffffffff,13.0,0.0,0.0,0.0
8418289ffffffff,6.0,0.0,0.0,0.0
841828bffffffff,413.0,21.0,0.0,0.0
8418299ffffffff,16.0,0.0,0.0,0.0
84182a1ffffffff,5.0,0.0,0.0,0.0
84182a3ffffffff,76.0,0.0,0.0,0.0
84182a5ffffffff,2.0,0.0,0.0,0.0
84182a7ffffffff,72.0,10.0,0.0,0.0
84182abffffffff,22.0,1.0,0.0,0.0
84182adffffffff,10.0,0.0,0.0,0.0
84182c1ffffffff,215.0,8.0,0.0,0.0
84182c3ffffffff,74.0,0.0,0.0,0.0
84182c9ffffffff,280.0,7.0,0.0,0.0
84182cbffffffff,365.0,3.0,0.0,0.0
84182cdffffffff,2.0,0.0,0.0,0.0
84182d3ffffffff,2.0,0.0,0.0,0.0
84182d5ffffffff,12.0,1.0,0.0,0.0
84182e5ffffffff,299.0,114.0,0.0,0.0
84182e7ffffffff,2.0,0.0,0.0,0.0
84182e9ffffffff,21.0,4.0,0.0,0.0
84182edffffffff,4.0,4.0,0.0,0.0
8418443ffffffff,166.0,38.0,0.0,0.0
8418447ffffffff,21.0,6.0,0.0,0.0
8418451ffffffff,79.0,0.0,0.0,0.0
8418453ffffffff,7.0,0.0,0.0,0.0
8418455ffffffff,17.0,2.0,0.0,0.0
8418457ffffffff,9.0,0.0,0.0,0.0
8418459ffffffff,16.0,1.0,0.0,0.0
841845bffffffff,17.0,0.0,0.0,0.0
841845dffffffff,64.0,6.0,0.0,0.0
8418461ffffffff,23.0,4.0,0.0,0.0
8418469ffffffff,23.0,1.0,0.0,0.0
841846bffffffff,37.0,4.0,0.0,0.0
841846dffffffff,131.0,11.0,0.0,0.0
8418491ffffffff,135.0,0.0,0.0,0.0
8418493ffffffff,1.0,0.0,0.0,0.0
8418495ffffffff,3486.0,3.0,0.0,0.0
8418497ffffffff,2.0,0.0,0.0,0.0
8418499ffffffff,4.0,2.0,0.0,0.0
841849bffffffff,2.0,0.0,0.0,0.0
841849dffffffff,240.0,2.0,0.0,0.0
84184a3ffffffff,5.0,3.0,0.0,0.0
84184a7ffffffff,2.0,2.0,0.0,0.0
84184b1ffffffff,662.0,14.0,0.0,0.0
84184b3ffffffff,70.0,0.0,0.0,0.0
84184b5ffffffff,191.0,11.0,0.0,0.0
84184b7ffffffff,178.0,0.0,0.0,0.0
84184b9ffffffff,72.0,0.0,0.0,0.0
84184bbffffffff,197.0,0.0,0.0,0.0
84184bdffffffff,344.0,6.0,0.0,0.0
84184c3ffffffff,27.0,8.0,0.0,0.0
84184d5ffffffff,14.0,1.0,0.0,0.0
84184d9ffffffff,6.0,0.0,0.0,0.0
84184ddffffffff,206.0,6.0,0.0,0.0
8418593ffffffff,19.0,2.0,0.0,0.0
8418597ffffffff,215.0,0.0,0.0,0.0
84185b1ffffffff,14.0,0.0,0.0,0.0
84185b5ffffffff,152.0,0.0,0.0,0.0
84185b7ffffffff,3.0,0.0,0.0,0.0
84185bbffffffff,718.0,0.0,0.0,0.0
8418605ffffffff,6.0,2.0,0.0,0.0
8418607ffffffff,44.0,0.0,0.0,0.0
8418609ffffffff,1.0,0.0,0.0,0.0
841860dffffffff,36.0,10.0,0.0,0.0
8418619ffffffff,2.0,0.0,0.0,0.0
8418623ffffffff,34.0,0.0,0.0,0.0
8418625ffffffff,15.0,0.0,0.0,0.0
8418627ffffffff,34.0,0.0,0.0,0.0
8418629ffffffff,103.0,32.0,0.0,0.0
841862bffffffff,26.0,0.0,0.0,0.0
8418631ffffffff,1.0,0.0,0.0,0.0
8418633ffffffff,2.0,2.0,0.0,0.0
8418635ffffffff,4.0,0.0,0.0,0.0
8418639ffffffff,2.0,0.0,0.0,0.0
841863bffffffff,1.0,0.0,0.0,0.0
841863dffffffff,26.0,0.0,0.0,0.0
841864bffffffff,4.0,2.0,0.0,0.0
8418655ffffffff,32.0,4.0,0.0,0.0
8418659ffffffff,2.0,0.0,0.0,0.0
841865dffffffff,18.0,0.0,0.0,0.0
8418661ffffffff,10.0,3.0,0.0,0.0
8418663ffffffff,1.0,0.0,0.0,0.0
8418667ffffffff,17.0,0.0,0.0,0.0
841866bffffffff,13.0,6.0,0.0,0.0
841868dffffffff,2.0,0.0,0.0,0.0
84186a1ffffffff,74.0,4.0,0.0,0.0
84186a3ffffffff,58.0,8.0,0.0,0.0
84186a5ffffffff,93.0,0.0,0.0,0.0
84186a7ffffffff,112.0,9.0,0.0,0.0
84186a9ffffffff,1.0,0.0,0.0,0.0
84186abffffffff,4.0,0.0,0.0,0.0
84186adffffffff,3.0,0.0,0.0,0.0
84186b3ffffffff,3.0,0.0,0.0,0.0
84186b5ffffffff,4.0,0.0,0.0,0.0
84186b7ffffffff,10.0,0.0,0.0,0.0
84186c1ffffffff,46.0,0.0,0.0,0.0
84186c3ffffffff,87.0,3.0,0.0,0.0
84186c5ffffffff,58.0,2.0,0.0,0.0
84186c7ffffffff,10.0,0.0,0.0,0.0
84186c9ffffffff,50.0,0.0,0.0,0.0
84186cbffffffff,23.0,0.0,0.0,0.0
84186d5ffffffff,5.0,0.0,0.0,0.0
84186dbffffffff,2.0,0.0,0.0,0.0
84186ddffffffff,4.0,0.0,0.0,0.0
84186e1ffffffff,6.0,0.0,0.0,0.0
84186e3ffffffff,1.0,0.0,0.0,0.0
84186e5ffffffff,6.0,0.0,0.0,0.0
84186e7ffffffff,6.0,0.0,0.0,0.0
84186e9ffffffff,4.0,0.0,0.0,0.0
84186ebffffffff,27.0,0.0,0.0,0.0
84186edffffffff,28.0,2.0,0.0,0.0
8418709ffffffff,1.0,0.0,0.0,0.0
841870dffffffff,242.0,27.0,0.0,0.0
8418711ffffffff,9.0,0.0,0.0,0.0
8418717ffffffff,35.0,0.0,0.0,0.0
841871bffffffff,50.0,2.0,0.0,0.0
8418729ffffffff,77.0,22.0,0.0,0.0
841873bffffffff,101.0,21.0,0.0,0.0
8418741ffffffff,29.0,25.0,0.0,0.0
8418743ffffffff,3.0,0.0,0.0,0.0
8418747ffffffff,104.0,4.0,0.0,0.0
8418749ffffffff,3.0,0.0,0.0,0.0
841874bffffffff,11.0,1.0,0.0,0.0
841875dffffffff,19.0,0.0,0.0,0.0
8418763ffffffff,4.0,0.0,0.0,0.0
841876bffffffff,3.0,0.0,0.0,0.0
8419013ffffffff,1.0,0.0,0.0,0.0
8419091ffffffff,3.0,0.0,0.0,0.0
8419093ffffffff,1.0,0.0,0.0,0.0
8419095ffffffff,4.0,0.0,0.0,0.0
8419097ffffffff,1.0,0.0,0.0,0.0
84190b3ffffffff,1.0,0.0,0.0,0.0
84190bbffffffff,15.0,0.0,0.0,0.0
8419401ffffffff,581.0,102.0,0.0,0.0
8419403ffffffff,189.0,24.0,0.0,0.0
8419405ffffffff,257.0,36.0,0.0,0.0
8419407ffffffff,22.0,2.0,0.0,0.0
841940dffffffff,28.0,8.0,0.0,0.0
8419411ffffffff,913.0,119.0,0.0,0.0
8419413ffffffff,1009.0,238.0,0.0,0.0
8419415ffffffff,2030.0,401.0,0.0,0.0
8419417ffffffff,121.0,7.0,0.0,0.0
841941bffffffff,213.0,53.0,0.0,0.0
841941dffffffff,54.0,12.0,0.0,0.0
8419421ffffffff,185.0,32.0,0.0,0.0
8419423ffffffff,11.0,2.0,0.0,0.0
8419427ffffffff,14.0,8.0,0.0,0.0
8419429ffffffff,78.0,3.0,0.0,0.0
841942bffffffff,227.0,93.0,0.0,0.0
841942dffffffff,11.0,5.0,0.0,0.0
8419431ffffffff,191.0,13.0,0.0,0.0
8419433ffffffff,318.0,16.0,0.0,0.0
8419435ffffffff,284.0,46.0,0.0,0.0
8419437ffffffff,678.0,70.0,0.0,0.0
8419439ffffffff,425.0,70.0,0.0,0.0
841943bffffffff,247.0,87.0,0.0,0.0
841943dffffffff,126.0,55.0,0.0,0.0
8419465ffffffff,116.0,0.0,0.0,0.0
8419467ffffffff,38.0,8.0,0.0,0.0
841946bffffffff,8.0,2.0,0.0,0.0
8419481ffffffff,58.0,13.0,0.0,0.0
8419483ffffffff,13.0,2.0,0.0,0.0
8419485ffffffff,383.0,51.0,0.0,0.0
841948bffffffff,104.0,28.0,0.0,0.0
841948dffffffff,670.0,151.0,0.0,0.0
8419495ffffffff,5.0,4.0,0.0,0.0
84194a1ffffffff,129.0,6.0,0.0,0.0
84194a3ffffffff,8.0,0.0,0.0,0.0
84194a5ffffffff,234.0,11.0,0.0,0.0
84194a7ffffffff,60.0,2.0,0.0,0.0
84194a9ffffffff,15.0,0.0,0.0,0.0
84194abffffffff,244.0,28.0,0.0,0.0
84194adffffffff,156.0,10.0,0.0,0.0
84194b9ffffffff,275.0,41.0,0.0,0.0
84194bbffffffff,26.0,5.0,0.0,0.0
84194c5ffffffff,1078.0,350.0,0.0,0.0
84194d1ffffffff,5.0,0.0,0.0,0.0
84194d3ffffffff,19.0,6.0,0.0,0.0
84194d5ffffffff,36.0,0.0,0.0,0.0
84194d7ffffffff,54.0,3.0,0.0,0.0
84194d9ffffffff,166.0,13.0,0.0,0.0
84194dbffffffff,17.0,0.0,0.0,0.0
84194ddffffffff,178.0,36.0,0.0,0.0
84194e1ffffffff,143.0,41.0,0.0,0.0
84194e3ffffffff,528.0,106.0,0.0,0.0
84194e5ffffffff,182.0,4.0,0.0,0.0
84194e7ffffffff,885.0,87.0,0.0,0.0
84194e9ffffffff,268.0,41.0,0.0,0.0
84194ebffffffff,280.0,17.0,0.0,0.0
84194edffffffff,366.0,38.0,0.0,0.0
8419501ffffffff,21.0,0.0,0.0,0.0
8419507ffffffff,83.0,0.0,0.0,0.0
841950bffffffff,6.0,4.0,0.0,0.0
841950dffffffff,7.0,0.0,0.0,0.0
8419511ffffffff,185.0,35.0,0.0,0.0
8419513ffffffff,136.0,18.0,0.0,0.0
8419517ffffffff,106.0,30.0,0.0,0.0
8419519ffffffff,136.0,25.0,0.0,0.0
841951bffffffff,15.0,4.0,0.0,0.0
841951dffffffff,2.0,0.0,0.0,0.0
8419521ffffffff,9.0,0.0,0.0,0.0
8419527ffffffff,163.0,0.0,0.0,0.0
8419529ffffffff,41.0,0.0,0.0,0.0
841952dffffffff,11.0,0.0,0.0,0.0
8419531ffffffff,102.0,27.0,0.0,0.0
8419533ffffffff,29.0,2.0,0.0,0.0
841953bffffffff,146.0,20.0,0.0,0.0
8419543ffffffff,50.0,3.0,0.0,0.0
8419547ffffffff,5.0,0.0,0.0,0.0
8419553ffffffff,6.0,0.0,0.0,0.0
8419555ffffffff,2.0,0.0,0.0,0.0
8419557ffffffff,293.0,103.0,0.0,0.0
841955bffffffff,7.0,0.0,0.0,0.0
8419563ffffffff,4.0,0.0,0.0,0.0
8419565ffffffff,8.0,0.0,0.0,0.0
8419567ffffffff,3.0,0.0,0.0,0.0
841956bffffffff,2.0,0.0,0.0,0.0
8419581ffffffff,220.0,12.0,0.0,0.0
8419583ffffffff,43.0,0.0,0.0,0.0
8419585ffffffff,8.0,2.0,0.0,0.0
8419587ffffffff,69.0,1.0,0.0,0.0
8419589ffffffff,34.0,2.0,0.0,0.0
