cell_id,Terpsiphone mutata,Terpsiphone mutata [mutata Group],Terpsiphone mutata vulpina/voeltzkowiana,Terpsiphone mutata comorensis
82a237fffffffff,1.0,1.0,0.0,0.0
82a31ffffffffff,1.0,1.0,0.0,0.0
