cell_id,Chlidonias niger,Chlidonias niger niger,Chlidonias niger surinamensis
8419583ffffffff,1.0,0.0,0.0
8419591ffffffff,3.0,0.0,0.0
8419595ffffffff,3.0,0.0,3.0
84195c9ffffffff,1.0,0.0,0.0
84195d3ffffffff,2.0,0.0,0.0
84195d5ffffffff,1.0,0.0,1.0
8419739ffffffff,10.0,0.0,8.0
841976bffffffff,2.0,0.0,0.0
841aa07ffffffff,6.0,0.0,0.0
841aa23ffffffff,12.0,0.0,0.0
841aa29ffffffff,1.0,0.0,0.0
841aa3dffffffff,3.0,0.0,0.0
841ab4dffffffff,2.0,0.0,0.0
841b9a5ffffffff,2.0,0.0,0.0
841e021ffffffff,1.0,0.0,0.0
841e029ffffffff,3.0,0.0,0.0
841e045ffffffff,5.0,0.0,0.0
841e047ffffffff,5.0,0.0,0.0
841e061ffffffff,2.0,0.0,0.0
841e06dffffffff,3.0,0.0,0.0
841e0e7ffffffff,3.0,0.0,0.0
841e139ffffffff,2.0,0.0,0.0
841e201ffffffff,3.0,3.0,0.0
841e225ffffffff,19.0,0.0,0.0
841e257ffffffff,1.0,0.0,0.0
841e29dffffffff,2.0,0.0,0.0
841e2e3ffffffff,1.0,0.0,0.0
841e319ffffffff,2.0,0.0,0.0
841e339ffffffff,7.0,0.0,0.0
841e355ffffffff,2.0,0.0,0.0
841e427ffffffff,2.0,0.0,0.0
841e529ffffffff,1.0,0.0,0.0
841e5a5ffffffff,1.0,0.0,0.0
841e5a9ffffffff,1.0,0.0,0.0
841e5c9ffffffff,3.0,0.0,0.0
841e659ffffffff,2.0,0.0,0.0
841ea03ffffffff,3.0,0.0,0.0
841ea8dffffffff,1.0,1.0,0.0
841ec1dffffffff,1.0,0.0,0.0
841ec47ffffffff,1.0,0.0,0.0
841ec99ffffffff,4.0,0.0,0.0
841ec9dffffffff,3.0,0.0,0.0
841eca9ffffffff,1.0,0.0,0.0
841eeb7ffffffff,3.0,1.0,0.0
841f09bffffffff,10.0,0.0,0.0
841f0e1ffffffff,3.0,1.0,0.0
841f0edffffffff,3.0,0.0,0.0
841f14dffffffff,2.0,2.0,0.0
841f315ffffffff,1.0,0.0,0.0
841f53dffffffff,2.0,0.0,0.0
841f727ffffffff,3.0,0.0,0.0
841f823ffffffff,1.0,0.0,0.0
841f827ffffffff,3.0,0.0,0.0
841f83dffffffff,1.0,0.0,0.0
841f8ebffffffff,2.0,2.0,0.0
841f981ffffffff,9.0,0.0,0.0
841f9b1ffffffff,1.0,0.0,0.0
841f9d3ffffffff,2.0,0.0,0.0
841faadffffffff,2.0,0.0,0.0
841fac7ffffffff,3.0,1.0,0.0
841faddffffffff,4.0,0.0,0.0
841fb47ffffffff,2.0,0.0,0.0
84200adffffffff,2.0,0.0,0.0
8420187ffffffff,7.0,0.0,0.0
84201abffffffff,2.0,0.0,0.0
8421567ffffffff,2.0,2.0,0.0
8426017ffffffff,2.0,0.0,0.0
842602bffffffff,2.0,0.0,0.0
8426039ffffffff,1.0,0.0,0.0
842603bffffffff,4.0,0.0,0.0
842603dffffffff,2.0,0.0,0.0
8426043ffffffff,2.0,0.0,0.0
8426047ffffffff,4.0,0.0,0.0
8426067ffffffff,2.0,0.0,0.0
84260a1ffffffff,1.0,0.0,0.0
84260a5ffffffff,2.0,0.0,2.0
84260b9ffffffff,22.0,0.0,0.0
84260d9ffffffff,6.0,0.0,0.0
84260e7ffffffff,2.0,0.0,0.0
8426117ffffffff,2.0,0.0,0.0
8426191ffffffff,3.0,0.0,2.0
8426199ffffffff,3.0,0.0,3.0
842619dffffffff,3.0,0.0,3.0
84261b1ffffffff,3.0,0.0,0.0
84261b3ffffffff,2.0,0.0,0.0
84261d3ffffffff,4.0,0.0,4.0
8426205ffffffff,2.0,0.0,0.0
8426213ffffffff,3.0,0.0,0.0
8426233ffffffff,2.0,0.0,0.0
8426253ffffffff,3.0,0.0,0.0
842626dffffffff,2.0,0.0,2.0
8426289ffffffff,2.0,0.0,0.0
842628dffffffff,2.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0
84262c1ffffffff,2.0,0.0,0.0
84262cdffffffff,2.0,0.0,0.0
84262d9ffffffff,15.0,0.0,0.0
842633dffffffff,3.0,0.0,0.0
8426345ffffffff,2.0,0.0,0.0
842634dffffffff,10.0,0.0,0.0
8426357ffffffff,4.0,0.0,0.0
842635bffffffff,3.0,0.0,0.0
8426369ffffffff,1.0,0.0,0.0
8426403ffffffff,4.0,0.0,0.0
8426405ffffffff,1.0,0.0,0.0
8426407ffffffff,1.0,0.0,0.0
8426409ffffffff,2.0,0.0,0.0
842640dffffffff,3.0,0.0,0.0
8426415ffffffff,3.0,0.0,0.0
8426437ffffffff,3.0,0.0,0.0
8426461ffffffff,10.0,0.0,0.0
842646bffffffff,9.0,0.0,0.0
8426489ffffffff,15.0,0.0,2.0
8426497ffffffff,22.0,0.0,0.0
84264adffffffff,1.0,0.0,0.0
84264b9ffffffff,47.0,0.0,0.0
84264c7ffffffff,5.0,0.0,0.0
84264cbffffffff,6.0,0.0,0.0
84264d9ffffffff,26.0,0.0,0.0
84264dbffffffff,2.0,0.0,0.0
84264e1ffffffff,2.0,0.0,0.0
84264e5ffffffff,45.0,0.0,7.0
8426507ffffffff,2.0,0.0,0.0
8426521ffffffff,4.0,0.0,0.0
842652bffffffff,16.0,0.0,0.0
842652dffffffff,2.0,0.0,0.0
8426533ffffffff,8.0,0.0,0.0
8426541ffffffff,6.0,0.0,0.0
842654bffffffff,2.0,0.0,0.0
8426551ffffffff,5.0,0.0,0.0
8426555ffffffff,28.0,0.0,0.0
8426561ffffffff,6.0,0.0,0.0
8426563ffffffff,4.0,0.0,0.0
8426567ffffffff,4.0,0.0,0.0
842656dffffffff,2.0,0.0,0.0
842659bffffffff,3.0,0.0,0.0
84265a3ffffffff,2.0,0.0,0.0
84265a7ffffffff,2.0,0.0,0.0
84265b9ffffffff,6.0,0.0,0.0
84265d9ffffffff,13.0,0.0,0.0
84265dbffffffff,5.0,0.0,0.0
84265e9ffffffff,2.0,0.0,0.0
8426609ffffffff,8.0,0.0,0.0
842660bffffffff,3.0,0.0,0.0
8426623ffffffff,2.0,0.0,0.0
8426625ffffffff,1.0,0.0,1.0
8426629ffffffff,2.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0
8426639ffffffff,2.0,0.0,0.0
8426641ffffffff,15.0,0.0,0.0
8426645ffffffff,7.0,0.0,0.0
842664bffffffff,1.0,0.0,0.0
842664dffffffff,31.0,0.0,0.0
8426661ffffffff,3.0,0.0,0.0
8426665ffffffff,12.0,0.0,0.0
8426667ffffffff,2.0,0.0,0.0
8426669ffffffff,9.0,0.0,0.0
842666bffffffff,5.0,0.0,0.0
842666dffffffff,1.0,0.0,0.0
842669bffffffff,4.0,0.0,0.0
84266adffffffff,6.0,0.0,0.0
84266b1ffffffff,9.0,0.0,0.0
84266b5ffffffff,1.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0
84266c5ffffffff,5.0,0.0,0.0
84266d5ffffffff,2.0,0.0,0.0
84266dbffffffff,1.0,0.0,0.0
84266e1ffffffff,6.0,0.0,0.0
8426711ffffffff,2.0,0.0,0.0
8426719ffffffff,22.0,0.0,2.0
842673bffffffff,2.0,0.0,0.0
8426741ffffffff,2.0,0.0,0.0
842680bffffffff,6.0,0.0,0.0
8426819ffffffff,2.0,0.0,0.0
842681bffffffff,25.0,0.0,0.0
8426831ffffffff,5.0,0.0,0.0
8426835ffffffff,1.0,0.0,0.0
8426851ffffffff,2.0,0.0,0.0
8426853ffffffff,3.0,0.0,0.0
842685dffffffff,4.0,0.0,0.0
8426881ffffffff,1.0,0.0,0.0
84268a1ffffffff,2.0,0.0,0.0
84268a3ffffffff,2.0,0.0,0.0
84268abffffffff,2.0,0.0,0.0
84268c3ffffffff,10.0,0.0,0.0
84268c7ffffffff,1.0,0.0,0.0
84268cdffffffff,37.0,0.0,0.0
84268d3ffffffff,16.0,0.0,0.0
84268d5ffffffff,2.0,0.0,0.0
84268d7ffffffff,9.0,0.0,0.0
84268d9ffffffff,1.0,0.0,0.0
84268dbffffffff,6.0,0.0,0.0
84268e1ffffffff,6.0,0.0,0.0
84268ebffffffff,2.0,0.0,0.0
8426905ffffffff,3.0,0.0,0.0
842694dffffffff,2.0,0.0,0.0
8426961ffffffff,4.0,0.0,0.0
8426963ffffffff,7.0,0.0,0.0
8426969ffffffff,56.0,0.0,0.0
8426981ffffffff,7.0,0.0,0.0
8426987ffffffff,13.0,0.0,0.0
8426989ffffffff,4.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0
8426995ffffffff,11.0,0.0,0.0
84269c1ffffffff,1.0,0.0,0.0
84269c3ffffffff,1.0,0.0,0.0
84269cbffffffff,3.0,0.0,0.0
84269cdffffffff,19.0,0.0,0.0
84269d1ffffffff,7.0,0.0,0.0
8426a15ffffffff,2.0,0.0,0.0
8426a29ffffffff,4.0,0.0,0.0
8426a51ffffffff,2.0,0.0,0.0
8426a81ffffffff,1.0,0.0,0.0
8426a83ffffffff,13.0,0.0,0.0
8426a87ffffffff,22.0,0.0,0.0
8426a8bffffffff,7.0,0.0,0.0
8426a97ffffffff,2.0,0.0,0.0
8426aa1ffffffff,27.0,0.0,2.0
8426aa5ffffffff,33.0,0.0,0.0
8426aa7ffffffff,4.0,0.0,0.0
8426aabffffffff,9.0,0.0,0.0
8426aadffffffff,10.0,0.0,0.0
8426ab3ffffffff,1.0,0.0,0.0
8426ac5ffffffff,1.0,0.0,0.0
8426ad1ffffffff,9.0,0.0,0.0
8426ae7ffffffff,3.0,0.0,0.0
8426ae9ffffffff,4.0,0.0,0.0
8426b6dffffffff,2.0,0.0,0.0
8426c19ffffffff,3.0,0.0,0.0
8426c1bffffffff,9.0,0.0,0.0
8426c1dffffffff,3.0,0.0,0.0
8426c3bffffffff,1.0,0.0,0.0
8426c43ffffffff,1.0,0.0,0.0
8426c63ffffffff,2.0,0.0,0.0
8426c6bffffffff,2.0,0.0,0.0
8426c83ffffffff,5.0,0.0,0.0
8426c87ffffffff,5.0,0.0,0.0
8426c89ffffffff,23.0,0.0,0.0
8426c8dffffffff,2.0,0.0,0.0
8426c9bffffffff,2.0,0.0,0.0
8426cb9ffffffff,4.0,0.0,0.0
8426cbbffffffff,1.0,0.0,0.0
8426cd7ffffffff,2.0,0.0,0.0
8426d2bffffffff,3.0,0.0,0.0
8426d33ffffffff,1.0,0.0,0.0
8426d39ffffffff,2.0,0.0,0.0
8426d41ffffffff,4.0,0.0,0.0
8426d45ffffffff,2.0,0.0,0.0
8426d49ffffffff,2.0,0.0,0.0
8426d4bffffffff,3.0,0.0,0.0
8426d95ffffffff,8.0,0.0,0.0
8426da3ffffffff,1.0,0.0,0.0
8426da7ffffffff,4.0,0.0,0.0
8426dbdffffffff,1.0,0.0,0.0
8426de7ffffffff,2.0,0.0,0.0
8426e19ffffffff,1.0,0.0,0.0
8426e21ffffffff,34.0,0.0,0.0
8426e2bffffffff,4.0,0.0,0.0
8426e2dffffffff,20.0,0.0,0.0
8426e3dffffffff,3.0,0.0,0.0
8426e41ffffffff,2.0,0.0,0.0
8426e43ffffffff,4.0,0.0,0.0
8426e59ffffffff,2.0,0.0,0.0
8426e5bffffffff,13.0,0.0,0.0
8426e67ffffffff,1.0,0.0,0.0
8426e85ffffffff,1.0,0.0,0.0
8426e9bffffffff,3.0,0.0,0.0
8426e9dffffffff,5.0,0.0,0.0
8426ecdffffffff,5.0,0.0,0.0
8426ed5ffffffff,2.0,0.0,0.0
8426f13ffffffff,1.0,0.0,0.0
8426f25ffffffff,8.0,0.0,0.0
8426f2dffffffff,56.0,0.0,0.0
8426f35ffffffff,3.0,0.0,0.0
8426f57ffffffff,4.0,0.0,0.0
8426f63ffffffff,3.0,0.0,0.0
8427023ffffffff,11.0,0.0,0.0
8427027ffffffff,1.0,0.0,0.0
8427089ffffffff,1.0,0.0,0.0
842708bffffffff,2.0,0.0,0.0
84270a1ffffffff,2.0,0.0,0.0
84270e1ffffffff,6.0,0.0,2.0
84270e3ffffffff,3.0,0.0,1.0
8427103ffffffff,1.0,0.0,1.0
8427107ffffffff,1.0,0.0,1.0
842711bffffffff,3.0,0.0,0.0
8427129ffffffff,1.0,0.0,1.0
8427131ffffffff,2.0,0.0,0.0
8427133ffffffff,5.0,0.0,0.0
8427137ffffffff,1.0,0.0,1.0
842719dffffffff,2.0,0.0,0.0
84271a3ffffffff,2.0,0.0,2.0
84271a9ffffffff,2.0,0.0,0.0
84271abffffffff,3.0,0.0,2.0
84271b7ffffffff,3.0,0.0,0.0
84271c9ffffffff,2.0,0.0,0.0
84271d3ffffffff,3.0,0.0,0.0
842723bffffffff,1.0,0.0,0.0
8427409ffffffff,2.0,0.0,0.0
8427421ffffffff,3.0,0.0,0.0
8427423ffffffff,14.0,0.0,0.0
8427435ffffffff,10.0,0.0,0.0
8427445ffffffff,2.0,0.0,0.0
842744bffffffff,2.0,0.0,0.0
8427467ffffffff,2.0,0.0,0.0
842746dffffffff,1.0,0.0,0.0
8427481ffffffff,2.0,0.0,0.0
8427483ffffffff,10.0,0.0,0.0
8427485ffffffff,12.0,0.0,0.0
842748bffffffff,2.0,0.0,0.0
842748dffffffff,26.0,0.0,0.0
8427491ffffffff,7.0,0.0,0.0
8427495ffffffff,8.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0
8427499ffffffff,91.0,0.0,0.0
842749dffffffff,2.0,0.0,0.0
84274abffffffff,8.0,0.0,0.0
84274b3ffffffff,6.0,0.0,0.0
84274b5ffffffff,4.0,0.0,0.0
84274b7ffffffff,9.0,0.0,0.0
84274b9ffffffff,18.0,0.0,0.0
84274bbffffffff,1.0,0.0,0.0
84274bdffffffff,1.0,0.0,0.0
84274c1ffffffff,1.0,0.0,0.0
84274c5ffffffff,1.0,0.0,0.0
84274cbffffffff,11.0,0.0,0.0
84274d3ffffffff,7.0,0.0,0.0
84274d5ffffffff,9.0,0.0,0.0
84274d7ffffffff,2.0,0.0,0.0
84274ddffffffff,28.0,0.0,0.0
84274e3ffffffff,32.0,0.0,0.0
8427513ffffffff,10.0,0.0,0.0
8427523ffffffff,3.0,0.0,0.0
8427527ffffffff,14.0,0.0,0.0
8427529ffffffff,34.0,0.0,0.0
8427539ffffffff,2.0,0.0,0.0
842753dffffffff,3.0,0.0,0.0
8427541ffffffff,3.0,0.0,0.0
8427545ffffffff,2.0,0.0,0.0
8427565ffffffff,4.0,0.0,0.0
8427569ffffffff,6.0,0.0,0.0
842756bffffffff,6.0,0.0,0.0
8427581ffffffff,4.0,0.0,0.0
8427583ffffffff,5.0,0.0,0.0
842758bffffffff,7.0,0.0,0.0
8427591ffffffff,73.0,0.0,0.0
8427593ffffffff,39.0,0.0,1.0
8427595ffffffff,1.0,0.0,0.0
8427597ffffffff,4.0,0.0,0.0
8427599ffffffff,5.0,0.0,2.0
842759bffffffff,3.0,0.0,0.0
84275b5ffffffff,3.0,0.0,0.0
84275bbffffffff,6.0,0.0,0.0
84275c3ffffffff,7.0,0.0,0.0
84275c5ffffffff,2.0,0.0,0.0
84275c9ffffffff,9.0,0.0,0.0
84275d5ffffffff,4.0,0.0,0.0
84275d7ffffffff,5.0,0.0,0.0
84275ddffffffff,2.0,0.0,0.0
84275e5ffffffff,2.0,0.0,0.0
84275e9ffffffff,1.0,0.0,0.0
84275ebffffffff,2.0,0.0,0.0
8427617ffffffff,1.0,0.0,0.0
8427631ffffffff,4.0,0.0,0.0
8427637ffffffff,3.0,0.0,0.0
842763bffffffff,6.0,0.0,0.0
8427685ffffffff,5.0,0.0,1.0
8427693ffffffff,2.0,0.0,0.0
84276a1ffffffff,1.0,0.0,0.0
84276a5ffffffff,1.0,0.0,0.0
84276a7ffffffff,34.0,0.0,0.0
84276b5ffffffff,9.0,0.0,0.0
84276b7ffffffff,7.0,0.0,0.0
84276bdffffffff,11.0,0.0,0.0
84276d1ffffffff,2.0,0.0,0.0
84276d3ffffffff,63.0,0.0,23.0
84276e3ffffffff,1.0,0.0,0.0
84276e7ffffffff,2.0,0.0,0.0
84276edffffffff,68.0,0.0,0.0
8427737ffffffff,1.0,0.0,0.0
8427747ffffffff,2.0,0.0,0.0
8427859ffffffff,7.0,0.0,0.0
842785bffffffff,7.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
84278d5ffffffff,2.0,0.0,0.0
84278ebffffffff,2.0,0.0,0.0
8427927ffffffff,1.0,0.0,0.0
8427937ffffffff,3.0,0.0,0.0
8427967ffffffff,6.0,0.0,0.0
8427969ffffffff,3.0,0.0,0.0
8427a01ffffffff,7.0,0.0,0.0
8427a05ffffffff,3.0,0.0,0.0
8427a0bffffffff,3.0,0.0,0.0
8427a2bffffffff,2.0,0.0,0.0
8427a2dffffffff,1.0,0.0,0.0
8427a63ffffffff,2.0,0.0,0.0
8427a89ffffffff,2.0,0.0,0.0
8427ad9ffffffff,2.0,0.0,0.0
8427ae5ffffffff,3.0,0.0,0.0
8427b23ffffffff,2.0,0.0,2.0
8427b25ffffffff,2.0,0.0,0.0
8427b37ffffffff,2.0,0.0,0.0
8428023ffffffff,3.0,0.0,0.0
842802bffffffff,15.0,0.0,0.0
842806bffffffff,8.0,0.0,0.0
8428103ffffffff,8.0,0.0,0.0
8428139ffffffff,2.0,0.0,0.0
842813bffffffff,16.0,0.0,0.0
8428151ffffffff,1.0,0.0,0.0
8428195ffffffff,4.0,0.0,0.0
84281a5ffffffff,1.0,0.0,0.0
84281abffffffff,2.0,0.0,0.0
84281b5ffffffff,10.0,0.0,0.0
84281cbffffffff,5.0,0.0,0.0
84281e5ffffffff,17.0,0.0,0.0
84281ebffffffff,2.0,0.0,0.0
84281edffffffff,2.0,0.0,0.0
8428301ffffffff,10.0,0.0,0.0
8428305ffffffff,4.0,0.0,0.0
8428309ffffffff,2.0,0.0,0.0
842830bffffffff,3.0,0.0,0.0
842830dffffffff,11.0,0.0,0.0
8428317ffffffff,3.0,0.0,0.0
8428319ffffffff,5.0,0.0,0.0
8428321ffffffff,4.0,0.0,0.0
8428323ffffffff,2.0,0.0,0.0
842832bffffffff,6.0,0.0,0.0
8428331ffffffff,7.0,0.0,0.0
8428335ffffffff,33.0,0.0,0.0
8428341ffffffff,2.0,0.0,0.0
8428343ffffffff,10.0,0.0,0.0
8428347ffffffff,141.0,0.0,0.0
8428349ffffffff,22.0,0.0,0.0
842834dffffffff,57.0,0.0,4.0
8428363ffffffff,6.0,0.0,0.0
8428369ffffffff,1.0,0.0,0.0
8428817ffffffff,2.0,0.0,0.0
8428841ffffffff,2.0,0.0,0.0
8428849ffffffff,2.0,0.0,0.0
842884dffffffff,2.0,0.0,0.0
8428881ffffffff,2.0,0.0,0.0
8428883ffffffff,3.0,0.0,0.0
8428885ffffffff,2.0,0.0,0.0
8428889ffffffff,3.0,0.0,0.0
842888bffffffff,3.0,0.0,0.0
8428893ffffffff,5.0,0.0,0.0
8428895ffffffff,9.0,0.0,0.0
8428899ffffffff,3.0,0.0,0.0
842889bffffffff,7.0,0.0,0.0
84288a3ffffffff,15.0,0.0,0.0
84288adffffffff,4.0,0.0,0.0
84288b3ffffffff,1.0,0.0,1.0
84288b5ffffffff,1.0,0.0,0.0
84288c5ffffffff,2.0,0.0,0.0
84288d1ffffffff,2.0,0.0,0.0
84288d5ffffffff,4.0,0.0,0.0
84288d9ffffffff,2.0,0.0,0.0
8428907ffffffff,2.0,0.0,0.0
842893dffffffff,9.0,0.0,0.0
8428941ffffffff,4.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0
84289b5ffffffff,4.0,0.0,0.0
84289d9ffffffff,4.0,0.0,0.0
84289ebffffffff,2.0,0.0,0.0
84289edffffffff,2.0,0.0,0.0
8428a19ffffffff,2.0,0.0,0.0
8428a6dffffffff,1.0,0.0,0.0
8428a87ffffffff,10.0,0.0,0.0
8428a91ffffffff,4.0,0.0,0.0
8428a9bffffffff,1.0,0.0,0.0
8428ab9ffffffff,2.0,0.0,0.0
8428adbffffffff,4.0,0.0,0.0
8428addffffffff,4.0,0.0,0.0
8428ae1ffffffff,8.0,0.0,0.0
8428ae3ffffffff,8.0,0.0,0.0
8428ae9ffffffff,17.0,0.0,0.0
8428aebffffffff,3.0,0.0,0.0
8428b07ffffffff,3.0,0.0,0.0
8428b13ffffffff,1.0,0.0,0.0
8428b25ffffffff,3.0,0.0,0.0
8428b61ffffffff,4.0,0.0,0.0
8428b69ffffffff,10.0,0.0,0.0
8428c61ffffffff,4.0,0.0,0.0
8428d1bffffffff,2.0,0.0,0.0
8428d55ffffffff,1.0,0.0,0.0
8428d5dffffffff,3.0,0.0,0.0
8428d63ffffffff,1.0,0.0,0.0
8428d69ffffffff,2.0,0.0,0.0
8428d6bffffffff,3.0,0.0,0.0
8428f01ffffffff,20.0,0.0,0.0
8428f07ffffffff,14.0,0.0,0.0
8428f0bffffffff,7.0,0.0,0.0
8428f21ffffffff,4.0,0.0,0.0
8428f37ffffffff,31.0,0.0,0.0
8428f4bffffffff,12.0,0.0,0.0
8428f55ffffffff,64.0,0.0,0.0
8429121ffffffff,28.0,0.0,0.0
8429123ffffffff,9.0,0.0,0.0
8429125ffffffff,2.0,0.0,0.0
8429127ffffffff,14.0,0.0,0.0
8429137ffffffff,14.0,0.0,0.0
842913dffffffff,4.0,0.0,0.0
84291a7ffffffff,10.0,0.0,0.0
8429859ffffffff,1.0,0.0,0.0
8429869ffffffff,2.0,0.0,0.0
8429891ffffffff,2.0,0.0,0.0
8429899ffffffff,2.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0
8429953ffffffff,2.0,0.0,0.0
8429997ffffffff,4.0,0.0,0.0
8429a01ffffffff,9.0,0.0,0.0
8429a07ffffffff,9.0,0.0,0.0
8429a09ffffffff,7.0,0.0,0.0
8429a0bffffffff,2.0,0.0,0.0
8429a17ffffffff,1.0,0.0,0.0
8429a19ffffffff,2.0,0.0,0.0
8429a29ffffffff,2.0,0.0,0.0
8429a3bffffffff,2.0,0.0,0.0
8429a41ffffffff,71.0,0.0,0.0
8429a43ffffffff,3.0,0.0,0.0
8429a45ffffffff,1.0,0.0,0.0
8429a49ffffffff,14.0,0.0,0.0
8429a4bffffffff,94.0,0.0,0.0
8429a4dffffffff,45.0,0.0,0.0
8429a55ffffffff,64.0,0.0,0.0
8429a57ffffffff,32.0,0.0,0.0
8429a61ffffffff,16.0,0.0,0.0
8429a6bffffffff,1.0,0.0,0.0
8429a6dffffffff,187.0,0.0,3.0
8429a89ffffffff,4.0,0.0,0.0
8429a93ffffffff,3.0,0.0,0.0
8429a95ffffffff,1.0,0.0,0.0
8429a97ffffffff,3.0,0.0,0.0
8429ab9ffffffff,6.0,0.0,0.0
8429abbffffffff,2.0,0.0,0.0
8429ac9ffffffff,3.0,0.0,0.0
8429ad3ffffffff,4.0,0.0,0.0
8429ad9ffffffff,9.0,0.0,0.0
8429adbffffffff,13.0,0.0,0.0
8429addffffffff,11.0,0.0,0.0
8429b0bffffffff,33.0,0.0,0.0
8429b1dffffffff,2.0,0.0,0.0
8429b29ffffffff,2.0,0.0,0.0
8429b2dffffffff,4.0,0.0,2.0
8429b43ffffffff,5.0,0.0,0.0
8429b55ffffffff,7.0,0.0,0.0
8429b5bffffffff,10.0,0.0,0.0
8429b5dffffffff,5.0,0.0,0.0
8429b61ffffffff,2.0,0.0,0.0
8429b6dffffffff,2.0,0.0,0.0
842a045ffffffff,8.0,0.0,0.0
842a04dffffffff,8.0,0.0,0.0
842a055ffffffff,2.0,0.0,0.0
842a061ffffffff,2.0,0.0,0.0
842a069ffffffff,34.0,0.0,0.0
842a06dffffffff,3.0,0.0,0.0
842a101ffffffff,18.0,0.0,0.0
842a103ffffffff,59.0,0.0,0.0
842a105ffffffff,5.0,0.0,0.0
