cell_id,Atlapetes leucopterus,Atlapetes leucopterus leucopterus/dresseri,Atlapetes leucopterus paynteri
8366d1fffffffff,1.0,0.0,0.0
8366d3fffffffff,2623.0,331.0,0.0
838f08fffffffff,13.0,8.0,0.0
838f09fffffffff,9.0,0.0,0.0
838f0dfffffffff,215.0,41.0,0.0
838f29fffffffff,54.0,2.0,0.0
838f2bfffffffff,87.0,6.0,0.0
838f2dfffffffff,19.0,0.0,0.0
838f50fffffffff,163.0,3.0,0.0
838f54fffffffff,261.0,38.0,0.0
838f72fffffffff,16.0,2.0,1.0
838f76fffffffff,18.0,0.0,0.0
