cell_id,Myiothlypis bivittata,Myiothlypis bivittata roraimae,Myiothlypis bivittata bivittata/argentinae
825f77fffffffff,8.0,7.0,0.0
828b27fffffffff,2.0,0.0,0.0
828b67fffffffff,15.0,0.0,13.0
82b347fffffffff,7.0,0.0,2.0
82b35ffffffffff,3.0,0.0,0.0
