cell_id,Rissa tridactyla,Rissa tridactyla tridactyla,Rissa tridactyla pollicaris
831296fffffffff,2.0,0.0,0.0
831298fffffffff,2.0,0.0,0.0
831299fffffffff,33.0,0.0,0.0
83129afffffffff,4.0,0.0,0.0
83129bfffffffff,418.0,0.0,0.0
83129efffffffff,3.0,0.0,0.0
8312b0fffffffff,176.0,0.0,0.0
8312b1fffffffff,2.0,0.0,0.0
8312b3fffffffff,18.0,0.0,0.0
8312b4fffffffff,94.0,0.0,0.0
831390fffffffff,83.0,0.0,0.0
831391fffffffff,68.0,0.0,0.0
831392fffffffff,17.0,0.0,0.0
831393fffffffff,429.0,0.0,0.0
831396fffffffff,25.0,0.0,0.0
83139afffffffff,26.0,0.0,0.0
83139efffffffff,277.0,0.0,0.0
83144cfffffffff,3.0,0.0,3.0
83144efffffffff,3.0,0.0,3.0
831451fffffffff,6.0,0.0,6.0
831452fffffffff,8.0,0.0,8.0
831458fffffffff,4.0,0.0,4.0
83145bfffffffff,4.0,0.0,2.0
83145efffffffff,2.0,0.0,2.0
8314cdfffffffff,4.0,0.0,2.0
8314ecfffffffff,4.0,0.0,4.0
831601fffffffff,32.0,0.0,0.0
831609fffffffff,4.0,0.0,0.0
83160cfffffffff,50.0,0.0,2.0
83160efffffffff,34.0,0.0,0.0
831610fffffffff,8.0,0.0,0.0
831612fffffffff,9.0,0.0,0.0
831615fffffffff,43.0,0.0,0.0
831616fffffffff,41.0,0.0,2.0
83161dfffffffff,6.0,0.0,0.0
831621fffffffff,32.0,0.0,3.0
831625fffffffff,4.0,0.0,0.0
83162efffffffff,9.0,0.0,0.0
831634fffffffff,5.0,0.0,0.0
831642fffffffff,11.0,0.0,0.0
831643fffffffff,10.0,0.0,0.0
83164afffffffff,4.0,0.0,0.0
83164bfffffffff,21.0,0.0,0.0
83164dfffffffff,8.0,0.0,0.0
83164efffffffff,7.0,0.0,0.0
831650fffffffff,20.0,0.0,0.0
831652fffffffff,2.0,0.0,0.0
831653fffffffff,126.0,0.0,0.0
831658fffffffff,157.0,0.0,0.0
831659fffffffff,35.0,0.0,0.0
83165efffffffff,216.0,0.0,0.0
8316a2fffffffff,5.0,0.0,0.0
8316a3fffffffff,12.0,0.0,0.0
831714fffffffff,11.0,0.0,11.0
831716fffffffff,2.0,0.0,2.0
83171afffffffff,2.0,0.0,0.0
83171cfffffffff,4.0,0.0,4.0
831741fffffffff,55.0,0.0,0.0
831743fffffffff,62.0,0.0,2.0
831750fffffffff,63.0,0.0,2.0
831752fffffffff,29.0,0.0,0.0
831756fffffffff,55.0,0.0,4.0
83175cfffffffff,37.0,0.0,0.0
831769fffffffff,29.0,0.0,2.0
83176afffffffff,21.0,0.0,0.0
83176bfffffffff,77.0,0.0,4.0
83176dfffffffff,12.0,0.0,0.0
831788fffffffff,29.0,0.0,2.0
83178bfffffffff,1.0,0.0,1.0
831801fffffffff,68.0,8.0,0.0
831804fffffffff,4.0,0.0,0.0
831805fffffffff,432.0,149.0,0.0
83180cfffffffff,49.0,1.0,0.0
831820fffffffff,19.0,2.0,0.0
831823fffffffff,37.0,6.0,0.0
831824fffffffff,6.0,0.0,0.0
831825fffffffff,22.0,4.0,0.0
831828fffffffff,86.0,2.0,0.0
831829fffffffff,75.0,8.0,0.0
83182afffffffff,14.0,2.0,0.0
83182cfffffffff,419.0,4.0,0.0
83182dfffffffff,8.0,2.0,0.0
83182efffffffff,16.0,4.0,0.0
831840fffffffff,2.0,0.0,0.0
831842fffffffff,3.0,1.0,0.0
831844fffffffff,8.0,0.0,0.0
831845fffffffff,13.0,0.0,0.0
831846fffffffff,17.0,4.0,0.0
831849fffffffff,187.0,0.0,0.0
83184afffffffff,60.0,0.0,0.0
83184bfffffffff,182.0,0.0,0.0
83184dfffffffff,6.0,0.0,0.0
831859fffffffff,3.0,0.0,0.0
83185bfffffffff,48.0,0.0,0.0
83185dfffffffff,2.0,0.0,0.0
831860fffffffff,4.0,0.0,0.0
831862fffffffff,32.0,0.0,0.0
831864fffffffff,1.0,0.0,0.0
831865fffffffff,2.0,0.0,0.0
831866fffffffff,12.0,4.0,0.0
83186afffffffff,7.0,0.0,0.0
831870fffffffff,219.0,18.0,0.0
831871fffffffff,12.0,0.0,0.0
831872fffffffff,6.0,0.0,0.0
831873fffffffff,52.0,20.0,0.0
831874fffffffff,35.0,3.0,0.0
831875fffffffff,6.0,0.0,0.0
831876fffffffff,238.0,21.0,0.0
831901fffffffff,37.0,4.0,0.0
831905fffffffff,16.0,0.0,0.0
831908fffffffff,179.0,13.0,0.0
831909fffffffff,43.0,0.0,0.0
83190bfffffffff,80.0,5.0,0.0
83190cfffffffff,86.0,14.0,0.0
83190dfffffffff,2.0,0.0,0.0
83190efffffffff,108.0,15.0,0.0
83191dfffffffff,12.0,0.0,0.0
831922fffffffff,3.0,0.0,0.0
831926fffffffff,104.0,0.0,0.0
831928fffffffff,143.0,22.0,0.0
831929fffffffff,81.0,5.0,0.0
83192afffffffff,63.0,18.0,0.0
83192bfffffffff,198.0,80.0,0.0
83192cfffffffff,85.0,2.0,0.0
83192dfffffffff,9.0,0.0,0.0
831940fffffffff,312.0,40.0,0.0
831941fffffffff,214.0,33.0,0.0
831942fffffffff,2.0,0.0,0.0
831943fffffffff,2.0,0.0,0.0
831944fffffffff,1.0,0.0,0.0
831946fffffffff,533.0,60.0,0.0
831948fffffffff,1104.0,16.0,0.0
83194afffffffff,56.0,0.0,0.0
83194bfffffffff,5.0,0.0,0.0
83194cfffffffff,330.0,0.0,0.0
83194dfffffffff,86.0,22.0,0.0
83194efffffffff,24.0,3.0,0.0
831950fffffffff,186.0,8.0,0.0
831951fffffffff,45.0,14.0,0.0
831952fffffffff,20.0,4.0,0.0
831953fffffffff,88.0,12.0,0.0
831955fffffffff,1.0,0.0,0.0
831956fffffffff,300.0,197.0,0.0
831958fffffffff,8.0,0.0,0.0
831959fffffffff,140.0,3.0,0.0
83195afffffffff,40.0,2.0,0.0
83195bfffffffff,105.0,14.0,0.0
83195cfffffffff,9.0,2.0,0.0
83195dfffffffff,2.0,0.0,0.0
83195efffffffff,7.0,0.0,0.0
831968fffffffff,62.0,0.0,0.0
831969fffffffff,2.0,0.0,0.0
83196afffffffff,1.0,0.0,0.0
83196bfffffffff,26.0,0.0,0.0
83196cfffffffff,1.0,0.0,0.0
83196dfffffffff,12.0,0.0,0.0
831972fffffffff,369.0,20.0,0.0
831973fffffffff,345.0,61.0,0.0
831976fffffffff,158.0,13.0,0.0
831a84fffffffff,31.0,0.0,0.0
831aa0fffffffff,664.0,0.0,0.0
831aa2fffffffff,708.0,0.0,0.0
831aa3fffffffff,1201.0,0.0,0.0
831aa4fffffffff,237.0,0.0,0.0
831aa6fffffffff,11.0,0.0,0.0
831ab0fffffffff,27.0,0.0,0.0
831ab1fffffffff,1.0,0.0,0.0
831ab5fffffffff,4.0,0.0,0.0
831b06fffffffff,1.0,0.0,0.0
831b15fffffffff,4.0,0.0,0.0
831b21fffffffff,1.0,0.0,0.0
831b22fffffffff,2.0,0.0,0.0
831b23fffffffff,2.0,0.0,0.0
831b26fffffffff,1.0,0.0,0.0
831b2cfffffffff,1.0,0.0,0.0
831b32fffffffff,2.0,0.0,0.0
831b82fffffffff,83.0,0.0,0.0
831b83fffffffff,31.0,0.0,0.0
831b8afffffffff,9.0,0.0,0.0
831b8efffffffff,8.0,0.0,0.0
831b91fffffffff,10.0,0.0,0.0
831b92fffffffff,25.0,0.0,0.0
831b93fffffffff,3.0,0.0,0.0
831b98fffffffff,74.0,0.0,0.0
831b99fffffffff,10.0,0.0,0.0
831b9afffffffff,1.0,0.0,0.0
831b9cfffffffff,9.0,0.0,0.0
831b9dfffffffff,3.0,0.0,0.0
831b9efffffffff,42.0,0.0,0.0
831ba0fffffffff,1.0,0.0,0.0
831ba8fffffffff,2.0,0.0,0.0
831baafffffffff,3.0,0.0,0.0
831bb5fffffffff,4.0,0.0,0.0
831d20fffffffff,10.0,0.0,0.0
831d24fffffffff,80.0,0.0,0.0
831d25fffffffff,17.0,0.0,0.0
831d26fffffffff,8.0,0.0,0.0
831d32fffffffff,2.0,0.0,0.0
831d34fffffffff,6.0,0.0,0.0
831d65fffffffff,3.0,0.0,0.0
831d66fffffffff,2.0,0.0,0.0
831db0fffffffff,1.0,0.0,0.0
831db4fffffffff,4.0,0.0,0.0
831db6fffffffff,3.0,0.0,0.0
831ec9fffffffff,10.0,0.0,0.0
831f00fffffffff,2.0,2.0,0.0
831f05fffffffff,7.0,0.0,0.0
831f20fffffffff,2.0,0.0,0.0
831f21fffffffff,17.0,0.0,0.0
831f23fffffffff,14.0,3.0,0.0
831f24fffffffff,64.0,18.0,0.0
831f25fffffffff,10.0,0.0,0.0
831f26fffffffff,8.0,0.0,0.0
831f2afffffffff,15.0,2.0,0.0
831f2efffffffff,4.0,0.0,0.0
831f30fffffffff,2.0,0.0,0.0
831f31fffffffff,2.0,0.0,0.0
831f32fffffffff,1.0,0.0,0.0
831f33fffffffff,110.0,2.0,0.0
831f35fffffffff,22.0,4.0,0.0
83225afffffffff,179.0,0.0,0.0
83225bfffffffff,45.0,0.0,0.0
83229dfffffffff,1.0,0.0,0.0
8322c2fffffffff,3.0,0.0,0.0
8322c3fffffffff,2.0,0.0,0.0
8322c4fffffffff,1.0,0.0,0.0
8322c6fffffffff,3.0,0.0,1.0
8322d0fffffffff,327.0,0.0,33.0
8322d1fffffffff,21.0,0.0,0.0
8322d2fffffffff,5.0,0.0,0.0
8322d3fffffffff,2.0,0.0,0.0
8322d5fffffffff,5.0,0.0,0.0
8322d8fffffffff,4.0,0.0,0.0
8322d9fffffffff,2.0,0.0,0.0
8322dbfffffffff,3384.0,0.0,0.0
8322dcfffffffff,9.0,0.0,0.0
8322defffffffff,5.0,0.0,0.0
8322e8fffffffff,4.0,0.0,0.0
8322e9fffffffff,108.0,0.0,0.0
8322eafffffffff,15.0,0.0,0.0
8322eefffffffff,21.0,0.0,0.0
8322f5fffffffff,2.0,0.0,0.0
832664fffffffff,18.0,0.0,0.0
832800fffffffff,11.0,0.0,0.0
832802fffffffff,291.0,0.0,0.0
832803fffffffff,145.0,0.0,0.0
832804fffffffff,9.0,0.0,0.0
832806fffffffff,38.0,0.0,0.0
83280afffffffff,6.0,0.0,0.0
832818fffffffff,8.0,0.0,0.0
832819fffffffff,172.0,0.0,0.0
83281bfffffffff,184.0,0.0,0.0
83281cfffffffff,210.0,0.0,0.0
83281dfffffffff,52.0,0.0,0.0
832822fffffffff,8.0,0.0,0.0
832830fffffffff,25.0,0.0,0.0
832831fffffffff,161.0,0.0,0.0
832834fffffffff,1232.0,0.0,0.0
832835fffffffff,718.0,0.0,0.0
8328c0fffffffff,185.0,0.0,0.0
8328c2fffffffff,47.0,0.0,0.0
8328c3fffffffff,30.0,0.0,0.0
8328c4fffffffff,84.0,0.0,0.0
8328c6fffffffff,971.0,0.0,0.0
8328cafffffffff,12.0,0.0,0.0
8328cbfffffffff,7.0,0.0,0.0
8328cefffffffff,81.0,0.0,0.0
8328d1fffffffff,12.0,0.0,0.0
8328d9fffffffff,6.0,0.0,0.0
8328dcfffffffff,508.0,0.0,0.0
8328ddfffffffff,98.0,0.0,0.0
8328e2fffffffff,160.0,0.0,0.0
8328e6fffffffff,353.0,0.0,0.0
8328f1fffffffff,143.0,0.0,0.0
8328f5fffffffff,397.0,0.0,0.0
832910fffffffff,1.0,0.0,0.0
832912fffffffff,17.0,0.0,0.0
832916fffffffff,5.0,0.0,0.0
83291afffffffff,104.0,0.0,0.0
83291bfffffffff,16.0,0.0,0.0
8329a1fffffffff,6.0,0.0,0.0
8329a5fffffffff,40.0,0.0,0.0
8329adfffffffff,52.0,0.0,0.0
832a04fffffffff,28.0,0.0,0.0
832a06fffffffff,54.0,0.0,0.0
832a15fffffffff,9.0,0.0,0.0
832a18fffffffff,1.0,0.0,0.0
832a1afffffffff,111.0,0.0,0.0
832a1efffffffff,31.0,0.0,0.0
832a30fffffffff,1202.0,0.0,0.0
832a31fffffffff,2975.0,0.0,0.0
832a33fffffffff,163.0,0.0,0.0
832a34fffffffff,359.0,0.0,0.0
832a35fffffffff,3.0,0.0,0.0
832aadfffffffff,118.0,0.0,0.0
832ab3fffffffff,2.0,0.0,0.0
832ac6fffffffff,7.0,0.0,0.0
832af1fffffffff,11.0,0.0,0.0
832b00fffffffff,2.0,0.0,0.0
832b01fffffffff,1.0,0.0,0.0
832b03fffffffff,60.0,0.0,0.0
832b04fffffffff,4.0,0.0,0.0
832b05fffffffff,27.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0
832b0afffffffff,326.0,0.0,0.0
832b0cfffffffff,115.0,0.0,0.0
832b0efffffffff,173.0,0.0,0.0
832b12fffffffff,1077.0,0.0,0.0
832b14fffffffff,338.0,0.0,0.0
832b16fffffffff,10366.0,0.0,0.0
832b18fffffffff,924.0,0.0,0.0
832b19fffffffff,74.0,0.0,0.0
832b1afffffffff,12.0,0.0,0.0
832b1bfffffffff,122.0,0.0,0.0
832b1cfffffffff,453.0,0.0,0.0
832b1dfffffffff,389.0,0.0,0.0
832b20fffffffff,33.0,0.0,0.0
832b21fffffffff,61.0,0.0,0.0
832b22fffffffff,45.0,0.0,0.0
832b23fffffffff,541.0,0.0,0.0
832b24fffffffff,55.0,0.0,0.0
832b25fffffffff,52.0,0.0,0.0
832b26fffffffff,11.0,0.0,0.0
832b28fffffffff,4.0,0.0,0.0
832b29fffffffff,25.0,0.0,0.0
832b2afffffffff,5.0,0.0,0.0
832b2cfffffffff,87.0,0.0,0.0
832b2efffffffff,175.0,0.0,0.0
832b30fffffffff,1258.0,0.0,0.0
832b31fffffffff,1364.0,0.0,0.0
832b32fffffffff,148.0,0.0,0.0
832b33fffffffff,260.0,0.0,0.0
832b34fffffffff,255.0,0.0,0.0
832b35fffffffff,14.0,0.0,0.0
832b36fffffffff,235.0,0.0,0.0
832ba5fffffffff,1.0,0.0,0.0
832bacfffffffff,63.0,0.0,0.0
832baefffffffff,3.0,0.0,0.0
832c24fffffffff,1.0,0.0,0.0
832c26fffffffff,2.0,0.0,0.0
832d0efffffffff,1.0,0.0,0.0
832d22fffffffff,2.0,0.0,0.0
832da5fffffffff,12.0,0.0,0.0
832db0fffffffff,7.0,0.0,0.0
832db5fffffffff,3.0,0.0,0.0
832db6fffffffff,1.0,0.0,0.0
832e0afffffffff,1.0,0.0,0.0
832e0cfffffffff,2.0,0.0,0.0
832e11fffffffff,1.0,0.0,0.0
832e12fffffffff,22.0,0.0,10.0
832e13fffffffff,9.0,0.0,7.0
832e19fffffffff,2.0,0.0,0.0
832e1bfffffffff,2.0,0.0,0.0
832e1dfffffffff,2.0,0.0,0.0
832e1efffffffff,2.0,0.0,0.0
832e2dfffffffff,50.0,0.0,38.0
832e44fffffffff,4.0,0.0,2.0
832e88fffffffff,14.0,0.0,0.0
832e8afffffffff,9.0,0.0,0.0
832e8cfffffffff,10.0,0.0,0.0
832e99fffffffff,8.0,0.0,2.0
832e9dfffffffff,2.0,0.0,2.0
832ea3fffffffff,11.0,0.0,0.0
832eacfffffffff,16.0,0.0,2.0
832ef6fffffffff,4.0,0.0,0.0
832f58fffffffff,11.0,0.0,8.0
