cell_id,Thinornis dubius,Thinornis dubius curonicus,Thinornis dubius dubius/jerdoni
824257fffffffff,2.0,0.0,0.0
8242c7fffffffff,24.0,0.0,1.0
8242cffffffffff,39.0,0.0,0.0
8242dffffffffff,11.0,0.0,0.0
8242e7fffffffff,1.0,0.0,1.0
8243affffffffff,2.0,2.0,0.0
824b87fffffffff,8.0,1.0,0.0
824ba7fffffffff,78.0,8.0,0.0
824bb7fffffffff,87.0,0.0,0.0
825417fffffffff,11.0,11.0,0.0
825497fffffffff,2.0,0.0,0.0
8254c7fffffffff,2.0,0.0,0.0
8254f7fffffffff,1.0,0.0,0.0
825977fffffffff,2.0,0.0,0.0
825e5ffffffffff,1.0,0.0,0.0
826007fffffffff,44.0,0.0,0.0
826017fffffffff,58.0,0.0,0.0
82601ffffffffff,1.0,0.0,0.0
826027fffffffff,40.0,0.0,0.0
826037fffffffff,43.0,0.0,0.0
82608ffffffffff,20.0,0.0,1.0
826097fffffffff,4.0,2.0,0.0
82609ffffffffff,8.0,0.0,0.0
8260a7fffffffff,2.0,0.0,0.0
8260affffffffff,73.0,0.0,0.0
8260b7fffffffff,5.0,0.0,0.0
82611ffffffffff,7.0,0.0,0.0
82618ffffffffff,6.0,0.0,0.0
82640ffffffffff,6.0,0.0,0.0
82648ffffffffff,1.0,0.0,0.0
8264b7fffffffff,4.0,3.0,0.0
826507fffffffff,37.0,0.0,0.0
82651ffffffffff,46.0,0.0,0.0
826527fffffffff,96.0,0.0,0.0
82658ffffffffff,4.0,0.0,0.0
826817fffffffff,38.0,0.0,4.0
82681ffffffffff,2.0,0.0,0.0
8268d7fffffffff,1.0,0.0,0.0
8272d7fffffffff,2.0,0.0,0.0
827a47fffffffff,12.0,0.0,0.0
827a6ffffffffff,6.0,0.0,0.0
827b4ffffffffff,1.0,0.0,0.0
829427fffffffff,9.0,0.0,0.0
829457fffffffff,6.0,0.0,0.0
829487fffffffff,13.0,0.0,0.0
82a637fffffffff,2.0,0.0,0.0
82bc6ffffffffff,3.0,1.0,0.0
82c997fffffffff,5.0,0.0,0.0
