cell_id,Larus dominicanus,Larus dominicanus dominicanus,Larus dominicanus austrinus,Larus dominicanus judithae,Larus dominicanus vetula,Larus dominicanus melisandae
8366d3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366d4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836755fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
836c59fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
836d60fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d61fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836d75fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838009fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838055fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838e44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838e45fffffffff,12.0,4.0,0.0,0.0,0.0,0.0
838e62fffffffff,12.0,1.0,0.0,0.0,0.0,0.0
838e75fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f2afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f50fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838fa4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839480fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839b5dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839b6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839c23fffffffff,21.0,2.0,0.0,0.0,0.0,0.0
83a2a3fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
83a726fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a812fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83a831fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83a895fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
83a8a2fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
83ad32fffffffff,24.0,0.0,0.0,0.0,12.0,0.0
83ad34fffffffff,19.0,0.0,0.0,0.0,4.0,0.0
83ad36fffffffff,193.0,0.0,0.0,0.0,73.0,0.0
83adacfffffffff,6.0,0.0,0.0,0.0,6.0,0.0
83b200fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b203fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b218fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b219fffffffff,42.0,0.0,0.0,0.0,0.0,0.0
83b245fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b24dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b259fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,201.0,179.0,0.0,0.0,0.0,0.0
83b2c2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83b2c3fffffffff,96.0,0.0,0.0,0.0,0.0,0.0
83b2c4fffffffff,770.0,757.0,0.0,0.0,0.0,0.0
83b2c5fffffffff,91.0,16.0,0.0,0.0,0.0,0.0
83b2c8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b2d8fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
83b2dafffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83b2dcfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83b2e2fffffffff,38.0,38.0,0.0,0.0,0.0,0.0
83b304fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83b31dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83bb09fffffffff,7.0,1.0,0.0,0.0,0.0,0.0
83bb0bfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83bb29fffffffff,292.0,289.0,0.0,0.0,0.0,0.0
83bb2bfffffffff,11.0,11.0,0.0,0.0,0.0,0.0
83bb2dfffffffff,5.0,5.0,0.0,0.0,0.0,0.0
83bb50fffffffff,12.0,12.0,0.0,0.0,0.0,0.0
83bb52fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83bb53fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83bb56fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83bc1bfffffffff,8.0,0.0,0.0,0.0,8.0,0.0
83bc44fffffffff,8.0,0.0,0.0,0.0,6.0,0.0
83bc49fffffffff,22.0,0.0,0.0,0.0,6.0,0.0
83bc68fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bc69fffffffff,4.0,0.0,0.0,0.0,2.0,0.0
83bc71fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83bc72fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83bc73fffffffff,17.0,0.0,0.0,0.0,17.0,0.0
83bc89fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83bcf4fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83bcf5fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83bcf6fffffffff,6.0,0.0,0.0,0.0,6.0,0.0
83be08fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83be0cfffffffff,15.0,1.0,0.0,0.0,0.0,0.0
83be0efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83be60fffffffff,5.0,3.0,0.0,0.0,0.0,0.0
83be61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83be63fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83be68fffffffff,4.0,3.0,0.0,0.0,0.0,0.0
83be74fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83be8dfffffffff,27.0,2.0,0.0,0.0,0.0,0.0
83bea9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83bf49fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83bf4bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83bf4cfffffffff,5.0,3.0,0.0,0.0,0.0,0.0
83bf4efffffffff,4.0,1.0,0.0,0.0,0.0,0.0
83c21bfffffffff,4.0,4.0,0.0,0.0,0.0,0.0
83c22efffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83c2c2fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,13.0,5.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83c2ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2f1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83c2f2fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83c301fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
83c304fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83c305fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
83c320fffffffff,13.0,3.0,0.0,0.0,0.0,0.0
83c323fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c324fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83c329fffffffff,8.0,8.0,0.0,0.0,0.0,0.0
83c32afffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83c32efffffffff,15.0,15.0,0.0,0.0,0.0,0.0
83c34bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c376fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c9b0fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83ce80fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83ce81fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83ce85fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ce88fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83ce8cfffffffff,40.0,0.0,0.0,0.0,0.0,0.0
83ce8efffffffff,48.0,0.0,0.0,0.0,0.0,0.0
83ce99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cea1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cea3fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83cea8fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83ceaafffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83ceacfffffffff,12.0,3.0,0.0,0.0,0.0,0.0
83ceaefffffffff,31.0,2.0,0.0,0.0,0.0,0.0
83cf12fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83cf16fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83cf8bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cf98fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cfa0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83cfa4fffffffff,19.0,14.0,0.0,0.0,0.0,0.0
83cfacfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83d6d1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83d896fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83d8b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83da00fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83da80fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83da82fffffffff,2.0,1.0,0.0,0.0,0.0,0.0
83da83fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
83da84fffffffff,15.0,1.0,0.0,0.0,0.0,0.0
83da85fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83da86fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83da8efffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83da90fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83da94fffffffff,10.0,7.0,0.0,0.0,0.0,0.0
83da95fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83daaafffffffff,5.0,4.0,0.0,0.0,0.0,0.0
83dab3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83db82fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83de71fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83de95fffffffff,3.0,0.0,3.0,0.0,0.0,0.0
83df06fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83df14fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
83df45fffffffff,17.0,14.0,0.0,0.0,0.0,0.0
83df68fffffffff,46.0,18.0,0.0,0.0,0.0,0.0
83df69fffffffff,20.0,12.0,0.0,0.0,0.0,0.0
83df6bfffffffff,17.0,5.0,0.0,0.0,0.0,0.0
83df6dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
