cell_id,Erythrura cyaneovirens,Erythrura cyaneovirens [regia Group],Erythrura cyaneovirens cyaneovirens/gaughrani
829a07fffffffff,14.0,0.0,14.0
829a17fffffffff,55.0,0.0,52.0
829e07fffffffff,16.0,0.0,0.0
829e17fffffffff,3.0,0.0,0.0
829e27fffffffff,1.0,0.0,0.0
829e37fffffffff,1.0,0.0,0.0
