cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
844d497ffffffff,1.0,0.0,0.0
845e705ffffffff,1.0,0.0,0.0
845f415ffffffff,1.0,0.0,0.0
845f583ffffffff,6.0,1.0,0.0
845f5b5ffffffff,4.0,4.0,0.0
845f5bdffffffff,3.0,0.0,0.0
84660cbffffffff,1.0,0.0,0.0
846610bffffffff,3.0,0.0,0.0
8466139ffffffff,2.0,0.0,0.0
846613dffffffff,1.0,0.0,0.0
84665abffffffff,6.0,0.0,0.0
8466749ffffffff,3.0,0.0,0.0
8466a51ffffffff,4.0,0.0,0.0
8466a5bffffffff,5.0,0.0,0.0
8466b4dffffffff,2.0,0.0,0.0
8466e43ffffffff,2.0,0.0,0.0
8466f01ffffffff,1.0,0.0,0.0
846725bffffffff,1.0,0.0,0.0
8467417ffffffff,2.0,0.0,0.0
8467461ffffffff,18.0,0.0,0.0
846746bffffffff,15.0,0.0,0.0
846746dffffffff,2.0,0.0,0.0
84674c9ffffffff,2.0,0.0,0.0
84674cdffffffff,4.0,0.0,0.0
84675a3ffffffff,3.0,0.0,0.0
84675cbffffffff,1.0,0.0,0.0
84675ebffffffff,1.0,1.0,0.0
8467737ffffffff,3.0,0.0,0.0
8467835ffffffff,1.0,0.0,0.0
84679a1ffffffff,5.0,0.0,0.0
84679b7ffffffff,1.0,0.0,0.0
8467a01ffffffff,15.0,0.0,0.0
8467a37ffffffff,2.0,0.0,0.0
846c587ffffffff,3.0,0.0,0.0
846c5b3ffffffff,2.0,0.0,2.0
846c5d7ffffffff,2.0,0.0,0.0
846d141ffffffff,2.0,0.0,0.0
846d231ffffffff,5.0,0.0,0.0
846d251ffffffff,10.0,2.0,0.0
846d281ffffffff,2.0,0.0,0.0
846d291ffffffff,1.0,0.0,0.0
846d2b1ffffffff,18.0,0.0,0.0
846d2c9ffffffff,1.0,0.0,0.0
846d2d1ffffffff,13.0,0.0,0.0
846d2d3ffffffff,3.0,3.0,0.0
846d2d7ffffffff,4.0,0.0,0.0
846d341ffffffff,2.0,0.0,0.0
846d34dffffffff,33.0,2.0,0.0
846d35dffffffff,2.0,0.0,0.0
846d605ffffffff,2.0,0.0,0.0
846d619ffffffff,2.0,0.0,0.0
846d641ffffffff,2.0,0.0,0.0
846d667ffffffff,1.0,0.0,0.0
846d68bffffffff,2.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0
846d697ffffffff,16.0,0.0,0.0
846d69dffffffff,2.0,2.0,0.0
846d6abffffffff,2.0,0.0,0.0
846d6d5ffffffff,3.0,0.0,0.0
846d745ffffffff,2.0,0.0,0.0
846d751ffffffff,6.0,0.0,0.0
846d75dffffffff,2.0,0.0,0.0
846d76dffffffff,9.0,0.0,0.0
848e45dffffffff,3.0,1.0,0.0
848e623ffffffff,2.0,0.0,0.0
848e62dffffffff,27.0,0.0,0.0
848e635ffffffff,9.0,0.0,0.0
848e75bffffffff,2.0,0.0,0.0
848f095ffffffff,4.0,0.0,0.0
848f0bbffffffff,17.0,4.0,0.0
848f283ffffffff,1.0,0.0,0.0
848f505ffffffff,6.0,0.0,0.0
848f50dffffffff,10.0,0.0,0.0
848f53bffffffff,2.0,0.0,0.0
848f765ffffffff,4.0,4.0,0.0
84a91b5ffffffff,1.0,0.0,0.0
84a92e9ffffffff,6.0,0.0,0.0
84b3047ffffffff,67.0,0.0,0.0
