cell_id,Plocepasser mahali,Plocepasser mahali melanorhynchus,Plocepasser mahali ansorgei,Plocepasser mahali pectoralis,Plocepasser mahali mahali
835298fffffffff,3.0,0.0,0.0,0.0,0.0
83529bfffffffff,8.0,0.0,0.0,0.0,0.0
8352dcfffffffff,2.0,0.0,0.0,0.0,0.0
836a49fffffffff,12.0,0.0,0.0,0.0,0.0
836a4bfffffffff,35.0,7.0,0.0,0.0,0.0
836a58fffffffff,10.0,0.0,0.0,0.0,0.0
836a5afffffffff,59.0,0.0,0.0,0.0,0.0
836ac3fffffffff,2.0,0.0,0.0,0.0,0.0
836ac8fffffffff,1.0,1.0,0.0,0.0,0.0
836ac9fffffffff,54.0,0.0,0.0,0.0,0.0
836accfffffffff,5.0,0.0,0.0,0.0,0.0
836acefffffffff,6.0,0.0,0.0,0.0,0.0
836ae8fffffffff,33.0,5.0,0.0,0.0,0.0
836aeafffffffff,36.0,1.0,0.0,0.0,0.0
836aebfffffffff,10.0,0.0,0.0,0.0,0.0
836aeefffffffff,116.0,13.0,0.0,0.0,0.0
837a40fffffffff,1260.0,0.0,0.0,0.0,0.0
837a41fffffffff,790.0,0.0,0.0,0.0,0.0
837a43fffffffff,2.0,0.0,0.0,0.0,0.0
837a44fffffffff,7.0,0.0,0.0,0.0,0.0
837a45fffffffff,210.0,0.0,0.0,0.0,0.0
837a46fffffffff,9.0,0.0,0.0,0.0,0.0
837a48fffffffff,128.0,1.0,0.0,0.0,0.0
837a4afffffffff,4.0,0.0,0.0,0.0,0.0
837a4bfffffffff,55.0,3.0,0.0,0.0,0.0
837a4cfffffffff,305.0,0.0,0.0,0.0,0.0
837a4dfffffffff,29.0,0.0,0.0,0.0,0.0
837a4efffffffff,4.0,0.0,0.0,0.0,0.0
837a5afffffffff,4.0,2.0,0.0,0.0,0.0
837a5dfffffffff,2.0,0.0,0.0,0.0,0.0
837a60fffffffff,366.0,0.0,0.0,0.0,0.0
837a61fffffffff,352.0,0.0,0.0,0.0,0.0
837a63fffffffff,62.0,0.0,0.0,0.0,0.0
837a64fffffffff,249.0,0.0,0.0,0.0,0.0
837a65fffffffff,319.0,0.0,0.0,1.0,0.0
837a66fffffffff,12.0,0.0,0.0,0.0,0.0
837a68fffffffff,65.0,0.0,0.0,0.0,0.0
837a6afffffffff,170.0,0.0,0.0,0.0,0.0
837a6bfffffffff,21.0,0.0,0.0,0.0,0.0
837a6cfffffffff,13.0,0.0,0.0,0.0,0.0
837a6dfffffffff,13.0,0.0,0.0,0.0,0.0
837a6efffffffff,734.0,0.0,0.0,0.0,0.0
837a71fffffffff,2.0,0.0,0.0,0.0,0.0
837a75fffffffff,1.0,0.0,0.0,0.0,0.0
837ac8fffffffff,490.0,100.0,0.0,0.0,0.0
837ac9fffffffff,2.0,0.0,0.0,0.0,0.0
837acafffffffff,53.0,14.0,0.0,0.0,0.0
837acbfffffffff,1.0,1.0,0.0,0.0,0.0
837acdfffffffff,132.0,20.0,0.0,0.0,0.0
837ad9fffffffff,280.0,18.0,0.0,0.0,0.0
837ae9fffffffff,94.0,1.0,0.0,0.0,0.0
837aeafffffffff,3.0,0.0,0.0,0.0,0.0
837b48fffffffff,6.0,0.0,0.0,0.0,0.0
837b4afffffffff,2.0,0.0,0.0,0.0,0.0
837b4bfffffffff,19.0,0.0,0.0,0.0,0.0
837b4dfffffffff,1.0,0.0,0.0,0.0,0.0
837b6bfffffffff,44.0,0.0,0.0,0.0,0.0
838304fffffffff,8.0,0.0,0.0,0.0,0.0
838320fffffffff,11.0,0.0,0.0,0.0,0.0
839614fffffffff,57.0,0.0,0.0,0.0,0.0
839616fffffffff,1.0,0.0,0.0,0.0,0.0
839620fffffffff,81.0,0.0,0.0,5.0,0.0
839621fffffffff,25.0,0.0,0.0,6.0,0.0
839622fffffffff,13.0,0.0,0.0,0.0,0.0
839623fffffffff,41.0,0.0,0.0,4.0,0.0
839625fffffffff,2.0,0.0,0.0,0.0,0.0
839626fffffffff,36.0,0.0,0.0,0.0,0.0
839628fffffffff,3.0,0.0,0.0,0.0,0.0
839629fffffffff,2.0,0.0,0.0,0.0,0.0
83962cfffffffff,10.0,0.0,0.0,2.0,0.0
83962dfffffffff,11.0,0.0,0.0,1.0,0.0
839631fffffffff,6.0,0.0,0.0,0.0,0.0
839633fffffffff,211.0,0.0,0.0,51.0,0.0
839635fffffffff,1.0,0.0,0.0,0.0,0.0
839666fffffffff,1.0,0.0,0.0,0.0,0.0
839686fffffffff,2.0,0.0,0.0,0.0,0.0
839690fffffffff,75.0,0.0,0.0,3.0,0.0
839692fffffffff,203.0,0.0,0.0,0.0,0.0
839693fffffffff,15.0,0.0,0.0,0.0,0.0
8396b0fffffffff,7.0,0.0,0.0,0.0,0.0
8396b1fffffffff,23.0,0.0,0.0,0.0,0.0
8396b2fffffffff,3.0,0.0,0.0,0.0,0.0
8396b4fffffffff,1.0,0.0,0.0,0.0,0.0
8396b5fffffffff,2.0,0.0,0.0,2.0,0.0
8396b6fffffffff,90.0,0.0,0.0,5.0,0.0
839708fffffffff,3.0,0.0,0.0,0.0,0.0
83970dfffffffff,6.0,0.0,0.0,0.0,0.0
839728fffffffff,14.0,0.0,0.0,0.0,1.0
839729fffffffff,72.0,0.0,0.0,0.0,20.0
83972afffffffff,1.0,0.0,0.0,0.0,0.0
83972cfffffffff,11.0,0.0,0.0,0.0,2.0
83972dfffffffff,99.0,0.0,0.0,0.0,14.0
83972efffffffff,30.0,0.0,0.0,0.0,10.0
839740fffffffff,62.0,0.0,0.0,0.0,0.0
839741fffffffff,89.0,0.0,0.0,0.0,0.0
839742fffffffff,1.0,0.0,0.0,0.0,0.0
839743fffffffff,159.0,0.0,0.0,0.0,0.0
839744fffffffff,7.0,0.0,0.0,0.0,0.0
839745fffffffff,101.0,0.0,0.0,0.0,0.0
839746fffffffff,1.0,0.0,0.0,0.0,0.0
839748fffffffff,13.0,0.0,0.0,0.0,0.0
83974afffffffff,211.0,0.0,0.0,0.0,0.0
83974bfffffffff,3.0,0.0,0.0,0.0,0.0
83974cfffffffff,2.0,0.0,0.0,0.0,0.0
83974efffffffff,9.0,0.0,0.0,0.0,0.0
839750fffffffff,72.0,0.0,0.0,3.0,0.0
839751fffffffff,647.0,0.0,0.0,53.0,0.0
839752fffffffff,3.0,0.0,0.0,0.0,0.0
839753fffffffff,2.0,0.0,0.0,0.0,0.0
839754fffffffff,55.0,0.0,0.0,0.0,0.0
839755fffffffff,49.0,0.0,0.0,0.0,0.0
83975cfffffffff,49.0,0.0,0.0,0.0,0.0
83975dfffffffff,22.0,0.0,0.0,0.0,0.0
83975efffffffff,58.0,0.0,0.0,8.0,0.0
839763fffffffff,6.0,0.0,0.0,0.0,0.0
839764fffffffff,2.0,0.0,0.0,0.0,0.0
839768fffffffff,9.0,0.0,0.0,0.0,0.0
83976afffffffff,2.0,0.0,0.0,0.0,0.0
839770fffffffff,14.0,0.0,0.0,0.0,2.0
839772fffffffff,15.0,0.0,0.0,0.0,0.0
839773fffffffff,6.0,0.0,0.0,0.0,0.0
839774fffffffff,9.0,0.0,0.0,0.0,0.0
839775fffffffff,8.0,0.0,0.0,0.0,2.0
839776fffffffff,2.0,0.0,0.0,0.0,0.0
839782fffffffff,2.0,0.0,0.0,0.0,0.0
839791fffffffff,6.0,0.0,0.0,0.0,0.0
8397a8fffffffff,10.0,0.0,0.0,2.0,0.0
8397aafffffffff,76.0,0.0,0.0,12.0,0.0
8397abfffffffff,10.0,0.0,0.0,0.0,0.0
83ac12fffffffff,1.0,0.0,0.0,0.0,0.0
83ac80fffffffff,340.0,0.0,0.0,0.0,0.0
83ac81fffffffff,168.0,0.0,0.0,0.0,0.0
83ac82fffffffff,18.0,0.0,0.0,0.0,0.0
83ac84fffffffff,17.0,0.0,0.0,0.0,0.0
83ac85fffffffff,68.0,0.0,0.0,0.0,0.0
83ac86fffffffff,164.0,0.0,0.0,0.0,0.0
83ac88fffffffff,5.0,0.0,0.0,0.0,0.0
83ac8afffffffff,73.0,0.0,0.0,0.0,0.0
83ac8cfffffffff,7.0,0.0,0.0,0.0,0.0
83ac8efffffffff,9.0,0.0,0.0,0.0,0.0
83ac96fffffffff,19.0,0.0,0.0,0.0,0.0
83ac9dfffffffff,5.0,0.0,0.0,0.0,0.0
83aca0fffffffff,24.0,0.0,0.0,0.0,0.0
83aca1fffffffff,115.0,0.0,0.0,0.0,1.0
83aca2fffffffff,176.0,0.0,0.0,0.0,17.0
83aca3fffffffff,400.0,0.0,0.0,0.0,37.0
83aca4fffffffff,31.0,0.0,0.0,0.0,3.0
83aca5fffffffff,2.0,0.0,0.0,0.0,0.0
83aca6fffffffff,534.0,0.0,0.0,0.0,61.0
83acaafffffffff,17.0,0.0,0.0,0.0,0.0
83acaefffffffff,59.0,0.0,0.0,0.0,0.0
83acb1fffffffff,75.0,0.0,0.0,0.0,0.0
83acb3fffffffff,12.0,0.0,0.0,0.0,0.0
83ad82fffffffff,74.0,0.0,0.0,0.0,1.0
83ad85fffffffff,4.0,0.0,0.0,0.0,0.0
83ad86fffffffff,112.0,0.0,0.0,0.0,14.0
83ad88fffffffff,6.0,0.0,0.0,0.0,0.0
83ad8bfffffffff,13.0,0.0,0.0,0.0,0.0
83ad8cfffffffff,1.0,0.0,0.0,0.0,0.0
83ad92fffffffff,10.0,0.0,0.0,0.0,0.0
83ad94fffffffff,1.0,0.0,0.0,0.0,0.0
83ad95fffffffff,5.0,0.0,0.0,0.0,0.0
83ad99fffffffff,5.0,0.0,0.0,0.0,0.0
83ad9bfffffffff,4.0,0.0,0.0,0.0,0.0
83ad9dfffffffff,6.0,0.0,0.0,0.0,0.0
83ada0fffffffff,2.0,0.0,0.0,0.0,0.0
83ada2fffffffff,20.0,0.0,0.0,0.0,3.0
83ada4fffffffff,18.0,0.0,0.0,0.0,0.0
83ada6fffffffff,3.0,0.0,0.0,0.0,1.0
83ada8fffffffff,2.0,0.0,0.0,0.0,0.0
83adaafffffffff,2.0,0.0,0.0,0.0,0.0
83adb0fffffffff,23.0,0.0,0.0,0.0,6.0
83adb2fffffffff,23.0,0.0,0.0,0.0,6.0
83adb3fffffffff,8.0,0.0,0.0,0.0,3.0
83adb4fffffffff,13.0,0.0,0.0,0.0,0.0
83adb5fffffffff,15.0,0.0,0.0,0.0,0.0
83adb6fffffffff,8.0,0.0,0.0,0.0,2.0
83bc50fffffffff,7.0,0.0,0.0,0.0,2.0
83bc55fffffffff,49.0,0.0,0.0,0.0,6.0
83bc56fffffffff,1.0,0.0,0.0,0.0,0.0
83bc5bfffffffff,1.0,0.0,0.0,0.0,1.0
83bc5efffffffff,2.0,0.0,0.0,0.0,0.0
83bc71fffffffff,2.0,0.0,0.0,0.0,0.0
83bcc0fffffffff,14.0,0.0,0.0,0.0,10.0
83bcc1fffffffff,39.0,0.0,0.0,0.0,12.0
83bcc2fffffffff,89.0,0.0,0.0,0.0,36.0
83bcc3fffffffff,221.0,0.0,0.0,0.0,36.0
83bcc4fffffffff,12.0,0.0,0.0,0.0,2.0
83bcc5fffffffff,8.0,0.0,0.0,0.0,4.0
83bcc6fffffffff,13.0,0.0,0.0,0.0,3.0
83bcc8fffffffff,3.0,0.0,0.0,0.0,1.0
83bccafffffffff,73.0,0.0,0.0,0.0,12.0
83bccbfffffffff,2.0,0.0,0.0,0.0,0.0
83bcccfffffffff,21.0,0.0,0.0,0.0,2.0
83bccdfffffffff,2.0,0.0,0.0,0.0,0.0
83bccefffffffff,12.0,0.0,0.0,0.0,6.0
83bcd0fffffffff,17.0,0.0,0.0,0.0,6.0
83bcd1fffffffff,11.0,0.0,0.0,0.0,0.0
83bcd2fffffffff,34.0,0.0,0.0,0.0,0.0
83bcd3fffffffff,12.0,0.0,0.0,0.0,3.0
83bcd6fffffffff,2.0,0.0,0.0,0.0,0.0
83bcd8fffffffff,9.0,0.0,0.0,0.0,0.0
83bcd9fffffffff,35.0,0.0,0.0,0.0,0.0
83bcdafffffffff,4.0,0.0,0.0,0.0,0.0
83bcdbfffffffff,2.0,0.0,0.0,0.0,0.0
83bcdcfffffffff,323.0,0.0,0.0,0.0,45.0
83bcddfffffffff,30.0,0.0,0.0,0.0,10.0
83bcdefffffffff,228.0,0.0,0.0,0.0,31.0
83bce8fffffffff,23.0,0.0,0.0,0.0,2.0
83bce9fffffffff,96.0,0.0,0.0,0.0,24.0
83bceafffffffff,5.0,0.0,0.0,0.0,1.0
83bcecfffffffff,2.0,0.0,0.0,0.0,0.0
83bcedfffffffff,2.0,0.0,0.0,0.0,0.0
83bceefffffffff,1.0,0.0,0.0,0.0,0.0
