cell_id,Fulica americana,Fulica americana (Red-shielded),Fulica americana (White-shielded)
84261d3ffffffff,2.0,2.0,0.0
84261e7ffffffff,2.0,0.0,0.0
8426205ffffffff,5.0,2.0,0.0
8426207ffffffff,2.0,0.0,0.0
842620dffffffff,2.0,2.0,0.0
8426211ffffffff,3.0,0.0,0.0
8426219ffffffff,2.0,0.0,0.0
842621bffffffff,5.0,0.0,0.0
842622bffffffff,2.0,0.0,0.0
842622dffffffff,4.0,2.0,0.0
8426249ffffffff,6.0,0.0,0.0
842625dffffffff,2.0,2.0,0.0
842626dffffffff,4.0,2.0,0.0
8426281ffffffff,4.0,0.0,0.0
8426291ffffffff,2.0,2.0,0.0
8426293ffffffff,11.0,11.0,0.0
8426299ffffffff,2.0,2.0,0.0
84262a1ffffffff,13.0,2.0,0.0
84262adffffffff,2.0,2.0,0.0
84262b3ffffffff,14.0,0.0,0.0
84262cdffffffff,14.0,14.0,0.0
84262d9ffffffff,2.0,2.0,0.0
842630dffffffff,2.0,2.0,0.0
8426337ffffffff,2.0,2.0,0.0
842633dffffffff,2.0,0.0,0.0
8426341ffffffff,2.0,0.0,0.0
842635bffffffff,2.0,0.0,0.0
8426365ffffffff,4.0,2.0,0.0
8426369ffffffff,2.0,2.0,0.0
842636dffffffff,2.0,2.0,0.0
8426405ffffffff,1.0,1.0,0.0
842640dffffffff,19.0,18.0,0.0
8426417ffffffff,2.0,1.0,0.0
8426425ffffffff,16.0,16.0,0.0
8426437ffffffff,25.0,25.0,0.0
8426439ffffffff,4.0,4.0,0.0
8426443ffffffff,3.0,3.0,0.0
8426461ffffffff,22.0,15.0,0.0
8426463ffffffff,7.0,7.0,0.0
842646bffffffff,25.0,20.0,0.0
842646dffffffff,1.0,1.0,0.0
8426481ffffffff,16.0,14.0,0.0
8426483ffffffff,3.0,3.0,0.0
8426485ffffffff,2.0,0.0,0.0
8426487ffffffff,2.0,0.0,0.0
8426489ffffffff,122.0,120.0,0.0
842648bffffffff,2.0,2.0,0.0
842648dffffffff,4.0,4.0,0.0
8426493ffffffff,4.0,0.0,0.0
8426497ffffffff,15.0,2.0,0.0
842649bffffffff,7.0,2.0,0.0
842649dffffffff,1.0,1.0,0.0
84264a1ffffffff,23.0,22.0,0.0
84264a5ffffffff,5.0,5.0,0.0
84264a7ffffffff,4.0,4.0,0.0
84264adffffffff,13.0,10.0,0.0
84264b9ffffffff,75.0,35.0,0.0
84264bdffffffff,2.0,2.0,0.0
84264c1ffffffff,2.0,2.0,0.0
84264c3ffffffff,15.0,15.0,0.0
84264c5ffffffff,1.0,0.0,0.0
84264c7ffffffff,143.0,139.0,0.0
84264cbffffffff,20.0,12.0,0.0
84264d1ffffffff,169.0,160.0,0.0
84264d3ffffffff,2.0,2.0,0.0
84264d5ffffffff,4.0,2.0,0.0
84264d7ffffffff,5.0,3.0,0.0
84264d9ffffffff,267.0,187.0,0.0
84264dbffffffff,25.0,23.0,0.0
84264ddffffffff,5.0,5.0,0.0
84264e1ffffffff,7.0,3.0,0.0
84264e5ffffffff,52.0,45.0,0.0
84264e7ffffffff,7.0,7.0,0.0
84264edffffffff,8.0,8.0,0.0
842650dffffffff,1.0,1.0,0.0
842652bffffffff,9.0,7.0,0.0
8426533ffffffff,42.0,42.0,0.0
842653bffffffff,8.0,8.0,0.0
842653dffffffff,2.0,2.0,0.0
8426541ffffffff,2.0,2.0,0.0
8426547ffffffff,22.0,14.0,0.0
8426555ffffffff,80.0,66.0,0.0
8426563ffffffff,5.0,5.0,0.0
8426565ffffffff,44.0,35.0,0.0
8426567ffffffff,6.0,6.0,0.0
842656dffffffff,4.0,4.0,0.0
842658dffffffff,5.0,0.0,0.0
8426599ffffffff,12.0,4.0,0.0
842659bffffffff,179.0,170.0,0.0
84265a3ffffffff,4.0,0.0,0.0
84265a7ffffffff,3.0,3.0,0.0
84265b1ffffffff,2.0,2.0,0.0
84265b7ffffffff,3.0,3.0,0.0
84265b9ffffffff,11.0,9.0,0.0
84265d3ffffffff,1.0,1.0,0.0
84265d9ffffffff,94.0,94.0,0.0
84265dbffffffff,20.0,19.0,0.0
8426609ffffffff,15.0,10.0,0.0
842661bffffffff,2.0,2.0,0.0
8426621ffffffff,8.0,0.0,0.0
8426625ffffffff,2.0,0.0,0.0
8426629ffffffff,5.0,0.0,0.0
8426641ffffffff,6.0,6.0,0.0
8426645ffffffff,9.0,5.0,0.0
8426649ffffffff,18.0,18.0,0.0
842664bffffffff,4.0,2.0,0.0
842664dffffffff,1.0,1.0,0.0
8426657ffffffff,2.0,2.0,0.0
8426659ffffffff,1.0,1.0,0.0
8426665ffffffff,19.0,15.0,0.0
8426669ffffffff,19.0,10.0,0.0
842666bffffffff,14.0,7.0,0.0
842668bffffffff,1.0,1.0,0.0
842669bffffffff,4.0,4.0,0.0
84266a7ffffffff,1.0,1.0,0.0
84266a9ffffffff,1.0,0.0,0.0
84266adffffffff,2.0,2.0,0.0
84266b1ffffffff,33.0,5.0,0.0
84266b5ffffffff,2.0,2.0,0.0
84266d3ffffffff,2.0,0.0,0.0
84266dbffffffff,6.0,2.0,0.0
84266e1ffffffff,28.0,21.0,0.0
84266edffffffff,1.0,1.0,0.0
8426703ffffffff,1.0,1.0,0.0
8426707ffffffff,4.0,1.0,0.0
8426719ffffffff,43.0,28.0,0.0
8426735ffffffff,2.0,2.0,0.0
8426739ffffffff,1.0,1.0,0.0
8426743ffffffff,4.0,0.0,0.0
8426745ffffffff,74.0,70.0,0.0
8426747ffffffff,107.0,92.0,0.0
8426749ffffffff,2.0,2.0,0.0
842675dffffffff,22.0,22.0,0.0
8426769ffffffff,4.0,4.0,0.0
842676bffffffff,2.0,2.0,0.0
8426803ffffffff,7.0,7.0,0.0
8426805ffffffff,1.0,1.0,0.0
8426809ffffffff,1.0,1.0,0.0
842680bffffffff,99.0,33.0,0.0
8426817ffffffff,14.0,9.0,0.0
8426819ffffffff,4.0,1.0,0.0
842681bffffffff,160.0,108.0,0.0
842681dffffffff,18.0,0.0,0.0
8426821ffffffff,3.0,3.0,0.0
842682bffffffff,2.0,2.0,0.0
8426831ffffffff,4.0,2.0,0.0
8426833ffffffff,6.0,0.0,0.0
8426841ffffffff,2.0,0.0,0.0
8426851ffffffff,2.0,2.0,0.0
8426853ffffffff,1.0,1.0,0.0
8426855ffffffff,2.0,2.0,0.0
842685dffffffff,24.0,2.0,0.0
8426881ffffffff,27.0,22.0,0.0
8426885ffffffff,2.0,0.0,0.0
8426887ffffffff,3.0,3.0,0.0
8426889ffffffff,7.0,7.0,0.0
842688bffffffff,4.0,0.0,0.0
842688dffffffff,7.0,4.0,0.0
8426899ffffffff,3.0,3.0,0.0
84268a1ffffffff,11.0,5.0,0.0
84268a3ffffffff,17.0,4.0,0.0
84268a7ffffffff,3.0,3.0,0.0
84268adffffffff,4.0,4.0,0.0
84268b1ffffffff,4.0,0.0,0.0
84268b3ffffffff,2.0,2.0,0.0
84268b9ffffffff,32.0,5.0,0.0
84268c5ffffffff,1.0,1.0,0.0
84268c7ffffffff,16.0,12.0,0.0
84268cbffffffff,4.0,0.0,0.0
84268cdffffffff,1091.0,1016.0,0.0
84268d1ffffffff,8.0,8.0,0.0
84268d3ffffffff,12.0,10.0,0.0
84268d5ffffffff,44.0,22.0,0.0
84268d7ffffffff,26.0,11.0,0.0
84268d9ffffffff,1.0,0.0,0.0
84268dbffffffff,4.0,0.0,0.0
84268ddffffffff,4.0,2.0,0.0
84268e1ffffffff,37.0,18.0,0.0
84268e5ffffffff,4.0,0.0,0.0
84268e7ffffffff,5.0,5.0,0.0
84268e9ffffffff,18.0,18.0,0.0
84268ebffffffff,33.0,12.0,0.0
84268edffffffff,1.0,1.0,0.0
8426905ffffffff,8.0,3.0,0.0
8426907ffffffff,13.0,5.0,0.0
8426929ffffffff,2.0,0.0,0.0
842694dffffffff,2.0,2.0,0.0
842695bffffffff,6.0,1.0,0.0
8426961ffffffff,20.0,14.0,0.0
8426963ffffffff,18.0,4.0,0.0
8426967ffffffff,1.0,0.0,0.0
8426969ffffffff,113.0,70.0,0.0
8426983ffffffff,2.0,2.0,0.0
8426987ffffffff,58.0,8.0,0.0
8426991ffffffff,6.0,0.0,0.0
8426995ffffffff,11.0,3.0,0.0
8426997ffffffff,4.0,0.0,0.0
8426999ffffffff,12.0,3.0,0.0
842699bffffffff,30.0,9.0,0.0
842699dffffffff,10.0,0.0,0.0
84269a1ffffffff,2.0,2.0,0.0
84269a9ffffffff,4.0,0.0,0.0
84269c1ffffffff,14.0,5.0,0.0
84269c3ffffffff,12.0,4.0,0.0
84269c7ffffffff,2.0,0.0,0.0
84269cbffffffff,1.0,1.0,0.0
84269cdffffffff,1.0,0.0,0.0
84269d1ffffffff,40.0,14.0,0.0
84269d5ffffffff,12.0,2.0,0.0
84269ddffffffff,2.0,0.0,0.0
84269ebffffffff,4.0,1.0,0.0
8426a21ffffffff,3.0,0.0,0.0
8426a4bffffffff,2.0,2.0,0.0
8426a87ffffffff,20.0,15.0,0.0
8426a8bffffffff,29.0,27.0,0.0
8426a95ffffffff,2.0,2.0,0.0
8426a97ffffffff,7.0,7.0,0.0
8426a9dffffffff,9.0,1.0,0.0
8426aa1ffffffff,19.0,17.0,0.0
8426aa5ffffffff,56.0,22.0,0.0
8426aa7ffffffff,13.0,13.0,0.0
8426aa9ffffffff,1.0,1.0,0.0
8426aabffffffff,24.0,16.0,0.0
8426aadffffffff,6.0,1.0,0.0
8426ab3ffffffff,2.0,2.0,0.0
8426ab7ffffffff,6.0,3.0,0.0
8426abdffffffff,5.0,5.0,0.0
8426ac1ffffffff,2.0,0.0,0.0
8426ac3ffffffff,2.0,0.0,0.0
8426ac9ffffffff,2.0,0.0,0.0
8426acbffffffff,20.0,5.0,0.0
8426ad1ffffffff,3.0,2.0,0.0
8426ad7ffffffff,2.0,2.0,0.0
8426adbffffffff,5.0,0.0,0.0
8426ae7ffffffff,2.0,2.0,0.0
8426ae9ffffffff,3.0,0.0,0.0
8426b25ffffffff,2.0,0.0,0.0
8426b69ffffffff,6.0,0.0,0.0
8426c19ffffffff,4.0,4.0,0.0
8426c27ffffffff,2.0,0.0,0.0
8426c35ffffffff,1.0,1.0,0.0
8426c37ffffffff,5.0,5.0,0.0
8426c49ffffffff,2.0,0.0,0.0
8426c5bffffffff,5.0,1.0,0.0
8426c6bffffffff,2.0,2.0,0.0
8426c89ffffffff,7.0,4.0,0.0
8426c99ffffffff,11.0,11.0,0.0
8426c9dffffffff,74.0,66.0,0.0
8426cb9ffffffff,15.0,14.0,0.0
8426cbdffffffff,10.0,10.0,0.0
8426cc7ffffffff,3.0,3.0,0.0
8426cd5ffffffff,4.0,4.0,0.0
8426d09ffffffff,1.0,0.0,0.0
8426d39ffffffff,2.0,0.0,0.0
8426d45ffffffff,5.0,5.0,0.0
8426d6dffffffff,1.0,1.0,0.0
8426d81ffffffff,4.0,2.0,0.0
8426d99ffffffff,2.0,0.0,0.0
8426dadffffffff,3.0,3.0,0.0
8426db3ffffffff,4.0,0.0,0.0
8426dbdffffffff,2.0,0.0,0.0
8426ddbffffffff,2.0,2.0,0.0
8426de7ffffffff,1.0,1.0,0.0
8426debffffffff,1.0,0.0,0.0
8426e0bffffffff,1.0,1.0,0.0
8426e21ffffffff,40.0,31.0,0.0
8426e23ffffffff,2.0,2.0,0.0
8426e2dffffffff,35.0,32.0,0.0
8426e3dffffffff,1.0,1.0,0.0
8426e47ffffffff,4.0,4.0,0.0
8426e51ffffffff,16.0,7.0,0.0
8426e53ffffffff,2.0,0.0,0.0
8426e55ffffffff,7.0,3.0,0.0
8426e57ffffffff,1.0,1.0,0.0
8426e59ffffffff,6.0,6.0,0.0
8426e5bffffffff,9.0,9.0,0.0
8426e67ffffffff,37.0,16.0,0.0
8426e9dffffffff,5.0,0.0,0.0
8426ed3ffffffff,2.0,2.0,0.0
8426ed5ffffffff,5.0,4.0,0.0
8426ed7ffffffff,3.0,1.0,0.0
8426ee1ffffffff,2.0,2.0,0.0
8426f03ffffffff,2.0,2.0,0.0
8426f07ffffffff,5.0,0.0,0.0
8426f11ffffffff,4.0,4.0,0.0
8426f21ffffffff,2.0,0.0,0.0
8426f23ffffffff,2.0,0.0,0.0
8426f25ffffffff,7.0,2.0,0.0
8426f27ffffffff,7.0,1.0,0.0
8426f2bffffffff,19.0,0.0,0.0
8426f2dffffffff,150.0,39.0,0.0
8426f35ffffffff,2.0,0.0,0.0
8426f37ffffffff,1.0,1.0,0.0
8426f43ffffffff,5.0,5.0,0.0
8426f51ffffffff,2.0,2.0,0.0
8426f57ffffffff,2.0,0.0,0.0
8426f65ffffffff,2.0,0.0,0.0
8427021ffffffff,4.0,2.0,0.0
8427023ffffffff,52.0,1.0,0.0
8427025ffffffff,10.0,0.0,0.0
8427029ffffffff,1.0,0.0,0.0
842702bffffffff,18.0,3.0,0.0
842703dffffffff,3.0,0.0,0.0
8427053ffffffff,5.0,0.0,0.0
8427063ffffffff,2.0,0.0,0.0
8427067ffffffff,2.0,0.0,0.0
842708dffffffff,4.0,4.0,0.0
84270a3ffffffff,5.0,0.0,0.0
84270e3ffffffff,6.0,4.0,0.0
84270ebffffffff,1.0,1.0,0.0
8427103ffffffff,2.0,2.0,0.0
842711bffffffff,12.0,2.0,0.0
842712dffffffff,2.0,0.0,0.0
8427131ffffffff,2.0,0.0,0.0
8427133ffffffff,11.0,3.0,0.0
842713bffffffff,2.0,2.0,0.0
8427153ffffffff,2.0,2.0,0.0
842719dffffffff,2.0,0.0,0.0
84271a9ffffffff,5.0,5.0,0.0
84271abffffffff,19.0,19.0,0.0
84271b3ffffffff,1.0,1.0,0.0
84271c9ffffffff,8.0,2.0,0.0
84271d3ffffffff,2.0,2.0,0.0
84271ebffffffff,2.0,0.0,0.0
842732bffffffff,1.0,0.0,0.0
8427401ffffffff,2.0,0.0,0.0
8427403ffffffff,2.0,0.0,0.0
8427407ffffffff,2.0,2.0,0.0
8427409ffffffff,5.0,5.0,0.0
842740dffffffff,5.0,5.0,0.0
8427411ffffffff,53.0,51.0,0.0
8427417ffffffff,24.0,24.0,0.0
8427419ffffffff,43.0,43.0,0.0
842741dffffffff,40.0,40.0,0.0
8427423ffffffff,8.0,2.0,0.0
842742bffffffff,2.0,0.0,0.0
842742dffffffff,1.0,1.0,0.0
8427435ffffffff,8.0,1.0,0.0
8427439ffffffff,20.0,4.0,0.0
8427441ffffffff,2.0,0.0,0.0
8427445ffffffff,9.0,9.0,0.0
8427447ffffffff,3.0,3.0,0.0
842744bffffffff,7.0,7.0,0.0
8427453ffffffff,1.0,1.0,0.0
8427467ffffffff,1.0,1.0,0.0
842746dffffffff,3.0,3.0,0.0
8427481ffffffff,94.0,88.0,0.0
8427483ffffffff,114.0,114.0,0.0
8427485ffffffff,34.0,34.0,0.0
8427487ffffffff,34.0,34.0,0.0
8427489ffffffff,2.0,2.0,0.0
842748bffffffff,17.0,17.0,0.0
842748dffffffff,168.0,157.0,0.0
8427491ffffffff,42.0,38.0,0.0
8427493ffffffff,7.0,7.0,0.0
8427495ffffffff,16.0,16.0,0.0
8427497ffffffff,12.0,12.0,0.0
8427499ffffffff,699.0,689.0,0.0
842749dffffffff,33.0,26.0,0.0
84274a3ffffffff,25.0,25.0,0.0
84274abffffffff,17.0,15.0,0.0
84274b1ffffffff,15.0,15.0,0.0
84274b5ffffffff,54.0,54.0,0.0
84274b7ffffffff,1.0,1.0,0.0
84274b9ffffffff,101.0,101.0,0.0
84274bbffffffff,3.0,3.0,0.0
84274bdffffffff,28.0,20.0,0.0
84274c1ffffffff,2.0,2.0,0.0
84274c3ffffffff,2.0,2.0,0.0
84274c9ffffffff,2.0,2.0,0.0
84274cbffffffff,22.0,20.0,0.0
84274cdffffffff,1.0,1.0,0.0
84274d1ffffffff,20.0,20.0,0.0
84274d3ffffffff,230.0,230.0,0.0
84274d5ffffffff,62.0,62.0,0.0
84274d7ffffffff,146.0,146.0,0.0
84274d9ffffffff,6.0,6.0,0.0
84274dbffffffff,66.0,66.0,0.0
84274ddffffffff,244.0,232.0,0.0
84274e1ffffffff,5.0,5.0,0.0
84274e3ffffffff,294.0,292.0,0.0
84274ebffffffff,2.0,2.0,0.0
84274edffffffff,3.0,3.0,0.0
842751bffffffff,2.0,2.0,0.0
8427521ffffffff,2.0,0.0,0.0
8427523ffffffff,1.0,0.0,0.0
8427529ffffffff,34.0,8.0,0.0
842753dffffffff,3.0,3.0,0.0
8427541ffffffff,22.0,6.0,0.0
8427543ffffffff,2.0,2.0,0.0
8427551ffffffff,2.0,2.0,0.0
8427553ffffffff,4.0,0.0,0.0
8427581ffffffff,42.0,40.0,0.0
8427583ffffffff,2.0,2.0,0.0
842758bffffffff,15.0,15.0,0.0
842758dffffffff,1.0,1.0,0.0
8427591ffffffff,29.0,20.0,0.0
8427593ffffffff,1.0,1.0,0.0
8427595ffffffff,5.0,2.0,0.0
8427599ffffffff,17.0,11.0,0.0
842759bffffffff,3.0,1.0,0.0
842759dffffffff,22.0,22.0,0.0
84275a1ffffffff,1.0,1.0,0.0
84275a3ffffffff,16.0,14.0,0.0
84275a5ffffffff,1.0,1.0,0.0
84275adffffffff,8.0,8.0,0.0
84275b5ffffffff,109.0,92.0,0.0
84275b7ffffffff,10.0,10.0,0.0
84275c1ffffffff,2.0,2.0,0.0
84275c3ffffffff,15.0,15.0,0.0
84275c5ffffffff,2.0,2.0,0.0
84275cbffffffff,4.0,4.0,0.0
84275cdffffffff,5.0,1.0,0.0
84275d1ffffffff,4.0,4.0,0.0
84275d3ffffffff,42.0,18.0,0.0
84275d5ffffffff,7.0,7.0,0.0
84275d7ffffffff,2.0,2.0,0.0
84275e1ffffffff,1.0,0.0,0.0
8427631ffffffff,4.0,4.0,0.0
842763bffffffff,10.0,3.0,0.0
8427685ffffffff,4.0,4.0,0.0
8427693ffffffff,5.0,0.0,0.0
8427699ffffffff,2.0,2.0,0.0
84276a7ffffffff,21.0,21.0,0.0
84276b1ffffffff,12.0,12.0,0.0
84276b5ffffffff,6.0,6.0,0.0
84276b7ffffffff,184.0,184.0,0.0
84276bbffffffff,9.0,9.0,0.0
84276bdffffffff,36.0,36.0,0.0
84276d3ffffffff,44.0,4.0,0.0
84276e3ffffffff,2.0,2.0,0.0
84276e5ffffffff,11.0,11.0,0.0
84276edffffffff,5.0,0.0,0.0
842770dffffffff,21.0,4.0,0.0
8427715ffffffff,17.0,17.0,0.0
842773bffffffff,8.0,8.0,0.0
8427743ffffffff,2.0,0.0,0.0
8427747ffffffff,1.0,0.0,0.0
8427801ffffffff,7.0,7.0,0.0
842780bffffffff,5.0,5.0,0.0
842780dffffffff,1.0,1.0,0.0
842783dffffffff,2.0,2.0,0.0
8427847ffffffff,12.0,6.0,0.0
842785bffffffff,4.0,0.0,0.0
8427861ffffffff,11.0,3.0,0.0
84278cbffffffff,4.0,2.0,0.0
84278d5ffffffff,3.0,1.0,0.0
8427905ffffffff,4.0,4.0,0.0
8427913ffffffff,3.0,0.0,0.0
842791bffffffff,2.0,0.0,0.0
8427921ffffffff,22.0,14.0,0.0
8427923ffffffff,5.0,3.0,0.0
8427927ffffffff,93.0,30.0,0.0
842792dffffffff,11.0,2.0,0.0
8427937ffffffff,25.0,19.0,0.0
8427945ffffffff,2.0,2.0,0.0
8427949ffffffff,1.0,1.0,0.0
842794bffffffff,2.0,0.0,0.0
8427963ffffffff,31.0,13.0,0.0
8427965ffffffff,7.0,7.0,0.0
8427967ffffffff,19.0,13.0,0.0
8427969ffffffff,4.0,0.0,0.0
8427987ffffffff,2.0,2.0,0.0
8427997ffffffff,7.0,0.0,0.0
84279e1ffffffff,2.0,2.0,0.0
84279e5ffffffff,4.0,0.0,0.0
84279e9ffffffff,4.0,4.0,0.0
8427a01ffffffff,6.0,0.0,0.0
8427a03ffffffff,2.0,2.0,0.0
8427a0bffffffff,2.0,2.0,0.0
8427a1dffffffff,4.0,0.0,0.0
8427a2bffffffff,1.0,1.0,0.0
8427a2dffffffff,3.0,3.0,0.0
8427a37ffffffff,1.0,1.0,0.0
8427a47ffffffff,4.0,0.0,0.0
8427a57ffffffff,5.0,5.0,0.0
8427a61ffffffff,1.0,0.0,0.0
8427a6dffffffff,20.0,0.0,0.0
8427a83ffffffff,1.0,1.0,0.0
8427a95ffffffff,8.0,3.0,0.0
8427aa9ffffffff,13.0,4.0,0.0
8427aabffffffff,2.0,2.0,0.0
8427ab3ffffffff,2.0,0.0,0.0
8427ab7ffffffff,2.0,0.0,0.0
8427ad7ffffffff,2.0,0.0,0.0
8427ad9ffffffff,6.0,0.0,0.0
8427adbffffffff,2.0,0.0,0.0
8427aebffffffff,5.0,0.0,0.0
8427b35ffffffff,2.0,0.0,0.0
8428023ffffffff,2.0,2.0,0.0
842802bffffffff,1.0,1.0,0.0
842802dffffffff,2.0,2.0,0.0
8428035ffffffff,2.0,2.0,0.0
8428103ffffffff,3.0,0.0,0.0
842810dffffffff,5.0,3.0,0.0
8428119ffffffff,5.0,3.0,0.0
8428131ffffffff,4.0,4.0,0.0
8428133ffffffff,250.0,246.0,0.0
8428137ffffffff,2.0,2.0,0.0
8428139ffffffff,6.0,0.0,0.0
842813bffffffff,157.0,153.0,0.0
8428143ffffffff,4.0,2.0,0.0
8428147ffffffff,5.0,3.0,0.0
8428149ffffffff,22.0,14.0,0.0
8428153ffffffff,6.0,6.0,0.0
842816bffffffff,8.0,2.0,0.0
8428183ffffffff,6.0,6.0,0.0
842818bffffffff,2.0,2.0,0.0
842819dffffffff,1.0,1.0,0.0
84281a3ffffffff,43.0,2.0,0.0
84281a5ffffffff,28.0,16.0,0.0
84281adffffffff,25.0,9.0,0.0
84281b1ffffffff,8.0,4.0,0.0
84281b5ffffffff,2.0,2.0,0.0
84281c7ffffffff,3.0,2.0,0.0
84281e1ffffffff,1.0,1.0,0.0
