cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
8429b61ffffffff,11.0,0.0,0.0,0.0
8429b69ffffffff,161.0,0.0,0.0,0.0
8429b6bffffffff,43.0,0.0,0.0,0.0
8429b6dffffffff,89.0,0.0,0.0,0.0
842a101ffffffff,3.0,0.0,0.0,0.0
842a105ffffffff,3.0,0.0,0.0,0.0
842a107ffffffff,45.0,0.0,0.0,0.0
842a121ffffffff,2.0,0.0,0.0,0.0
842a129ffffffff,85.0,1.0,0.0,0.0
842a133ffffffff,218.0,0.0,0.0,0.0
842a135ffffffff,2.0,0.0,0.0,0.0
842a145ffffffff,94.0,6.0,0.0,0.0
842a14dffffffff,40.0,0.0,0.0,0.0
842a163ffffffff,1288.0,11.0,0.0,0.0
842a169ffffffff,64.0,0.0,0.0,0.0
842a16bffffffff,7.0,0.0,0.0,0.0
842a301ffffffff,136.0,0.0,0.0,0.0
842a307ffffffff,2.0,0.0,0.0,0.0
842a4c1ffffffff,1001.0,0.0,0.0,0.0
842a4c9ffffffff,266.0,0.0,0.0,0.0
842a827ffffffff,2.0,0.0,0.0,0.0
842a84dffffffff,25.0,0.0,0.0,0.0
842a861ffffffff,7.0,0.0,0.0,0.0
842a863ffffffff,8.0,0.0,0.0,0.0
842a867ffffffff,4.0,0.0,0.0,0.0
842a869ffffffff,11.0,0.0,0.0,0.0
842a903ffffffff,2.0,0.0,0.0,0.0
842a907ffffffff,2.0,0.0,0.0,0.0
842a90bffffffff,3.0,0.0,0.0,0.0
842a91dffffffff,458.0,0.0,0.0,0.0
842a923ffffffff,2.0,0.0,0.0,0.0
842a925ffffffff,8.0,0.0,0.0,0.0
842a92bffffffff,2.0,0.0,0.0,0.0
842a92dffffffff,2.0,0.0,0.0,0.0
842a935ffffffff,10.0,0.0,0.0,0.0
842a939ffffffff,10.0,0.0,0.0,0.0
842a941ffffffff,4.0,0.0,0.0,0.0
842a943ffffffff,272.0,0.0,0.0,0.0
842a949ffffffff,315.0,0.0,0.0,0.0
842a94dffffffff,2.0,0.0,0.0,0.0
842a951ffffffff,8.0,0.0,0.0,0.0
842a953ffffffff,13.0,0.0,0.0,0.0
842a955ffffffff,35.0,0.0,0.0,0.0
842a957ffffffff,8.0,0.0,0.0,0.0
842a959ffffffff,455.0,0.0,0.0,0.0
842a95dffffffff,7.0,0.0,0.0,0.0
842a965ffffffff,8.0,0.0,0.0,0.0
842a9cdffffffff,2.0,0.0,0.0,0.0
842aa0bffffffff,2.0,0.0,0.0,0.0
842aa2dffffffff,30.0,0.0,0.0,0.0
842aa41ffffffff,2.0,0.0,0.0,0.0
842aa43ffffffff,41.0,0.0,0.0,0.0
842aa45ffffffff,51.0,0.0,0.0,0.0
842aa49ffffffff,2903.0,0.0,0.0,0.0
842aa4bffffffff,135.0,0.0,0.0,0.0
842aa4dffffffff,1883.0,0.0,0.0,0.0
842aa69ffffffff,5.0,0.0,0.0,0.0
842aa6dffffffff,150.0,0.0,0.0,0.0
842aa83ffffffff,223.0,26.0,0.0,0.0
842aa8bffffffff,83.0,4.0,0.0,0.0
842aa91ffffffff,97.0,11.0,0.0,0.0
842aa9dffffffff,135.0,1.0,0.0,0.0
842aaa9ffffffff,125.0,0.0,0.0,0.0
842aac3ffffffff,180.0,0.0,0.0,0.0
842aacbffffffff,243.0,0.0,0.0,0.0
842aad1ffffffff,1224.0,0.0,0.0,0.0
842aad5ffffffff,862.0,0.0,0.0,0.0
842aad9ffffffff,2.0,0.0,0.0,0.0
842aadbffffffff,11.0,0.0,0.0,0.0
842aaddffffffff,24.0,0.0,0.0,0.0
842ab03ffffffff,285.0,0.0,0.0,0.0
842ab05ffffffff,223.0,0.0,0.0,0.0
842ab09ffffffff,7.0,0.0,0.0,0.0
842ab0dffffffff,8.0,0.0,0.0,0.0
842ab11ffffffff,13.0,0.0,0.0,0.0
842ab13ffffffff,25.0,0.0,0.0,0.0
842ab15ffffffff,40.0,0.0,0.0,0.0
842ab17ffffffff,24.0,0.0,0.0,0.0
842ab19ffffffff,170.0,0.0,0.0,0.0
842ab1bffffffff,4.0,0.0,0.0,0.0
842ab1dffffffff,4.0,0.0,0.0,0.0
842ab21ffffffff,1963.0,0.0,0.0,0.0
842ab23ffffffff,20.0,0.0,0.0,0.0
842ab25ffffffff,40.0,0.0,0.0,0.0
842ab27ffffffff,7130.0,0.0,0.0,0.0
842ab29ffffffff,239.0,0.0,0.0,0.0
842ab2bffffffff,86.0,0.0,0.0,0.0
842ab31ffffffff,29.0,0.0,0.0,0.0
842ab33ffffffff,18.0,0.0,0.0,0.0
842ab35ffffffff,238.0,0.0,0.0,0.0
842ab37ffffffff,6.0,0.0,0.0,0.0
842ab3bffffffff,25.0,0.0,0.0,0.0
842ab3dffffffff,114.0,0.0,0.0,0.0
842ab43ffffffff,2.0,0.0,0.0,0.0
842ab49ffffffff,109.0,0.0,0.0,0.0
842ab4bffffffff,63.0,0.0,0.0,0.0
842ab4dffffffff,1.0,0.0,0.0,0.0
842ab51ffffffff,3.0,0.0,0.0,0.0
842ab53ffffffff,3.0,0.0,0.0,0.0
842ab55ffffffff,530.0,0.0,0.0,0.0
842ab57ffffffff,45.0,0.0,0.0,0.0
842ab5bffffffff,13.0,0.0,0.0,0.0
842ab5dffffffff,4.0,0.0,0.0,0.0
842ab61ffffffff,2.0,0.0,0.0,0.0
842ab63ffffffff,2.0,0.0,0.0,0.0
842ab65ffffffff,8.0,0.0,0.0,0.0
842ab67ffffffff,437.0,0.0,0.0,0.0
842ac6dffffffff,17.0,0.0,0.0,0.0
842ad03ffffffff,19.0,0.0,0.0,0.0
842ad0bffffffff,1.0,0.0,0.0,0.0
842ad15ffffffff,29.0,0.0,0.0,0.0
842ad25ffffffff,30.0,0.0,0.0,0.0
842ad31ffffffff,21.0,0.0,0.0,0.0
842ad35ffffffff,150.0,0.0,0.0,0.0
842ad37ffffffff,1891.0,0.0,0.0,0.0
842ad39ffffffff,249.0,0.0,0.0,0.0
842ad3dffffffff,4.0,0.0,0.0,0.0
842ad51ffffffff,6.0,0.0,0.0,0.0
842af03ffffffff,2.0,0.0,0.0,0.0
842af05ffffffff,44.0,0.0,0.0,0.0
842af15ffffffff,328.0,0.0,0.0,0.0
842af17ffffffff,39.0,0.0,0.0,0.0
842af31ffffffff,15.0,0.0,0.0,0.0
842af33ffffffff,2.0,0.0,0.0,0.0
842af35ffffffff,4.0,0.0,0.0,0.0
842af39ffffffff,1.0,0.0,0.0,0.0
842af3dffffffff,7.0,0.0,0.0,0.0
842b003ffffffff,13.0,0.0,0.0,0.0
842b02bffffffff,35.0,0.0,0.0,0.0
842b807ffffffff,1.0,0.0,0.0,0.0
842b811ffffffff,123.0,0.0,0.0,0.0
842b813ffffffff,289.0,0.0,0.0,0.0
842b815ffffffff,999.0,15.0,0.0,0.0
842b817ffffffff,137.0,0.0,0.0,0.0
842b819ffffffff,10.0,0.0,0.0,0.0
842b81bffffffff,544.0,0.0,0.0,0.0
842b823ffffffff,7.0,0.0,0.0,0.0
842b831ffffffff,103.0,0.0,0.0,0.0
842b833ffffffff,131.0,0.0,0.0,0.0
842b835ffffffff,142.0,0.0,0.0,0.0
842b837ffffffff,2.0,0.0,0.0,0.0
842b83bffffffff,467.0,29.0,0.0,0.0
842b853ffffffff,2.0,0.0,0.0,0.0
842b883ffffffff,47.0,0.0,0.0,0.0
842b891ffffffff,50.0,0.0,0.0,0.0
842b893ffffffff,23.0,0.0,0.0,0.0
842b895ffffffff,20.0,0.0,0.0,0.0
842b899ffffffff,12.0,0.0,0.0,0.0
842b89bffffffff,34.0,0.0,0.0,0.0
842b89dffffffff,3.0,0.0,0.0,0.0
842b8a1ffffffff,188.0,0.0,0.0,0.0
842b8a3ffffffff,158.0,0.0,0.0,0.0
842b8a7ffffffff,1415.0,0.0,0.0,0.0
842b8adffffffff,75.0,0.0,0.0,0.0
842b8b9ffffffff,12.0,0.0,0.0,0.0
842b8bdffffffff,12.0,0.0,0.0,0.0
842b8c7ffffffff,4.0,0.0,0.0,0.0
842b8c9ffffffff,19.0,0.0,0.0,0.0
842b8cbffffffff,52.0,0.0,0.0,0.0
842b8d1ffffffff,156.0,0.0,0.0,0.0
842b8d5ffffffff,16.0,0.0,0.0,0.0
842b8d7ffffffff,2.0,0.0,0.0,0.0
842b8ddffffffff,112.0,0.0,0.0,0.0
842b8e1ffffffff,14.0,0.0,0.0,0.0
842b8e3ffffffff,3.0,0.0,0.0,0.0
842b8e5ffffffff,33.0,0.0,0.0,0.0
842b8e7ffffffff,318.0,0.0,0.0,0.0
842b8e9ffffffff,211.0,0.0,0.0,0.0
842b8edffffffff,14.0,0.0,0.0,0.0
842b981ffffffff,87.0,0.0,0.0,0.0
842b983ffffffff,121.0,3.0,0.0,0.0
842b985ffffffff,47.0,0.0,0.0,0.0
842b987ffffffff,56.0,7.0,0.0,0.0
842b989ffffffff,4.0,0.0,0.0,0.0
842b98bffffffff,143.0,0.0,0.0,0.0
842b98dffffffff,34.0,0.0,0.0,0.0
842b991ffffffff,204.0,0.0,0.0,0.0
842b993ffffffff,92.0,0.0,0.0,0.0
842b997ffffffff,816.0,21.0,0.0,0.0
842b999ffffffff,15.0,0.0,0.0,0.0
842b99bffffffff,37.0,0.0,0.0,0.0
842b99dffffffff,92.0,0.0,0.0,0.0
842b9a3ffffffff,3.0,0.0,0.0,0.0
842b9a7ffffffff,8.0,0.0,0.0,0.0
842b9a9ffffffff,54.0,0.0,0.0,0.0
842b9abffffffff,32.0,0.0,0.0,0.0
842b9adffffffff,18.0,0.0,0.0,0.0
842b9b3ffffffff,6.0,0.0,0.0,0.0
842b9b5ffffffff,131.0,2.0,0.0,0.0
842b9b7ffffffff,1.0,0.0,0.0,0.0
842b9b9ffffffff,279.0,4.0,0.0,0.0
842b9bbffffffff,2.0,0.0,0.0,0.0
842b9d1ffffffff,180.0,0.0,0.0,0.0
842b9d3ffffffff,152.0,0.0,0.0,0.0
842b9d5ffffffff,45.0,0.0,0.0,0.0
842b9d7ffffffff,668.0,0.0,0.0,0.0
842b9d9ffffffff,1.0,0.0,0.0,0.0
842b9dbffffffff,512.0,0.0,0.0,0.0
842b9e3ffffffff,235.0,0.0,0.0,0.0
842ba85ffffffff,35.0,0.0,0.0,0.0
842ba87ffffffff,201.0,0.0,0.0,0.0
842ba8dffffffff,6.0,0.0,0.0,0.0
842baa3ffffffff,272.0,0.0,0.0,0.0
842baa5ffffffff,2386.0,0.0,0.0,0.0
842baa7ffffffff,485.0,0.0,0.0,0.0
842baa9ffffffff,19.0,0.0,0.0,0.0
842baabffffffff,186.0,0.0,0.0,0.0
842baadffffffff,111.0,0.0,0.0,0.0
842bab5ffffffff,23.0,0.0,0.0,0.0
842bab7ffffffff,13.0,0.0,0.0,0.0
842babdffffffff,1.0,0.0,0.0,0.0
842bac5ffffffff,1079.0,0.0,0.0,0.0
842bacdffffffff,1293.0,0.0,0.0,0.0
842bae1ffffffff,68.0,0.0,0.0,0.0
842bae3ffffffff,43.0,0.0,0.0,0.0
842bae7ffffffff,2661.0,0.0,0.0,0.0
842bae9ffffffff,31.0,0.0,0.0,0.0
842baebffffffff,2.0,0.0,0.0,0.0
8444121ffffffff,12.0,0.0,0.0,0.0
8444123ffffffff,345.0,6.0,0.0,0.0
8444125ffffffff,322.0,8.0,0.0,0.0
8444127ffffffff,19.0,2.0,0.0,0.0
844412bffffffff,4.0,0.0,0.0,0.0
844412dffffffff,687.0,21.0,0.0,0.0
8444131ffffffff,3714.0,63.0,0.0,0.0
8444133ffffffff,1494.0,9.0,0.0,0.0
8444135ffffffff,778.0,11.0,0.0,0.0
8444137ffffffff,3227.0,81.0,0.0,0.0
844413bffffffff,236.0,12.0,0.0,0.0
844413dffffffff,3170.0,57.0,0.0,0.0
8444161ffffffff,42.0,3.0,0.0,0.0
8444165ffffffff,15.0,0.0,0.0,0.0
844416bffffffff,539.0,34.0,0.0,0.0
84441a1ffffffff,1174.0,44.0,0.0,0.0
84441a3ffffffff,588.0,0.0,0.0,0.0
84441a5ffffffff,1397.0,84.0,0.0,0.0
84441a7ffffffff,871.0,1.0,0.0,0.0
84441a9ffffffff,6029.0,222.0,0.0,0.0
84441abffffffff,1299.0,19.0,0.0,0.0
84441adffffffff,1284.0,44.0,0.0,0.0
84441b5ffffffff,94.0,0.0,0.0,0.0
84441b7ffffffff,19.0,0.0,0.0,0.0
84441e1ffffffff,184.0,2.0,0.0,0.0
84441e3ffffffff,67.0,2.0,0.0,0.0
84441e5ffffffff,4323.0,48.0,0.0,0.0
84441e7ffffffff,9458.0,311.0,0.0,0.0
84441edffffffff,336.0,0.0,0.0,0.0
8444249ffffffff,39.0,0.0,0.0,0.0
8444301ffffffff,9.0,0.0,0.0,0.0
8444305ffffffff,7.0,1.0,0.0,0.0
844430dffffffff,82.0,17.0,0.0,0.0
8444325ffffffff,186.0,7.0,0.0,0.0
8444329ffffffff,350.0,40.0,0.0,0.0
844432dffffffff,335.0,57.0,0.0,0.0
8444343ffffffff,24.0,0.0,0.0,0.0
8444347ffffffff,5.0,3.0,0.0,0.0
844434bffffffff,40.0,3.0,0.0,0.0
8444363ffffffff,149.0,11.0,0.0,0.0
8444365ffffffff,2.0,0.0,0.0,0.0
8444401ffffffff,10.0,0.0,0.0,0.0
8444403ffffffff,4.0,0.0,0.0,0.0
8444409ffffffff,124.0,0.0,0.0,0.0
844440bffffffff,35.0,0.0,0.0,0.0
844440dffffffff,111.0,0.0,0.0,0.0
8444411ffffffff,3.0,0.0,0.0,0.0
8444415ffffffff,19.0,0.0,0.0,0.0
8444419ffffffff,10.0,0.0,0.0,0.0
844441bffffffff,8.0,0.0,0.0,0.0
844441dffffffff,5.0,0.0,0.0,0.0
8444431ffffffff,7.0,0.0,0.0,0.0
8444433ffffffff,2.0,0.0,0.0,0.0
8444437ffffffff,6.0,0.0,0.0,0.0
8444439ffffffff,37.0,0.0,0.0,0.0
844443bffffffff,2.0,0.0,0.0,0.0
8444441ffffffff,80.0,0.0,0.0,0.0
8444443ffffffff,187.0,0.0,0.0,0.0
8444445ffffffff,39.0,0.0,0.0,0.0
8444447ffffffff,10.0,0.0,0.0,0.0
844444bffffffff,170.0,0.0,0.0,0.0
844444dffffffff,7.0,0.0,0.0,0.0
8444451ffffffff,7.0,0.0,0.0,0.0
8444455ffffffff,25.0,0.0,0.0,0.0
8444457ffffffff,14.0,0.0,0.0,0.0
8444459ffffffff,2519.0,0.0,0.0,0.0
844445bffffffff,7.0,0.0,0.0,0.0
844445dffffffff,200.0,0.0,0.0,0.0
8444461ffffffff,134.0,0.0,0.0,0.0
8444463ffffffff,4.0,0.0,0.0,0.0
8444465ffffffff,2610.0,0.0,0.0,0.0
8444467ffffffff,329.0,0.0,0.0,0.0
