cell_id,Hirundo rustica,Hirundo rustica rustica,Hirundo rustica savignii,Hirundo rustica transitiva,Hirundo rustica tytleri,Hirundo rustica gutturalis/mandschurica,Hirundo rustica erythrogaster
821b87fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821b8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,26.0,3.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821e57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,31.0,21.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e87fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,40.0,23.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,26.0,1.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,17.0,0.0,0.0,1.0,0.0,0.0,0.0
821eeffffffffff,35.0,12.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,14.0,12.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f47fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,28.0,2.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,59.0,59.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
822017fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
82201ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822037fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8220a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8220b7fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,70.0,13.0,0.0,0.0,0.0,0.0,7.0
8222effffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
82240ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82242ffffffffff,2.0,0.0,0.0,0.0,1.0,1.0,0.0
82244ffffffffff,5.0,0.0,0.0,0.0,2.0,1.0,0.0
822477fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822547fffffffff,8.0,0.0,0.0,0.0,8.0,0.0,0.0
822607fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,12.0
82260ffffffffff,78.0,0.0,0.0,0.0,0.0,0.0,40.0
822617fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,1.0
82262ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,1.0
822637fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
822647fffffffff,168.0,0.0,0.0,0.0,0.0,0.0,8.0
82264ffffffffff,309.0,0.0,0.0,0.0,0.0,0.0,130.0
822657fffffffff,206.0,0.0,0.0,0.0,0.0,0.0,9.0
82265ffffffffff,116.0,0.0,0.0,0.0,0.0,0.0,59.0
822667fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,32.0
82266ffffffffff,60.0,0.0,0.0,0.0,0.0,0.0,4.0
822677fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,7.0
822687fffffffff,222.0,0.0,0.0,0.0,0.0,0.0,25.0
82268ffffffffff,444.0,0.0,0.0,0.0,0.0,0.0,141.0
822697fffffffff,117.0,0.0,0.0,0.0,0.0,0.0,31.0
82269ffffffffff,196.0,0.0,0.0,0.0,0.0,0.0,59.0
8226a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,198.0,0.0,0.0,0.0,0.0,0.0,41.0
8226b7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,6.0
8226c7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,78.0,0.0,0.0,0.0,0.0,0.0,1.0
8226d7fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,7.0
8226dffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,7.0
8226e7fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,1.0
8226effffffffff,28.0,0.0,0.0,0.0,0.0,0.0,6.0
8226f7fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,16.0
822707fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,4.0
82270ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,2.0
822717fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,13.0
82271ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,6.0
822747fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,11.0
82274ffffffffff,857.0,0.0,0.0,0.0,0.0,0.0,34.0
822757fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,5.0
82275ffffffffff,86.0,0.0,0.0,0.0,0.0,0.0,6.0
822767fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,8.0
82276ffffffffff,98.0,0.0,0.0,0.0,0.0,0.0,4.0
822777fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,10.0
82278ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,12.0
82279ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,2.0
8227affffffffff,31.0,0.0,0.0,0.0,0.0,0.0,21.0
8227b7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,2.0
822807fffffffff,132.0,0.0,0.0,0.0,0.0,0.0,38.0
822817fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,30.0
82281ffffffffff,91.0,0.0,0.0,0.0,0.0,0.0,18.0
822837fffffffff,3439.0,0.0,0.0,0.0,0.0,0.0,778.0
822887fffffffff,219.0,0.0,0.0,0.0,0.0,0.0,61.0
82288ffffffffff,80.0,0.0,0.0,0.0,0.0,0.0,21.0
822897fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,16.0
82289ffffffffff,64.0,0.0,0.0,0.0,0.0,0.0,53.0
8228a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,27.0,0.0,0.0,0.0,0.0,0.0,5.0
8228b7fffffffff,118.0,0.0,0.0,0.0,0.0,0.0,23.0
8228c7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,655.0,0.0,0.0,0.0,0.0,0.0,27.0
8228dffffffffff,167.0,0.0,0.0,0.0,0.0,0.0,44.0
8228f7fffffffff,413.0,0.0,0.0,0.0,0.0,0.0,103.0
822917fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,6.0
82291ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,8.0
822987fffffffff,102.0,0.0,0.0,0.0,0.0,0.0,12.0
82298ffffffffff,303.0,0.0,0.0,0.0,0.0,0.0,265.0
822997fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
82299ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,797.0,0.0,0.0,0.0,0.0,0.0,246.0
8229affffffffff,114.0,0.0,0.0,0.0,0.0,0.0,10.0
8229b7fffffffff,181.0,0.0,0.0,0.0,0.0,0.0,38.0
822a07fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,12.0
822a17fffffffff,4784.0,0.0,0.0,0.0,0.0,0.0,318.0
822a1ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,28.0
822a27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822a2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,640.0,0.0,0.0,0.0,0.0,0.0,99.0
822a4ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,190.0,0.0,0.0,0.0,0.0,0.0,15.0
822a8ffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,5.0
822a97fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,6.0
822a9ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0,8.0
822aa7fffffffff,296.0,0.0,0.0,0.0,0.0,0.0,96.0
822aaffffffffff,1437.0,0.0,0.0,0.0,0.0,0.0,254.0
822ab7fffffffff,1395.0,0.0,0.0,0.0,0.0,0.0,468.0
822ac7fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,1.0
822ad7fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,2.0
822adffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,165.0,0.0,0.0,0.0,0.0,0.0,8.0
822b07fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,5.0
822b0ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,11.0
822b17fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,5.0
822b27fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,2.0
822b2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,127.0,0.0,0.0,0.0,0.0,0.0,60.0
822b8ffffffffff,391.0,0.0,0.0,0.0,0.0,0.0,63.0
822b97fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,700.0,0.0,0.0,0.0,0.0,0.0,65.0
822ba7fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,235.0,0.0,0.0,0.0,0.0,0.0,40.0
822bb7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
822c07fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,82.0,7.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,31.0,20.0,0.0,0.0,0.0,0.0,0.0
822c2ffffffffff,50.0,44.0,0.0,0.0,0.0,0.0,0.0
822c47fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822c4ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
822c57fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
822c5ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822caffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822cf7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,14.0,4.0,0.0,0.0,0.0,0.0,0.0
822daffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,57.0,19.0,0.0,8.0,0.0,0.0,0.0
822e0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822e67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822e77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822f5ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
82301ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823037fffffffff,5.0,0.0,0.0,0.0,0.0,3.0,0.0
823087fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,87.0,0.0,0.0,0.0,0.0,3.0,0.0
8230d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8230effffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823137fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823187fffffffff,8.0,0.0,0.0,0.0,6.0,0.0,0.0
82318ffffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
8231affffffffff,2.0,0.0,0.0,0.0,1.0,0.0,0.0
823427fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823467fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82346ffffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
82351ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823827fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82382ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,38.0,2.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,62.0,3.0,0.0,0.0,0.0,0.0,0.0
8238a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,728.0,481.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,144.0,99.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,191.0,45.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,71.0,2.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,127.0,19.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,142.0,51.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,94.0,10.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,54.0,10.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,49.0,5.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,315.0,46.0,0.0,0.0,0.0,0.0,0.0
82399ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,8.0,5.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,25.0,0.0,0.0,0.0,3.0,0.0,0.0
823c77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823c9ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,54.0,0.0,0.0,0.0,6.0,0.0,0.0
823cf7fffffffff,182.0,0.0,0.0,0.0,5.0,0.0,0.0
823d07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,75.0,8.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,35.0,1.0,0.0,0.0,0.0,11.0,0.0
823db7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
823e47fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
823e67fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
823e6ffffffffff,50.0,44.0,0.0,4.0,0.0,0.0,0.0
823f2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
824067fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
8240a7fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
82411ffffffffff,20.0,0.0,0.0,0.0,1.0,10.0,0.0
82414ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824167fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,6.0,0.0,0.0,0.0,0.0,3.0,0.0
8241a7fffffffff,142.0,0.0,0.0,0.0,0.0,71.0,0.0
8241b7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
824257fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,20.0,5.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,42.0,2.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8242e7fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82431ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
824367fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8243a7fffffffff,10.0,1.0,0.0,0.0,9.0,0.0,0.0
824417fffffffff,540.0,0.0,0.0,0.0,0.0,0.0,171.0
82441ffffffffff,140.0,0.0,0.0,0.0,0.0,0.0,22.0
824427fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
824437fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,5.0
824447fffffffff,472.0,0.0,0.0,0.0,0.0,0.0,7.0
82444ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,2.0
824457fffffffff,119.0,0.0,0.0,0.0,0.0,0.0,2.0
82445ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,1.0
824467fffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,154.0,0.0,0.0,0.0,0.0,0.0,10.0
824477fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,4.0
8244affffffffff,362.0,0.0,0.0,0.0,0.0,0.0,10.0
8244b7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,2.0
8244cffffffffff,135.0,0.0,0.0,0.0,0.0,0.0,48.0
8244d7fffffffff,145.0,0.0,0.0,0.0,0.0,0.0,10.0
8244dffffffffff,70.0,0.0,0.0,0.0,0.0,0.0,2.0
8244e7fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,2.0
8244effffffffff,20.0,0.0,0.0,0.0,0.0,0.0,2.0
8244f7fffffffff,323.0,0.0,0.0,0.0,0.0,0.0,143.0
824507fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,3.0
82450ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,4.0
824527fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,138.0,0.0,0.0,0.0,0.0,0.0,11.0
824537fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824557fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,36.0
824587fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82458ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
82459ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8245a7fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
8245b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8247a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82482ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82484ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
824857fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,241.0,0.0,0.0,0.0,0.0,0.0,22.0
824877fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,4.0
82488ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,7.0
824897fffffffff,93.0,0.0,0.0,0.0,0.0,0.0,13.0
82489ffffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
8248a7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
