cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
820887fffffffff,4.0,4.0,0.0,0.0
820897fffffffff,1.0,1.0,0.0,0.0
821187fffffffff,15.0,15.0,0.0,0.0
82118ffffffffff,10.0,10.0,0.0,0.0
8211affffffffff,42.0,42.0,0.0,0.0
82158ffffffffff,6.0,0.0,0.0,0.0
821827fffffffff,2.0,0.0,2.0,0.0
82182ffffffffff,4.0,0.0,2.0,0.0
82184ffffffffff,20.0,0.0,4.0,0.0
82185ffffffffff,28.0,0.0,6.0,0.0
821877fffffffff,3.0,0.0,0.0,0.0
821947fffffffff,21.0,0.0,6.0,0.0
82194ffffffffff,8.0,2.0,6.0,0.0
82195ffffffffff,6.0,0.0,0.0,0.0
82196ffffffffff,2.0,2.0,0.0,0.0
821e07fffffffff,11.0,2.0,3.0,0.0
821e0ffffffffff,8.0,1.0,4.0,0.0
821e17fffffffff,2.0,0.0,2.0,0.0
821e1ffffffffff,4.0,0.0,2.0,0.0
821e27fffffffff,2.0,0.0,2.0,0.0
821e2ffffffffff,1.0,0.0,1.0,0.0
821e37fffffffff,15.0,1.0,0.0,0.0
821e57fffffffff,3.0,0.0,3.0,0.0
821e5ffffffffff,8.0,0.0,8.0,0.0
821e6ffffffffff,1.0,0.0,0.0,0.0
821e87fffffffff,3.0,0.0,0.0,3.0
821ea7fffffffff,6.0,0.0,1.0,0.0
821ec7fffffffff,5.0,0.0,0.0,0.0
821ecffffffffff,1.0,0.0,0.0,0.0
821eeffffffffff,3.0,1.0,0.0,0.0
821f17fffffffff,5.0,5.0,0.0,0.0
821f27fffffffff,2.0,0.0,0.0,0.0
821f2ffffffffff,3.0,1.0,2.0,0.0
821f57fffffffff,3.0,3.0,0.0,0.0
821f77fffffffff,5.0,0.0,0.0,0.0
821f8ffffffffff,10.0,10.0,0.0,0.0
821fa7fffffffff,6.0,4.0,2.0,0.0
821faffffffffff,7.0,5.0,0.0,0.0
82255ffffffffff,1.0,0.0,0.0,0.0
822c0ffffffffff,2.0,0.0,0.0,2.0
822c1ffffffffff,1.0,0.0,0.0,1.0
822c2ffffffffff,1.0,0.0,0.0,1.0
822e1ffffffffff,2.0,0.0,0.0,0.0
822f5ffffffffff,9.0,0.0,0.0,0.0
82301ffffffffff,4.0,4.0,0.0,0.0
8230e7fffffffff,5.0,5.0,0.0,0.0
823127fffffffff,2.0,0.0,0.0,0.0
82316ffffffffff,4.0,0.0,2.0,0.0
823187fffffffff,5.0,0.0,0.0,0.0
82318ffffffffff,2.0,0.0,0.0,0.0
8231affffffffff,19.0,2.0,0.0,0.0
823907fffffffff,83.0,0.0,29.0,0.0
82390ffffffffff,10.0,0.0,3.0,1.0
823917fffffffff,23.0,0.0,8.0,0.0
82391ffffffffff,6.0,0.0,0.0,1.0
823927fffffffff,35.0,0.0,7.0,0.0
82392ffffffffff,20.0,0.0,2.0,0.0
823947fffffffff,11.0,0.0,0.0,0.0
823977fffffffff,66.0,0.0,0.0,0.0
823f6ffffffffff,2.0,0.0,0.0,0.0
82411ffffffffff,2.0,0.0,0.0,0.0
