cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
82311ffffffffff,2.0,0.0,0.0,0.0
823127fffffffff,10.0,0.0,0.0,0.0
82312ffffffffff,3.0,0.0,0.0,0.0
823157fffffffff,3.0,0.0,0.0,0.0
82316ffffffffff,38.0,4.0,0.0,0.0
823177fffffffff,2.0,0.0,0.0,0.0
823187fffffffff,459.0,24.0,0.0,0.0
82318ffffffffff,10.0,1.0,0.0,0.0
823197fffffffff,29.0,0.0,0.0,0.0
8231affffffffff,1200.0,48.0,0.0,0.0
823c07fffffffff,794.0,0.0,161.0,0.0
823c0ffffffffff,147.0,0.0,1.0,0.0
823c17fffffffff,163.0,0.0,10.0,0.0
823c1ffffffffff,391.0,0.0,0.0,0.0
823c37fffffffff,88.0,0.0,11.0,0.0
823c47fffffffff,18.0,0.0,0.0,0.0
823c57fffffffff,56.0,0.0,0.0,0.0
823c5ffffffffff,373.0,0.0,0.0,0.0
823c6ffffffffff,12.0,0.0,0.0,0.0
823c8ffffffffff,65.0,0.0,0.0,0.0
823cc7fffffffff,296.0,0.0,4.0,0.0
823ccffffffffff,11.0,0.0,0.0,0.0
823cd7fffffffff,9.0,0.0,0.0,0.0
823cdffffffffff,17.0,0.0,8.0,0.0
823ce7fffffffff,675.0,0.0,31.0,0.0
823ceffffffffff,317.0,0.0,2.0,0.0
823cf7fffffffff,34.0,0.0,0.0,0.0
823d17fffffffff,3648.0,0.0,0.0,0.0
823d1ffffffffff,587.0,0.0,0.0,0.0
823d37fffffffff,229.0,0.0,0.0,0.0
823daffffffffff,3378.0,0.0,0.0,0.0
824007fffffffff,2.0,0.0,0.0,0.0
82400ffffffffff,9.0,0.0,0.0,0.0
824017fffffffff,3.0,0.0,0.0,0.0
82401ffffffffff,14.0,0.0,0.0,0.0
824027fffffffff,2.0,0.0,0.0,0.0
824037fffffffff,3.0,0.0,0.0,0.0
824047fffffffff,3.0,0.0,0.0,0.0
82404ffffffffff,137.0,0.0,63.0,0.0
824057fffffffff,2.0,0.0,0.0,0.0
82405ffffffffff,5.0,0.0,1.0,0.0
824067fffffffff,8.0,0.0,1.0,0.0
824077fffffffff,3.0,0.0,0.0,0.0
82408ffffffffff,24.0,0.0,6.0,0.0
824097fffffffff,24.0,0.0,0.0,0.0
8240a7fffffffff,11.0,0.0,0.0,0.0
8240affffffffff,7.0,0.0,0.0,0.0
8240b7fffffffff,36.0,0.0,0.0,0.0
8240c7fffffffff,68.0,0.0,0.0,0.0
8240cffffffffff,1.0,0.0,0.0,0.0
8240d7fffffffff,7.0,0.0,0.0,0.0
8240dffffffffff,5.0,0.0,1.0,0.0
8240e7fffffffff,52.0,0.0,0.0,0.0
8240effffffffff,50.0,0.0,0.0,0.0
8240f7fffffffff,5.0,0.0,0.0,0.0
82411ffffffffff,10.0,0.0,0.0,0.0
824147fffffffff,1.0,0.0,0.0,0.0
82414ffffffffff,12.0,0.0,0.0,0.0
82415ffffffffff,3.0,0.0,0.0,0.0
82416ffffffffff,4.0,0.0,2.0,0.0
824187fffffffff,9.0,0.0,0.0,0.0
82418ffffffffff,1.0,0.0,0.0,0.0
824197fffffffff,48.0,0.0,0.0,0.0
8241affffffffff,2.0,0.0,0.0,0.0
8241b7fffffffff,7.0,0.0,1.0,0.0
824b87fffffffff,9.0,0.0,2.0,0.0
824ba7fffffffff,963.0,0.0,96.0,0.0
824bb7fffffffff,19.0,0.0,1.0,0.0
826417fffffffff,328.0,0.0,124.0,0.0
826487fffffffff,29.0,0.0,4.0,0.0
82648ffffffffff,14.0,0.0,2.0,0.0
826497fffffffff,27.0,0.0,4.0,0.0
82649ffffffffff,5.0,0.0,2.0,0.0
8264a7fffffffff,29.0,0.0,10.0,0.0
8264b7fffffffff,99.0,0.0,31.0,0.0
82652ffffffffff,2.0,0.0,0.0,2.0
826557fffffffff,42.0,0.0,0.0,35.0
826587fffffffff,11.0,0.0,0.0,0.0
82658ffffffffff,48.0,0.0,8.0,0.0
826597fffffffff,55.0,0.0,0.0,0.0
82659ffffffffff,35.0,0.0,7.0,0.0
8265b7fffffffff,136.0,0.0,39.0,0.0
