cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
820807fffffffff,3.0,0.0,0.0,0.0
820817fffffffff,4.0,0.0,0.0,0.0
82082ffffffffff,1.0,0.0,0.0,0.0
820887fffffffff,29.0,0.0,0.0,0.0
82088ffffffffff,20.0,0.0,0.0,0.0
82089ffffffffff,141.0,9.0,0.0,0.0
8208a7fffffffff,4.0,0.0,0.0,0.0
8208affffffffff,1.0,0.0,0.0,0.0
8208b7fffffffff,2.0,0.0,0.0,0.0
8208cffffffffff,3.0,0.0,0.0,0.0
8208d7fffffffff,5.0,0.0,0.0,0.0
8208effffffffff,1.0,0.0,0.0,0.0
820987fffffffff,2.0,0.0,0.0,0.0
82098ffffffffff,2.0,0.0,0.0,0.0
820997fffffffff,12.0,0.0,0.0,0.0
82099ffffffffff,2.0,0.0,0.0,0.0
820b97fffffffff,2.0,0.0,0.0,0.0
820bb7fffffffff,4.0,0.0,0.0,0.0
8210a7fffffffff,1.0,0.0,0.0,0.0
8210c7fffffffff,14.0,0.0,0.0,0.0
8210dffffffffff,6.0,0.0,0.0,0.0
8210f7fffffffff,4.0,0.0,0.0,0.0
821107fffffffff,27.0,2.0,0.0,0.0
821117fffffffff,25.0,0.0,0.0,0.0
821127fffffffff,49.0,2.0,0.0,0.0
82112ffffffffff,6.0,4.0,0.0,0.0
821137fffffffff,96.0,0.0,0.0,0.0
821187fffffffff,54.0,0.0,0.0,0.0
82118ffffffffff,55.0,0.0,0.0,0.0
821197fffffffff,2.0,0.0,0.0,0.0
82119ffffffffff,6.0,0.0,0.0,0.0
8211a7fffffffff,2.0,0.0,0.0,0.0
8211affffffffff,101.0,17.0,0.0,0.0
8211b7fffffffff,12.0,0.0,0.0,0.0
82148ffffffffff,21.0,0.0,0.0,0.0
82149ffffffffff,2.0,0.0,0.0,0.0
8214affffffffff,11.0,0.0,0.0,0.0
8214d7fffffffff,2.0,0.0,0.0,0.0
82158ffffffffff,1.0,0.0,0.0,0.0
82159ffffffffff,15.0,0.0,0.0,0.0
821867fffffffff,2.0,0.0,0.0,0.0
821e07fffffffff,405.0,3.0,0.0,0.0
821e0ffffffffff,150.0,0.0,0.0,0.0
821e17fffffffff,340.0,1.0,0.0,0.0
821e1ffffffffff,71.0,0.0,0.0,0.0
821e27fffffffff,112.0,0.0,0.0,0.0
821e2ffffffffff,78.0,0.0,0.0,0.0
821e37fffffffff,315.0,5.0,0.0,0.0
821e47fffffffff,37.0,0.0,0.0,0.0
821e4ffffffffff,17.0,0.0,0.0,0.0
821e57fffffffff,117.0,0.0,0.0,0.0
821e5ffffffffff,211.0,0.0,0.0,0.0
821e67fffffffff,94.0,0.0,0.0,0.0
821e6ffffffffff,87.0,0.0,0.0,0.0
821e77fffffffff,21.0,0.0,0.0,0.0
821ea7fffffffff,20.0,0.0,0.0,0.0
821eaffffffffff,32.0,0.0,0.0,0.0
821ec7fffffffff,354.0,0.0,0.0,0.0
821ecffffffffff,242.0,0.0,0.0,0.0
821ed7fffffffff,9.0,0.0,0.0,0.0
821edffffffffff,3.0,0.0,0.0,0.0
821ee7fffffffff,17.0,0.0,0.0,0.0
821eeffffffffff,79.0,0.0,0.0,0.0
821ef7fffffffff,24.0,0.0,0.0,0.0
821f17fffffffff,42.0,0.0,0.0,0.0
821f1ffffffffff,69.0,2.0,0.0,0.0
821f47fffffffff,33.0,0.0,0.0,0.0
821f4ffffffffff,15.0,0.0,0.0,0.0
821f57fffffffff,19.0,0.0,0.0,0.0
821f5ffffffffff,125.0,0.0,0.0,0.0
821f67fffffffff,44.0,4.0,0.0,0.0
821f6ffffffffff,10.0,0.0,0.0,0.0
821f77fffffffff,16.0,0.0,0.0,0.0
821f87fffffffff,72.0,1.0,0.0,0.0
821f8ffffffffff,256.0,38.0,0.0,0.0
821f97fffffffff,1.0,0.0,0.0,0.0
821f9ffffffffff,4.0,0.0,0.0,0.0
821fa7fffffffff,22.0,0.0,0.0,0.0
821faffffffffff,209.0,2.0,0.0,0.0
821fb7fffffffff,14.0,0.0,0.0,0.0
82204ffffffffff,28.0,0.0,0.0,0.0
82206ffffffffff,2.0,0.0,0.0,0.0
82209ffffffffff,3.0,0.0,0.0,0.0
822427fffffffff,5.0,0.0,0.0,0.0
822467fffffffff,10.0,0.0,0.0,0.0
82248ffffffffff,36.0,0.0,1.0,0.0
8224d7fffffffff,8.0,0.0,0.0,0.0
8224dffffffffff,4.0,0.0,0.0,0.0
822537fffffffff,2.0,0.0,0.0,0.0
822547fffffffff,15.0,0.0,0.0,0.0
822557fffffffff,2.0,0.0,0.0,0.0
82255ffffffffff,89.0,0.0,0.0,0.0
822577fffffffff,6.0,0.0,0.0,0.0
8225a7fffffffff,7.0,0.0,0.0,0.0
8225affffffffff,1.0,0.0,0.0,0.0
822c67fffffffff,31.0,0.0,0.0,0.0
822d07fffffffff,5.0,0.0,0.0,0.0
822d27fffffffff,2.0,0.0,0.0,0.0
822d37fffffffff,18.0,0.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0,0.0
822d67fffffffff,207.0,0.0,0.0,0.0
822d77fffffffff,2.0,0.0,0.0,0.0
822e17fffffffff,3.0,3.0,0.0,0.0
822e1ffffffffff,24.0,3.0,0.0,0.0
822e8ffffffffff,2.0,0.0,0.0,0.0
822eaffffffffff,36.0,14.0,0.0,0.0
822ec7fffffffff,2.0,0.0,0.0,0.0
822ecffffffffff,16.0,0.0,0.0,0.0
822ef7fffffffff,3.0,0.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0,0.0
823017fffffffff,2.0,0.0,0.0,0.0
82301ffffffffff,3.0,0.0,0.0,0.0
823027fffffffff,17.0,0.0,0.0,0.0
82302ffffffffff,3.0,0.0,0.0,0.0
823037fffffffff,60.0,29.0,0.0,0.0
823087fffffffff,38.0,0.0,0.0,0.0
823097fffffffff,54.0,0.0,0.0,0.0
82309ffffffffff,29.0,0.0,0.0,0.0
8230a7fffffffff,4.0,0.0,0.0,0.0
8230b7fffffffff,4.0,0.0,0.0,0.0
8230c7fffffffff,180.0,5.0,0.0,0.0
8230cffffffffff,4.0,0.0,0.0,0.0
8230e7fffffffff,682.0,15.0,0.0,0.0
8230effffffffff,15.0,0.0,0.0,0.0
8230f7fffffffff,6.0,0.0,0.0,0.0
82310ffffffffff,2.0,0.0,0.0,0.0
823117fffffffff,4.0,0.0,0.0,0.0
