cell_id,Piranga flava,Piranga flava [hepatica Group],Piranga flava [lutea Group],Piranga flava [flava Group]
8429b25ffffffff,4.0,0.0,0.0,0.0
8429b29ffffffff,3.0,0.0,0.0,0.0
8429b31ffffffff,4.0,0.0,0.0,0.0
8429b39ffffffff,2.0,0.0,0.0,0.0
8429b6bffffffff,25.0,10.0,0.0,0.0
842b1abffffffff,16.0,3.0,0.0,0.0
842b9b5ffffffff,93.0,2.0,0.0,0.0
8444465ffffffff,1.0,0.0,0.0,0.0
84446cbffffffff,18.0,0.0,0.0,0.0
84446e5ffffffff,1.0,0.0,0.0,0.0
84446edffffffff,2.0,0.0,0.0,0.0
844473bffffffff,3.0,0.0,0.0,0.0
8445059ffffffff,5.0,0.0,0.0,0.0
8445201ffffffff,3.0,0.0,0.0,0.0
8445209ffffffff,1.0,0.0,0.0,0.0
8445213ffffffff,3.0,0.0,0.0,0.0
8445233ffffffff,46.0,5.0,0.0,0.0
844523bffffffff,2.0,0.0,0.0,0.0
8445251ffffffff,2.0,0.0,0.0,0.0
844525bffffffff,2.0,0.0,0.0,0.0
844526bffffffff,1.0,0.0,0.0,0.0
84452adffffffff,2.0,0.0,0.0,0.0
84452e1ffffffff,6.0,0.0,0.0,0.0
84452e7ffffffff,6.0,0.0,0.0,0.0
84452e9ffffffff,2.0,0.0,0.0,0.0
844816bffffffff,2.0,0.0,0.0,0.0
84482e5ffffffff,1.0,0.0,0.0,0.0
8448337ffffffff,33.0,6.0,0.0,0.0
844836dffffffff,2.0,0.0,0.0,0.0
8448435ffffffff,4.0,0.0,0.0,0.0
84484a5ffffffff,1.0,0.0,0.0,0.0
8448599ffffffff,1.0,0.0,0.0,0.0
84485bbffffffff,1.0,0.0,0.0,0.0
84485d3ffffffff,1.0,1.0,0.0,0.0
84488b1ffffffff,1.0,0.0,0.0,0.0
844898dffffffff,20.0,0.0,0.0,0.0
84489c7ffffffff,3.0,0.0,0.0,0.0
8448a21ffffffff,4.0,2.0,0.0,0.0
8448ab7ffffffff,10.0,0.0,0.0,0.0
8448b15ffffffff,2.0,0.0,0.0,0.0
8448c13ffffffff,1.0,0.0,0.0,0.0
8448c19ffffffff,14.0,0.0,0.0,0.0
8448c1bffffffff,2.0,0.0,0.0,0.0
8448c27ffffffff,2.0,0.0,0.0,0.0
8448c59ffffffff,18.0,5.0,0.0,0.0
8448c5bffffffff,2.0,2.0,0.0,0.0
8448c61ffffffff,2.0,0.0,0.0,0.0
8448c65ffffffff,3.0,0.0,0.0,0.0
8448c69ffffffff,2.0,0.0,0.0,0.0
8448c6dffffffff,4.0,2.0,0.0,0.0
8448c99ffffffff,2.0,2.0,0.0,0.0
8448cd9ffffffff,62.0,22.0,0.0,0.0
8448d0dffffffff,4.0,0.0,0.0,0.0
8448d4bffffffff,2.0,2.0,0.0,0.0
8448d83ffffffff,2.0,0.0,0.0,0.0
8448da1ffffffff,2.0,0.0,0.0,0.0
8448da5ffffffff,4.0,0.0,0.0,0.0
8448db5ffffffff,1.0,0.0,0.0,0.0
8448e33ffffffff,1.0,0.0,0.0,0.0
8448e37ffffffff,8.0,2.0,0.0,0.0
8448e85ffffffff,25.0,2.0,0.0,0.0
8448e8dffffffff,263.0,14.0,0.0,0.0
8448e99ffffffff,3.0,0.0,0.0,0.0
8448eabffffffff,3.0,0.0,0.0,0.0
8448eadffffffff,7.0,0.0,0.0,0.0
8448eb1ffffffff,3.0,3.0,0.0,0.0
8448eb3ffffffff,7.0,0.0,0.0,0.0
8448eb5ffffffff,2.0,0.0,0.0,0.0
8448eb7ffffffff,3.0,0.0,0.0,0.0
8448ec5ffffffff,1.0,0.0,0.0,0.0
8448ec7ffffffff,49.0,6.0,0.0,0.0
8448ee1ffffffff,55.0,0.0,0.0,0.0
8448ee3ffffffff,11.0,0.0,0.0,0.0
8448ee9ffffffff,79.0,7.0,0.0,0.0
8448eebffffffff,67.0,7.0,0.0,0.0
8448f21ffffffff,23.0,0.0,0.0,0.0
8448f25ffffffff,16.0,0.0,0.0,0.0
8448f37ffffffff,4.0,0.0,0.0,0.0
8448f51ffffffff,2.0,0.0,0.0,0.0
8448f65ffffffff,2.0,0.0,0.0,0.0
8448f67ffffffff,2.0,0.0,0.0,0.0
8449807ffffffff,5.0,0.0,0.0,0.0
8449827ffffffff,10.0,0.0,0.0,0.0
844982bffffffff,2.0,0.0,0.0,0.0
8449865ffffffff,2.0,2.0,0.0,0.0
844988dffffffff,2.0,0.0,0.0,0.0
8449903ffffffff,1.0,0.0,0.0,0.0
844994bffffffff,16.0,0.0,0.0,0.0
8449959ffffffff,5.0,5.0,0.0,0.0
8449981ffffffff,1.0,1.0,0.0,0.0
8449987ffffffff,1.0,1.0,0.0,0.0
8449a23ffffffff,4.0,0.0,0.0,0.0
8449a27ffffffff,4.0,4.0,0.0,0.0
8449a85ffffffff,4.0,2.0,0.0,0.0
8449b33ffffffff,2.0,2.0,0.0,0.0
8449b3bffffffff,8.0,0.0,0.0,0.0
8449b57ffffffff,2.0,0.0,0.0,0.0
845f035ffffffff,2.0,0.0,2.0,0.0
845f483ffffffff,4.0,0.0,1.0,0.0
8466115ffffffff,2.0,0.0,0.0,0.0
8466129ffffffff,14.0,0.0,2.0,0.0
8466131ffffffff,4.0,0.0,0.0,0.0
8466139ffffffff,2.0,0.0,0.0,0.0
8466163ffffffff,10.0,0.0,3.0,0.0
8466165ffffffff,23.0,0.0,3.0,0.0
8466167ffffffff,6.0,0.0,0.0,0.0
8466183ffffffff,4.0,0.0,2.0,0.0
8466195ffffffff,11.0,0.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0,0.0
84661b9ffffffff,8.0,0.0,4.0,0.0
84661bbffffffff,3.0,0.0,0.0,0.0
8466a01ffffffff,9.0,0.0,0.0,0.0
8466a05ffffffff,7.0,0.0,0.0,0.0
8466a0bffffffff,2.0,0.0,0.0,0.0
8466a33ffffffff,3.0,0.0,0.0,0.0
8466a51ffffffff,1.0,0.0,0.0,0.0
8466a57ffffffff,6.0,0.0,0.0,0.0
8466a59ffffffff,4.0,0.0,0.0,0.0
8466a5bffffffff,72.0,0.0,0.0,0.0
8466aedffffffff,1.0,0.0,0.0,0.0
8466b4dffffffff,2.0,0.0,2.0,0.0
8466b53ffffffff,4.0,0.0,0.0,0.0
8466b5bffffffff,2.0,0.0,0.0,0.0
8466c29ffffffff,5.0,0.0,0.0,0.0
8466d23ffffffff,1.0,0.0,0.0,0.0
8466d25ffffffff,1.0,0.0,0.0,0.0
8466d53ffffffff,12.0,0.0,0.0,0.0
8466d57ffffffff,4.0,0.0,0.0,0.0
8466e03ffffffff,2.0,0.0,0.0,0.0
8466e59ffffffff,2.0,0.0,0.0,0.0
8466e65ffffffff,1.0,0.0,0.0,0.0
8466e6dffffffff,6.0,0.0,0.0,0.0
8466f03ffffffff,1.0,0.0,0.0,0.0
8466f1dffffffff,5.0,0.0,4.0,0.0
8467413ffffffff,20.0,0.0,2.0,0.0
8467417ffffffff,2.0,0.0,2.0,0.0
846743bffffffff,2.0,0.0,2.0,0.0
846758dffffffff,6.0,0.0,2.0,0.0
84675a5ffffffff,9.0,0.0,9.0,0.0
84675e3ffffffff,2.0,0.0,0.0,0.0
846790dffffffff,37.0,0.0,0.0,0.0
8467921ffffffff,3.0,0.0,0.0,0.0
8467949ffffffff,10.0,0.0,0.0,0.0
846794bffffffff,10.0,0.0,0.0,0.0
846795dffffffff,2.0,0.0,0.0,0.0
8467b27ffffffff,21.0,0.0,0.0,0.0
846d23bffffffff,2.0,2.0,0.0,0.0
846d281ffffffff,4.0,4.0,0.0,0.0
846d2b9ffffffff,2.0,0.0,0.0,0.0
846d2d7ffffffff,38.0,0.0,0.0,0.0
846d2e9ffffffff,1.0,0.0,0.0,0.0
846d319ffffffff,4.0,0.0,0.0,0.0
846d32bffffffff,5.0,5.0,0.0,0.0
846d335ffffffff,1.0,0.0,0.0,0.0
846d603ffffffff,5.0,0.0,0.0,0.0
846d609ffffffff,2.0,0.0,0.0,0.0
846d665ffffffff,3.0,0.0,0.0,0.0
846d68bffffffff,1.0,0.0,1.0,0.0
846d69dffffffff,27.0,0.0,25.0,0.0
8481513ffffffff,3.0,0.0,0.0,3.0
848b203ffffffff,1.0,0.0,1.0,0.0
848b20bffffffff,4.0,0.0,0.0,4.0
848b251ffffffff,2.0,0.0,0.0,2.0
848b259ffffffff,2.0,0.0,0.0,2.0
848b293ffffffff,1.0,0.0,0.0,0.0
848b6edffffffff,2.0,0.0,0.0,0.0
848e629ffffffff,7.0,0.0,0.0,0.0
848e665ffffffff,5.0,0.0,0.0,0.0
848e75bffffffff,3.0,0.0,0.0,0.0
848f4b3ffffffff,5.0,0.0,0.0,0.0
848f5b1ffffffff,11.0,0.0,0.0,0.0
848f5b3ffffffff,6.0,0.0,0.0,0.0
848f5b7ffffffff,7.0,0.0,0.0,0.0
848f5cdffffffff,2.0,0.0,2.0,0.0
848f729ffffffff,5.0,0.0,2.0,0.0
848f745ffffffff,2.0,0.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0,0.0
848f76bffffffff,2.0,0.0,0.0,0.0
84a9515ffffffff,6.0,0.0,0.0,0.0
84a953bffffffff,5.0,0.0,0.0,0.0
84a95edffffffff,2.0,0.0,0.0,0.0
84a9613ffffffff,28.0,0.0,0.0,0.0
84a9619ffffffff,3.0,0.0,0.0,0.0
84a96c5ffffffff,1.0,0.0,0.0,0.0
84b2499ffffffff,4.0,0.0,0.0,0.0
84b249bffffffff,2.0,0.0,0.0,0.0
84b24d3ffffffff,50.0,0.0,0.0,0.0
84b24dbffffffff,2.0,0.0,0.0,0.0
84b25cdffffffff,1.0,0.0,0.0,1.0
84b2613ffffffff,5.0,0.0,0.0,0.0
84b2691ffffffff,7.0,0.0,0.0,0.0
84b269dffffffff,2.0,0.0,0.0,0.0
84b26b9ffffffff,2.0,0.0,0.0,0.0
84b26bdffffffff,1.0,0.0,0.0,0.0
84b26d1ffffffff,7.0,0.0,0.0,0.0
84b26d5ffffffff,2.0,0.0,0.0,0.0
84b26d7ffffffff,28.0,0.0,0.0,0.0
84b26ddffffffff,4.0,0.0,0.0,0.0
84b2e91ffffffff,2.0,0.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0,0.0
84b35c7ffffffff,1.0,0.0,0.0,1.0
84b35e3ffffffff,2.0,0.0,0.0,2.0
84b35e9ffffffff,1.0,0.0,0.0,1.0
84b3629ffffffff,5.0,0.0,0.0,5.0
84c2c17ffffffff,1.0,0.0,0.0,1.0
84c2c97ffffffff,2.0,0.0,0.0,0.0
84c2cd3ffffffff,4.0,0.0,0.0,0.0
84c2ce1ffffffff,1.0,0.0,0.0,1.0
84c2d6bffffffff,2.0,0.0,0.0,2.0
84c2ebbffffffff,3.0,0.0,0.0,0.0
84c2f11ffffffff,4.0,0.0,0.0,4.0
84c2f31ffffffff,2.0,0.0,0.0,0.0
