cell_id,Vireo bellii,Vireo bellii bellii/medius,Vireo bellii arizonae,Vireo bellii pusillus
832662fffffffff,18.0,4.0,0.0,0.0
832664fffffffff,155.0,26.0,0.0,0.0
832665fffffffff,3.0,0.0,0.0,0.0
832666fffffffff,37.0,3.0,0.0,0.0
832668fffffffff,39.0,4.0,0.0,0.0
83266afffffffff,13.0,0.0,0.0,0.0
83266bfffffffff,22.0,0.0,0.0,0.0
83266efffffffff,7.0,0.0,0.0,0.0
832670fffffffff,15.0,0.0,0.0,0.0
832671fffffffff,5.0,0.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0,0.0
832676fffffffff,2.0,0.0,0.0,0.0
832685fffffffff,12.0,4.0,0.0,0.0
832688fffffffff,37.0,0.0,0.0,0.0
83268cfffffffff,1.0,1.0,0.0,0.0
83268dfffffffff,9.0,3.0,0.0,0.0
83269afffffffff,2.0,0.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0
8326a5fffffffff,4.0,0.0,0.0,0.0
8326a8fffffffff,66.0,41.0,0.0,0.0
8326a9fffffffff,18.0,7.0,0.0,0.0
8326abfffffffff,9.0,2.0,0.0,0.0
8326adfffffffff,2.0,2.0,0.0,0.0
8326aefffffffff,2.0,0.0,0.0,0.0
8326c1fffffffff,4.0,0.0,0.0,0.0
8326c2fffffffff,7.0,0.0,0.0,0.0
8326c4fffffffff,2.0,0.0,0.0,0.0
8326c5fffffffff,2.0,2.0,0.0,0.0
8326c6fffffffff,4.0,2.0,0.0,0.0
8326c8fffffffff,17.0,0.0,0.0,0.0
8326cafffffffff,30.0,0.0,0.0,0.0
8326cbfffffffff,28.0,0.0,0.0,0.0
8326d1fffffffff,3.0,0.0,0.0,0.0
8326d2fffffffff,6.0,2.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0,0.0
8326dafffffffff,7.0,0.0,0.0,0.0
8326dcfffffffff,7.0,0.0,0.0,0.0
8326defffffffff,62.0,0.0,0.0,0.0
8326e2fffffffff,9.0,6.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0,0.0
8326e5fffffffff,8.0,2.0,0.0,0.0
8326e6fffffffff,5.0,3.0,0.0,0.0
8326e8fffffffff,2.0,0.0,0.0,0.0
8326e9fffffffff,17.0,0.0,0.0,0.0
8326ecfffffffff,33.0,0.0,0.0,0.0
8326edfffffffff,6.0,0.0,0.0,0.0
8326f1fffffffff,1.0,0.0,0.0,0.0
8326f2fffffffff,21.0,4.0,0.0,0.0
8326f3fffffffff,2.0,0.0,0.0,0.0
83270bfffffffff,2.0,0.0,0.0,0.0
832740fffffffff,9.0,0.0,0.0,0.0
832743fffffffff,4.0,0.0,0.0,0.0
832744fffffffff,4.0,0.0,0.0,0.0
832749fffffffff,24.0,2.0,0.0,0.0
83274afffffffff,78.0,1.0,0.0,0.0
83274bfffffffff,5.0,0.0,0.0,0.0
83274dfffffffff,2.0,0.0,0.0,0.0
832752fffffffff,15.0,0.0,0.0,0.0
832753fffffffff,8.0,0.0,0.0,0.0
832758fffffffff,302.0,6.0,0.0,0.0
832759fffffffff,59.0,1.0,0.0,0.0
83275afffffffff,33.0,0.0,0.0,0.0
83275bfffffffff,18.0,3.0,0.0,0.0
83275cfffffffff,33.0,3.0,0.0,0.0
83275dfffffffff,35.0,0.0,0.0,0.0
83275efffffffff,7.0,0.0,0.0,0.0
832788fffffffff,2.0,0.0,0.0,0.0
832802fffffffff,5.0,1.0,0.0,0.0
832830fffffffff,30.0,0.0,0.0,12.0
832831fffffffff,5.0,2.0,0.0,0.0
832832fffffffff,16.0,0.0,0.0,11.0
832834fffffffff,72.0,30.0,0.0,2.0
832835fffffffff,12.0,12.0,0.0,0.0
832836fffffffff,10.0,0.0,0.0,7.0
832888fffffffff,1.0,0.0,0.0,0.0
8328d1fffffffff,38.0,14.0,0.0,0.0
832912fffffffff,7.0,0.0,0.0,3.0
832913fffffffff,3.0,0.0,0.0,0.0
83291afffffffff,5.0,0.0,0.0,0.0
832980fffffffff,8.0,0.0,0.0,0.0
832981fffffffff,6.0,0.0,0.0,0.0
832984fffffffff,193.0,0.0,0.0,0.0
832985fffffffff,11.0,0.0,0.0,0.0
832986fffffffff,32.0,0.0,4.0,0.0
83298cfffffffff,9.0,0.0,0.0,0.0
83298efffffffff,1.0,0.0,0.0,0.0
832994fffffffff,9.0,0.0,0.0,0.0
832995fffffffff,10.0,0.0,0.0,0.0
832996fffffffff,4.0,0.0,0.0,0.0
8329a0fffffffff,365.0,0.0,0.0,159.0
8329a1fffffffff,48.0,0.0,0.0,31.0
8329a2fffffffff,2.0,0.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0,0.0
8329a4fffffffff,67.0,5.0,0.0,19.0
8329a5fffffffff,25.0,2.0,0.0,5.0
8329a6fffffffff,122.0,0.0,0.0,71.0
8329a8fffffffff,12.0,0.0,0.0,0.0
8329a9fffffffff,2.0,0.0,0.0,0.0
8329aafffffffff,5.0,0.0,0.0,0.0
8329acfffffffff,6.0,0.0,0.0,3.0
8329adfffffffff,10.0,0.0,0.0,1.0
8329aefffffffff,52.0,0.0,0.0,3.0
8329b0fffffffff,10.0,0.0,2.0,0.0
8329b1fffffffff,14.0,0.0,0.0,0.0
8329b2fffffffff,6.0,0.0,0.0,0.0
8329b5fffffffff,28.0,3.0,3.0,0.0
8329b6fffffffff,57.0,3.0,24.0,0.0
832a06fffffffff,1.0,0.0,0.0,0.0
832a10fffffffff,5.0,0.0,0.0,0.0
832a12fffffffff,1.0,0.0,0.0,0.0
832a14fffffffff,30.0,9.0,0.0,0.0
832a15fffffffff,1.0,0.0,0.0,0.0
832a30fffffffff,13.0,2.0,0.0,0.0
832a31fffffffff,74.0,10.0,0.0,0.0
832a33fffffffff,28.0,15.0,0.0,0.0
832a34fffffffff,6.0,2.0,0.0,0.0
832a8afffffffff,29.0,9.0,0.0,0.0
832a90fffffffff,268.0,30.0,0.0,0.0
832a91fffffffff,19.0,3.0,0.0,0.0
832a93fffffffff,69.0,2.0,0.0,0.0
832a94fffffffff,50.0,0.0,0.0,0.0
832a95fffffffff,54.0,5.0,0.0,0.0
832a96fffffffff,4.0,0.0,0.0,0.0
832a9afffffffff,2.0,0.0,0.0,0.0
832aa8fffffffff,6.0,4.0,0.0,0.0
832aacfffffffff,2.0,1.0,0.0,0.0
832aadfffffffff,74.0,12.0,0.0,0.0
832ab2fffffffff,117.0,5.0,0.0,0.0
832ab3fffffffff,6.0,0.0,0.0,0.0
832ab4fffffffff,2.0,0.0,0.0,0.0
832ab5fffffffff,4.0,4.0,0.0,0.0
832b01fffffffff,19.0,0.0,0.0,0.0
832b0efffffffff,1.0,1.0,0.0,0.0
832b8dfffffffff,17.0,5.0,0.0,0.0
832b9bfffffffff,5.0,0.0,0.0,0.0
834412fffffffff,9.0,2.0,0.0,0.0
834413fffffffff,28.0,0.0,0.0,0.0
834416fffffffff,8.0,0.0,0.0,0.0
83441afffffffff,22.0,6.0,0.0,0.0
83441efffffffff,50.0,5.0,0.0,0.0
834440fffffffff,5.0,0.0,0.0,0.0
834443fffffffff,2.0,1.0,0.0,0.0
834444fffffffff,3.0,0.0,0.0,0.0
834445fffffffff,13.0,0.0,0.0,0.0
834446fffffffff,6.0,0.0,0.0,0.0
834449fffffffff,2.0,0.0,0.0,0.0
83444cfffffffff,18.0,0.0,0.0,0.0
83444dfffffffff,1.0,0.0,0.0,0.0
83444efffffffff,5.0,0.0,0.0,0.0
834450fffffffff,50.0,3.0,0.0,0.0
834455fffffffff,4.0,0.0,0.0,0.0
834456fffffffff,2.0,0.0,0.0,0.0
83445cfffffffff,2.0,0.0,0.0,0.0
834463fffffffff,4.0,0.0,0.0,0.0
834469fffffffff,1.0,0.0,0.0,0.0
83446bfffffffff,5.0,5.0,0.0,0.0
83446cfffffffff,24.0,0.0,0.0,0.0
83446dfffffffff,23.0,3.0,0.0,0.0
83446efffffffff,22.0,0.0,0.0,0.0
834473fffffffff,94.0,0.0,0.0,0.0
8344a1fffffffff,86.0,8.0,0.0,0.0
8344a3fffffffff,2.0,0.0,0.0,0.0
8344a5fffffffff,29.0,8.0,0.0,0.0
8344a9fffffffff,31.0,0.0,0.0,0.0
8344abfffffffff,3.0,0.0,0.0,0.0
8344acfffffffff,7.0,2.0,0.0,0.0
8344aefffffffff,29.0,0.0,0.0,0.0
8344c3fffffffff,18.0,10.0,0.0,0.0
8344d0fffffffff,3.0,2.0,0.0,0.0
8344d9fffffffff,10.0,0.0,0.0,0.0
8344e0fffffffff,57.0,5.0,0.0,0.0
8344e5fffffffff,2.0,0.0,0.0,0.0
8344ecfffffffff,1.0,0.0,0.0,0.0
8344f3fffffffff,1.0,1.0,0.0,0.0
8344f4fffffffff,5.0,0.0,0.0,0.0
834522fffffffff,2.0,0.0,0.0,0.0
834526fffffffff,5.0,0.0,0.0,0.0
83452efffffffff,1.0,1.0,0.0,0.0
834805fffffffff,11.0,0.0,0.0,6.0
83480afffffffff,3.0,0.0,3.0,0.0
834812fffffffff,4.0,0.0,0.0,0.0
834823fffffffff,11.0,0.0,2.0,5.0
83482afffffffff,2.0,0.0,0.0,0.0
83482efffffffff,5.0,0.0,2.0,1.0
834836fffffffff,5.0,0.0,0.0,0.0
834842fffffffff,2.0,0.0,0.0,2.0
834843fffffffff,2.0,0.0,0.0,0.0
834846fffffffff,3.0,0.0,0.0,1.0
83484afffffffff,12.0,1.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0,0.0
834859fffffffff,1.0,0.0,0.0,0.0
83485afffffffff,2.0,0.0,2.0,0.0
83485bfffffffff,53.0,0.0,3.0,0.0
83485dfffffffff,4.0,0.0,0.0,0.0
834871fffffffff,6.0,3.0,0.0,0.0
834872fffffffff,4.0,0.0,0.0,0.0
834873fffffffff,16.0,3.0,0.0,0.0
834880fffffffff,3.0,0.0,0.0,0.0
834881fffffffff,2.0,0.0,0.0,0.0
834882fffffffff,3.0,0.0,0.0,0.0
834883fffffffff,29.0,7.0,0.0,0.0
834885fffffffff,1.0,0.0,0.0,0.0
834886fffffffff,4.0,0.0,0.0,0.0
834888fffffffff,14.0,0.0,0.0,0.0
83488afffffffff,6.0,0.0,0.0,0.0
83488dfffffffff,5.0,1.0,0.0,0.0
83488efffffffff,7.0,0.0,0.0,0.0
834890fffffffff,5.0,0.0,0.0,0.0
834891fffffffff,8.0,0.0,0.0,0.0
834892fffffffff,5.0,0.0,0.0,0.0
834893fffffffff,3.0,0.0,0.0,0.0
834895fffffffff,61.0,3.0,0.0,0.0
834898fffffffff,18.0,0.0,0.0,0.0
834899fffffffff,3.0,0.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0,0.0
83489bfffffffff,2.0,0.0,0.0,0.0
83489cfffffffff,18.0,0.0,0.0,0.0
83489dfffffffff,27.0,3.0,0.0,0.0
83489efffffffff,9.0,2.0,0.0,0.0
8348a2fffffffff,5.0,0.0,0.0,0.0
8348abfffffffff,69.0,0.0,2.0,0.0
8348aefffffffff,2.0,0.0,0.0,0.0
8348b1fffffffff,23.0,2.0,0.0,0.0
8348b2fffffffff,34.0,7.0,0.0,0.0
8348b3fffffffff,44.0,0.0,0.0,0.0
8348c0fffffffff,10.0,0.0,0.0,0.0
8348c1fffffffff,33.0,0.0,5.0,0.0
8348c2fffffffff,2.0,0.0,0.0,0.0
8348c3fffffffff,51.0,0.0,0.0,0.0
8348c5fffffffff,33.0,0.0,7.0,0.0
8348c6fffffffff,1.0,0.0,0.0,0.0
8348cdfffffffff,2.0,0.0,0.0,0.0
8348cefffffffff,4.0,0.0,0.0,0.0
8348d1fffffffff,2.0,0.0,0.0,0.0
8348d2fffffffff,6.0,0.0,0.0,0.0
8348d3fffffffff,1.0,1.0,0.0,0.0
8348d4fffffffff,7.0,0.0,0.0,0.0
8348d8fffffffff,17.0,0.0,0.0,0.0
8348dcfffffffff,4.0,0.0,0.0,0.0
8348defffffffff,8.0,0.0,0.0,0.0
8348e3fffffffff,31.0,0.0,7.0,0.0
8348e8fffffffff,154.0,2.0,94.0,0.0
8348e9fffffffff,3.0,0.0,0.0,0.0
8348eafffffffff,39.0,0.0,10.0,0.0
8348ebfffffffff,81.0,0.0,3.0,0.0
8348ecfffffffff,203.0,0.0,172.0,0.0
8348eefffffffff,119.0,0.0,101.0,0.0
8348f2fffffffff,7.0,0.0,0.0,0.0
8348f6fffffffff,5.0,0.0,0.0,0.0
834982fffffffff,8.0,0.0,0.0,0.0
834986fffffffff,9.0,0.0,0.0,0.0
834988fffffffff,3.0,0.0,0.0,0.0
834990fffffffff,3.0,0.0,0.0,0.0
834994fffffffff,8.0,0.0,0.0,0.0
834995fffffffff,30.0,8.0,0.0,0.0
834996fffffffff,9.0,0.0,0.0,0.0
83499cfffffffff,1.0,0.0,0.0,0.0
8349a2fffffffff,14.0,14.0,0.0,0.0
8349a3fffffffff,2.0,2.0,0.0,0.0
8349a8fffffffff,5.0,4.0,0.0,0.0
8349a9fffffffff,7.0,7.0,0.0,0.0
8349abfffffffff,2.0,0.0,0.0,0.0
8349adfffffffff,2.0,2.0,0.0,0.0
8349b2fffffffff,2.0,0.0,0.0,0.0
8349b3fffffffff,6.0,4.0,0.0,0.0
836d04fffffffff,5.0,0.0,0.0,0.0
836d05fffffffff,3.0,3.0,0.0,0.0
836d15fffffffff,12.0,3.0,0.0,0.0
836d29fffffffff,9.0,3.0,0.0,0.0
836d2afffffffff,14.0,0.0,0.0,0.0
836d2bfffffffff,31.0,0.0,0.0,0.0
836d2dfffffffff,7.0,0.0,0.0,0.0
836d30fffffffff,16.0,1.0,0.0,0.0
836d32fffffffff,11.0,0.0,0.0,0.0
836d33fffffffff,1.0,0.0,0.0,0.0
836d34fffffffff,4.0,0.0,0.0,0.0
836d35fffffffff,6.0,0.0,0.0,0.0
836d36fffffffff,2.0,0.0,0.0,0.0
836d60fffffffff,4.0,2.0,0.0,0.0
836d64fffffffff,5.0,2.0,0.0,0.0
836d66fffffffff,1.0,0.0,0.0,0.0
836d74fffffffff,3.0,0.0,0.0,0.0
836d76fffffffff,7.0,0.0,0.0,0.0
