cell_id,Cyclarhis gujanensis,Cyclarhis gujanensis [gujanensis Group],Cyclarhis gujanensis insularis,Cyclarhis gujanensis [virenticeps Group],Cyclarhis gujanensis viridis/cearensis,Cyclarhis gujanensis ochrocephala
835f36fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f40fffffffff,71.0,2.0,0.0,0.0,0.0,0.0
835f41fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
835f42fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
835f43fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
835f45fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f46fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
835f48fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
835f49fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
835f4afffffffff,90.0,0.0,0.0,0.0,0.0,0.0
835f4bfffffffff,91.0,0.0,0.0,0.0,0.0,0.0
835f4efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
835f58fffffffff,1629.0,0.0,0.0,0.0,0.0,0.0
835f59fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
835f5bfffffffff,126.0,0.0,0.0,0.0,0.0,0.0
835f5dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
835f66fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
835f68fffffffff,62.0,0.0,0.0,0.0,0.0,0.0
835f70fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
835f71fffffffff,86.0,0.0,0.0,0.0,0.0,0.0
835f75fffffffff,86.0,0.0,0.0,0.0,0.0,0.0
836600fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836601fffffffff,17.0,2.0,0.0,0.0,0.0,0.0
836602fffffffff,160.0,0.0,0.0,0.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836604fffffffff,67.0,0.0,0.0,0.0,0.0,0.0
836605fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836606fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
836608fffffffff,1255.0,13.0,0.0,0.0,0.0,0.0
836609fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83660afffffffff,60.0,0.0,0.0,0.0,0.0,0.0
83660bfffffffff,177.0,0.0,0.0,0.0,0.0,0.0
83660cfffffffff,89.0,0.0,0.0,0.0,0.0,0.0
83660dfffffffff,56.0,0.0,0.0,0.0,0.0,0.0
83660efffffffff,52.0,0.0,0.0,0.0,0.0,0.0
836610fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836612fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836613fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
836616fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
836618fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,431.0,0.0,0.0,0.0,0.0,0.0
83661bfffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83661cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83661dfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83661efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
836620fffffffff,351.0,0.0,0.0,0.0,0.0,0.0
836621fffffffff,228.0,0.0,0.0,0.0,0.0,0.0
836622fffffffff,396.0,0.0,0.0,0.0,0.0,0.0
836623fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
836625fffffffff,74.0,0.0,0.0,0.0,0.0,0.0
836629fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
83662afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83662bfffffffff,63.0,0.0,0.0,0.0,0.0,0.0
83662cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83662dfffffffff,73.0,0.0,0.0,0.0,0.0,0.0
83662efffffffff,20.0,0.0,0.0,0.0,0.0,0.0
836631fffffffff,334.0,0.0,0.0,0.0,0.0,0.0
836640fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836641fffffffff,289.0,3.0,0.0,0.0,0.0,0.0
836642fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836644fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
836645fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
836646fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836648fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
836650fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
836652fffffffff,299.0,0.0,0.0,0.0,0.0,0.0
836654fffffffff,148.0,0.0,0.0,0.0,0.0,0.0
836656fffffffff,275.0,0.0,0.0,0.0,0.0,0.0
83665afffffffff,333.0,0.0,0.0,0.0,0.0,0.0
83665bfffffffff,135.0,0.0,0.0,0.0,0.0,0.0
83665efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836660fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836662fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836663fffffffff,123.0,0.0,0.0,0.0,0.0,0.0
836664fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
836666fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836670fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
836671fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836672fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
836673fffffffff,67.0,0.0,0.0,0.0,0.0,0.0
836674fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
836675fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
836676fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
836684fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8366a0fffffffff,266.0,14.0,0.0,0.0,0.0,0.0
8366a1fffffffff,715.0,127.0,0.0,0.0,0.0,0.0
8366a2fffffffff,28.0,2.0,0.0,0.0,0.0,0.0
8366a3fffffffff,211.0,28.0,0.0,0.0,0.0,0.0
8366a5fffffffff,119.0,0.0,0.0,0.0,0.0,0.0
8366aefffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,3543.0,0.0,0.0,0.0,0.0,0.0
8366b5fffffffff,2155.0,67.0,0.0,0.0,0.0,0.0
8366b6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8366c0fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
8366c2fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8366c4fffffffff,558.0,5.0,0.0,0.0,0.0,0.0
8366c6fffffffff,334.0,0.0,0.0,0.0,0.0,0.0
8366cefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366d0fffffffff,45.0,0.0,0.0,2.0,0.0,0.0
8366d1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8366d2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8366d3fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
8366dafffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8366e0fffffffff,1377.0,7.0,0.0,0.0,0.0,0.0
8366e1fffffffff,179.0,0.0,0.0,0.0,0.0,0.0
8366e2fffffffff,256.0,0.0,0.0,0.0,0.0,0.0
8366e3fffffffff,87.0,0.0,0.0,0.0,0.0,0.0
8366e4fffffffff,1257.0,16.0,0.0,0.0,0.0,0.0
8366e5fffffffff,1947.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,1920.0,13.0,0.0,0.0,0.0,0.0
8366eafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366ecfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8366eefffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8366f5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
836741fffffffff,1848.0,7.0,0.0,0.0,0.0,0.0
836742fffffffff,132.0,0.0,0.0,0.0,0.0,0.0
836743fffffffff,657.0,28.0,0.0,0.0,0.0,0.0
836748fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83674afffffffff,43.0,8.0,0.0,0.0,0.0,0.0
83674cfffffffff,1420.0,36.0,0.0,0.0,0.0,0.0
83674dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83674efffffffff,397.0,3.0,0.0,0.0,0.0,0.0
836751fffffffff,124.0,0.0,0.0,0.0,0.0,0.0
836752fffffffff,36.0,2.0,0.0,0.0,0.0,0.0
836753fffffffff,253.0,0.0,0.0,0.0,0.0,0.0
836755fffffffff,70.0,0.0,0.0,0.0,0.0,0.0
836756fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
836758fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
836759fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83675afffffffff,71.0,0.0,0.0,0.0,0.0,0.0
83675bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83675cfffffffff,276.0,0.0,0.0,0.0,0.0,0.0
83675dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83675efffffffff,121.0,0.0,0.0,0.0,0.0,0.0
83676bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836790fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836792fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
836793fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836794fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
836796fffffffff,109.0,0.0,0.0,0.0,0.0,0.0
83679afffffffff,15.0,0.0,0.0,0.0,0.0,0.0
836d04fffffffff,86.0,15.0,0.0,0.0,0.0,0.0
836d05fffffffff,478.0,191.0,0.0,0.0,0.0,0.0
836d20fffffffff,30.0,3.0,0.0,0.0,0.0,0.0
836d21fffffffff,65.0,11.0,0.0,0.0,0.0,0.0
836d22fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
836d23fffffffff,780.0,160.0,0.0,0.0,0.0,0.0
836d24fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
836d25fffffffff,47.0,4.0,0.0,0.0,0.0,0.0
836d28fffffffff,1605.0,73.0,0.0,0.0,0.0,0.0
836d29fffffffff,1502.0,175.0,0.0,0.0,0.0,0.0
836d2afffffffff,29.0,4.0,0.0,0.0,0.0,0.0
836d2bfffffffff,2439.0,121.0,0.0,0.0,0.0,0.0
836d2cfffffffff,16.0,4.0,0.0,0.0,0.0,0.0
836d2dfffffffff,3662.0,1803.0,0.0,0.0,0.0,0.0
836d2efffffffff,227.0,51.0,0.0,0.0,0.0,0.0
836d30fffffffff,81.0,7.0,0.0,0.0,0.0,0.0
836d31fffffffff,95.0,20.0,0.0,0.0,0.0,0.0
836d34fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d35fffffffff,19.0,7.0,0.0,0.0,0.0,0.0
836d36fffffffff,55.0,2.0,0.0,0.0,0.0,0.0
836d60fffffffff,864.0,0.0,0.0,0.0,0.0,0.0
836d61fffffffff,404.0,0.0,0.0,0.0,0.0,0.0
836d63fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
836d64fffffffff,2630.0,0.0,0.0,0.0,0.0,0.0
836d65fffffffff,841.0,0.0,0.0,0.0,0.0,0.0
836d66fffffffff,459.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,2742.0,0.0,0.0,0.0,0.0,0.0
836d6bfffffffff,296.0,0.0,0.0,0.0,0.0,0.0
836d6cfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
836d6dfffffffff,45.0,0.0,0.0,0.0,0.0,0.0
836d6efffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836d74fffffffff,1316.0,0.0,0.0,0.0,0.0,0.0
836d75fffffffff,303.0,0.0,0.0,0.0,0.0,0.0
836d76fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838000fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838002fffffffff,25.0,0.0,0.0,0.0,4.0,0.0
838005fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838006fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
838008fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83800cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83800efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838010fffffffff,343.0,0.0,0.0,0.0,27.0,0.0
838011fffffffff,46.0,0.0,0.0,0.0,2.0,0.0
838012fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838014fffffffff,152.0,0.0,0.0,0.0,34.0,0.0
838015fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838016fffffffff,54.0,0.0,0.0,0.0,8.0,0.0
83801cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838023fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838024fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838029fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838030fffffffff,169.0,0.0,0.0,0.0,26.0,0.0
838032fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838034fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838035fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838036fffffffff,46.0,0.0,0.0,0.0,4.0,0.0
838044fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838046fffffffff,161.0,0.0,0.0,0.0,0.0,0.0
83804cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838054fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838065fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838066fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83806bfffffffff,55.0,0.0,0.0,0.0,0.0,0.0
838070fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838071fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838073fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
838074fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838075fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8380a4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838100fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838101fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838102fffffffff,196.0,0.0,0.0,0.0,5.0,0.0
838104fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838106fffffffff,51.0,0.0,0.0,0.0,7.0,0.0
838109fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83810afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83810efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838110fffffffff,8.0,0.0,0.0,0.0,1.0,0.0
838111fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838112fffffffff,26.0,0.0,0.0,0.0,1.0,0.0
838113fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838114fffffffff,11.0,0.0,0.0,0.0,1.0,0.0
838115fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838116fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
838118fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838119fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83811afffffffff,7.0,0.0,0.0,0.0,1.0,0.0
83811cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83811efffffffff,17.0,0.0,0.0,0.0,0.0,0.0
838121fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
838122fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838123fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838124fffffffff,348.0,0.0,0.0,0.0,0.0,10.0
838125fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838126fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838129fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83812bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83812cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83812dfffffffff,40.0,0.0,0.0,0.0,0.0,0.0
838130fffffffff,83.0,0.0,0.0,0.0,2.0,0.0
838131fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838132fffffffff,77.0,0.0,0.0,0.0,1.0,0.0
838133fffffffff,263.0,0.0,0.0,0.0,16.0,0.0
838134fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
838136fffffffff,155.0,0.0,0.0,0.0,3.0,0.0
838140fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838143fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
838144fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838145fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838146fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83814afffffffff,247.0,2.0,0.0,0.0,0.0,0.0
83814dfffffffff,97.0,0.0,0.0,0.0,0.0,0.0
83814efffffffff,120.0,0.0,0.0,0.0,0.0,0.0
838150fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838151fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838153fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838158fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83815afffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83815cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83815dfffffffff,50.0,0.0,0.0,0.0,0.0,0.0
83815efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838162fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838163fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838170fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838171fffffffff,394.0,0.0,0.0,0.0,0.0,0.0
838172fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838173fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838175fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838176fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838180fffffffff,97.0,0.0,0.0,0.0,0.0,0.0
838181fffffffff,467.0,0.0,0.0,0.0,15.0,0.0
838183fffffffff,131.0,0.0,0.0,0.0,2.0,0.0
838185fffffffff,213.0,0.0,0.0,0.0,17.0,0.0
838188fffffffff,75.0,0.0,0.0,0.0,0.0,0.0
83818afffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83818bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83818cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83818dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83818efffffffff,52.0,0.0,0.0,0.0,3.0,0.0
838199fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83819dfffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8381a1fffffffff,24.0,0.0,0.0,0.0,1.0,0.0
8381a3fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8381a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8381a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8381aafffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8381acfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8381adfffffffff,62.0,0.0,0.0,0.0,5.0,0.0
838a00fffffffff,8.0,1.0,0.0,0.0,0.0,0.0
838a01fffffffff,15.0,3.0,0.0,0.0,0.0,0.0
838a04fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838a05fffffffff,55.0,1.0,0.0,0.0,0.0,0.0
838a06fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838a10fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
838a12fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838a14fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838a15fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
838a1afffffffff,7.0,2.0,0.0,0.0,0.0,0.0
838a21fffffffff,9.0,1.0,0.0,0.0,0.0,0.0
838a23fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838a24fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838a25fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838a31fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838a33fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
838a35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838a45fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838a4bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,1.0,0.0,0.0,0.0,0.0
838a6dfffffffff,37.0,0.0,0.0,0.0,0.0,0.0
838a70fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
838a80fffffffff,10.0,2.0,0.0,0.0,0.0,0.0
838a81fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838a82fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838a83fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838a8dfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838a90fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838a92fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838a9cfffffffff,4.0,1.0,0.0,0.0,0.0,0.0
838aa8fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
838aa9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838aaafffffffff,40.0,0.0,0.0,0.0,0.0,0.0
838aabfffffffff,4.0,2.0,0.0,0.0,0.0,0.0
838aacfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838ab2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838ad1fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
838ad8fffffffff,4.0,1.0,0.0,0.0,0.0,0.0
838adafffffffff,47.0,4.0,0.0,0.0,0.0,0.0
838adbfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838aeefffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838af0fffffffff,63.0,11.0,0.0,0.0,0.0,0.0
838af1fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838af2fffffffff,166.0,6.0,0.0,0.0,0.0,0.0
838af3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838af4fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838af6fffffffff,599.0,46.0,0.0,0.0,0.0,0.0
838b01fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b04fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b05fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838b06fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838b08fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
838b0afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b0bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b0cfffffffff,58.0,0.0,0.0,0.0,0.0,0.0
838b0dfffffffff,78.0,0.0,0.0,0.0,0.0,0.0
838b0efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b10fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
838b11fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
