cell_id,Camptostoma obsoletum,Camptostoma obsoletum [pusillum Group],Camptostoma obsoletum [obsoletum Group]
845f68bffffffff,41.0,0.0,0.0
845f709ffffffff,2.0,0.0,0.0
845f759ffffffff,4.0,0.0,0.0
845f75dffffffff,5.0,2.0,0.0
8466005ffffffff,2.0,0.0,0.0
846601bffffffff,4.0,0.0,0.0
8466021ffffffff,53.0,0.0,0.0
8466023ffffffff,13.0,0.0,0.0
8466025ffffffff,18.0,0.0,0.0
8466027ffffffff,13.0,0.0,0.0
8466029ffffffff,29.0,0.0,0.0
846602bffffffff,2.0,0.0,0.0
846602dffffffff,2.0,0.0,0.0
8466035ffffffff,1.0,0.0,0.0
8466043ffffffff,2.0,0.0,0.0
8466045ffffffff,62.0,0.0,0.0
8466047ffffffff,5.0,0.0,0.0
8466057ffffffff,3.0,0.0,0.0
8466059ffffffff,1.0,1.0,0.0
8466063ffffffff,2.0,0.0,0.0
8466067ffffffff,3.0,0.0,0.0
846606bffffffff,17.0,0.0,0.0
8466081ffffffff,46.0,0.0,0.0
8466083ffffffff,10.0,0.0,0.0
8466087ffffffff,2.0,0.0,0.0
8466089ffffffff,17.0,0.0,0.0
846608dffffffff,128.0,0.0,0.0
8466091ffffffff,5.0,0.0,0.0
8466093ffffffff,6.0,0.0,0.0
8466097ffffffff,25.0,0.0,0.0
8466099ffffffff,13.0,0.0,0.0
846609bffffffff,9.0,0.0,0.0
846609dffffffff,3.0,0.0,0.0
84660a1ffffffff,19.0,0.0,0.0
84660a5ffffffff,29.0,0.0,0.0
84660a7ffffffff,35.0,0.0,0.0
84660adffffffff,17.0,0.0,0.0
84660b3ffffffff,27.0,0.0,0.0
84660bdffffffff,2.0,0.0,0.0
84660c3ffffffff,14.0,0.0,0.0
84660cbffffffff,26.0,0.0,0.0
84660d1ffffffff,32.0,0.0,0.0
84660d3ffffffff,17.0,0.0,0.0
84660d9ffffffff,5.0,0.0,0.0
84660dbffffffff,3.0,0.0,0.0
84660e1ffffffff,17.0,0.0,0.0
84660e3ffffffff,9.0,0.0,0.0
84660e7ffffffff,13.0,0.0,0.0
84660e9ffffffff,21.0,0.0,0.0
84660ebffffffff,58.0,0.0,0.0
8466105ffffffff,6.0,5.0,0.0
8466107ffffffff,221.0,25.0,0.0
8466113ffffffff,2.0,0.0,0.0
8466117ffffffff,5.0,0.0,0.0
8466119ffffffff,2.0,0.0,0.0
8466121ffffffff,2.0,0.0,0.0
8466123ffffffff,4.0,0.0,0.0
8466125ffffffff,4.0,0.0,0.0
8466129ffffffff,20.0,3.0,0.0
846612dffffffff,5.0,0.0,0.0
8466139ffffffff,111.0,14.0,0.0
846613dffffffff,5.0,0.0,0.0
8466153ffffffff,14.0,0.0,0.0
8466163ffffffff,182.0,12.0,0.0
8466165ffffffff,12.0,0.0,0.0
8466167ffffffff,44.0,1.0,0.0
8466183ffffffff,53.0,0.0,0.0
8466189ffffffff,3.0,0.0,0.0
846618bffffffff,60.0,0.0,0.0
8466193ffffffff,78.0,0.0,0.0
8466195ffffffff,72.0,0.0,0.0
8466197ffffffff,10.0,0.0,0.0
8466199ffffffff,17.0,0.0,0.0
846619bffffffff,87.0,0.0,0.0
846619dffffffff,65.0,1.0,0.0
84661a5ffffffff,4.0,0.0,0.0
84661a7ffffffff,4.0,0.0,0.0
84661b1ffffffff,35.0,0.0,0.0
84661b3ffffffff,194.0,5.0,0.0
84661b9ffffffff,140.0,0.0,0.0
84661bbffffffff,146.0,0.0,0.0
84661bdffffffff,3.0,0.0,0.0
84661c1ffffffff,5.0,0.0,0.0
84661c3ffffffff,5.0,0.0,0.0
84661c9ffffffff,1.0,0.0,0.0
84661cbffffffff,4.0,0.0,0.0
84661cdffffffff,12.0,0.0,0.0
84661d1ffffffff,6.0,0.0,0.0
84661d3ffffffff,1.0,0.0,0.0
84661d5ffffffff,6.0,0.0,0.0
84661d7ffffffff,18.0,0.0,0.0
84661ebffffffff,23.0,0.0,0.0
8466201ffffffff,27.0,0.0,0.0
8466203ffffffff,67.0,6.0,0.0
8466205ffffffff,181.0,13.0,0.0
8466207ffffffff,5.0,0.0,0.0
846620bffffffff,308.0,0.0,0.0
8466213ffffffff,6.0,0.0,0.0
8466217ffffffff,22.0,0.0,0.0
8466219ffffffff,21.0,0.0,0.0
846621bffffffff,6.0,0.0,0.0
846621dffffffff,1.0,0.0,0.0
8466221ffffffff,51.0,3.0,0.0
8466225ffffffff,100.0,2.0,0.0
8466227ffffffff,38.0,3.0,0.0
846622bffffffff,530.0,56.0,0.0
8466231ffffffff,2.0,0.0,0.0
846623bffffffff,29.0,0.0,0.0
8466257ffffffff,13.0,0.0,0.0
8466283ffffffff,1.0,0.0,0.0
8466291ffffffff,3.0,0.0,0.0
8466293ffffffff,10.0,0.0,0.0
8466295ffffffff,1.0,0.0,0.0
84662b5ffffffff,11.0,0.0,0.0
84662b7ffffffff,4.0,0.0,0.0
84662c9ffffffff,14.0,0.0,0.0
84662cdffffffff,28.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0
84662e1ffffffff,3.0,0.0,0.0
84662e5ffffffff,25.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0
8466311ffffffff,27.0,0.0,0.0
8466313ffffffff,162.0,1.0,0.0
8466317ffffffff,4.0,0.0,0.0
846631bffffffff,47.0,0.0,0.0
8466411ffffffff,19.0,0.0,0.0
8466415ffffffff,58.0,0.0,0.0
8466417ffffffff,4.0,0.0,0.0
846641dffffffff,110.0,0.0,0.0
846642dffffffff,2.0,0.0,0.0
8466441ffffffff,7.0,0.0,0.0
8466455ffffffff,2.0,0.0,0.0
846645dffffffff,4.0,0.0,0.0
8466485ffffffff,2.0,0.0,0.0
846648dffffffff,1.0,0.0,0.0
8466505ffffffff,5.0,0.0,0.0
8466509ffffffff,8.0,0.0,0.0
8466525ffffffff,2.0,0.0,0.0
8466529ffffffff,50.0,0.0,0.0
846652dffffffff,197.0,0.0,0.0
8466537ffffffff,3.0,0.0,0.0
8466545ffffffff,105.0,0.0,0.0
8466547ffffffff,7.0,0.0,0.0
8466549ffffffff,7.0,0.0,0.0
846654bffffffff,79.0,0.0,0.0
8466561ffffffff,16.0,0.0,0.0
8466563ffffffff,5.0,0.0,0.0
8466565ffffffff,87.0,0.0,0.0
8466567ffffffff,10.0,0.0,0.0
8466569ffffffff,36.0,0.0,0.0
846656bffffffff,10.0,0.0,0.0
846656dffffffff,112.0,0.0,0.0
84665abffffffff,11.0,0.0,0.0
84665bdffffffff,8.0,0.0,0.0
84665e9ffffffff,14.0,0.0,0.0
8466601ffffffff,2.0,0.0,0.0
8466603ffffffff,20.0,0.0,0.0
846661dffffffff,4.0,0.0,0.0
8466623ffffffff,4.0,0.0,0.0
8466627ffffffff,3.0,0.0,0.0
8466631ffffffff,6.0,0.0,0.0
8466637ffffffff,18.0,0.0,0.0
8466639ffffffff,14.0,0.0,0.0
846663dffffffff,14.0,0.0,0.0
8466641ffffffff,4.0,0.0,0.0
8466645ffffffff,2.0,0.0,0.0
8466647ffffffff,24.0,0.0,0.0
84666ebffffffff,1.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0
8466705ffffffff,2.0,0.0,0.0
8466707ffffffff,2.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,23.0,0.0,0.0
8466715ffffffff,4.0,0.0,0.0
8466723ffffffff,28.0,0.0,0.0
8466725ffffffff,8.0,0.0,0.0
8466727ffffffff,271.0,0.0,0.0
8466729ffffffff,7.0,0.0,0.0
8466731ffffffff,4.0,0.0,0.0
8466733ffffffff,4.0,0.0,0.0
8466735ffffffff,24.0,0.0,0.0
8466737ffffffff,25.0,0.0,0.0
8466749ffffffff,1.0,0.0,0.0
846674bffffffff,6.0,0.0,0.0
846675dffffffff,65.0,0.0,0.0
8466763ffffffff,7.0,0.0,0.0
846676dffffffff,4.0,0.0,0.0
8466849ffffffff,18.0,0.0,0.0
8466a01ffffffff,6.0,0.0,0.0
8466a03ffffffff,28.0,1.0,0.0
8466a05ffffffff,1.0,0.0,0.0
8466a0bffffffff,522.0,19.0,0.0
8466a15ffffffff,67.0,27.0,0.0
8466a17ffffffff,15.0,3.0,0.0
8466a1dffffffff,382.0,20.0,0.0
8466a21ffffffff,22.0,0.0,0.0
8466a25ffffffff,12.0,2.0,0.0
8466a27ffffffff,25.0,0.0,0.0
8466a2bffffffff,2.0,0.0,0.0
8466a31ffffffff,6.0,2.0,0.0
8466a33ffffffff,35.0,0.0,0.0
8466a35ffffffff,1.0,0.0,0.0
8466a37ffffffff,3.0,0.0,0.0
8466a39ffffffff,36.0,7.0,0.0
8466a3bffffffff,20.0,4.0,0.0
8466a3dffffffff,6.0,2.0,0.0
8466a51ffffffff,2897.0,207.0,0.0
8466a53ffffffff,10.0,0.0,0.0
8466a55ffffffff,46.0,1.0,0.0
8466a57ffffffff,180.0,1.0,0.0
8466a59ffffffff,74.0,0.0,0.0
8466a5bffffffff,537.0,46.0,0.0
8466a5dffffffff,104.0,10.0,0.0
8466aedffffffff,11.0,3.0,0.0
8466b01ffffffff,60.0,0.0,0.0
8466b09ffffffff,129.0,0.0,0.0
8466b0bffffffff,260.0,0.0,0.0
8466b19ffffffff,26.0,0.0,0.0
8466b1dffffffff,9.0,4.0,0.0
8466b41ffffffff,221.0,0.0,0.0
8466b43ffffffff,86.0,0.0,0.0
8466b45ffffffff,294.0,0.0,0.0
8466b47ffffffff,137.0,0.0,0.0
8466b51ffffffff,35.0,0.0,0.0
8466b53ffffffff,160.0,7.0,0.0
8466b55ffffffff,325.0,0.0,0.0
8466b57ffffffff,166.0,0.0,0.0
8466b5bffffffff,2.0,0.0,0.0
8466b5dffffffff,4.0,0.0,0.0
8466b69ffffffff,43.0,0.0,0.0
8466c01ffffffff,52.0,0.0,0.0
8466c03ffffffff,7.0,0.0,0.0
8466c05ffffffff,7.0,0.0,0.0
8466c09ffffffff,3.0,0.0,0.0
8466c0dffffffff,2.0,0.0,0.0
8466c15ffffffff,3.0,0.0,0.0
8466c1dffffffff,3.0,0.0,0.0
8466c21ffffffff,35.0,0.0,0.0
8466c23ffffffff,29.0,0.0,0.0
8466c27ffffffff,32.0,0.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c41ffffffff,16.0,0.0,0.0
8466c45ffffffff,24.0,0.0,0.0
8466c47ffffffff,19.0,0.0,0.0
8466c49ffffffff,44.0,0.0,0.0
8466c4bffffffff,1.0,0.0,0.0
8466c57ffffffff,8.0,0.0,0.0
8466c5dffffffff,11.0,0.0,0.0
8466c63ffffffff,87.0,0.0,0.0
8466c65ffffffff,39.0,0.0,0.0
8466c69ffffffff,4.0,0.0,0.0
8466c6bffffffff,4.0,0.0,0.0
8466c6dffffffff,183.0,0.0,0.0
8466ce1ffffffff,8.0,0.0,0.0
8466ce9ffffffff,17.0,0.0,0.0
8466d01ffffffff,16.0,0.0,0.0
8466d03ffffffff,42.0,0.0,2.0
8466d05ffffffff,85.0,0.0,2.0
8466d07ffffffff,11.0,0.0,4.0
8466d0bffffffff,3.0,0.0,0.0
8466d0dffffffff,217.0,0.0,0.0
8466d15ffffffff,94.0,0.0,4.0
8466d19ffffffff,6.0,0.0,0.0
8466d1dffffffff,1.0,0.0,0.0
8466d21ffffffff,4.0,0.0,0.0
8466d23ffffffff,19.0,0.0,1.0
8466d25ffffffff,55.0,0.0,0.0
8466d27ffffffff,51.0,0.0,6.0
8466d29ffffffff,5.0,0.0,0.0
8466d31ffffffff,901.0,0.0,86.0
8466d33ffffffff,1599.0,0.0,149.0
8466d35ffffffff,653.0,0.0,119.0
8466d37ffffffff,84.0,0.0,14.0
8466d39ffffffff,24.0,0.0,0.0
8466d3bffffffff,147.0,0.0,6.0
8466d3dffffffff,13.0,0.0,3.0
8466d47ffffffff,69.0,0.0,0.0
8466d51ffffffff,14.0,0.0,0.0
8466d53ffffffff,13.0,0.0,0.0
8466d55ffffffff,9.0,0.0,0.0
8466d57ffffffff,3.0,0.0,0.0
8466d5bffffffff,7.0,0.0,0.0
8466d6bffffffff,11.0,0.0,0.0
8466dc3ffffffff,102.0,11.0,0.0
8466dc7ffffffff,1.0,0.0,0.0
8466dc9ffffffff,16.0,0.0,0.0
8466dcbffffffff,5.0,0.0,0.0
8466dd3ffffffff,2.0,0.0,0.0
8466dd9ffffffff,2.0,0.0,0.0
8466ddbffffffff,2.0,0.0,0.0
8466de3ffffffff,13.0,0.0,0.0
8466e01ffffffff,5.0,0.0,0.0
8466e03ffffffff,99.0,0.0,0.0
8466e05ffffffff,8.0,0.0,0.0
8466e09ffffffff,6.0,0.0,0.0
8466e0bffffffff,215.0,0.0,0.0
8466e0dffffffff,140.0,0.0,0.0
8466e11ffffffff,93.0,0.0,0.0
8466e13ffffffff,8.0,0.0,0.0
8466e15ffffffff,253.0,0.0,0.0
8466e17ffffffff,8.0,0.0,0.0
8466e19ffffffff,8.0,0.0,0.0
8466e1dffffffff,225.0,0.0,0.0
8466e23ffffffff,13.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0
8466e27ffffffff,5.0,0.0,0.0
8466e29ffffffff,7.0,0.0,0.0
8466e2bffffffff,16.0,0.0,0.0
8466e2dffffffff,6.0,0.0,0.0
8466e31ffffffff,1.0,0.0,0.0
8466e39ffffffff,56.0,0.0,0.0
8466e3bffffffff,65.0,0.0,0.0
8466e41ffffffff,47.0,0.0,0.0
8466e43ffffffff,17.0,0.0,0.0
8466e45ffffffff,95.0,0.0,0.0
8466e47ffffffff,118.0,0.0,0.0
8466e49ffffffff,1.0,0.0,0.0
8466e4dffffffff,4.0,0.0,0.0
8466e51ffffffff,30.0,0.0,0.0
8466e53ffffffff,200.0,0.0,0.0
8466e55ffffffff,4.0,0.0,0.0
8466e57ffffffff,1380.0,0.0,0.0
8466e59ffffffff,133.0,0.0,0.0
8466e5bffffffff,42.0,0.0,0.0
8466e61ffffffff,6.0,0.0,0.0
8466e63ffffffff,346.0,0.0,0.0
8466e65ffffffff,877.0,7.0,0.0
8466e67ffffffff,156.0,1.0,0.0
8466e69ffffffff,195.0,2.0,0.0
8466e6bffffffff,135.0,0.0,0.0
8466e6dffffffff,1973.0,11.0,0.0
8466ec1ffffffff,11.0,0.0,0.0
8466ec5ffffffff,10.0,0.0,0.0
8466ec7ffffffff,38.0,0.0,0.0
8466ec9ffffffff,4.0,0.0,0.0
8466ecbffffffff,63.0,0.0,0.0
8466ee5ffffffff,63.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0
8466eedffffffff,3.0,0.0,0.0
8466f03ffffffff,14.0,0.0,0.0
8466f0bffffffff,17.0,0.0,0.0
8466f11ffffffff,183.0,1.0,0.0
8466f15ffffffff,193.0,0.0,0.0
8466f17ffffffff,61.0,0.0,0.0
8466f19ffffffff,171.0,0.0,0.0
8466f1bffffffff,3.0,0.0,0.0
8466f1dffffffff,927.0,2.0,0.0
8466f51ffffffff,34.0,0.0,0.0
8466f53ffffffff,94.0,0.0,0.0
8466f57ffffffff,935.0,38.0,0.0
8466f59ffffffff,748.0,0.0,0.0
8466f5bffffffff,281.0,10.0,0.0
8467413ffffffff,1226.0,4.0,0.0
8467417ffffffff,12.0,0.0,0.0
8467421ffffffff,5.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0
8467425ffffffff,93.0,2.0,0.0
8467427ffffffff,2.0,0.0,0.0
8467429ffffffff,3.0,0.0,0.0
846742dffffffff,34.0,0.0,0.0
8467431ffffffff,3.0,0.0,0.0
8467433ffffffff,42.0,0.0,0.0
8467435ffffffff,1.0,0.0,0.0
8467437ffffffff,20.0,0.0,0.0
846743bffffffff,57.0,0.0,0.0
846743dffffffff,37.0,3.0,0.0
8467481ffffffff,1.0,0.0,0.0
84674a1ffffffff,4.0,0.0,0.0
84674a7ffffffff,92.0,9.0,0.0
84674adffffffff,2.0,0.0,0.0
84674c1ffffffff,7.0,0.0,0.0
84674c5ffffffff,573.0,0.0,0.0
84674c7ffffffff,13.0,0.0,0.0
84674c9ffffffff,28.0,0.0,0.0
84674cbffffffff,10.0,0.0,0.0
84674cdffffffff,206.0,0.0,0.0
84674d9ffffffff,13.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0
84674e1ffffffff,61.0,0.0,0.0
84674e9ffffffff,26.0,0.0,0.0
84674ebffffffff,3.0,0.0,0.0
84674edffffffff,121.0,6.0,0.0
8467507ffffffff,1.0,0.0,0.0
8467519ffffffff,29.0,0.0,0.0
8467523ffffffff,20.0,0.0,0.0
8467531ffffffff,16.0,0.0,0.0
8467535ffffffff,77.0,0.0,0.0
8467537ffffffff,57.0,0.0,0.0
8467539ffffffff,46.0,0.0,0.0
8467551ffffffff,2.0,0.0,0.0
8467553ffffffff,15.0,0.0,0.0
8467565ffffffff,5.0,0.0,0.0
846756bffffffff,3.0,0.0,0.0
8467585ffffffff,2.0,0.0,0.0
8467587ffffffff,1.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0
8467591ffffffff,4.0,2.0,0.0
8467599ffffffff,63.0,3.0,0.0
84675a1ffffffff,1.0,0.0,0.0
84675a5ffffffff,4.0,0.0,0.0
84675a9ffffffff,14.0,0.0,0.0
84675abffffffff,4.0,0.0,0.0
84675adffffffff,1.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0
84675b3ffffffff,1.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0
84675c1ffffffff,17.0,0.0,0.0
84675c5ffffffff,167.0,0.0,0.0
84675c7ffffffff,41.0,0.0,0.0
84675c9ffffffff,4.0,0.0,0.0
84675cbffffffff,97.0,0.0,0.0
84675d3ffffffff,4.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0
84675ddffffffff,7.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0
84675e3ffffffff,5.0,0.0,0.0
84675ebffffffff,15.0,0.0,0.0
84676b7ffffffff,1.0,0.0,0.0
846d691ffffffff,7.0,0.0,0.0
846d693ffffffff,174.0,0.0,0.0
846d697ffffffff,1001.0,0.0,0.0
846d69bffffffff,2.0,0.0,0.0
8480007ffffffff,2.0,0.0,0.0
8480009ffffffff,2.0,0.0,0.0
8480021ffffffff,4.0,0.0,0.0
8480023ffffffff,2.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0
8480047ffffffff,2.0,0.0,0.0
8480051ffffffff,2.0,0.0,0.0
8480053ffffffff,1.0,0.0,0.0
8480061ffffffff,5.0,0.0,0.0
8480089ffffffff,1.0,0.0,0.0
84800c5ffffffff,1.0,0.0,0.0
84800c7ffffffff,1.0,0.0,0.0
84800cbffffffff,5.0,0.0,0.0
8480101ffffffff,27.0,0.0,0.0
8480105ffffffff,22.0,0.0,0.0
8480107ffffffff,19.0,0.0,2.0
8480109ffffffff,87.0,0.0,2.0
848010dffffffff,2.0,0.0,0.0
848011bffffffff,20.0,0.0,0.0
8480139ffffffff,2.0,0.0,0.0
8480141ffffffff,77.0,0.0,2.0
8480143ffffffff,4.0,0.0,0.0
8480149ffffffff,3.0,0.0,0.0
848014bffffffff,2.0,0.0,0.0
8480153ffffffff,3.0,0.0,0.0
8480155ffffffff,2.0,0.0,0.0
8480157ffffffff,2.0,0.0,0.0
8480165ffffffff,1.0,0.0,0.0
848016bffffffff,14.0,0.0,0.0
848016dffffffff,4.0,0.0,0.0
84801c5ffffffff,1.0,0.0,0.0
84801c9ffffffff,1.0,0.0,0.0
84801cdffffffff,3.0,0.0,0.0
848024dffffffff,4.0,0.0,0.0
8480265ffffffff,2.0,0.0,0.0
8480293ffffffff,3.0,0.0,0.0
84802b7ffffffff,3.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0
8480301ffffffff,61.0,0.0,0.0
8480305ffffffff,6.0,0.0,2.0
8480309ffffffff,44.0,0.0,2.0
848030dffffffff,20.0,0.0,1.0
848032bffffffff,6.0,0.0,0.0
848032dffffffff,2.0,0.0,0.0
8480341ffffffff,6.0,0.0,0.0
8480345ffffffff,2.0,0.0,0.0
8480359ffffffff,8.0,0.0,0.0
8480363ffffffff,50.0,0.0,0.0
8480369ffffffff,3.0,0.0,0.0
848040bffffffff,5.0,0.0,0.0
848041dffffffff,8.0,0.0,0.0
8480445ffffffff,59.0,0.0,0.0
8480449ffffffff,4.0,0.0,0.0
8480469ffffffff,127.0,0.0,0.0
8480481ffffffff,3.0,0.0,0.0
8480485ffffffff,1.0,0.0,0.0
848054bffffffff,2.0,0.0,0.0
848054dffffffff,1.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848066bffffffff,8.0,0.0,0.0
848068bffffffff,3.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0
84806a7ffffffff,3.0,1.0,0.0
84806abffffffff,14.0,0.0,0.0
84806b7ffffffff,13.0,0.0,0.0
8480713ffffffff,12.0,0.0,0.0
8480717ffffffff,2.0,0.0,0.0
8480723ffffffff,1.0,0.0,0.0
8480737ffffffff,14.0,0.0,0.0
8480747ffffffff,6.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0
8480a49ffffffff,3.0,0.0,0.0
8481005ffffffff,111.0,0.0,5.0
8481007ffffffff,2.0,0.0,0.0
8481011ffffffff,3.0,0.0,0.0
8481013ffffffff,3.0,0.0,0.0
8481021ffffffff,2.0,0.0,0.0
8481023ffffffff,12.0,0.0,0.0
8481029ffffffff,129.0,0.0,4.0
848102bffffffff,4.0,0.0,0.0
848102dffffffff,4.0,0.0,3.0
8481049ffffffff,12.0,0.0,0.0
8481061ffffffff,4.0,0.0,0.0
8481063ffffffff,65.0,0.0,9.0
8481069ffffffff,1.0,0.0,0.0
8481099ffffffff,3.0,0.0,0.0
84810e5ffffffff,3.0,0.0,0.0
8481101ffffffff,2.0,0.0,0.0
8481105ffffffff,1.0,0.0,0.0
8481119ffffffff,3.0,0.0,0.0
8481125ffffffff,7.0,0.0,0.0
8481143ffffffff,4.0,0.0,1.0
8481149ffffffff,4.0,0.0,0.0
848114bffffffff,2.0,0.0,0.0
8481161ffffffff,4.0,0.0,0.0
8481163ffffffff,5.0,0.0,0.0
8481167ffffffff,11.0,0.0,0.0
848116bffffffff,3.0,0.0,0.0
8481189ffffffff,5.0,0.0,0.0
8481193ffffffff,3.0,0.0,0.0
84811a1ffffffff,2.0,0.0,0.0
84811a5ffffffff,1.0,0.0,0.0
84811abffffffff,16.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0
84811c9ffffffff,3.0,0.0,0.0
84811e1ffffffff,10.0,0.0,0.0
84811e9ffffffff,5.0,0.0,0.0
8481211ffffffff,44.0,0.0,3.0
8481215ffffffff,19.0,0.0,0.0
8481219ffffffff,6.0,0.0,0.0
848121dffffffff,5.0,0.0,0.0
8481237ffffffff,1.0,0.0,0.0
848123bffffffff,4.0,0.0,0.0
8481241ffffffff,4.0,0.0,0.0
8481243ffffffff,2.0,0.0,0.0
8481245ffffffff,19.0,0.0,0.0
848124bffffffff,89.0,0.0,1.0
848124dffffffff,178.0,0.0,5.0
848129bffffffff,1.0,0.0,0.0
84812bdffffffff,2.0,0.0,0.0
84812c9ffffffff,2.0,0.0,0.0
84812d1ffffffff,16.0,0.0,1.0
84812d3ffffffff,4.0,0.0,0.0
84812d7ffffffff,28.0,0.0,7.0
84812d9ffffffff,2.0,0.0,0.0
8481303ffffffff,9.0,0.0,0.0
8481307ffffffff,6.0,0.0,0.0
848131dffffffff,11.0,0.0,2.0
8481321ffffffff,6.0,0.0,0.0
8481323ffffffff,2.0,0.0,0.0
8481327ffffffff,23.0,0.0,0.0
848132dffffffff,3.0,0.0,0.0
8481331ffffffff,8.0,0.0,0.0
8481337ffffffff,2.0,0.0,0.0
8481339ffffffff,152.0,0.0,5.0
848133dffffffff,1.0,0.0,0.0
8481343ffffffff,5.0,0.0,0.0
848134dffffffff,4.0,0.0,0.0
8481363ffffffff,12.0,0.0,2.0
8481367ffffffff,2.0,0.0,0.0
8481401ffffffff,4.0,0.0,0.0
8481403ffffffff,6.0,0.0,0.0
8481423ffffffff,2.0,0.0,0.0
8481429ffffffff,2.0,0.0,0.0
8481431ffffffff,9.0,0.0,0.0
8481437ffffffff,2.0,0.0,0.0
8481439ffffffff,3.0,0.0,0.0
8481449ffffffff,2.0,0.0,0.0
848144bffffffff,5.0,0.0,0.0
