cell_id,Canachites canadensis,Canachites canadensis [canadensis Group],Canachites canadensis franklinii/isleibi,Canachites canadensis [canadensis Group] x franklinii/isleibi
8427033ffffffff,20.0,0.0,0.0,0.0
8427035ffffffff,2.0,0.0,0.0,0.0
8427037ffffffff,3.0,0.0,0.0,0.0
8427039ffffffff,3.0,0.0,0.0,0.0
842703bffffffff,2.0,0.0,0.0,0.0
842703dffffffff,4.0,0.0,0.0,0.0
8427059ffffffff,4.0,0.0,0.0,0.0
8427061ffffffff,4.0,0.0,0.0,0.0
8427063ffffffff,27.0,0.0,0.0,0.0
8427081ffffffff,1.0,0.0,0.0,0.0
8427083ffffffff,2.0,0.0,0.0,0.0
8427085ffffffff,9.0,2.0,0.0,0.0
8427087ffffffff,2.0,0.0,0.0,0.0
842708bffffffff,1.0,0.0,0.0,0.0
8427093ffffffff,5.0,0.0,0.0,0.0
8427097ffffffff,11.0,1.0,0.0,0.0
8427099ffffffff,39.0,9.0,0.0,0.0
842709bffffffff,340.0,63.0,0.0,0.0
842709dffffffff,107.0,34.0,0.0,0.0
84270a9ffffffff,6.0,0.0,0.0,0.0
84270adffffffff,3.0,0.0,0.0,0.0
84270d1ffffffff,2.0,0.0,0.0,0.0
84270d3ffffffff,3.0,0.0,0.0,0.0
84270d5ffffffff,2.0,0.0,0.0,0.0
84270d7ffffffff,2.0,0.0,0.0,0.0
84270e3ffffffff,4.0,0.0,0.0,0.0
84270e7ffffffff,16.0,0.0,0.0,0.0
84270ebffffffff,1.0,0.0,0.0,0.0
8427101ffffffff,2.0,0.0,0.0,0.0
8427103ffffffff,3.0,0.0,0.0,0.0
842710bffffffff,36.0,0.0,0.0,0.0
84271d9ffffffff,9.0,0.0,0.0,0.0
84271dbffffffff,2.0,0.0,0.0,0.0
8427283ffffffff,3.0,0.0,0.0,0.0
8427287ffffffff,2.0,0.0,0.0,0.0
842728bffffffff,2.0,0.0,0.0,0.0
8427299ffffffff,2.0,0.0,0.0,0.0
84272a3ffffffff,2.0,0.0,0.0,0.0
84272b7ffffffff,2.0,0.0,0.0,0.0
84272bdffffffff,2.0,0.0,0.0,0.0
84272d5ffffffff,2.0,0.0,0.0,0.0
84272d7ffffffff,6.0,0.0,0.0,0.0
8427343ffffffff,1.0,0.0,0.0,0.0
8427363ffffffff,2.0,0.0,0.0,0.0
842736bffffffff,1.0,0.0,0.0,0.0
842744bffffffff,6.0,0.0,0.0,0.0
842746dffffffff,32.0,0.0,0.0,0.0
842754dffffffff,1.0,0.0,0.0,0.0
8427605ffffffff,2.0,0.0,0.0,0.0
8427607ffffffff,16.0,2.0,0.0,0.0
842760bffffffff,2.0,2.0,0.0,0.0
842760dffffffff,1.0,0.0,0.0,0.0
8427619ffffffff,2.0,0.0,0.0,0.0
842761bffffffff,4.0,0.0,0.0,0.0
8427631ffffffff,2.0,0.0,0.0,0.0
8427635ffffffff,2.0,0.0,0.0,0.0
8427637ffffffff,12.0,0.0,0.0,0.0
8427653ffffffff,2.0,2.0,0.0,0.0
8427657ffffffff,7.0,0.0,0.0,0.0
8427659ffffffff,2.0,0.0,0.0,0.0
842765bffffffff,7.0,2.0,0.0,0.0
8427661ffffffff,3.0,0.0,0.0,0.0
8427665ffffffff,25.0,0.0,0.0,0.0
842766dffffffff,3.0,0.0,0.0,0.0
8427709ffffffff,3.0,0.0,0.0,0.0
8427721ffffffff,50.0,2.0,0.0,0.0
8427725ffffffff,19.0,0.0,0.0,0.0
8427727ffffffff,4.0,0.0,0.0,0.0
8427729ffffffff,1.0,0.0,0.0,0.0
842772dffffffff,6.0,0.0,0.0,0.0
8427741ffffffff,5.0,0.0,0.0,0.0
8427743ffffffff,8.0,0.0,0.0,0.0
8427745ffffffff,1.0,0.0,0.0,0.0
8427747ffffffff,8.0,0.0,0.0,0.0
842774bffffffff,2.0,0.0,0.0,0.0
842774dffffffff,2.0,0.0,0.0,0.0
8427759ffffffff,17.0,0.0,0.0,0.0
8427761ffffffff,10.0,5.0,0.0,0.0
8427767ffffffff,1.0,0.0,0.0,0.0
842776bffffffff,6.0,1.0,0.0,0.0
8427921ffffffff,1.0,0.0,0.0,0.0
8428801ffffffff,1.0,0.0,0.0,0.0
8428805ffffffff,19.0,0.0,0.0,0.0
8428807ffffffff,5.0,0.0,1.0,0.0
8428817ffffffff,40.0,0.0,0.0,0.0
8428827ffffffff,1.0,0.0,0.0,0.0
8428829ffffffff,4.0,0.0,0.0,0.0
8428831ffffffff,2.0,0.0,0.0,0.0
8428835ffffffff,1.0,0.0,0.0,0.0
8428839ffffffff,17.0,0.0,1.0,0.0
8428861ffffffff,12.0,0.0,1.0,0.0
8428863ffffffff,23.0,0.0,4.0,0.0
8428913ffffffff,2.0,0.0,0.0,0.0
8428919ffffffff,1.0,0.0,0.0,0.0
842891bffffffff,2.0,0.0,0.0,0.0
8428933ffffffff,2.0,0.0,0.0,0.0
8428937ffffffff,1.0,0.0,0.0,0.0
8428981ffffffff,2.0,0.0,0.0,0.0
8428983ffffffff,1.0,0.0,0.0,0.0
8428985ffffffff,7.0,0.0,0.0,0.0
8428989ffffffff,1.0,0.0,0.0,0.0
842898bffffffff,1.0,0.0,0.0,0.0
842898dffffffff,24.0,0.0,0.0,0.0
842899dffffffff,1.0,0.0,0.0,0.0
84289a3ffffffff,1.0,0.0,0.0,0.0
84289a9ffffffff,4.0,0.0,2.0,0.0
84289b1ffffffff,1.0,0.0,0.0,0.0
84289b5ffffffff,2.0,0.0,2.0,0.0
84289b7ffffffff,2.0,0.0,0.0,0.0
84289c1ffffffff,2.0,0.0,0.0,0.0
84289c7ffffffff,2.0,0.0,0.0,0.0
84289c9ffffffff,3.0,0.0,1.0,0.0
84289cbffffffff,1.0,0.0,1.0,0.0
84289e3ffffffff,2.0,0.0,0.0,0.0
84289e9ffffffff,15.0,0.0,0.0,0.0
8428d21ffffffff,27.0,0.0,9.0,0.0
8428d23ffffffff,66.0,0.0,0.0,0.0
8428d25ffffffff,2.0,0.0,0.0,0.0
8428d27ffffffff,20.0,0.0,2.0,0.0
8428d2bffffffff,6.0,0.0,0.0,0.0
8428d2dffffffff,5.0,0.0,1.0,0.0
8428d35ffffffff,19.0,0.0,0.0,0.0
8428d67ffffffff,3.0,0.0,3.0,0.0
842a369ffffffff,7.0,0.0,0.0,0.0
842a36dffffffff,16.0,0.0,0.0,0.0
842b003ffffffff,4.0,0.0,0.0,0.0
842b007ffffffff,1.0,0.0,0.0,0.0
842b013ffffffff,12.0,0.0,0.0,0.0
842b015ffffffff,2.0,0.0,0.0,0.0
842b017ffffffff,5.0,0.0,0.0,0.0
842b019ffffffff,4.0,0.0,0.0,0.0
842b01bffffffff,28.0,0.0,0.0,0.0
842b01dffffffff,1.0,0.0,0.0,0.0
842b027ffffffff,1.0,0.0,0.0,0.0
842b02bffffffff,35.0,0.0,0.0,0.0
842b02dffffffff,3.0,0.0,0.0,0.0
842b039ffffffff,11.0,0.0,0.0,0.0
842b03dffffffff,3.0,0.0,0.0,0.0
842b061ffffffff,2.0,0.0,0.0,0.0
842b063ffffffff,8.0,0.0,0.0,0.0
842b065ffffffff,2.0,0.0,0.0,0.0
842b06dffffffff,3.0,0.0,0.0,0.0
842b0c5ffffffff,4.0,0.0,0.0,0.0
842b0cdffffffff,21.0,0.0,0.0,0.0
842b0e5ffffffff,1.0,0.0,0.0,0.0
842b0e9ffffffff,20.0,0.0,0.0,0.0
842b0edffffffff,6.0,0.0,0.0,0.0
842b105ffffffff,1.0,0.0,0.0,0.0
842b11bffffffff,2.0,0.0,0.0,0.0
842b121ffffffff,7.0,0.0,0.0,0.0
842b123ffffffff,2.0,0.0,0.0,0.0
842b125ffffffff,38.0,0.0,0.0,0.0
842b129ffffffff,1.0,0.0,0.0,0.0
842b12bffffffff,1.0,0.0,0.0,0.0
842b12dffffffff,2.0,0.0,0.0,0.0
842b133ffffffff,42.0,0.0,0.0,0.0
842b137ffffffff,2.0,0.0,0.0,0.0
842b147ffffffff,24.0,0.0,0.0,0.0
842b149ffffffff,5.0,0.0,0.0,0.0
842b14dffffffff,8.0,0.0,0.0,0.0
842b151ffffffff,7.0,0.0,0.0,0.0
842b157ffffffff,2.0,0.0,0.0,0.0
842b15bffffffff,3.0,0.0,0.0,0.0
842b165ffffffff,17.0,2.0,0.0,0.0
842b167ffffffff,36.0,0.0,0.0,0.0
842b16bffffffff,6.0,0.0,0.0,0.0
842b16dffffffff,3.0,0.0,0.0,0.0
842b181ffffffff,62.0,0.0,0.0,0.0
842b185ffffffff,2.0,0.0,0.0,0.0
842b187ffffffff,89.0,0.0,0.0,0.0
842b189ffffffff,125.0,0.0,0.0,0.0
842b18dffffffff,2.0,0.0,0.0,0.0
842b1a9ffffffff,5.0,0.0,0.0,0.0
842b1c3ffffffff,2.0,0.0,0.0,0.0
842b1c7ffffffff,3.0,0.0,0.0,0.0
842b1cbffffffff,1.0,0.0,0.0,0.0
842b1cdffffffff,4.0,0.0,0.0,0.0
842b1d9ffffffff,2.0,0.0,0.0,0.0
842b1dbffffffff,3.0,0.0,0.0,0.0
842b1e3ffffffff,3.0,0.0,0.0,0.0
842b1e5ffffffff,12.0,0.0,0.0,0.0
842b1ebffffffff,33.0,0.0,0.0,0.0
842b1edffffffff,44.0,0.0,0.0,0.0
842b215ffffffff,8.0,0.0,0.0,0.0
842b217ffffffff,10.0,0.0,0.0,0.0
842b23bffffffff,41.0,0.0,0.0,0.0
842b24bffffffff,3.0,0.0,0.0,0.0
842b255ffffffff,2.0,0.0,0.0,0.0
842b257ffffffff,2.0,0.0,0.0,0.0
842b265ffffffff,2.0,0.0,0.0,0.0
842b2a1ffffffff,23.0,0.0,0.0,0.0
842b2a5ffffffff,15.0,0.0,0.0,0.0
842b2a7ffffffff,29.0,0.0,0.0,0.0
842b2e1ffffffff,4.0,0.0,0.0,0.0
842b2e3ffffffff,4.0,0.0,0.0,0.0
842b2e7ffffffff,3.0,0.0,0.0,0.0
842b2e9ffffffff,3.0,0.0,0.0,0.0
842b2ebffffffff,14.0,0.0,0.0,0.0
842b2edffffffff,5.0,0.0,0.0,0.0
842b303ffffffff,2.0,0.0,0.0,0.0
842b305ffffffff,2.0,0.0,0.0,0.0
842b307ffffffff,13.0,0.0,0.0,0.0
842b309ffffffff,1.0,0.0,0.0,0.0
842b315ffffffff,2.0,0.0,0.0,0.0
842b323ffffffff,164.0,0.0,0.0,0.0
842b327ffffffff,44.0,0.0,0.0,0.0
842b32bffffffff,5.0,0.0,0.0,0.0
842b341ffffffff,3.0,0.0,0.0,0.0
842b343ffffffff,5.0,0.0,0.0,0.0
842b345ffffffff,96.0,0.0,0.0,0.0
842b355ffffffff,3.0,0.0,0.0,0.0
842b359ffffffff,5.0,0.0,0.0,0.0
842b35dffffffff,9.0,0.0,0.0,0.0
842b361ffffffff,14.0,0.0,0.0,0.0
842b365ffffffff,15.0,0.0,0.0,0.0
842b369ffffffff,116.0,0.0,0.0,0.0
842b36bffffffff,2.0,0.0,0.0,0.0
842b809ffffffff,11.0,0.0,0.0,0.0
842b81dffffffff,2.0,0.0,0.0,0.0
842b825ffffffff,2.0,0.0,0.0,0.0
842b827ffffffff,24.0,5.0,0.0,0.0
842b82dffffffff,19.0,0.0,0.0,0.0
842b83dffffffff,1.0,0.0,0.0,0.0
842b841ffffffff,15.0,0.0,0.0,0.0
842b843ffffffff,2.0,0.0,0.0,0.0
842b845ffffffff,5.0,0.0,0.0,0.0
842b847ffffffff,2.0,0.0,0.0,0.0
842b851ffffffff,6.0,0.0,0.0,0.0
842b853ffffffff,1.0,0.0,0.0,0.0
842b855ffffffff,28.0,0.0,0.0,0.0
842b857ffffffff,9.0,0.0,0.0,0.0
842b85dffffffff,1.0,0.0,0.0,0.0
842b861ffffffff,2.0,0.0,0.0,0.0
842b863ffffffff,4.0,0.0,0.0,0.0
842b865ffffffff,7.0,0.0,0.0,0.0
842b901ffffffff,2.0,0.0,0.0,0.0
842b907ffffffff,2.0,1.0,0.0,0.0
842b909ffffffff,26.0,0.0,0.0,0.0
842b90bffffffff,4.0,0.0,0.0,0.0
842b90dffffffff,10.0,0.0,0.0,0.0
842b911ffffffff,4.0,0.0,0.0,0.0
842b913ffffffff,7.0,0.0,0.0,0.0
842b917ffffffff,2.0,0.0,0.0,0.0
842b91bffffffff,2.0,0.0,0.0,0.0
842b91dffffffff,1.0,0.0,0.0,0.0
842b92dffffffff,11.0,0.0,0.0,0.0
842b939ffffffff,2.0,0.0,0.0,0.0
842b93dffffffff,2.0,0.0,0.0,0.0
842b941ffffffff,1.0,0.0,0.0,0.0
842b945ffffffff,3.0,0.0,0.0,0.0
842b947ffffffff,2.0,0.0,0.0,0.0
842b949ffffffff,65.0,0.0,0.0,0.0
842b94bffffffff,4.0,0.0,0.0,0.0
842b94dffffffff,8.0,0.0,0.0,0.0
842b955ffffffff,33.0,0.0,0.0,0.0
842b95dffffffff,3.0,0.0,0.0,0.0
842b963ffffffff,7.0,0.0,0.0,0.0
842b965ffffffff,1.0,0.0,0.0,0.0
842b967ffffffff,1.0,0.0,0.0,0.0
842b969ffffffff,2.0,0.0,0.0,0.0
842b96bffffffff,2.0,0.0,0.0,0.0
842b96dffffffff,6.0,0.0,0.0,0.0
842b9c1ffffffff,4.0,0.0,0.0,0.0
842b9c5ffffffff,324.0,38.0,0.0,0.0
842b9c7ffffffff,2.0,0.0,0.0,0.0
842b9cdffffffff,735.0,74.0,0.0,0.0
842ba01ffffffff,1.0,0.0,0.0,0.0
842ba07ffffffff,2.0,0.0,0.0,0.0
842ba09ffffffff,5.0,0.0,0.0,0.0
842ba0bffffffff,2.0,0.0,0.0,0.0
842ba0dffffffff,24.0,0.0,0.0,0.0
842ba11ffffffff,23.0,0.0,0.0,0.0
842ba13ffffffff,10.0,0.0,0.0,0.0
842ba17ffffffff,1.0,0.0,0.0,0.0
842ba19ffffffff,156.0,0.0,0.0,0.0
842ba1bffffffff,139.0,0.0,0.0,0.0
842ba1dffffffff,5.0,0.0,0.0,0.0
842ba27ffffffff,2.0,0.0,0.0,0.0
842ba29ffffffff,2.0,0.0,0.0,0.0
842ba33ffffffff,2.0,0.0,0.0,0.0
842ba35ffffffff,2.0,0.0,0.0,0.0
842ba39ffffffff,1.0,0.0,0.0,0.0
842ba3bffffffff,2.0,0.0,0.0,0.0
842ba43ffffffff,3.0,0.0,0.0,0.0
842ba49ffffffff,6.0,0.0,0.0,0.0
842ba4bffffffff,1.0,0.0,0.0,0.0
842ba4dffffffff,6.0,0.0,0.0,0.0
842ba51ffffffff,14.0,0.0,0.0,0.0
842ba53ffffffff,6.0,0.0,0.0,0.0
842ba55ffffffff,2.0,0.0,0.0,0.0
842ba57ffffffff,2.0,0.0,0.0,0.0
842ba59ffffffff,2.0,0.0,0.0,0.0
842ba5bffffffff,9.0,0.0,0.0,0.0
842ba5dffffffff,2.0,0.0,0.0,0.0
842ba61ffffffff,8.0,0.0,0.0,0.0
842ba63ffffffff,12.0,0.0,0.0,0.0
842ba67ffffffff,2.0,0.0,0.0,0.0
842ba6dffffffff,2.0,0.0,0.0,0.0
842ba81ffffffff,1.0,0.0,0.0,0.0
842ba83ffffffff,31.0,0.0,0.0,0.0
842ba89ffffffff,18.0,0.0,0.0,0.0
842ba8bffffffff,19.0,0.0,0.0,0.0
842ba8dffffffff,4.0,0.0,0.0,0.0
842ba91ffffffff,4.0,0.0,0.0,0.0
842ba95ffffffff,13.0,0.0,0.0,0.0
842ba97ffffffff,30.0,0.0,0.0,0.0
842ba99ffffffff,5.0,0.0,0.0,0.0
842ba9dffffffff,26.0,0.0,0.0,0.0
842bab9ffffffff,460.0,21.0,0.0,0.0
842babbffffffff,3.0,0.0,0.0,0.0
842bac1ffffffff,20.0,0.0,0.0,0.0
842bac3ffffffff,8.0,0.0,0.0,0.0
842bac7ffffffff,9.0,0.0,0.0,0.0
842bac9ffffffff,3.0,0.0,0.0,0.0
842bacbffffffff,23.0,0.0,0.0,0.0
842bad1ffffffff,7.0,0.0,0.0,0.0
842bad5ffffffff,1.0,0.0,0.0,0.0
842bad7ffffffff,33.0,0.0,0.0,0.0
842bad9ffffffff,11.0,0.0,0.0,0.0
842badbffffffff,17.0,0.0,0.0,0.0
842baddffffffff,2.0,0.0,0.0,0.0
842baedffffffff,3.0,0.0,0.0,0.0
842bb01ffffffff,10.0,0.0,0.0,0.0
842bb03ffffffff,1.0,0.0,0.0,0.0
842bb07ffffffff,4.0,0.0,0.0,0.0
842bb0dffffffff,5.0,0.0,0.0,0.0
842bb15ffffffff,4.0,0.0,0.0,0.0
842bb21ffffffff,22.0,0.0,0.0,0.0
842bb23ffffffff,6.0,0.0,0.0,0.0
842bb25ffffffff,5.0,0.0,0.0,0.0
842bb27ffffffff,32.0,0.0,0.0,0.0
842bb29ffffffff,15.0,0.0,0.0,0.0
842bb2bffffffff,4.0,0.0,0.0,0.0
842bb2dffffffff,1.0,0.0,0.0,0.0
842bb31ffffffff,44.0,0.0,0.0,0.0
842bb33ffffffff,2.0,0.0,0.0,0.0
842bb35ffffffff,14.0,0.0,0.0,0.0
842bb37ffffffff,22.0,0.0,0.0,0.0
842bb39ffffffff,5.0,0.0,0.0,0.0
842bb3bffffffff,2.0,0.0,0.0,0.0
842bb3dffffffff,15.0,0.0,0.0,0.0
842bb55ffffffff,2.0,0.0,0.0,0.0
842bb57ffffffff,2.0,0.0,0.0,0.0
842bb59ffffffff,26.0,0.0,0.0,0.0
842bb5dffffffff,7.0,0.0,0.0,0.0
842bb63ffffffff,15.0,0.0,0.0,0.0
842bb69ffffffff,4.0,0.0,0.0,0.0
842bb6bffffffff,4.0,0.0,0.0,0.0
