cell_id,Turdus vanikorensis,Turdus vanikorensis rennellianus,Turdus vanikorensis mareensis,Turdus vanikorensis [vanikorensis Group],Turdus vanikorensis placens,Turdus vanikorensis efatensis
829e07fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
829e17fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
829e27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
829e37fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
829ec7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
