cell_id,Lanius schach,Lanius schach erythronotus/caniceps,Lanius schach schach,Lanius schach tricolor/longicaudatus,Lanius schach bentet,Lanius schach [nasutus Group],Lanius schach schach x tricolor
823cc7fffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0
823ce7fffffffff,19.0,2.0,0.0,13.0,0.0,0.0,0.0
823ceffffffffff,7.0,0.0,0.0,7.0,0.0,0.0,0.0
823cf7fffffffff,132.0,2.0,0.0,9.0,0.0,0.0,0.0
823d07fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,43.0,29.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,8.0,6.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,7.0,0.0,0.0,2.0,0.0,0.0,0.0
823da7fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,12.0,6.0,0.0,6.0,0.0,0.0,0.0
823db7fffffffff,19.0,19.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824167fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824187fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
82418ffffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8241a7fffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
8241b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,9.0,1.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
824367fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
824b27fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
824b37fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
824b87fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
824b9ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,63.0,1.0,2.0,0.0,0.0,0.0,0.0
826007fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,2491.0,3.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,297.0,4.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,24.0,12.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,75.0,6.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,139.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,15.0,0.0,9.0,4.0,0.0,0.0,0.0
826497fffffffff,9.0,0.0,0.0,4.0,0.0,0.0,1.0
8264a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8264b7fffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
826507fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,68.0,0.0,0.0,0.0,8.0,0.0,0.0
826527fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,15.0,0.0,0.0,6.0,0.0,0.0,0.0
82659ffffffffff,18.0,0.0,0.0,5.0,0.0,0.0,0.0
8265b7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,4.0,0.0,0.0,0.0,2.0,0.0,0.0
82681ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82685ffffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
826937fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826947fffffffff,7.0,0.0,0.0,0.0,0.0,2.0,0.0
82696ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8272dffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
829c8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829cd7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
