cell_id,Megascops cooperi,Megascops cooperi lambi,Megascops cooperi cooperi
824527fffffffff,7.0,0.0,0.0
8266b7fffffffff,5.0,0.0,0.0
826d07fffffffff,131.0,0.0,16.0
826d17fffffffff,267.0,23.0,0.0
826d2ffffffffff,54.0,0.0,0.0
826d37fffffffff,25.0,0.0,0.0
826d67fffffffff,311.0,0.0,0.0
826d6ffffffffff,3897.0,0.0,0.0
826d77fffffffff,69.0,0.0,0.0
