cell_id,Anarhynchus obscurus,Anarhynchus obscurus aquilonius,Anarhynchus obscurus obscurus
82bb0ffffffffff,4.0,0.0,0.0
82bb2ffffffffff,40.0,8.0,0.0
82bb57fffffffff,90.0,10.0,0.0
82bb77fffffffff,2.0,0.0,0.0
82da97fffffffff,4.0,0.0,0.0
82daaffffffffff,36.0,0.0,18.0
