cell_id,Astur bicolor,Astur bicolor bicolor/fidens,Astur bicolor pileatus/guttifer
834501fffffffff,6.0,0.0,0.0
83450bfffffffff,4.0,0.0,0.0
83450dfffffffff,6.0,0.0,0.0
834522fffffffff,24.0,0.0,0.0
834528fffffffff,3.0,0.0,0.0
83452afffffffff,24.0,0.0,0.0
83452bfffffffff,1.0,0.0,0.0
83452efffffffff,33.0,0.0,0.0
834530fffffffff,3.0,0.0,0.0
834532fffffffff,2.0,0.0,0.0
834535fffffffff,4.0,0.0,0.0
834536fffffffff,6.0,0.0,0.0
835f42fffffffff,1.0,0.0,0.0
83660dfffffffff,1.0,0.0,0.0
836618fffffffff,1.0,0.0,0.0
83661bfffffffff,11.0,0.0,0.0
83661cfffffffff,2.0,0.0,0.0
836629fffffffff,1.0,1.0,0.0
836654fffffffff,3.0,0.0,0.0
8366a5fffffffff,9.0,0.0,0.0
8366b4fffffffff,19.0,1.0,0.0
8366b5fffffffff,39.0,0.0,0.0
8366d1fffffffff,3.0,0.0,0.0
8366d3fffffffff,3.0,0.0,0.0
8366d5fffffffff,1.0,0.0,0.0
8366e4fffffffff,1.0,0.0,0.0
8366f5fffffffff,2.0,0.0,0.0
836742fffffffff,1.0,0.0,0.0
83674cfffffffff,2.0,0.0,0.0
836753fffffffff,3.0,0.0,0.0
836759fffffffff,4.0,0.0,0.0
83675afffffffff,2.0,0.0,0.0
83675bfffffffff,1.0,0.0,0.0
83675dfffffffff,2.0,0.0,0.0
83675efffffffff,4.0,0.0,0.0
836d21fffffffff,2.0,1.0,0.0
836d2dfffffffff,4.0,0.0,0.0
836d31fffffffff,11.0,0.0,0.0
836d65fffffffff,5.0,0.0,0.0
836d69fffffffff,4.0,0.0,0.0
838b25fffffffff,2.0,0.0,2.0
838b2cfffffffff,1.0,1.0,0.0
838b69fffffffff,13.0,0.0,0.0
838f0dfffffffff,3.0,0.0,0.0
838f2afffffffff,2.0,2.0,0.0
838f43fffffffff,2.0,0.0,0.0
83a8c2fffffffff,1.0,0.0,1.0
83a929fffffffff,4.0,0.0,0.0
83a946fffffffff,12.0,0.0,0.0
83a950fffffffff,9.0,0.0,0.0
83a951fffffffff,2.0,0.0,0.0
83a953fffffffff,19.0,0.0,0.0
83a955fffffffff,5.0,0.0,0.0
83a961fffffffff,12.0,0.0,0.0
83a965fffffffff,4.0,0.0,0.0
83a96cfffffffff,2.0,0.0,0.0
83a96efffffffff,1.0,0.0,0.0
83a973fffffffff,3.0,0.0,0.0
83b25efffffffff,2.0,0.0,0.0
83b269fffffffff,2.0,0.0,0.0
83b26dfffffffff,7.0,0.0,0.0
83b272fffffffff,2.0,0.0,0.0
83b35afffffffff,1.0,0.0,0.0
83b35efffffffff,2.0,0.0,0.0
83c2c1fffffffff,22.0,0.0,5.0
83c2c5fffffffff,1.0,0.0,0.0
83c2ccfffffffff,3.0,0.0,0.0
83c2cdfffffffff,13.0,0.0,0.0
83c2cefffffffff,4.0,0.0,0.0
83c2d0fffffffff,1.0,0.0,0.0
