cell_id,Pterorhinus chinensis,Pterorhinus chinensis [chinensis Group],Pterorhinus chinensis monachus
824b87fffffffff,1.0,0.0,0.0
824ba7fffffffff,1161.0,0.0,0.0
826527fffffffff,4.0,0.0,0.0
