cell_id,Dendrocincla turdina,Dendrocincla turdina taunayi,Dendrocincla turdina turdina
84a8067ffffffff,2.0,0.0,2.0
84a8125ffffffff,2.0,0.0,2.0
84a812dffffffff,5.0,0.0,5.0
84a8155ffffffff,1.0,0.0,1.0
84a815bffffffff,8.0,0.0,8.0
84a8a53ffffffff,5.0,0.0,5.0
84a8e19ffffffff,3.0,0.0,2.0
84a91d9ffffffff,2.0,0.0,0.0
84a950dffffffff,12.0,0.0,12.0
