cell_id,Vanellus chilensis,Vanellus chilensis cayennensis,Vanellus chilensis lampronotus,Vanellus chilensis chilensis/fretensis
846d69bffffffff,56.0,0.0,0.0,0.0
846d69dffffffff,2.0,2.0,0.0,0.0
846d6bbffffffff,3.0,0.0,0.0,0.0
846d6cdffffffff,1.0,0.0,0.0,0.0
846d6d3ffffffff,2.0,0.0,0.0,0.0
846d6d5ffffffff,2.0,0.0,0.0,0.0
846d749ffffffff,7.0,0.0,0.0,0.0
846d74bffffffff,3.0,0.0,0.0,0.0
846d751ffffffff,11.0,0.0,0.0,0.0
846d759ffffffff,1.0,0.0,0.0,0.0
846d75bffffffff,31.0,0.0,0.0,0.0
846d75dffffffff,4.0,0.0,0.0,0.0
846d769ffffffff,6.0,0.0,0.0,0.0
8480237ffffffff,2.0,0.0,0.0,0.0
8480643ffffffff,2.0,0.0,2.0,0.0
8481431ffffffff,2.0,0.0,2.0,0.0
8481433ffffffff,2.0,0.0,2.0,0.0
84814a1ffffffff,6.0,0.0,6.0,0.0
84814adffffffff,2.0,0.0,2.0,0.0
848a45dffffffff,2.0,0.0,2.0,0.0
848a6d3ffffffff,6.0,0.0,0.0,0.0
848aab3ffffffff,4.0,0.0,0.0,0.0
848af45ffffffff,3.0,0.0,3.0,0.0
848af69ffffffff,3.0,0.0,3.0,0.0
848b205ffffffff,1.0,0.0,1.0,0.0
848b22dffffffff,4.0,0.0,4.0,0.0
848b4e9ffffffff,5.0,0.0,0.0,0.0
848b617ffffffff,4.0,0.0,0.0,0.0
848b713ffffffff,5.0,0.0,0.0,0.0
848e64bffffffff,25.0,0.0,0.0,0.0
848e651ffffffff,4.0,0.0,0.0,0.0
848f0d9ffffffff,2.0,0.0,0.0,0.0
848f291ffffffff,3.0,0.0,0.0,0.0
848f295ffffffff,6.0,0.0,0.0,0.0
848f299ffffffff,3.0,0.0,0.0,0.0
848f2bbffffffff,18.0,0.0,0.0,0.0
848f2ebffffffff,2.0,0.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0,0.0
848f4a1ffffffff,2.0,0.0,0.0,0.0
848f705ffffffff,18.0,0.0,0.0,0.0
848f729ffffffff,7.0,0.0,0.0,0.0
848f763ffffffff,6.0,0.0,0.0,0.0
84a8101ffffffff,1.0,0.0,0.0,0.0
84a815bffffffff,1.0,0.0,1.0,0.0
84a8447ffffffff,2.0,0.0,2.0,0.0
84a85d3ffffffff,2.0,2.0,0.0,0.0
84a8a2bffffffff,3.0,0.0,0.0,0.0
84a92c5ffffffff,1.0,0.0,0.0,0.0
84a9433ffffffff,4.0,0.0,0.0,0.0
84a94e5ffffffff,3.0,0.0,0.0,0.0
84a9533ffffffff,1.0,0.0,0.0,0.0
84a953bffffffff,5.0,0.0,5.0,0.0
84a95edffffffff,7.0,0.0,7.0,0.0
84a9611ffffffff,7.0,0.0,0.0,0.0
84a9613ffffffff,79.0,0.0,0.0,0.0
84a9617ffffffff,17.0,0.0,0.0,0.0
84a9619ffffffff,31.0,0.0,0.0,0.0
84a9623ffffffff,19.0,0.0,17.0,0.0
84a9627ffffffff,4.0,0.0,4.0,0.0
84a9653ffffffff,29.0,0.0,0.0,0.0
84a965bffffffff,2.0,0.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0,0.0
84a96c5ffffffff,2.0,0.0,0.0,0.0
84a96c9ffffffff,2.0,0.0,0.0,0.0
84a96e9ffffffff,1.0,0.0,0.0,0.0
84b218bffffffff,2.0,0.0,0.0,2.0
84b2191ffffffff,3.0,0.0,0.0,3.0
84b2197ffffffff,6.0,0.0,0.0,6.0
84b21bbffffffff,6.0,0.0,0.0,6.0
84b2261ffffffff,13.0,0.0,0.0,0.0
84b2269ffffffff,2.0,0.0,0.0,0.0
84b226bffffffff,1.0,0.0,0.0,0.0
84b2453ffffffff,24.0,0.0,24.0,0.0
84b2489ffffffff,2.0,0.0,0.0,0.0
84b248bffffffff,79.0,0.0,0.0,0.0
84b2491ffffffff,2.0,0.0,0.0,0.0
84b2493ffffffff,8.0,0.0,0.0,0.0
84b2495ffffffff,3.0,0.0,0.0,0.0
84b2497ffffffff,6.0,0.0,0.0,0.0
84b2499ffffffff,69.0,0.0,0.0,0.0
84b249bffffffff,15.0,0.0,0.0,0.0
84b249dffffffff,73.0,0.0,0.0,0.0
84b24b3ffffffff,5.0,0.0,0.0,0.0
84b24b9ffffffff,7.0,0.0,0.0,0.0
84b24bbffffffff,4.0,0.0,0.0,0.0
84b24c1ffffffff,6.0,0.0,0.0,0.0
84b24c3ffffffff,4.0,0.0,0.0,0.0
84b24c9ffffffff,1.0,0.0,0.0,0.0
84b24d1ffffffff,498.0,0.0,0.0,0.0
84b24d3ffffffff,482.0,0.0,3.0,0.0
84b24d5ffffffff,25.0,0.0,0.0,0.0
84b24d7ffffffff,71.0,0.0,0.0,0.0
84b24d9ffffffff,38.0,0.0,0.0,0.0
84b24dbffffffff,713.0,0.0,2.0,0.0
84b24ddffffffff,7.0,0.0,0.0,0.0
84b2569ffffffff,2.0,0.0,2.0,0.0
84b25b9ffffffff,4.0,0.0,4.0,0.0
84b2613ffffffff,8.0,0.0,0.0,0.0
84b2681ffffffff,4.0,0.0,0.0,0.0
84b2683ffffffff,3.0,0.0,0.0,0.0
84b2687ffffffff,10.0,0.0,0.0,0.0
84b2689ffffffff,6.0,0.0,0.0,0.0
84b268bffffffff,41.0,0.0,0.0,0.0
84b268dffffffff,2.0,0.0,0.0,0.0
84b2691ffffffff,35.0,0.0,0.0,0.0
84b2693ffffffff,43.0,0.0,0.0,0.0
84b2695ffffffff,11.0,0.0,0.0,0.0
84b2697ffffffff,11.0,0.0,0.0,0.0
84b2699ffffffff,5.0,0.0,0.0,0.0
84b269bffffffff,11.0,0.0,0.0,0.0
84b269dffffffff,18.0,0.0,0.0,0.0
84b26a1ffffffff,2.0,0.0,0.0,0.0
84b26a3ffffffff,5.0,0.0,0.0,0.0
84b26a5ffffffff,14.0,0.0,14.0,0.0
84b26a9ffffffff,2.0,0.0,0.0,0.0
84b26abffffffff,5.0,0.0,0.0,0.0
84b26adffffffff,18.0,0.0,18.0,0.0
84b26b1ffffffff,65.0,0.0,0.0,0.0
84b26b3ffffffff,24.0,0.0,0.0,0.0
84b26b5ffffffff,2.0,0.0,0.0,0.0
84b26b7ffffffff,5.0,0.0,0.0,0.0
84b26b9ffffffff,31.0,0.0,0.0,0.0
84b26bbffffffff,7.0,0.0,0.0,0.0
84b26bdffffffff,125.0,0.0,0.0,0.0
84b26c3ffffffff,3.0,0.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0,0.0
84b26c9ffffffff,2.0,0.0,0.0,0.0
84b26cdffffffff,2.0,0.0,0.0,0.0
84b26d1ffffffff,12.0,0.0,0.0,0.0
84b26d5ffffffff,1.0,0.0,0.0,0.0
84b26d7ffffffff,87.0,0.0,0.0,0.0
84b26d9ffffffff,2.0,0.0,0.0,0.0
84b26ddffffffff,19.0,0.0,0.0,0.0
84b26e3ffffffff,3.0,0.0,0.0,0.0
84b2709ffffffff,2.0,0.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0,0.0
84b2743ffffffff,3.0,0.0,3.0,0.0
84b2c0dffffffff,162.0,0.0,0.0,155.0
84b2c33ffffffff,3.0,0.0,0.0,3.0
84b2c3bffffffff,15.0,0.0,0.0,15.0
84b2c3dffffffff,5.0,0.0,0.0,5.0
84b2c41ffffffff,72.0,0.0,0.0,72.0
84b2c47ffffffff,18.0,0.0,0.0,18.0
84b2c49ffffffff,25.0,0.0,0.0,25.0
84b2c4bffffffff,6.0,0.0,0.0,6.0
84b2c4dffffffff,1.0,0.0,0.0,1.0
84b2c55ffffffff,10.0,0.0,0.0,0.0
84b2c5dffffffff,1.0,0.0,0.0,0.0
84b2d81ffffffff,3.0,0.0,0.0,0.0
84b2dd9ffffffff,7.0,0.0,0.0,7.0
84b2ddbffffffff,44.0,0.0,0.0,44.0
84b2e21ffffffff,2.0,0.0,0.0,2.0
84b2e27ffffffff,9.0,0.0,0.0,9.0
84b2e2dffffffff,2.0,0.0,0.0,2.0
84b2e35ffffffff,2.0,0.0,0.0,2.0
84b2e65ffffffff,2.0,0.0,0.0,2.0
84b2e67ffffffff,1.0,0.0,0.0,1.0
84b2e6dffffffff,4.0,0.0,0.0,4.0
84b2ea9ffffffff,4.0,0.0,0.0,4.0
84b2eadffffffff,1.0,0.0,0.0,1.0
84b2ee3ffffffff,3.0,0.0,0.0,3.0
84b2ee7ffffffff,1.0,0.0,0.0,0.0
84b30edffffffff,3.0,0.0,0.0,0.0
84b3511ffffffff,2.0,0.0,2.0,0.0
84b3513ffffffff,3.0,0.0,3.0,0.0
84b35a7ffffffff,4.0,0.0,4.0,0.0
84c2053ffffffff,2.0,0.0,2.0,0.0
84c21bbffffffff,31.0,0.0,31.0,0.0
84c21d5ffffffff,2.0,0.0,2.0,0.0
84c22a1ffffffff,15.0,0.0,15.0,0.0
84c22a5ffffffff,4.0,0.0,4.0,0.0
84c22abffffffff,3.0,0.0,3.0,0.0
84c22adffffffff,3.0,0.0,3.0,0.0
84c22e1ffffffff,3.0,0.0,3.0,0.0
84c22e9ffffffff,2.0,0.0,2.0,0.0
84c2c05ffffffff,1.0,0.0,0.0,0.0
84c2c53ffffffff,27.0,0.0,26.0,0.0
84c2c5bffffffff,20.0,0.0,20.0,0.0
84c2c63ffffffff,2.0,0.0,0.0,0.0
84c2c6dffffffff,4.0,0.0,0.0,0.0
84c2c91ffffffff,44.0,0.0,0.0,0.0
84c2c93ffffffff,13.0,0.0,0.0,0.0
84c2c95ffffffff,3.0,0.0,0.0,0.0
84c2c97ffffffff,83.0,0.0,0.0,0.0
84c2c99ffffffff,187.0,0.0,4.0,0.0
84c2c9bffffffff,6.0,0.0,0.0,0.0
84c2cbbffffffff,3.0,0.0,0.0,0.0
84c2cd3ffffffff,367.0,0.0,1.0,0.0
84c2cd9ffffffff,2.0,0.0,2.0,0.0
84c2d5dffffffff,1.0,0.0,0.0,0.0
84c2d85ffffffff,2.0,0.0,0.0,0.0
84c2e07ffffffff,2.0,0.0,2.0,0.0
84c2e09ffffffff,3.0,0.0,3.0,0.0
84c2e23ffffffff,14.0,0.0,14.0,0.0
84c2e2bffffffff,3.0,0.0,3.0,0.0
84c2e31ffffffff,2.0,0.0,0.0,1.0
84c2e33ffffffff,2.0,0.0,0.0,0.0
84c2e39ffffffff,2.0,0.0,0.0,0.0
84c2e3dffffffff,2.0,0.0,2.0,0.0
84c2e63ffffffff,2.0,0.0,2.0,0.0
84c2e69ffffffff,2.0,0.0,2.0,0.0
84c2e6bffffffff,8.0,0.0,8.0,0.0
84c2e93ffffffff,1.0,0.0,0.0,0.0
84c2e95ffffffff,6.0,0.0,0.0,0.0
84c2e97ffffffff,7.0,0.0,0.0,0.0
84c2e99ffffffff,95.0,0.0,0.0,0.0
84c2e9bffffffff,6.0,0.0,0.0,0.0
84c2e9dffffffff,2.0,0.0,0.0,0.0
84c2ea1ffffffff,5.0,0.0,5.0,0.0
84c2eadffffffff,3.0,0.0,3.0,0.0
84c2eb5ffffffff,1.0,0.0,1.0,0.0
84c2eb7ffffffff,2.0,0.0,2.0,0.0
84c2eb9ffffffff,14.0,0.0,0.0,0.0
84c2ebbffffffff,46.0,0.0,0.0,0.0
84c2f11ffffffff,29.0,0.0,27.0,0.0
84c2f33ffffffff,8.0,0.0,0.0,0.0
84c2f37ffffffff,8.0,0.0,0.0,0.0
84c3217ffffffff,2.0,0.0,0.0,2.0
84c325bffffffff,4.0,0.0,0.0,4.0
84c3487ffffffff,4.0,0.0,0.0,0.0
84c34b7ffffffff,11.0,0.0,0.0,0.0
84c34bdffffffff,46.0,0.0,0.0,0.0
84ce809ffffffff,1.0,0.0,0.0,1.0
84ce819ffffffff,2.0,0.0,0.0,0.0
84ce881ffffffff,1.0,0.0,0.0,1.0
84ce8adffffffff,2.0,0.0,0.0,0.0
84ce8c1ffffffff,13.0,0.0,0.0,0.0
84ce8c7ffffffff,3.0,0.0,0.0,0.0
84ce8cbffffffff,2.0,0.0,0.0,0.0
84ce8cdffffffff,2.0,0.0,0.0,0.0
84ce8e9ffffffff,1.0,0.0,0.0,1.0
84ce935ffffffff,2.0,0.0,0.0,2.0
84ce9c7ffffffff,2.0,0.0,2.0,0.0
84cea07ffffffff,1.0,0.0,0.0,0.0
84cea17ffffffff,1.0,0.0,0.0,0.0
84cea35ffffffff,2.0,0.0,0.0,2.0
84cea37ffffffff,2.0,0.0,0.0,2.0
84ceac1ffffffff,28.0,0.0,0.0,28.0
84cf129ffffffff,7.0,0.0,0.0,0.0
84cf165ffffffff,1.0,0.0,0.0,0.0
84cf8ebffffffff,2.0,0.0,0.0,0.0
84cf913ffffffff,3.0,0.0,0.0,0.0
84cfa21ffffffff,22.0,0.0,0.0,2.0
84cfa23ffffffff,10.0,0.0,0.0,0.0
84cfa47ffffffff,8.0,0.0,0.0,0.0
84cfaa1ffffffff,1.0,0.0,0.0,0.0
84cfacdffffffff,3.0,0.0,0.0,0.0
84df419ffffffff,11.0,0.0,0.0,7.0
84df41dffffffff,4.0,0.0,0.0,4.0
84df451ffffffff,5.0,0.0,0.0,0.0
84df683ffffffff,12.0,0.0,0.0,10.0
84df68bffffffff,6.0,0.0,0.0,0.0
84df69dffffffff,18.0,0.0,0.0,13.0
84df6d7ffffffff,1.0,0.0,0.0,0.0
