cell_id,Patagona gigas,Patagona gigas peruviana,Patagona gigas gigas
848e6c1ffffffff,2.0,0.0,0.0
848e6c3ffffffff,2.0,0.0,0.0
848e6c5ffffffff,10.0,0.0,0.0
848e6c7ffffffff,2.0,0.0,0.0
848e6cdffffffff,14.0,0.0,0.0
848e6d1ffffffff,8.0,0.0,0.0
848e6d7ffffffff,1.0,0.0,0.0
848e6d9ffffffff,33.0,0.0,0.0
848e6ddffffffff,11.0,0.0,0.0
848e6e5ffffffff,4.0,0.0,0.0
848f291ffffffff,15.0,0.0,0.0
848f297ffffffff,2.0,0.0,0.0
848f299ffffffff,9.0,0.0,0.0
848f2d1ffffffff,9.0,0.0,0.0
848f2d3ffffffff,4.0,0.0,0.0
848f2d7ffffffff,3.0,0.0,0.0
848f2d9ffffffff,14.0,0.0,0.0
848f2ddffffffff,20.0,0.0,0.0
848f4a5ffffffff,4.0,0.0,0.0
848f509ffffffff,5.0,0.0,0.0
848f50bffffffff,1.0,0.0,0.0
848f511ffffffff,1.0,0.0,0.0
848f513ffffffff,11.0,0.0,0.0
848f515ffffffff,2.0,0.0,0.0
848f517ffffffff,24.0,0.0,0.0
848f519ffffffff,154.0,0.0,0.0
848f51bffffffff,6.0,0.0,0.0
848f51dffffffff,40.0,0.0,0.0
848f547ffffffff,4.0,0.0,0.0
848f54dffffffff,10.0,0.0,0.0
848f553ffffffff,14.0,0.0,0.0
848f557ffffffff,2.0,0.0,0.0
848f559ffffffff,1.0,0.0,0.0
848f55bffffffff,3.0,0.0,0.0
848f581ffffffff,32.0,0.0,0.0
848f583ffffffff,4.0,0.0,0.0
848f587ffffffff,3.0,0.0,0.0
848f589ffffffff,12.0,0.0,0.0
848f58dffffffff,132.0,0.0,0.0
848f593ffffffff,14.0,0.0,0.0
848f595ffffffff,7.0,0.0,0.0
848f597ffffffff,95.0,0.0,0.0
848f59bffffffff,27.0,0.0,0.0
848f59dffffffff,8.0,0.0,0.0
848f5b9ffffffff,32.0,0.0,0.0
848f5bbffffffff,3.0,0.0,0.0
848f5c1ffffffff,4.0,0.0,0.0
848f5cdffffffff,12.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0
848f5e9ffffffff,26.0,0.0,0.0
848f5ebffffffff,9.0,0.0,0.0
848f761ffffffff,2.0,0.0,0.0
848f765ffffffff,2.0,0.0,0.0
848f767ffffffff,7.0,0.0,0.0
848f769ffffffff,43.0,0.0,0.0
848f76dffffffff,6.0,0.0,0.0
84b2001ffffffff,2.0,0.0,0.0
84b2015ffffffff,3.0,0.0,0.0
84b2017ffffffff,2.0,0.0,0.0
84b2037ffffffff,6.0,0.0,0.0
84b2039ffffffff,5.0,0.0,0.0
84b2057ffffffff,2.0,0.0,0.0
84b2091ffffffff,6.0,0.0,0.0
84b2099ffffffff,18.0,0.0,0.0
84b209bffffffff,7.0,0.0,0.0
84b20a5ffffffff,6.0,0.0,0.0
84b20a7ffffffff,2.0,0.0,0.0
84b20adffffffff,4.0,0.0,0.0
84b20e9ffffffff,2.0,0.0,0.0
84b2191ffffffff,158.0,0.0,0.0
84b2193ffffffff,16.0,0.0,0.0
84b2195ffffffff,13.0,0.0,0.0
84b2197ffffffff,39.0,0.0,0.0
84b2199ffffffff,6.0,0.0,0.0
84b219bffffffff,27.0,0.0,0.0
84b219dffffffff,33.0,0.0,0.0
84b21bbffffffff,53.0,0.0,0.0
84b21d1ffffffff,2.0,0.0,0.0
84b21d5ffffffff,2.0,0.0,0.0
84b21d7ffffffff,4.0,0.0,0.0
84b21d9ffffffff,17.0,0.0,0.0
84b21dbffffffff,11.0,0.0,0.0
84b21ddffffffff,54.0,0.0,0.0
84b2297ffffffff,4.0,0.0,0.0
84b22b3ffffffff,2.0,0.0,0.0
84b22d9ffffffff,5.0,0.0,0.0
84b2705ffffffff,4.0,0.0,0.0
84b270bffffffff,1.0,0.0,0.0
84b2725ffffffff,6.0,0.0,0.0
84b2c01ffffffff,15.0,0.0,0.0
84b2c03ffffffff,32.0,0.0,0.0
84b2c05ffffffff,30.0,0.0,0.0
84b2c07ffffffff,8.0,0.0,0.0
84b2c09ffffffff,25.0,0.0,0.0
84b2c0bffffffff,84.0,0.0,0.0
84b2c0dffffffff,384.0,0.0,0.0
84b2c11ffffffff,26.0,0.0,0.0
84b2c15ffffffff,11.0,0.0,0.0
84b2c17ffffffff,16.0,0.0,0.0
84b2c19ffffffff,5.0,0.0,0.0
84b2c1dffffffff,6.0,0.0,0.0
84b2c2bffffffff,68.0,0.0,0.0
84b2c31ffffffff,9.0,0.0,0.0
84b2c35ffffffff,30.0,0.0,0.0
84b2c37ffffffff,3.0,0.0,0.0
84b2c39ffffffff,20.0,0.0,0.0
84b2c3bffffffff,3.0,0.0,0.0
84b2c3dffffffff,69.0,0.0,0.0
84b2c41ffffffff,675.0,0.0,0.0
84b2c43ffffffff,95.0,0.0,0.0
84b2c45ffffffff,49.0,0.0,0.0
84b2c47ffffffff,456.0,0.0,0.0
84b2c49ffffffff,127.0,0.0,0.0
84b2c4bffffffff,299.0,0.0,0.0
84b2c4dffffffff,161.0,0.0,0.0
84b2c51ffffffff,552.0,0.0,0.0
84b2c53ffffffff,111.0,0.0,0.0
84b2c55ffffffff,122.0,0.0,0.0
84b2c57ffffffff,62.0,0.0,0.0
84b2c59ffffffff,21.0,0.0,0.0
84b2c5bffffffff,2.0,0.0,0.0
84b2c5dffffffff,22.0,0.0,0.0
84b2ca9ffffffff,5.0,0.0,0.0
84b2ce5ffffffff,1.0,0.0,0.0
84b2ce7ffffffff,1.0,0.0,0.0
84b2cedffffffff,2.0,0.0,0.0
84b2d81ffffffff,8.0,0.0,0.0
84b2d83ffffffff,1.0,0.0,0.0
84b2d89ffffffff,6.0,0.0,0.0
84b2da3ffffffff,11.0,0.0,0.0
84b2dabffffffff,6.0,0.0,0.0
84b2dc3ffffffff,2.0,0.0,0.0
84b2dcbffffffff,75.0,0.0,0.0
84b2dd3ffffffff,4.0,0.0,0.0
84b2dd5ffffffff,1.0,0.0,0.0
84b2dd9ffffffff,2.0,0.0,0.0
84b2ddbffffffff,28.0,0.0,0.0
84b2dddffffffff,2.0,0.0,0.0
84b2e05ffffffff,1.0,0.0,0.0
84b2e07ffffffff,2.0,0.0,0.0
84b2e0dffffffff,2.0,0.0,0.0
84b2e15ffffffff,2.0,0.0,0.0
84b2e1dffffffff,1.0,0.0,0.0
84b2e21ffffffff,86.0,0.0,0.0
84b2e23ffffffff,19.0,0.0,0.0
84b2e27ffffffff,270.0,0.0,0.0
84b2e29ffffffff,36.0,0.0,0.0
84b2e2bffffffff,7.0,0.0,0.0
84b2e2dffffffff,122.0,0.0,0.0
84b2e35ffffffff,30.0,0.0,0.0
84b2e37ffffffff,9.0,0.0,0.0
84b2e3dffffffff,14.0,0.0,0.0
84b2e45ffffffff,4.0,0.0,0.0
84b2e4dffffffff,14.0,0.0,0.0
84b2e61ffffffff,8.0,0.0,0.0
84b2e65ffffffff,21.0,0.0,0.0
84b2e67ffffffff,41.0,0.0,0.0
84b2e69ffffffff,21.0,0.0,0.0
84b2e6bffffffff,30.0,0.0,0.0
84b2e6dffffffff,82.0,0.0,0.0
84b2ea7ffffffff,3.0,0.0,0.0
84b2ee1ffffffff,10.0,0.0,0.0
84b2eebffffffff,4.0,0.0,0.0
84b3001ffffffff,1.0,0.0,0.0
84b3011ffffffff,13.0,0.0,0.0
84b3049ffffffff,1.0,0.0,0.0
84b3055ffffffff,17.0,0.0,0.0
84b3059ffffffff,3.0,0.0,0.0
84b305dffffffff,562.0,0.0,0.0
84b30b9ffffffff,12.0,0.0,0.0
84b30cbffffffff,1.0,0.0,0.0
84b30ddffffffff,2.0,0.0,0.0
84b30e9ffffffff,3.0,0.0,0.0
84b3201ffffffff,1.0,0.0,0.0
84b3209ffffffff,4.0,0.0,0.0
84b320bffffffff,2.0,0.0,0.0
84b320dffffffff,28.0,0.0,0.0
84b3219ffffffff,146.0,0.0,0.0
84b321dffffffff,41.0,0.0,0.0
84b3227ffffffff,2.0,0.0,0.0
84b3241ffffffff,2.0,0.0,0.0
84b3243ffffffff,3.0,0.0,0.0
84b3245ffffffff,3.0,0.0,0.0
84b3255ffffffff,3.0,0.0,0.0
84b3257ffffffff,13.0,0.0,0.0
84b3261ffffffff,2.0,0.0,0.0
84b3269ffffffff,2.0,0.0,0.0
84b326bffffffff,3.0,0.0,0.0
84b326dffffffff,3.0,0.0,0.0
84b32b7ffffffff,1.0,0.0,0.0
84b32d9ffffffff,1.0,0.0,0.0
84b32dbffffffff,5.0,0.0,0.0
84b32ddffffffff,22.0,0.0,0.0
84b330bffffffff,2.0,0.0,0.0
84b3319ffffffff,2.0,0.0,0.0
84b3341ffffffff,60.0,0.0,0.0
84b3343ffffffff,6.0,0.0,0.0
84b3345ffffffff,2.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0
84b334bffffffff,37.0,0.0,0.0
84b3351ffffffff,2.0,0.0,0.0
84b3355ffffffff,135.0,0.0,0.0
84b3357ffffffff,3.0,0.0,0.0
84b335dffffffff,4.0,0.0,0.0
84b3369ffffffff,2.0,0.0,0.0
84b3425ffffffff,2.0,0.0,0.0
84b346dffffffff,1.0,0.0,0.0
84b3511ffffffff,2.0,0.0,0.0
84b3515ffffffff,23.0,0.0,0.0
84b3517ffffffff,26.0,0.0,0.0
84b3519ffffffff,74.0,0.0,0.0
84b353bffffffff,2.0,0.0,0.0
84b354bffffffff,2.0,0.0,0.0
84b3551ffffffff,35.0,0.0,0.0
84b3553ffffffff,67.0,0.0,0.0
84b3557ffffffff,1.0,0.0,0.0
84b3559ffffffff,7.0,0.0,0.0
84b355bffffffff,4.0,0.0,0.0
84b355dffffffff,33.0,0.0,0.0
84b35a1ffffffff,4.0,0.0,0.0
84b35a5ffffffff,2.0,0.0,0.0
84b35a7ffffffff,52.0,0.0,0.0
84b35adffffffff,7.0,0.0,0.0
84b35e1ffffffff,27.0,0.0,0.0
84b35e5ffffffff,31.0,0.0,0.0
84b35edffffffff,8.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0
84b3723ffffffff,12.0,0.0,0.0
84b3731ffffffff,69.0,0.0,0.0
84b3733ffffffff,4.0,0.0,0.0
84b3739ffffffff,1.0,0.0,0.0
84b373dffffffff,1.0,0.0,0.0
84ce997ffffffff,10.0,0.0,0.0
