cell_id,Molothrus aeneus,Molothrus aeneus [aeneus Group],Molothrus aeneus armenti
8426cb5ffffffff,5.0,0.0,0.0
8426cbdffffffff,4.0,0.0,0.0
8426d09ffffffff,2.0,0.0,0.0
8426d21ffffffff,1.0,0.0,0.0
8426d2bffffffff,6.0,0.0,0.0
8426d35ffffffff,17.0,0.0,0.0
8426d39ffffffff,8.0,0.0,0.0
8426d45ffffffff,13.0,0.0,0.0
8426d5bffffffff,1.0,0.0,0.0
8426d83ffffffff,1.0,0.0,0.0
8426d8dffffffff,2.0,0.0,0.0
8426d95ffffffff,8.0,0.0,0.0
8426da5ffffffff,2.0,2.0,0.0
8426dabffffffff,4.0,0.0,0.0
8426dc5ffffffff,1.0,0.0,0.0
8426de7ffffffff,17.0,0.0,0.0
8426de9ffffffff,2.0,0.0,0.0
8426debffffffff,2.0,0.0,0.0
8426dedffffffff,2.0,0.0,0.0
8426f33ffffffff,22.0,0.0,0.0
8426f3bffffffff,2.0,0.0,0.0
8429841ffffffff,2.0,0.0,0.0
8429849ffffffff,1.0,0.0,0.0
8429869ffffffff,28.0,0.0,0.0
84298e9ffffffff,2.0,0.0,0.0
8429a29ffffffff,18.0,0.0,0.0
8429a3bffffffff,1.0,0.0,0.0
8429a41ffffffff,35.0,0.0,0.0
8429a61ffffffff,7.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429a6bffffffff,8.0,0.0,0.0
8429a6dffffffff,18.0,0.0,0.0
8429ae5ffffffff,2.0,0.0,0.0
8429b01ffffffff,2.0,0.0,0.0
8429b0bffffffff,27.0,0.0,0.0
8429b13ffffffff,1.0,0.0,0.0
8429b15ffffffff,20.0,0.0,0.0
8429b17ffffffff,1.0,0.0,0.0
8429b1dffffffff,2.0,0.0,0.0
8429b39ffffffff,3.0,0.0,0.0
8429b55ffffffff,12.0,0.0,0.0
8429b5bffffffff,4.0,0.0,0.0
8429b5dffffffff,23.0,0.0,0.0
8429b6dffffffff,6.0,0.0,0.0
842ad51ffffffff,21.0,0.0,0.0
844412dffffffff,6.0,0.0,0.0
8444131ffffffff,37.0,0.0,0.0
8444133ffffffff,5.0,0.0,0.0
8444137ffffffff,11.0,0.0,0.0
844413dffffffff,23.0,1.0,0.0
844415dffffffff,7.0,0.0,0.0
8444165ffffffff,2.0,0.0,0.0
84441a1ffffffff,4.0,0.0,0.0
84441a5ffffffff,7.0,2.0,0.0
84441a9ffffffff,20.0,3.0,0.0
84441adffffffff,2.0,0.0,0.0
84441b7ffffffff,15.0,0.0,0.0
84441e5ffffffff,2.0,0.0,0.0
84441e7ffffffff,571.0,22.0,0.0
8444409ffffffff,2.0,0.0,0.0
844440dffffffff,24.0,1.0,0.0
844442dffffffff,2.0,0.0,0.0
8444445ffffffff,7.0,0.0,0.0
844444bffffffff,1.0,0.0,0.0
8444459ffffffff,47.0,0.0,0.0
844445bffffffff,16.0,0.0,0.0
844445dffffffff,1.0,0.0,0.0
8444461ffffffff,10.0,0.0,0.0
8444463ffffffff,2.0,0.0,0.0
8444465ffffffff,23.0,0.0,0.0
8444467ffffffff,40.0,0.0,0.0
8444469ffffffff,4.0,0.0,0.0
844446bffffffff,1.0,0.0,0.0
844446dffffffff,4.0,0.0,0.0
844450dffffffff,241.0,0.0,0.0
844452dffffffff,3.0,0.0,0.0
8444551ffffffff,1.0,0.0,0.0
844455bffffffff,21.0,0.0,0.0
8444633ffffffff,12.0,0.0,0.0
84446c3ffffffff,4.0,0.0,0.0
84446c9ffffffff,2.0,0.0,0.0
84446cbffffffff,3.0,0.0,0.0
84446d1ffffffff,3.0,0.0,0.0
84446d3ffffffff,15.0,0.0,0.0
84446d5ffffffff,3.0,0.0,0.0
84446dbffffffff,2.0,0.0,0.0
84446ddffffffff,2.0,0.0,0.0
84446e5ffffffff,1.0,0.0,0.0
84446edffffffff,8.0,0.0,0.0
8444717ffffffff,5.0,0.0,0.0
