cell_id,Molothrus aeneus,Molothrus aeneus [aeneus Group],Molothrus aeneus armenti
8444731ffffffff,63.0,0.0,0.0
8444733ffffffff,4.0,0.0,0.0
8444735ffffffff,6.0,0.0,0.0
844473bffffffff,15.0,0.0,0.0
8444a11ffffffff,7.0,0.0,0.0
8444a19ffffffff,17.0,0.0,0.0
8444a51ffffffff,2.0,0.0,0.0
8444a83ffffffff,10.0,0.0,0.0
8444a89ffffffff,2.0,0.0,0.0
8444a91ffffffff,4.0,0.0,0.0
8444a93ffffffff,1.0,0.0,0.0
8444a9bffffffff,171.0,1.0,0.0
8444ac1ffffffff,4.0,0.0,0.0
8444ac5ffffffff,22.0,0.0,0.0
8444ad5ffffffff,1.0,0.0,0.0
8444addffffffff,2.0,0.0,0.0
8444ae9ffffffff,14.0,0.0,0.0
8444e47ffffffff,1.0,0.0,0.0
8444e63ffffffff,4.0,0.0,0.0
8444f43ffffffff,9.0,0.0,0.0
8444f69ffffffff,2.0,0.0,0.0
8445053ffffffff,9.0,0.0,0.0
844505bffffffff,12.0,0.0,0.0
8445217ffffffff,5.0,0.0,0.0
8445233ffffffff,4.0,0.0,0.0
84452a5ffffffff,15.0,0.0,0.0
84452a9ffffffff,2.0,0.0,0.0
84452adffffffff,9.0,0.0,0.0
84452e1ffffffff,3.0,0.0,0.0
84452e3ffffffff,17.0,0.0,0.0
84452e5ffffffff,23.0,0.0,0.0
84452e9ffffffff,1.0,0.0,0.0
8445317ffffffff,2.0,0.0,0.0
8445765ffffffff,3.0,0.0,0.0
84480e3ffffffff,1.0,0.0,0.0
8448101ffffffff,2.0,0.0,0.0
8448147ffffffff,7.0,0.0,0.0
844814bffffffff,2.0,0.0,0.0
8448369ffffffff,3.0,3.0,0.0
8448427ffffffff,1.0,0.0,0.0
84484a5ffffffff,2.0,0.0,0.0
8448559ffffffff,1.0,0.0,0.0
8448583ffffffff,7.0,0.0,0.0
8448595ffffffff,6.0,0.0,0.0
8448597ffffffff,1.0,0.0,0.0
84485a7ffffffff,3.0,0.0,0.0
84485b1ffffffff,2.0,0.0,0.0
84485b5ffffffff,6.0,0.0,0.0
84485b9ffffffff,6.0,0.0,0.0
84485bbffffffff,9.0,0.0,0.0
84485bdffffffff,5.0,0.0,0.0
844873bffffffff,1.0,0.0,0.0
844880dffffffff,2.0,2.0,0.0
8448831ffffffff,6.0,0.0,0.0
8448833ffffffff,3.0,0.0,0.0
844886bffffffff,1.0,1.0,0.0
8448899ffffffff,2.0,2.0,0.0
84488a7ffffffff,3.0,0.0,0.0
84488e9ffffffff,6.0,0.0,0.0
84488ebffffffff,2.0,0.0,0.0
8448903ffffffff,3.0,0.0,0.0
844890bffffffff,1.0,1.0,0.0
8448919ffffffff,2.0,2.0,0.0
844891bffffffff,2.0,0.0,0.0
8448923ffffffff,3.0,0.0,0.0
8448933ffffffff,9.0,0.0,0.0
8448935ffffffff,3.0,0.0,0.0
8448937ffffffff,8.0,0.0,0.0
844893dffffffff,2.0,0.0,0.0
8448951ffffffff,8.0,0.0,0.0
8448953ffffffff,2.0,0.0,0.0
8448955ffffffff,4.0,0.0,0.0
8448959ffffffff,2.0,0.0,0.0
844895bffffffff,2.0,0.0,0.0
8448985ffffffff,8.0,0.0,0.0
844898dffffffff,2.0,0.0,0.0
8448991ffffffff,1.0,0.0,0.0
8448993ffffffff,4.0,0.0,0.0
84489a9ffffffff,1.0,0.0,0.0
84489abffffffff,1.0,0.0,0.0
84489b1ffffffff,2.0,0.0,0.0
84489b9ffffffff,2.0,0.0,0.0
84489c1ffffffff,13.0,0.0,0.0
84489c3ffffffff,3.0,0.0,0.0
84489c5ffffffff,2.0,0.0,0.0
84489c9ffffffff,4.0,0.0,0.0
84489cdffffffff,3.0,0.0,0.0
84489e1ffffffff,5.0,0.0,0.0
84489e3ffffffff,35.0,0.0,0.0
84489e7ffffffff,2.0,0.0,0.0
84489ebffffffff,2.0,0.0,0.0
8448a21ffffffff,2.0,2.0,0.0
8448acbffffffff,1.0,0.0,0.0
8448b13ffffffff,1.0,1.0,0.0
8448b15ffffffff,1.0,0.0,0.0
8448b39ffffffff,53.0,2.0,0.0
8448b3dffffffff,3.0,1.0,0.0
8448c19ffffffff,4.0,0.0,0.0
8448c2dffffffff,2.0,0.0,0.0
8448c35ffffffff,15.0,0.0,0.0
8448c59ffffffff,2.0,0.0,0.0
8448c63ffffffff,10.0,0.0,0.0
8448c6dffffffff,4.0,0.0,0.0
8448cd3ffffffff,25.0,0.0,0.0
8448d03ffffffff,4.0,0.0,0.0
8448d09ffffffff,4.0,0.0,0.0
8448d19ffffffff,2.0,0.0,0.0
8448d1dffffffff,2.0,0.0,0.0
8448d27ffffffff,2.0,0.0,0.0
8448d2bffffffff,1.0,0.0,0.0
8448d2dffffffff,2.0,0.0,0.0
8448d33ffffffff,7.0,0.0,0.0
8448d4bffffffff,2.0,0.0,0.0
8448d57ffffffff,4.0,0.0,0.0
8448d67ffffffff,2.0,0.0,0.0
8448d8bffffffff,4.0,0.0,0.0
8448dc3ffffffff,2.0,0.0,0.0
8448dcbffffffff,1.0,0.0,0.0
8448dd5ffffffff,8.0,0.0,0.0
8448de5ffffffff,2.0,0.0,0.0
8448e83ffffffff,4.0,0.0,0.0
8448e85ffffffff,37.0,0.0,0.0
8448e89ffffffff,9.0,0.0,0.0
8448e8dffffffff,12.0,1.0,0.0
8448ea1ffffffff,2.0,0.0,0.0
8448ea5ffffffff,4.0,0.0,0.0
8448ea7ffffffff,2.0,0.0,0.0
8448eabffffffff,1.0,0.0,0.0
8448eb7ffffffff,2.0,0.0,0.0
8448ebbffffffff,76.0,0.0,0.0
8448ec3ffffffff,2.0,0.0,0.0
8448ec5ffffffff,1.0,0.0,0.0
8448ec7ffffffff,2.0,0.0,0.0
8448ee3ffffffff,11.0,0.0,0.0
8448ee5ffffffff,2.0,0.0,0.0
8448ee9ffffffff,5.0,3.0,0.0
8448eebffffffff,7.0,0.0,0.0
8448eedffffffff,2.0,2.0,0.0
8448f25ffffffff,3.0,3.0,0.0
8448f39ffffffff,2.0,0.0,0.0
844982bffffffff,2.0,0.0,0.0
844986dffffffff,2.0,2.0,0.0
844990dffffffff,7.0,2.0,0.0
8449929ffffffff,2.0,0.0,0.0
8449949ffffffff,3.0,0.0,0.0
8449959ffffffff,3.0,2.0,0.0
8449961ffffffff,10.0,5.0,0.0
8449963ffffffff,11.0,4.0,0.0
8449965ffffffff,155.0,5.0,0.0
8449967ffffffff,1.0,0.0,0.0
8449969ffffffff,6.0,0.0,0.0
8449987ffffffff,10.0,7.0,0.0
84499cdffffffff,2.0,0.0,0.0
8449a89ffffffff,1.0,0.0,0.0
8449ab5ffffffff,1.0,0.0,0.0
8449b33ffffffff,10.0,10.0,0.0
8449b37ffffffff,3.0,1.0,0.0
8449b3dffffffff,6.0,6.0,0.0
8466107ffffffff,5.0,0.0,0.0
8466163ffffffff,4.0,0.0,0.0
8466167ffffffff,6.0,0.0,0.0
846620bffffffff,4.0,0.0,4.0
8466221ffffffff,7.0,0.0,0.0
8466a0bffffffff,31.0,0.0,0.0
8466a51ffffffff,1.0,0.0,0.0
8466a57ffffffff,5.0,0.0,0.0
8466a5bffffffff,3.0,0.0,0.0
8466b09ffffffff,1.0,1.0,0.0
8466b0bffffffff,2.0,0.0,0.0
8466b19ffffffff,20.0,0.0,0.0
8466b41ffffffff,2.0,0.0,0.0
8466b45ffffffff,6.0,0.0,0.0
8466b4dffffffff,6.0,2.0,0.0
8466b51ffffffff,9.0,0.0,0.0
8466b53ffffffff,15.0,6.0,0.0
8466b55ffffffff,5.0,2.0,0.0
8466b57ffffffff,4.0,1.0,0.0
8466b5bffffffff,18.0,0.0,0.0
8466b69ffffffff,2.0,0.0,0.0
846d041ffffffff,1.0,0.0,0.0
846d069ffffffff,2.0,2.0,0.0
846d21dffffffff,2.0,0.0,0.0
846d231ffffffff,2.0,2.0,0.0
846d23bffffffff,2.0,0.0,0.0
846d23dffffffff,2.0,0.0,0.0
846d251ffffffff,1.0,1.0,0.0
846d257ffffffff,2.0,0.0,0.0
846d287ffffffff,2.0,0.0,0.0
846d295ffffffff,4.0,0.0,0.0
846d299ffffffff,2.0,0.0,0.0
846d2a3ffffffff,2.0,0.0,0.0
846d2b9ffffffff,2.0,0.0,0.0
846d2d7ffffffff,8.0,0.0,0.0
846d319ffffffff,8.0,0.0,0.0
846d32bffffffff,2.0,0.0,0.0
846d34dffffffff,20.0,0.0,0.0
846d36dffffffff,5.0,3.0,0.0
846d665ffffffff,1.0,0.0,0.0
846d66dffffffff,1.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0
846d695ffffffff,3.0,3.0,0.0
846d699ffffffff,1.0,1.0,0.0
846d69dffffffff,6.0,3.0,0.0
846d6b9ffffffff,5.0,0.0,0.0
846d76dffffffff,4.0,0.0,0.0
