cell_id,Patagioenas maculosa,Patagioenas maculosa albipennis,Patagioenas maculosa maculosa
83b265fffffffff,9.0,0.0,0.0
83b266fffffffff,66.0,0.0,0.0
83b268fffffffff,120.0,0.0,0.0
83b269fffffffff,123.0,0.0,0.0
83b26afffffffff,33.0,0.0,0.0
83b26dfffffffff,80.0,0.0,0.0
83b26efffffffff,22.0,0.0,0.0
83b270fffffffff,150.0,0.0,0.0
83b271fffffffff,37.0,0.0,0.0
83b272fffffffff,84.0,0.0,0.0
83b273fffffffff,2.0,0.0,0.0
83b274fffffffff,28.0,0.0,0.0
83b275fffffffff,493.0,0.0,0.0
83b276fffffffff,14.0,0.0,0.0
83b2c8fffffffff,44.0,0.0,0.0
83b2cdfffffffff,21.0,0.0,0.0
83b2e1fffffffff,77.0,0.0,0.0
83b2e3fffffffff,1.0,0.0,0.0
83b2e5fffffffff,7.0,0.0,0.0
83b2e8fffffffff,200.0,0.0,0.0
83b2e9fffffffff,204.0,0.0,0.0
83b2eafffffffff,44.0,0.0,0.0
83b2ebfffffffff,106.0,0.0,0.0
83b2ecfffffffff,322.0,0.0,0.0
83b2edfffffffff,46.0,0.0,0.0
83b2eefffffffff,627.0,0.0,0.0
83b300fffffffff,89.0,10.0,0.0
83b301fffffffff,67.0,0.0,0.0
83b303fffffffff,2.0,0.0,0.0
83b304fffffffff,623.0,97.0,0.0
83b305fffffffff,904.0,91.0,0.0
83b309fffffffff,6.0,0.0,0.0
83b30dfffffffff,1.0,0.0,0.0
83b320fffffffff,257.0,11.0,0.0
83b321fffffffff,394.0,5.0,0.0
83b322fffffffff,3.0,0.0,0.0
83b323fffffffff,22.0,2.0,0.0
83b324fffffffff,49.0,1.0,0.0
83b325fffffffff,69.0,0.0,0.0
83b326fffffffff,151.0,0.0,0.0
83b328fffffffff,4.0,0.0,0.0
83b32afffffffff,33.0,0.0,0.0
83b32cfffffffff,65.0,2.0,0.0
83b32dfffffffff,27.0,2.0,0.0
83b330fffffffff,15.0,0.0,0.0
83b331fffffffff,8.0,0.0,0.0
83b334fffffffff,59.0,0.0,0.0
83b335fffffffff,138.0,0.0,0.0
83b341fffffffff,8.0,0.0,0.0
83b342fffffffff,29.0,0.0,0.0
83b343fffffffff,39.0,0.0,0.0
83b346fffffffff,1.0,0.0,0.0
83b348fffffffff,7.0,0.0,0.0
83b349fffffffff,16.0,0.0,0.0
83b34afffffffff,22.0,0.0,0.0
83b34bfffffffff,100.0,0.0,0.0
83b34cfffffffff,10.0,0.0,0.0
83b34dfffffffff,109.0,0.0,0.0
83b34efffffffff,6.0,0.0,0.0
83b350fffffffff,2.0,0.0,0.0
83b351fffffffff,10.0,0.0,0.0
83b354fffffffff,6.0,4.0,0.0
83b355fffffffff,53.0,0.0,0.0
83b358fffffffff,40.0,0.0,0.0
83b359fffffffff,4.0,0.0,0.0
83b35afffffffff,195.0,0.0,0.0
83b35bfffffffff,22.0,0.0,0.0
83b35cfffffffff,47.0,0.0,0.0
83b35dfffffffff,47.0,0.0,0.0
83b35efffffffff,31.0,0.0,0.0
83b360fffffffff,4.0,0.0,0.0
83b362fffffffff,4.0,4.0,0.0
83b363fffffffff,1.0,0.0,0.0
83b365fffffffff,2.0,0.0,0.0
83b368fffffffff,3.0,0.0,0.0
83b36afffffffff,12.0,0.0,0.0
83b36bfffffffff,17.0,0.0,0.0
83b36dfffffffff,4.0,0.0,0.0
83b370fffffffff,2.0,1.0,0.0
83b372fffffffff,3.0,3.0,0.0
83b373fffffffff,402.0,140.0,0.0
83b374fffffffff,1.0,0.0,0.0
83b376fffffffff,5.0,0.0,0.0
83c203fffffffff,161.0,0.0,0.0
83c205fffffffff,269.0,0.0,0.0
83c218fffffffff,42.0,0.0,0.0
83c219fffffffff,29.0,0.0,0.0
83c21bfffffffff,479.0,0.0,0.0
83c21dfffffffff,313.0,0.0,0.0
83c221fffffffff,76.0,0.0,0.0
83c228fffffffff,58.0,0.0,3.0
83c229fffffffff,2.0,0.0,0.0
83c22afffffffff,254.0,0.0,0.0
83c22bfffffffff,6.0,0.0,0.0
83c22cfffffffff,50.0,0.0,0.0
83c22efffffffff,124.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0
83c2c0fffffffff,48.0,0.0,0.0
83c2c1fffffffff,595.0,0.0,0.0
83c2c2fffffffff,116.0,0.0,0.0
83c2c3fffffffff,37.0,0.0,0.0
83c2c4fffffffff,218.0,0.0,3.0
83c2c5fffffffff,1448.0,0.0,0.0
83c2c6fffffffff,265.0,0.0,1.0
83c2c8fffffffff,108.0,0.0,0.0
83c2c9fffffffff,206.0,0.0,0.0
83c2cafffffffff,356.0,0.0,0.0
83c2cbfffffffff,458.0,0.0,0.0
83c2ccfffffffff,124.0,0.0,0.0
83c2cdfffffffff,443.0,0.0,0.0
83c2cefffffffff,612.0,0.0,0.0
83c2d0fffffffff,195.0,0.0,0.0
83c2d1fffffffff,15.0,0.0,0.0
83c2d2fffffffff,54.0,0.0,0.0
83c2d3fffffffff,143.0,0.0,0.0
83c2d4fffffffff,290.0,0.0,1.0
83c2d5fffffffff,69.0,0.0,0.0
83c2d6fffffffff,122.0,0.0,0.0
83c2d8fffffffff,71.0,0.0,0.0
83c2d9fffffffff,415.0,0.0,29.0
83c2dafffffffff,5.0,0.0,0.0
83c2dbfffffffff,17.0,0.0,0.0
83c2dcfffffffff,8.0,0.0,0.0
83c2ddfffffffff,26.0,0.0,0.0
83c2defffffffff,22.0,0.0,0.0
83c2e0fffffffff,247.0,0.0,0.0
83c2e1fffffffff,191.0,0.0,0.0
83c2e2fffffffff,650.0,0.0,0.0
83c2e3fffffffff,1629.0,0.0,0.0
83c2e4fffffffff,17.0,0.0,0.0
83c2e5fffffffff,24.0,0.0,0.0
83c2e6fffffffff,65.0,0.0,0.0
83c2e8fffffffff,72.0,0.0,0.0
83c2e9fffffffff,98.0,0.0,0.0
83c2eafffffffff,162.0,0.0,0.0
83c2ebfffffffff,33.0,0.0,0.0
83c2ecfffffffff,47.0,0.0,0.0
83c2edfffffffff,5.0,0.0,0.0
83c2eefffffffff,163.0,0.0,0.0
83c2f1fffffffff,569.0,0.0,2.0
83c2f2fffffffff,685.0,0.0,2.0
83c2f3fffffffff,953.0,0.0,2.0
83c308fffffffff,26.0,0.0,0.0
83c309fffffffff,6.0,0.0,0.0
83c30bfffffffff,3.0,0.0,0.0
83c30cfffffffff,2.0,0.0,0.0
83c30dfffffffff,29.0,0.0,0.0
83c328fffffffff,5.0,0.0,0.0
83c329fffffffff,386.0,0.0,4.0
83c32bfffffffff,38.0,0.0,2.0
83c32dfffffffff,15.0,0.0,0.0
83c340fffffffff,379.0,0.0,0.0
83c341fffffffff,36.0,0.0,0.0
83c342fffffffff,18.0,0.0,0.0
83c343fffffffff,36.0,0.0,0.0
83c344fffffffff,12.0,0.0,0.0
83c345fffffffff,61.0,0.0,0.0
83c346fffffffff,46.0,0.0,0.0
83c348fffffffff,26.0,0.0,0.0
83c349fffffffff,71.0,0.0,0.0
83c34afffffffff,8.0,0.0,0.0
83c34bfffffffff,148.0,0.0,0.0
83c34cfffffffff,30.0,0.0,0.0
83c34dfffffffff,17.0,0.0,0.0
83c34efffffffff,82.0,0.0,0.0
83c350fffffffff,180.0,0.0,3.0
83c351fffffffff,45.0,0.0,0.0
83c352fffffffff,30.0,0.0,0.0
83c353fffffffff,118.0,0.0,0.0
83c354fffffffff,55.0,0.0,0.0
83c355fffffffff,25.0,0.0,0.0
83c356fffffffff,104.0,0.0,0.0
83c358fffffffff,4.0,0.0,0.0
83c359fffffffff,2.0,0.0,0.0
83c35afffffffff,31.0,0.0,0.0
83c35bfffffffff,4.0,0.0,0.0
83c35cfffffffff,16.0,0.0,0.0
83c35dfffffffff,22.0,0.0,0.0
83c360fffffffff,193.0,0.0,0.0
83c361fffffffff,4.0,0.0,0.0
83c362fffffffff,3.0,0.0,0.0
83c363fffffffff,9.0,0.0,0.0
83c364fffffffff,25.0,0.0,0.0
83c365fffffffff,3.0,0.0,0.0
83c366fffffffff,29.0,0.0,0.0
83c368fffffffff,3.0,0.0,0.0
83c36afffffffff,35.0,0.0,0.0
83c36bfffffffff,10.0,0.0,0.0
83c36cfffffffff,7.0,0.0,0.0
83c36dfffffffff,24.0,0.0,0.0
83c36efffffffff,5.0,0.0,0.0
83c370fffffffff,101.0,0.0,0.0
83c371fffffffff,158.0,0.0,0.0
83c373fffffffff,74.0,0.0,0.0
83c374fffffffff,4.0,0.0,0.0
83c375fffffffff,38.0,0.0,0.0
83c376fffffffff,143.0,0.0,0.0
83ce82fffffffff,4.0,0.0,0.0
83ce91fffffffff,4.0,0.0,0.0
83ce92fffffffff,26.0,0.0,0.0
83ce93fffffffff,817.0,0.0,0.0
83ce96fffffffff,23.0,0.0,0.0
83ce98fffffffff,2.0,0.0,0.0
83ce9bfffffffff,1.0,0.0,0.0
83ce9efffffffff,5.0,0.0,0.0
