cell_id,Patagioenas maculosa,Patagioenas maculosa albipennis,Patagioenas maculosa maculosa
838b20fffffffff,21.0,2.0,0.0
838b21fffffffff,28.0,1.0,0.0
838b22fffffffff,4.0,0.0,0.0
838b24fffffffff,4.0,0.0,0.0
838b25fffffffff,50.0,0.0,0.0
838b2cfffffffff,54.0,6.0,0.0
838b2dfffffffff,1.0,0.0,0.0
838b60fffffffff,23.0,5.0,0.0
838b61fffffffff,3336.0,200.0,0.0
838b64fffffffff,18.0,0.0,0.0
838b65fffffffff,34.0,0.0,0.0
838b66fffffffff,13.0,0.0,0.0
838b6cfffffffff,100.0,2.0,0.0
838e60fffffffff,153.0,0.0,0.0
838e61fffffffff,12.0,0.0,0.0
838e62fffffffff,19.0,0.0,0.0
838e63fffffffff,3.0,0.0,0.0
838e64fffffffff,26.0,0.0,0.0
838e65fffffffff,8.0,0.0,0.0
838e66fffffffff,228.0,0.0,0.0
838e68fffffffff,8.0,0.0,0.0
838e69fffffffff,14.0,0.0,0.0
838e6afffffffff,3.0,0.0,0.0
838e6cfffffffff,39.0,0.0,0.0
838e6dfffffffff,157.0,0.0,0.0
838e6efffffffff,18.0,0.0,0.0
838f59fffffffff,10.0,0.0,0.0
83a865fffffffff,12.0,0.0,0.0
83a905fffffffff,5.0,0.0,0.0
83a90efffffffff,2.0,0.0,0.0
83a91dfffffffff,1.0,0.0,0.0
83a921fffffffff,31.0,0.0,0.0
83a928fffffffff,4.0,0.0,0.0
83a92cfffffffff,711.0,0.0,0.0
83a92dfffffffff,120.0,0.0,10.0
83a92efffffffff,62.0,0.0,1.0
83a944fffffffff,187.0,0.0,0.0
83a945fffffffff,5.0,0.0,0.0
83a946fffffffff,112.0,0.0,0.0
83a948fffffffff,2.0,0.0,0.0
83a949fffffffff,4.0,0.0,0.0
83a94bfffffffff,11.0,0.0,0.0
83a94cfffffffff,1.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0
83a94efffffffff,4.0,0.0,0.0
83a959fffffffff,1.0,0.0,0.0
83a960fffffffff,41.0,0.0,0.0
83a961fffffffff,81.0,0.0,0.0
83a962fffffffff,902.0,0.0,0.0
83a963fffffffff,12.0,0.0,0.0
83a964fffffffff,143.0,0.0,0.0
83a965fffffffff,15.0,0.0,0.0
83a966fffffffff,36.0,0.0,0.0
83a968fffffffff,8.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0
83a96afffffffff,2.0,0.0,0.0
83a96bfffffffff,3.0,0.0,0.0
83a96cfffffffff,30.0,0.0,0.0
83a96dfffffffff,5.0,0.0,0.0
83a96efffffffff,33.0,0.0,0.0
83a971fffffffff,128.0,0.0,0.0
83a975fffffffff,55.0,0.0,0.0
83b209fffffffff,98.0,0.0,0.0
83b20bfffffffff,38.0,0.0,0.0
83b20dfffffffff,27.0,0.0,0.0
83b228fffffffff,6.0,0.0,0.0
83b229fffffffff,1.0,0.0,0.0
83b22bfffffffff,6.0,0.0,0.0
83b22dfffffffff,2.0,0.0,0.0
83b240fffffffff,111.0,0.0,0.0
83b241fffffffff,754.0,0.0,0.0
83b242fffffffff,265.0,0.0,0.0
83b243fffffffff,1940.0,0.0,0.0
83b244fffffffff,29.0,0.0,0.0
83b245fffffffff,39.0,0.0,0.0
83b246fffffffff,108.0,0.0,0.0
83b248fffffffff,26.0,0.0,0.0
83b249fffffffff,4.0,0.0,0.0
83b24afffffffff,463.0,0.0,0.0
83b24bfffffffff,65.0,0.0,0.0
83b24cfffffffff,213.0,0.0,0.0
83b24dfffffffff,73.0,0.0,0.0
83b24efffffffff,252.0,0.0,0.0
83b250fffffffff,39.0,0.0,0.0
83b251fffffffff,240.0,0.0,0.0
83b252fffffffff,118.0,0.0,0.0
83b253fffffffff,12.0,0.0,0.0
83b254fffffffff,45.0,0.0,0.0
83b255fffffffff,36.0,0.0,0.0
83b256fffffffff,20.0,0.0,0.0
83b258fffffffff,656.0,0.0,0.0
83b259fffffffff,635.0,0.0,0.0
83b25afffffffff,73.0,0.0,0.0
83b25bfffffffff,189.0,0.0,0.0
83b25cfffffffff,891.0,0.0,0.0
83b25dfffffffff,1433.0,0.0,0.0
83b25efffffffff,354.0,0.0,0.0
83b260fffffffff,10.0,0.0,0.0
83b261fffffffff,42.0,0.0,0.0
83b262fffffffff,531.0,0.0,0.0
83b263fffffffff,58.0,0.0,0.0
