cell_id,Fregata ariel,Fregata ariel ariel/iredalei,Fregata ariel trinitatis
824107fffffffff,6.0,0.0,0.0
82411ffffffffff,7.0,0.0,0.0
8241b7fffffffff,28.0,0.0,0.0
824b87fffffffff,25.0,0.0,0.0
824ba7fffffffff,161.0,5.0,0.0
824bb7fffffffff,9.0,0.0,0.0
826427fffffffff,73.0,37.0,0.0
826437fffffffff,1.0,1.0,0.0
82651ffffffffff,1.0,0.0,0.0
826527fffffffff,3.0,0.0,0.0
826537fffffffff,7.0,0.0,0.0
8265affffffffff,2.0,0.0,0.0
826807fffffffff,90.0,1.0,0.0
826817fffffffff,4.0,0.0,0.0
82681ffffffffff,37.0,2.0,0.0
82682ffffffffff,22.0,0.0,0.0
826847fffffffff,2.0,0.0,0.0
82684ffffffffff,6.0,0.0,0.0
82685ffffffffff,10.0,0.0,0.0
826867fffffffff,2.0,0.0,0.0
826877fffffffff,2.0,0.0,0.0
8268cffffffffff,62.0,0.0,0.0
8268dffffffffff,2.0,0.0,0.0
8268f7fffffffff,16.0,0.0,0.0
82696ffffffffff,2.0,0.0,0.0
827287fffffffff,5.0,0.0,0.0
827297fffffffff,27.0,0.0,0.0
8272a7fffffffff,16.0,0.0,0.0
8272affffffffff,20.0,0.0,0.0
8272b7fffffffff,7.0,0.0,0.0
8272cffffffffff,3.0,0.0,0.0
8272d7fffffffff,2.0,0.0,0.0
8272dffffffffff,3.0,0.0,0.0
8272f7fffffffff,3.0,0.0,0.0
827397fffffffff,77.0,1.0,0.0
82739ffffffffff,439.0,24.0,0.0
8273b7fffffffff,4.0,0.0,0.0
827687fffffffff,1.0,0.0,0.0
82768ffffffffff,2.0,0.0,0.0
82769ffffffffff,56.0,0.0,0.0
8276a7fffffffff,2.0,0.0,0.0
8276b7fffffffff,4.0,0.0,0.0
827797fffffffff,9.0,0.0,0.0
82779ffffffffff,10.0,0.0,0.0
82789ffffffffff,3.0,0.0,0.0
827b2ffffffffff,6.0,0.0,0.0
827b37fffffffff,7.0,0.0,0.0
82845ffffffffff,2.0,0.0,0.0
8285a7fffffffff,17.0,0.0,0.0
8285b7fffffffff,3.0,0.0,0.0
82881ffffffffff,3.0,0.0,0.0
8288cffffffffff,1.0,0.0,0.0
828927fffffffff,77.0,0.0,0.0
828937fffffffff,34.0,0.0,0.0
828c17fffffffff,84.0,0.0,0.0
828c27fffffffff,56.0,0.0,0.0
828c47fffffffff,70.0,0.0,0.0
828c6ffffffffff,60.0,0.0,0.0
828c8ffffffffff,2.0,0.0,0.0
828d8ffffffffff,4.0,0.0,0.0
828da7fffffffff,12.0,0.0,0.0
828db7fffffffff,10.0,0.0,0.0
829417fffffffff,276.0,0.0,0.0
82941ffffffffff,2.0,0.0,0.0
829427fffffffff,9.0,1.0,0.0
82942ffffffffff,10.0,0.0,0.0
829437fffffffff,3.0,0.0,0.0
829447fffffffff,1.0,0.0,0.0
829457fffffffff,176.0,0.0,0.0
829467fffffffff,41.0,2.0,0.0
829487fffffffff,321.0,0.0,0.0
829497fffffffff,8.0,0.0,0.0
8294a7fffffffff,24.0,0.0,0.0
8294affffffffff,28.0,0.0,0.0
8294b7fffffffff,3.0,0.0,0.0
829507fffffffff,1.0,0.0,0.0
82951ffffffffff,79.0,3.0,0.0
829547fffffffff,45.0,0.0,0.0
829557fffffffff,10.0,0.0,0.0
82955ffffffffff,26.0,2.0,0.0
82956ffffffffff,102.0,0.0,0.0
8295a7fffffffff,58.0,1.0,0.0
8295affffffffff,6.0,0.0,0.0
829a17fffffffff,7.0,0.0,0.0
829b1ffffffffff,4.0,0.0,0.0
829b47fffffffff,31.0,0.0,0.0
829b4ffffffffff,12.0,0.0,0.0
829b5ffffffffff,32.0,0.0,0.0
829b6ffffffffff,62.0,0.0,0.0
829b8ffffffffff,6.0,0.0,0.0
829c07fffffffff,5.0,0.0,0.0
829c1ffffffffff,130.0,0.0,0.0
829c27fffffffff,90.0,0.0,0.0
829c5ffffffffff,11.0,0.0,0.0
829c77fffffffff,2.0,0.0,0.0
829c87fffffffff,4.0,0.0,0.0
829c97fffffffff,81.0,0.0,0.0
829c9ffffffffff,6.0,0.0,0.0
829ca7fffffffff,12.0,0.0,0.0
829caffffffffff,31.0,0.0,0.0
829cb7fffffffff,3.0,0.0,0.0
829ce7fffffffff,49.0,0.0,0.0
829ceffffffffff,3.0,0.0,0.0
829cf7fffffffff,46.0,0.0,0.0
829d07fffffffff,2.0,0.0,0.0
829d0ffffffffff,1.0,0.0,0.0
829d1ffffffffff,2.0,0.0,0.0
829d27fffffffff,133.0,0.0,0.0
829d97fffffffff,1.0,0.0,0.0
829d9ffffffffff,8.0,0.0,0.0
829daffffffffff,2.0,0.0,0.0
829e07fffffffff,1.0,0.0,0.0
829e1ffffffffff,3.0,0.0,0.0
829e27fffffffff,54.0,0.0,0.0
829e2ffffffffff,4.0,0.0,0.0
829ec7fffffffff,2.0,0.0,0.0
829ed7fffffffff,5.0,0.0,0.0
829edffffffffff,6.0,0.0,0.0
829ee7fffffffff,2.0,0.0,0.0
829f1ffffffffff,1.0,0.0,0.0
829f57fffffffff,10.0,0.0,0.0
829f5ffffffffff,2.0,0.0,0.0
82a027fffffffff,2.0,0.0,0.0
82a04ffffffffff,31.0,0.0,0.0
82a077fffffffff,1.0,0.0,0.0
82a0dffffffffff,12.0,0.0,0.0
82a117fffffffff,4.0,0.0,0.0
82a11ffffffffff,3.0,0.0,0.0
82a1a7fffffffff,2.0,0.0,0.0
82a30ffffffffff,15.0,0.0,0.0
82a32ffffffffff,1.0,0.0,0.0
82a337fffffffff,6.0,0.0,0.0
82a367fffffffff,1.0,0.0,0.0
82a39ffffffffff,3.0,0.0,0.0
82a61ffffffffff,6.0,0.0,0.0
82a687fffffffff,1.0,0.0,0.0
82a6a7fffffffff,2.0,0.0,0.0
82a79ffffffffff,7.0,0.0,0.0
82b4c7fffffffff,3.0,0.0,0.0
82b4cffffffffff,2.0,0.0,0.0
82be8ffffffffff,53.0,0.0,0.0
82beaffffffffff,61.0,0.0,0.0
