cell_id,Geokichla guttata,Geokichla guttata maxis,Geokichla guttata lippensi,Geokichla guttata [guttata Group]
827b4ffffffffff,1.0,0.0,0.0,0.0
827b5ffffffffff,36.0,0.0,0.0,0.0
82bc8ffffffffff,4.0,0.0,0.0,0.0
