cell_id,Monticola solitarius,Monticola solitarius solitarius/longirostris,Monticola solitarius pandoo,Monticola solitarius philippensis,Monticola solitarius madoci,Monticola solitarius pandoo x philippensis
84184bdffffffff,3.0,3.0,0.0,0.0,0.0,0.0
84194a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84195d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e185ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841eab3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841ec87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841ecc3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841ece9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841f9c1ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
841f9d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842099dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428355ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
842c56dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842db03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842db29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8430063ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84309b3ffffffff,38.0,0.0,0.0,35.0,0.0,0.0
84309d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8430ac5ffffffff,5.0,0.0,0.0,1.0,0.0,0.0
8430ecbffffffff,3.0,0.0,3.0,0.0,0.0,0.0
8431851ffffffff,5.0,0.0,0.0,5.0,0.0,0.0
8434697ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8438625ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8438629ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8438631ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8438739ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8438753ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8438759ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843875bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8438dbdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8438e49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439001ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8439003ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439007ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843901bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843901dffffffff,61.0,36.0,0.0,0.0,0.0,0.0
843902dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439031ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8439033ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8439035ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439039ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843903bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843903dffffffff,6.0,1.0,0.0,0.0,0.0,0.0
8439057ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8439059ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84390c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8439101ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8439109ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439119ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439155ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843915dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439181ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84391a9ffffffff,5.0,3.0,0.0,0.0,0.0,0.0
84391cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8439213ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439223ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8439227ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843923dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8439247ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843925bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8439283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439287ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8439295ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843929dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84392a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84392b9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84392bdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84392cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84392d7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84392e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439317ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8439337ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8439423ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8439427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439431ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843946bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843954bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84395c1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
843969bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8439705ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439711ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8439721ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439723ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439727ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843972dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8439755ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
843976dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c029ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
