cell_id,Piculus chrysochloros,Piculus chrysochloros xanthochlorus,Piculus chrysochloros capistratus,Piculus chrysochloros paraensis,Piculus chrysochloros laemostictus,Piculus chrysochloros chrysochloros,Piculus chrysochloros polyzonus
825f07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825f17fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
825f2ffffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
82660ffffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
826617fffffffff,805.0,0.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826627fffffffff,303.0,0.0,0.0,0.0,0.0,0.0,0.0
82662ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826637fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
826647fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
82664ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82665ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
82666ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8266cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8266effffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
826757fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
82675ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828007fffffffff,8.0,0.0,0.0,0.0,0.0,6.0,0.0
828017fffffffff,76.0,0.0,0.0,0.0,0.0,6.0,0.0
828027fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828037fffffffff,66.0,0.0,0.0,0.0,0.0,7.0,0.0
828047fffffffff,6.0,0.0,0.0,5.0,0.0,0.0,0.0
828067fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
828077fffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0
828107fffffffff,36.0,0.0,0.0,0.0,0.0,5.0,0.0
82810ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828117fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82811ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
828127fffffffff,151.0,0.0,0.0,0.0,0.0,73.0,0.0
82812ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828137fffffffff,73.0,0.0,0.0,0.0,0.0,9.0,0.0
828147fffffffff,31.0,0.0,0.0,0.0,29.0,0.0,0.0
82814ffffffffff,20.0,0.0,0.0,0.0,19.0,0.0,0.0
828167fffffffff,74.0,0.0,0.0,0.0,73.0,0.0,0.0
82818ffffffffff,9.0,0.0,0.0,0.0,0.0,2.0,0.0
8281affffffffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0
828a07fffffffff,16.0,0.0,0.0,0.0,11.0,0.0,0.0
828a17fffffffff,24.0,0.0,0.0,0.0,1.0,0.0,0.0
828a1ffffffffff,8.0,0.0,0.0,0.0,1.0,0.0,0.0
828a27fffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
828a47fffffffff,17.0,0.0,0.0,0.0,1.0,0.0,0.0
828a57fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
828a5ffffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
828a6ffffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
828a87fffffffff,8.0,0.0,0.0,0.0,1.0,0.0,0.0
828a9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828aaffffffffff,35.0,0.0,2.0,0.0,0.0,0.0,0.0
828ac7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828adffffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
828ae7fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
828af7fffffffff,197.0,0.0,68.0,0.0,3.0,0.0,0.0
828b0ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
828b1ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
828b2ffffffffff,26.0,0.0,0.0,0.0,0.0,1.0,0.0
828b37fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,243.0,0.0,0.0,0.0,0.0,0.0,0.0
828b57fffffffff,12.0,0.0,0.0,0.0,1.0,0.0,0.0
828b5ffffffffff,10.0,0.0,0.0,0.0,7.0,0.0,0.0
828b67fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
828b6ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
828b77fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,82.0,0.0,0.0,0.0,9.0,0.0,0.0
828ba7fffffffff,53.0,0.0,0.0,0.0,0.0,1.0,0.0
828bb7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
828f47fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
82a597fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82a847fffffffff,191.0,0.0,0.0,0.0,0.0,28.0,0.0
82a84ffffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
82a85ffffffffff,640.0,0.0,0.0,0.0,0.0,23.0,0.0
82a867fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
82a86ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82a877fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,18.0
82a88ffffffffff,9.0,0.0,0.0,0.0,0.0,9.0,0.0
82a8cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82a947fffffffff,252.0,0.0,0.0,0.0,0.0,0.0,0.0
82a94ffffffffff,477.0,0.0,0.0,0.0,0.0,0.0,0.0
82a95ffffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
82a96ffffffffff,216.0,0.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
82b34ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
82b35ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82b367fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
82b36ffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
