cell_id,Falco columbarius,Falco columbarius [aesalon Group],Falco columbarius pallidus,Falco columbarius columbarius,Falco columbarius richardsonii,Falco columbarius suckleyi
830135fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83024efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830746fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83075dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830773fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
830886fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8308d5fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83094bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830991fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8309a4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830c42fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
830c5afffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,9.0,0.0,0.0,6.0,0.0,0.0
830c73fffffffff,5.0,0.0,0.0,2.0,0.0,0.0
830c74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ce9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830cecfffffffff,6.0,0.0,0.0,6.0,0.0,0.0
830d03fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
830d66fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
830e9afffffffff,1.0,0.0,0.0,1.0,0.0,0.0
830ec5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,33.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,79.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831181fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8311abfffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8311aefffffffff,10.0,10.0,0.0,0.0,0.0,0.0
8311b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
831250fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
831259fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
83125dfffffffff,4.0,0.0,0.0,1.0,0.0,0.0
83129cfffffffff,2.0,0.0,0.0,1.0,0.0,1.0
8312c1fffffffff,3.0,0.0,0.0,2.0,1.0,0.0
8312c2fffffffff,5.0,0.0,0.0,4.0,0.0,0.0
8312c3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312c4fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8312c8fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
8312c9fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8312cbfffffffff,11.0,0.0,0.0,0.0,11.0,0.0
8312ccfffffffff,18.0,0.0,0.0,6.0,7.0,0.0
8312d6fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8312d8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,8.0,0.0,0.0,6.0,0.0,0.0
8312dafffffffff,8.0,0.0,0.0,6.0,0.0,0.0
8312dbfffffffff,12.0,0.0,0.0,3.0,2.0,0.0
8312ddfffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312ebfffffffff,10.0,0.0,0.0,0.0,10.0,0.0
831352fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
831380fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831389fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
83139efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,10.0,0.0,0.0,4.0,0.0,0.0
8313b3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83159cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831805fffffffff,17.0,12.0,0.0,0.0,0.0,0.0
831846fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83184dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,72.0,0.0,0.0,0.0,0.0,0.0
83186bfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
831876fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83192bfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
831941fffffffff,11.0,5.0,0.0,0.0,0.0,0.0
831942fffffffff,10.0,5.0,0.0,0.0,0.0,0.0
831943fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83194cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83194dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83194efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831954fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
831959fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
83195bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831ab0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831ab1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831e02fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831e04fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831e05fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831e06fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831e0cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831e12fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831e14fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831e21fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831e22fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
831e25fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831e29fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831e2bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831e30fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831e33fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831e34fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831e35fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
831e5afffffffff,3.0,3.0,0.0,0.0,0.0,0.0
831e69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831eb0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831ec1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831ec9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831ecefffffffff,1.0,1.0,0.0,0.0,0.0,0.0
831edafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831f05fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
831f0efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831f21fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
831f32fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f72fffffffff,21.0,2.0,0.0,0.0,0.0,0.0
831f83fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831f8efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831f9afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8320e6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832156fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83225afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8322d0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83255afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,4.0,0.0,0.0,3.0,0.0,0.0
832603fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832604fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832606fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,5.0,0.0,0.0,1.0,0.0,0.0
83260bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,5.0,0.0,0.0,4.0,0.0,0.0
832610fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832616fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83261bfffffffff,5.0,0.0,0.0,0.0,5.0,0.0
832621fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832624fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
832625fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
832626fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832629fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,6.0,0.0,0.0,1.0,0.0,0.0
83262dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83262efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832633fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832634fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832640fffffffff,9.0,0.0,0.0,2.0,3.0,0.0
832641fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832642fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832648fffffffff,71.0,0.0,0.0,2.0,1.0,0.0
832649fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,71.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,105.0,0.0,0.0,3.0,0.0,0.0
83264efffffffff,48.0,0.0,0.0,0.0,0.0,0.0
832651fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,9.0,0.0,0.0,2.0,0.0,0.0
832659fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83265afffffffff,40.0,0.0,0.0,1.0,16.0,0.0
83265bfffffffff,36.0,0.0,0.0,0.0,4.0,0.0
83265dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83265efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832661fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
832663fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832664fffffffff,94.0,0.0,0.0,8.0,2.0,0.0
832665fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832666fffffffff,10.0,0.0,0.0,0.0,5.0,0.0
832668fffffffff,70.0,0.0,0.0,2.0,0.0,0.0
832669fffffffff,11.0,0.0,0.0,2.0,0.0,0.0
83266afffffffff,27.0,0.0,0.0,2.0,5.0,0.0
83266bfffffffff,84.0,0.0,0.0,6.0,0.0,0.0
83266cfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83266dfffffffff,85.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,15.0,0.0,0.0,2.0,4.0,0.0
832671fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832672fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,7.0,0.0,0.0,2.0,3.0,0.0
832681fffffffff,34.0,0.0,0.0,15.0,4.0,0.0
832682fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832683fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,38.0,0.0,0.0,11.0,2.0,5.0
832689fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83268afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83268bfffffffff,5.0,0.0,0.0,2.0,0.0,0.0
83268cfffffffff,40.0,0.0,0.0,10.0,1.0,0.0
83268dfffffffff,23.0,0.0,0.0,7.0,3.0,0.0
83268efffffffff,10.0,0.0,0.0,5.0,3.0,0.0
832690fffffffff,12.0,0.0,0.0,2.0,0.0,1.0
832692fffffffff,11.0,0.0,0.0,0.0,11.0,0.0
832693fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
832694fffffffff,3.0,0.0,0.0,0.0,0.0,1.0
832695fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,109.0,0.0,0.0,12.0,16.0,29.0
832698fffffffff,13.0,0.0,0.0,0.0,2.0,0.0
832699fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,3.0,0.0,0.0,0.0,3.0,0.0
83269cfffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83269dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326a2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,8.0,0.0,0.0,8.0,0.0,0.0
8326a9fffffffff,6.0,0.0,0.0,4.0,0.0,0.0
8326aafffffffff,38.0,0.0,0.0,21.0,6.0,0.0
8326abfffffffff,13.0,0.0,0.0,6.0,3.0,0.0
8326acfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326adfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326aefffffffff,20.0,0.0,0.0,2.0,12.0,0.0
8326b0fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326b2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326b6fffffffff,10.0,0.0,0.0,6.0,2.0,0.0
8326c1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326c3fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8326c5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,3.0,0.0,0.0,0.0,2.0,0.0
8326cdfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326d0fffffffff,5.0,0.0,0.0,0.0,5.0,0.0
8326d1fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8326d3fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8326d4fffffffff,25.0,0.0,0.0,0.0,23.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8326d6fffffffff,7.0,0.0,0.0,0.0,5.0,0.0
8326dcfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8326defffffffff,5.0,0.0,0.0,1.0,3.0,0.0
8326e0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326e1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326e2fffffffff,22.0,0.0,0.0,4.0,10.0,0.0
8326e4fffffffff,11.0,0.0,0.0,0.0,9.0,0.0
8326e5fffffffff,16.0,0.0,0.0,1.0,3.0,0.0
8326e8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326eefffffffff,2.0,0.0,0.0,1.0,1.0,0.0
8326f1fffffffff,9.0,0.0,0.0,0.0,9.0,0.0
8326f2fffffffff,29.0,0.0,0.0,8.0,5.0,0.0
8326f3fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326f5fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8326f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832709fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832713fffffffff,2.0,0.0,0.0,1.0,1.0,0.0
832719fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
83271bfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83271dfffffffff,7.0,0.0,0.0,3.0,0.0,0.0
