cell_id,Turdus ruficeps,Turdus ruficeps layardi,Turdus ruficeps ruficeps,Turdus ruficeps vitiensis,Turdus ruficeps hades,Turdus ruficeps tempesti
839b41fffffffff,2.0,1.0,0.0,0.0,0.0,0.0
839b43fffffffff,5.0,0.0,0.0,0.0,0.0,2.0
839b4cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839b4efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
