cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
84089a1ffffffff,1.0,0.0,0.0
84089a5ffffffff,26.0,0.0,0.0
84089a9ffffffff,9.0,0.0,0.0
84089b7ffffffff,3.0,0.0,0.0
840a337ffffffff,2.0,0.0,0.0
840b931ffffffff,2.0,0.0,0.0
840b935ffffffff,2.0,0.0,0.0
840bb01ffffffff,1.0,0.0,0.0
840bb1dffffffff,2.0,0.0,0.0
8410167ffffffff,4.0,0.0,0.0
8410a19ffffffff,9.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0
8410c23ffffffff,17.0,0.0,0.0
8410c27ffffffff,4.0,0.0,0.0
8410c35ffffffff,5.0,0.0,0.0
8410c67ffffffff,2.0,0.0,0.0
8410d21ffffffff,1.0,0.0,0.0
8410dc1ffffffff,18.0,0.0,0.0
8410dc9ffffffff,48.0,0.0,0.0
8410dcdffffffff,1.0,0.0,0.0
8410f0dffffffff,1.0,0.0,0.0
8410f2bffffffff,1.0,0.0,0.0
8411061ffffffff,37.0,0.0,0.0
8411069ffffffff,2.0,0.0,0.0
8411355ffffffff,2.0,0.0,0.0
8411369ffffffff,1.0,0.0,0.0
841136bffffffff,2.0,0.0,0.0
8411811ffffffff,2.0,0.0,0.0
8411813ffffffff,62.0,3.0,0.0
841181bffffffff,6.0,2.0,0.0
841181dffffffff,7.0,0.0,0.0
8411853ffffffff,9.0,0.0,0.0
84118adffffffff,27.0,0.0,0.0
84118c5ffffffff,2.0,0.0,0.0
84118c9ffffffff,6.0,0.0,0.0
84118cdffffffff,28.0,0.0,0.0
84118e1ffffffff,2.0,0.0,0.0
84118e9ffffffff,31.0,1.0,0.0
84118edffffffff,4.0,0.0,0.0
8411aa1ffffffff,4.0,0.0,0.0
8411aa5ffffffff,1.0,0.0,0.0
8411aa7ffffffff,27.0,0.0,0.0
8411aabffffffff,30.0,3.0,0.0
8411ab5ffffffff,8.0,3.0,0.0
8411abdffffffff,5.0,0.0,0.0
8411ae1ffffffff,6.0,6.0,0.0
8411ae3ffffffff,137.0,30.0,0.0
8411ae7ffffffff,5.0,1.0,0.0
84158adffffffff,2.0,0.0,0.0
8415901ffffffff,6.0,0.0,0.0
8415903ffffffff,6.0,0.0,0.0
8415909ffffffff,4.0,0.0,0.0
8415917ffffffff,2.0,0.0,0.0
8415923ffffffff,2.0,2.0,0.0
8415927ffffffff,14.0,0.0,0.0
8415929ffffffff,15.0,3.0,0.0
841592bffffffff,9.0,0.0,0.0
8415939ffffffff,2.0,0.0,0.0
841598bffffffff,11.0,0.0,0.0
841599dffffffff,2.0,0.0,0.0
84159e9ffffffff,2.0,0.0,0.0
8415b07ffffffff,27.0,0.0,0.0
8415b39ffffffff,1.0,0.0,0.0
8415b65ffffffff,3.0,0.0,0.0
841e29bffffffff,4.0,0.0,0.0
841e433ffffffff,3.0,0.0,0.0
841e4a3ffffffff,4.0,0.0,0.0
841e4bbffffffff,3.0,0.0,0.0
841e4c3ffffffff,2.0,0.0,0.0
841e58dffffffff,2.0,0.0,0.0
841e5a1ffffffff,1.0,0.0,0.0
841e5a5ffffffff,4.0,0.0,0.0
841e5d9ffffffff,3.0,0.0,0.0
841e64dffffffff,3.0,0.0,0.0
841e697ffffffff,6.0,0.0,0.0
841e6adffffffff,2.0,0.0,0.0
841e6b1ffffffff,3.0,0.0,0.0
841e6bbffffffff,5.0,0.0,0.0
841e6d9ffffffff,2.0,0.0,0.0
841e6e7ffffffff,1.0,0.0,0.0
841e6e9ffffffff,2.0,0.0,0.0
841e743ffffffff,1.0,0.0,0.0
841ec23ffffffff,1.0,0.0,0.0
841ec8dffffffff,2.0,0.0,0.0
841ec91ffffffff,1.0,0.0,0.0
841ec99ffffffff,4.0,0.0,0.0
841ec9bffffffff,17.0,0.0,0.0
841ec9dffffffff,4.0,0.0,0.0
841eca5ffffffff,3.0,0.0,0.0
841ecadffffffff,2.0,0.0,0.0
841eccbffffffff,1.0,0.0,0.0
841ece5ffffffff,6.0,0.0,0.0
841ece7ffffffff,1.0,0.0,0.0
841ecebffffffff,1.0,0.0,0.0
841ed1bffffffff,2.0,0.0,0.0
841ed91ffffffff,5.0,0.0,0.0
841ed93ffffffff,16.0,0.0,0.0
841ed9bffffffff,2.0,0.0,0.0
841eda3ffffffff,2.0,0.0,0.0
841ee97ffffffff,4.0,0.0,0.0
841eeb7ffffffff,11.0,1.0,0.0
841f0d1ffffffff,4.0,0.0,0.0
841f403ffffffff,1.0,0.0,0.0
841f40bffffffff,2.0,0.0,0.0
841f413ffffffff,1.0,0.0,0.0
841f41dffffffff,1.0,0.0,0.0
841f425ffffffff,8.0,0.0,0.0
841f487ffffffff,2.0,0.0,0.0
841f4c7ffffffff,4.0,0.0,0.0
841f4e3ffffffff,24.0,0.0,0.0
841f4ebffffffff,1.0,0.0,0.0
841f511ffffffff,1.0,0.0,0.0
841f513ffffffff,8.0,0.0,0.0
841f519ffffffff,32.0,0.0,0.0
841f585ffffffff,17.0,0.0,0.0
841f593ffffffff,9.0,0.0,0.0
841f597ffffffff,2.0,0.0,0.0
841f5adffffffff,4.0,0.0,0.0
841f5c1ffffffff,2.0,0.0,0.0
841f5c5ffffffff,24.0,0.0,0.0
841f5c7ffffffff,2.0,0.0,0.0
841f5ddffffffff,5.0,0.0,0.0
841f5ebffffffff,3.0,0.0,0.0
841f65dffffffff,8.0,0.0,0.0
841f6a5ffffffff,3.0,0.0,0.0
841f715ffffffff,25.0,0.0,0.0
841f725ffffffff,23.0,0.0,0.0
841f72dffffffff,1.0,0.0,0.0
841f757ffffffff,1.0,0.0,0.0
84200a5ffffffff,3.0,0.0,0.0
84200adffffffff,15.0,6.0,6.0
84200e3ffffffff,5.0,5.0,0.0
84200e7ffffffff,3.0,0.0,0.0
8420125ffffffff,4.0,0.0,1.0
8420163ffffffff,1.0,0.0,0.0
842016bffffffff,1.0,0.0,1.0
8420185ffffffff,3.0,3.0,0.0
8420187ffffffff,2.0,0.0,2.0
8420193ffffffff,1.0,1.0,0.0
8420199ffffffff,5.0,0.0,2.0
84201a1ffffffff,6.0,0.0,0.0
84201a7ffffffff,6.0,0.0,0.0
84201adffffffff,2.0,0.0,0.0
84201b5ffffffff,1.0,0.0,0.0
84201b9ffffffff,3.0,3.0,0.0
84201bdffffffff,1.0,0.0,0.0
8420331ffffffff,2.0,0.0,0.0
8420339ffffffff,2.0,0.0,0.0
8420361ffffffff,2.0,0.0,0.0
8420483ffffffff,2.0,0.0,0.0
8420497ffffffff,4.0,0.0,0.0
8420499ffffffff,2.0,0.0,0.0
842049bffffffff,2.0,0.0,0.0
842049dffffffff,2.0,0.0,0.0
84204a7ffffffff,5.0,1.0,0.0
84204b3ffffffff,11.0,0.0,0.0
84204bbffffffff,2.0,0.0,0.0
84204d9ffffffff,2.0,0.0,0.0
8420591ffffffff,2.0,0.0,0.0
8420593ffffffff,2.0,0.0,0.0
842059dffffffff,3.0,0.0,0.0
84205b9ffffffff,6.0,0.0,0.0
84206bdffffffff,1.0,0.0,0.0
8420803ffffffff,2.0,0.0,0.0
8420809ffffffff,2.0,0.0,0.0
8420815ffffffff,2.0,0.0,0.0
8420833ffffffff,3.0,0.0,0.0
8420835ffffffff,1.0,0.0,0.0
842083bffffffff,4.0,0.0,0.0
8420847ffffffff,2.0,0.0,0.0
8420855ffffffff,2.0,0.0,0.0
8420887ffffffff,4.0,0.0,0.0
842088bffffffff,3.0,0.0,0.0
84208abffffffff,2.0,0.0,0.0
84208c7ffffffff,3.0,0.0,1.0
84208d7ffffffff,1.0,0.0,0.0
84208e1ffffffff,4.0,0.0,2.0
84208e5ffffffff,1.0,0.0,0.0
84208edffffffff,2.0,0.0,0.0
8420987ffffffff,8.0,0.0,0.0
8420999ffffffff,4.0,0.0,1.0
842099bffffffff,7.0,0.0,0.0
842099dffffffff,1.0,0.0,0.0
84209a5ffffffff,196.0,0.0,0.0
84209b5ffffffff,4.0,0.0,0.0
84209b7ffffffff,28.0,0.0,0.0
84209b9ffffffff,3.0,0.0,0.0
84209bdffffffff,1.0,0.0,0.0
84209c7ffffffff,7.0,0.0,0.0
8420a61ffffffff,3.0,0.0,3.0
8420ad3ffffffff,1.0,1.0,0.0
8420b11ffffffff,3.0,0.0,0.0
8420b13ffffffff,7.0,0.0,2.0
8420b1bffffffff,3.0,0.0,0.0
8420c49ffffffff,2.0,0.0,0.0
8420c9bffffffff,2.0,0.0,0.0
8420e07ffffffff,2.0,0.0,2.0
8420e11ffffffff,11.0,5.0,0.0
8420e21ffffffff,4.0,2.0,0.0
8420e23ffffffff,6.0,0.0,0.0
8420e2bffffffff,11.0,8.0,3.0
8420e2dffffffff,2.0,0.0,0.0
8420e31ffffffff,5.0,2.0,3.0
