cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
8420e35ffffffff,4.0,0.0,0.0
8420e37ffffffff,1.0,0.0,0.0
8420e3dffffffff,6.0,3.0,0.0
8420e69ffffffff,2.0,0.0,0.0
8420e83ffffffff,2.0,0.0,0.0
8420eb1ffffffff,1.0,0.0,0.0
8420f05ffffffff,1.0,0.0,1.0
8420f09ffffffff,3.0,0.0,1.0
8420f41ffffffff,8.0,0.0,1.0
8420f47ffffffff,1.0,0.0,1.0
8420f49ffffffff,5.0,0.0,0.0
8420f51ffffffff,4.0,0.0,0.0
8420f53ffffffff,3.0,0.0,0.0
8420f55ffffffff,2.0,0.0,0.0
8420f59ffffffff,3.0,0.0,1.0
8420f5bffffffff,3.0,0.0,0.0
8420f61ffffffff,2.0,0.0,0.0
8420f63ffffffff,2.0,0.0,0.0
8420f6bffffffff,2.0,0.0,2.0
8421111ffffffff,2.0,0.0,0.0
842123dffffffff,5.0,0.0,0.0
8421253ffffffff,1.0,0.0,0.0
8421485ffffffff,1.0,0.0,0.0
84214a1ffffffff,1.0,0.0,0.0
84214a3ffffffff,1.0,0.0,0.0
84214abffffffff,2.0,0.0,0.0
84214bdffffffff,2.0,0.0,0.0
8421507ffffffff,5.0,0.0,0.0
8421521ffffffff,5.0,0.0,0.0
8421529ffffffff,18.0,10.0,0.0
842152bffffffff,4.0,0.0,0.0
8421539ffffffff,14.0,7.0,0.0
842153dffffffff,3.0,0.0,0.0
8421711ffffffff,1.0,0.0,0.0
8421981ffffffff,5.0,0.0,4.0
8421983ffffffff,26.0,0.0,10.0
84219c1ffffffff,5.0,0.0,3.0
84219c3ffffffff,5.0,0.0,5.0
84219d3ffffffff,3.0,2.0,0.0
84219d7ffffffff,1.0,0.0,0.0
84219dbffffffff,2.0,0.0,2.0
8424001ffffffff,1.0,1.0,0.0
8424003ffffffff,1.0,0.0,0.0
8424005ffffffff,3.0,0.0,0.0
842400dffffffff,5.0,0.0,0.0
8424037ffffffff,5.0,0.0,0.0
8424047ffffffff,13.0,0.0,0.0
8424049ffffffff,1.0,0.0,0.0
8424051ffffffff,7.0,0.0,0.0
8424055ffffffff,3.0,0.0,0.0
842405bffffffff,5.0,0.0,0.0
8424093ffffffff,2.0,0.0,0.0
84240a9ffffffff,10.0,0.0,0.0
84240adffffffff,6.0,1.0,0.0
84240e7ffffffff,1.0,0.0,0.0
84241d9ffffffff,4.0,0.0,0.0
8424209ffffffff,5.0,0.0,0.0
8424213ffffffff,24.0,0.0,0.0
8424261ffffffff,2.0,0.0,0.0
8424265ffffffff,36.0,0.0,0.0
8424267ffffffff,7.0,0.0,0.0
842426bffffffff,1.0,0.0,0.0
842428dffffffff,1.0,0.0,0.0
8424299ffffffff,1.0,0.0,0.0
84242adffffffff,2.0,0.0,0.0
84242b3ffffffff,3.0,0.0,0.0
84242c3ffffffff,20.0,0.0,2.0
84242d3ffffffff,9.0,2.0,2.0
84242e1ffffffff,2.0,0.0,0.0
84242e3ffffffff,12.0,1.0,0.0
8424311ffffffff,20.0,0.0,0.0
8424313ffffffff,1.0,0.0,0.0
8424343ffffffff,1.0,0.0,0.0
8424357ffffffff,1.0,0.0,0.0
8424367ffffffff,2.0,0.0,0.0
8424429ffffffff,2.0,0.0,0.0
8424463ffffffff,2.0,0.0,0.0
8424467ffffffff,13.0,0.0,0.0
84244b1ffffffff,5.0,0.0,0.0
84244b7ffffffff,4.0,0.0,0.0
84244c1ffffffff,11.0,0.0,0.0
8424501ffffffff,6.0,0.0,0.0
8424505ffffffff,1.0,0.0,0.0
8424507ffffffff,2.0,0.0,0.0
842451dffffffff,17.0,0.0,0.0
8424529ffffffff,91.0,0.0,1.0
842452dffffffff,4.0,2.0,0.0
8424567ffffffff,53.0,14.0,6.0
842460dffffffff,84.0,0.0,0.0
8424613ffffffff,3.0,0.0,0.0
8424625ffffffff,3.0,0.0,0.0
842462bffffffff,6.0,0.0,0.0
8424633ffffffff,7.0,0.0,0.0
842463dffffffff,1.0,0.0,0.0
8424647ffffffff,1.0,0.0,0.0
8424661ffffffff,6.0,3.0,0.0
8424663ffffffff,2.0,0.0,0.0
842466bffffffff,4.0,0.0,0.0
84246adffffffff,1.0,0.0,0.0
84246c3ffffffff,4.0,0.0,0.0
84246cdffffffff,2.0,0.0,0.0
84246ddffffffff,8.0,0.0,0.0
8424703ffffffff,3.0,0.0,0.0
8424751ffffffff,2.0,0.0,0.0
8424759ffffffff,10.0,6.0,0.0
8424761ffffffff,4.0,0.0,0.0
842476dffffffff,2.0,0.0,0.0
8424831ffffffff,1.0,0.0,0.0
8424833ffffffff,2.0,0.0,0.0
8424835ffffffff,4.0,0.0,0.0
8424837ffffffff,3.0,0.0,0.0
8424883ffffffff,2.0,0.0,0.0
8424885ffffffff,7.0,0.0,0.0
8424887ffffffff,2.0,0.0,0.0
8424889ffffffff,1.0,0.0,0.0
842488bffffffff,3.0,0.0,0.0
84248a3ffffffff,5.0,0.0,0.0
84248a7ffffffff,1.0,0.0,0.0
84248a9ffffffff,6.0,0.0,0.0
84248abffffffff,17.0,0.0,0.0
84248b1ffffffff,6.0,0.0,0.0
84248b3ffffffff,2.0,0.0,0.0
84248b5ffffffff,1.0,0.0,0.0
84248b9ffffffff,2.0,0.0,0.0
84248e5ffffffff,2.0,0.0,0.0
84248e7ffffffff,5.0,0.0,0.0
8424943ffffffff,5.0,0.0,0.0
84249d9ffffffff,19.0,0.0,0.0
8424d23ffffffff,2.0,0.0,0.0
8424d6dffffffff,2.0,0.0,0.0
8424e5bffffffff,31.0,3.0,3.0
84250d5ffffffff,1.0,0.0,0.0
8425105ffffffff,8.0,0.0,0.0
8425109ffffffff,2.0,0.0,0.0
8425115ffffffff,4.0,0.0,0.0
8425121ffffffff,3.0,0.0,0.0
8425123ffffffff,16.0,1.0,0.0
8425125ffffffff,2.0,0.0,0.0
842512bffffffff,6.0,1.0,0.0
8425131ffffffff,12.0,0.0,0.0
8425133ffffffff,2.0,0.0,0.0
8425135ffffffff,2.0,0.0,0.0
8425137ffffffff,1.0,0.0,0.0
8425139ffffffff,2.0,0.0,0.0
842513bffffffff,4.0,0.0,0.0
842513dffffffff,3.0,0.0,0.0
8425145ffffffff,3.0,0.0,0.0
842515dffffffff,4.0,0.0,0.0
8425161ffffffff,6.0,0.0,0.0
8425167ffffffff,2.0,0.0,0.0
8425169ffffffff,2.0,0.0,0.0
84251adffffffff,4.0,0.0,0.0
84251b3ffffffff,3.0,0.0,0.0
84251b7ffffffff,1.0,0.0,0.0
84251bdffffffff,1.0,0.0,0.0
8425403ffffffff,1.0,0.0,0.0
8425409ffffffff,68.0,0.0,0.0
8425461ffffffff,4.0,2.0,0.0
8425463ffffffff,3.0,0.0,0.0
8425469ffffffff,4.0,0.0,0.0
84255a3ffffffff,20.0,0.0,0.0
84255a5ffffffff,1.0,0.0,0.0
84255a7ffffffff,32.0,0.0,0.0
84255abffffffff,1.0,0.0,0.0
84255b5ffffffff,4.0,1.0,0.0
84255b7ffffffff,32.0,3.0,0.0
84255bbffffffff,4.0,0.0,0.0
84255bdffffffff,12.0,0.0,0.0
84256e3ffffffff,2.0,0.0,0.0
8425717ffffffff,12.0,2.0,0.0
8425733ffffffff,8.0,0.0,0.0
8425a33ffffffff,2.0,0.0,0.0
8425a49ffffffff,4.0,0.0,0.0
8425a4dffffffff,4.0,0.0,0.0
8425a8bffffffff,3.0,0.0,0.0
8425aabffffffff,4.0,0.0,0.0
8425ac9ffffffff,39.0,1.0,0.0
8425acbffffffff,1.0,0.0,0.0
8425ad7ffffffff,1.0,0.0,0.0
8425ad9ffffffff,1.0,0.0,0.0
8425ae1ffffffff,1.0,0.0,0.0
8425ae7ffffffff,1.0,0.0,0.0
8425ae9ffffffff,2.0,0.0,0.0
8425b03ffffffff,11.0,0.0,0.0
8425b1dffffffff,2.0,0.0,0.0
8425b3bffffffff,2.0,0.0,0.0
8425b41ffffffff,11.0,0.0,0.0
842c001ffffffff,1.0,0.0,0.0
842c003ffffffff,4.0,0.0,0.0
842c00bffffffff,3.0,0.0,0.0
842c00dffffffff,4.0,0.0,0.0
842c011ffffffff,6.0,0.0,0.0
842c015ffffffff,2.0,0.0,0.0
842c043ffffffff,25.0,0.0,0.0
842c047ffffffff,5.0,0.0,0.0
842c051ffffffff,3.0,0.0,0.0
842c057ffffffff,2.0,0.0,0.0
842c059ffffffff,33.0,0.0,0.0
842c05bffffffff,18.0,0.0,0.0
842c05dffffffff,10.0,0.0,0.0
842c063ffffffff,15.0,0.0,0.0
842c065ffffffff,6.0,0.0,0.0
842c067ffffffff,8.0,0.0,0.0
842c069ffffffff,3.0,0.0,0.0
842c11dffffffff,2.0,0.0,0.0
842c13bffffffff,1.0,0.0,0.0
842c13dffffffff,1.0,0.0,0.0
842c157ffffffff,4.0,0.0,0.0
842c18dffffffff,3.0,0.0,0.0
842c1bbffffffff,2.0,0.0,0.0
842c1edffffffff,7.0,0.0,0.0
842c203ffffffff,61.0,0.0,0.0
842c20dffffffff,5.0,0.0,0.0
842c211ffffffff,1.0,0.0,0.0
842c215ffffffff,2.0,0.0,0.0
842c219ffffffff,29.0,0.0,0.0
842c225ffffffff,1.0,0.0,0.0
842c22dffffffff,2.0,0.0,0.0
842c233ffffffff,4.0,0.0,0.0
842c237ffffffff,7.0,0.0,0.0
842c26bffffffff,4.0,0.0,0.0
842c283ffffffff,8.0,0.0,0.0
842c2a1ffffffff,33.0,0.0,0.0
842c2a3ffffffff,25.0,0.0,0.0
842c2a7ffffffff,3.0,0.0,0.0
842c2a9ffffffff,10.0,0.0,0.0
842c2abffffffff,9.0,0.0,0.0
842c2e5ffffffff,7.0,0.0,0.0
842c2e7ffffffff,8.0,0.0,0.0
842c317ffffffff,2.0,0.0,0.0
842c33bffffffff,2.0,0.0,0.0
842c365ffffffff,3.0,0.0,0.0
842c42dffffffff,2.0,0.0,0.0
842c4cdffffffff,3.0,0.0,0.0
842c56dffffffff,64.0,0.0,0.0
842c6d1ffffffff,2.0,0.0,0.0
842c725ffffffff,4.0,0.0,0.0
842c823ffffffff,1.0,0.0,0.0
842c835ffffffff,2.0,0.0,0.0
842c887ffffffff,1.0,0.0,0.0
842c8d7ffffffff,8.0,0.0,0.0
842c903ffffffff,31.0,0.0,0.0
842c915ffffffff,2.0,0.0,0.0
842c937ffffffff,4.0,0.0,0.0
842c939ffffffff,1.0,0.0,0.0
842c93bffffffff,184.0,9.0,0.0
842c9c7ffffffff,1.0,0.0,0.0
842c9c9ffffffff,3.0,0.0,0.0
842c9d9ffffffff,5.0,0.0,0.0
842ca85ffffffff,2.0,0.0,0.0
842ca97ffffffff,2.0,0.0,0.0
842cac1ffffffff,2.0,0.0,0.0
842cac3ffffffff,3.0,0.0,0.0
842cc03ffffffff,2.0,0.0,0.0
842cc05ffffffff,1.0,0.0,0.0
842cc07ffffffff,26.0,0.0,0.0
842cc15ffffffff,4.0,0.0,0.0
842cc37ffffffff,5.0,0.0,0.0
842cc3dffffffff,3.0,0.0,0.0
842cc63ffffffff,5.0,0.0,0.0
842cc6bffffffff,10.0,0.0,0.0
842ccb1ffffffff,1.0,0.0,0.0
842ccb7ffffffff,2.0,0.0,0.0
842ccb9ffffffff,4.0,0.0,0.0
842cd45ffffffff,2.0,0.0,0.0
842cd49ffffffff,25.0,0.0,0.0
842cd4bffffffff,14.0,0.0,0.0
842cd5bffffffff,40.0,0.0,0.0
842cd8bffffffff,2.0,0.0,0.0
842cdc1ffffffff,1.0,0.0,0.0
842cdcbffffffff,3.0,0.0,0.0
842cdd5ffffffff,17.0,0.0,0.0
842cdd7ffffffff,2.0,0.0,0.0
842ce51ffffffff,1.0,0.0,0.0
842cf07ffffffff,50.0,0.0,0.0
842cf27ffffffff,3.0,0.0,0.0
842cf33ffffffff,17.0,0.0,0.0
842cf35ffffffff,54.0,0.0,0.0
842cf37ffffffff,4.0,0.0,0.0
842cf3dffffffff,11.0,0.0,0.0
842cf59ffffffff,2.0,0.0,0.0
842cf5bffffffff,3.0,0.0,0.0
842d007ffffffff,2.0,0.0,0.0
842d00bffffffff,2.0,0.0,0.0
842d01dffffffff,7.0,0.0,0.0
842d03bffffffff,10.0,0.0,0.0
842d0edffffffff,1.0,0.0,0.0
842d107ffffffff,32.0,0.0,0.0
842d125ffffffff,7.0,0.0,0.0
842d139ffffffff,3.0,0.0,0.0
842d147ffffffff,4.0,0.0,0.0
842d14bffffffff,23.0,0.0,0.0
842d161ffffffff,3.0,0.0,0.0
842d181ffffffff,2.0,0.0,0.0
842d18dffffffff,1.0,0.0,0.0
842d193ffffffff,2.0,0.0,0.0
842d227ffffffff,12.0,0.0,0.0
842d281ffffffff,1.0,0.0,0.0
842d293ffffffff,2.0,0.0,0.0
842d2dbffffffff,2.0,0.0,0.0
842d331ffffffff,21.0,0.0,0.0
842d333ffffffff,5.0,0.0,0.0
842d5c3ffffffff,6.0,0.0,0.0
842d5cbffffffff,5.0,0.0,0.0
842d641ffffffff,33.0,0.0,0.0
842d64dffffffff,13.0,0.0,0.0
842d663ffffffff,2.0,0.0,0.0
842d71dffffffff,2.0,0.0,0.0
842da17ffffffff,38.0,0.0,0.0
842da1bffffffff,11.0,0.0,0.0
842da5dffffffff,15.0,0.0,0.0
842da81ffffffff,13.0,0.0,0.0
842da8dffffffff,2.0,0.0,0.0
842dae9ffffffff,11.0,0.0,0.0
842db01ffffffff,277.0,0.0,0.0
842db03ffffffff,315.0,20.0,0.0
842db05ffffffff,61.0,0.0,0.0
842db07ffffffff,2.0,0.0,0.0
842db0bffffffff,207.0,25.0,0.0
842db0dffffffff,10.0,0.0,0.0
842db11ffffffff,40.0,0.0,0.0
842db15ffffffff,22.0,0.0,0.0
842db1dffffffff,89.0,0.0,0.0
842db21ffffffff,4.0,0.0,0.0
842db25ffffffff,9.0,2.0,0.0
842db29ffffffff,2.0,0.0,0.0
842db2bffffffff,2.0,0.0,0.0
842db2dffffffff,20.0,2.0,0.0
842db37ffffffff,1.0,0.0,0.0
842db63ffffffff,23.0,0.0,0.0
842db67ffffffff,68.0,0.0,0.0
8430115ffffffff,4.0,0.0,0.0
84302b7ffffffff,17.0,0.0,0.0
84309d9ffffffff,1.0,0.0,0.0
8430e25ffffffff,21.0,0.0,0.0
8430e29ffffffff,1.0,0.0,0.0
8431105ffffffff,4.0,0.0,0.0
8431265ffffffff,3.0,0.0,0.0
843126dffffffff,1.0,0.0,0.0
8431347ffffffff,1.0,0.0,0.0
8431857ffffffff,3.0,0.0,0.0
8431859ffffffff,7.0,1.0,0.0
843185bffffffff,80.0,0.0,0.0
8431889ffffffff,1.0,0.0,0.0
84318d1ffffffff,6.0,0.0,0.0
84318d7ffffffff,18.0,0.0,0.0
8431aa1ffffffff,18.0,0.0,0.0
8431aa5ffffffff,11.0,0.0,0.0
8431aa7ffffffff,7.0,0.0,0.0
8431aa9ffffffff,14.0,0.0,0.0
8431aabffffffff,2.0,0.0,0.0
8431aadffffffff,28.0,0.0,0.0
843c003ffffffff,2.0,0.0,0.0
843c029ffffffff,28.0,0.0,0.0
843c02dffffffff,2.0,0.0,0.0
843c047ffffffff,2.0,0.0,0.0
843c065ffffffff,6.0,0.0,0.0
843c0a3ffffffff,15.0,0.0,0.0
843c0a5ffffffff,7.0,0.0,0.0
843c0abffffffff,2.0,0.0,0.0
843c0b5ffffffff,8.0,0.0,0.0
843c0c3ffffffff,5.0,0.0,0.0
843c139ffffffff,1.0,0.0,0.0
843c159ffffffff,101.0,0.0,0.0
843c15bffffffff,1.0,0.0,0.0
843c15dffffffff,1.0,0.0,0.0
843c189ffffffff,9.0,0.0,0.0
843c191ffffffff,37.0,0.0,0.0
843c195ffffffff,2.0,0.0,0.0
843c197ffffffff,1.0,0.0,0.0
843c199ffffffff,195.0,0.0,0.0
843c19bffffffff,4.0,0.0,0.0
843c1a3ffffffff,10.0,0.0,0.0
843c1a9ffffffff,4.0,0.0,0.0
843c1abffffffff,3.0,0.0,0.0
843c1b5ffffffff,163.0,0.0,0.0
843c1bdffffffff,2.0,0.0,0.0
843c1c3ffffffff,83.0,0.0,0.0
843c1c7ffffffff,10.0,0.0,0.0
843c1d3ffffffff,6.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0
843c1e1ffffffff,1.0,0.0,0.0
843c225ffffffff,2.0,0.0,0.0
843c311ffffffff,4.0,0.0,0.0
843c31bffffffff,1.0,0.0,0.0
843c31dffffffff,2.0,0.0,0.0
843c329ffffffff,2.0,0.0,0.0
843c333ffffffff,2.0,0.0,0.0
843c335ffffffff,2.0,0.0,0.0
843c337ffffffff,5.0,0.0,0.0
843c33bffffffff,9.0,0.0,0.0
843c33dffffffff,1.0,0.0,0.0
843c361ffffffff,5.0,0.0,0.0
843c367ffffffff,3.0,0.0,0.0
843c369ffffffff,12.0,0.0,0.0
843c36bffffffff,7.0,0.0,0.0
843c423ffffffff,1.0,0.0,0.0
843c521ffffffff,2.0,0.0,0.0
843c525ffffffff,4.0,0.0,0.0
843c527ffffffff,4.0,0.0,0.0
843c581ffffffff,9.0,0.0,0.0
843c585ffffffff,12.0,0.0,0.0
843c587ffffffff,3.0,0.0,0.0
843c58dffffffff,1.0,0.0,0.0
843c5a1ffffffff,17.0,0.0,0.0
843c5a9ffffffff,693.0,0.0,0.0
843c5adffffffff,9.0,0.0,0.0
843c5bdffffffff,2.0,0.0,0.0
843c5e3ffffffff,7.0,0.0,0.0
843c5e7ffffffff,10.0,0.0,0.0
843c617ffffffff,2.0,0.0,0.0
843c681ffffffff,1.0,0.0,0.0
843c683ffffffff,14.0,0.0,0.0
843c687ffffffff,2.0,0.0,0.0
843c68bffffffff,3.0,0.0,0.0
843c6a3ffffffff,3.0,0.0,0.0
843c6b1ffffffff,4.0,0.0,0.0
843c727ffffffff,2.0,0.0,0.0
843c805ffffffff,10.0,0.0,0.0
843c80dffffffff,2.0,0.0,0.0
843c839ffffffff,5.0,0.0,0.0
843c86dffffffff,2.0,0.0,0.0
843c885ffffffff,13.0,0.0,0.0
843c899ffffffff,46.0,0.0,0.0
843c8a9ffffffff,2.0,0.0,0.0
843c8c7ffffffff,2.0,0.0,0.0
843c8cbffffffff,3.0,0.0,0.0
843c8d7ffffffff,1.0,0.0,0.0
843c8d9ffffffff,4.0,0.0,0.0
843c8dbffffffff,28.0,0.0,0.0
843c8ddffffffff,2.0,0.0,0.0
843c8e1ffffffff,7.0,0.0,0.0
843c8e5ffffffff,78.0,0.0,0.0
843c8edffffffff,7.0,0.0,0.0
843c909ffffffff,4.0,0.0,0.0
843c915ffffffff,18.0,0.0,0.0
843c925ffffffff,6.0,0.0,0.0
843c927ffffffff,21.0,0.0,0.0
843c92dffffffff,6.0,0.0,0.0
843c931ffffffff,88.0,0.0,0.0
843c93bffffffff,9.0,0.0,0.0
843c943ffffffff,42.0,0.0,0.0
843c945ffffffff,5.0,0.0,0.0
843c949ffffffff,4.0,0.0,0.0
843c959ffffffff,25.0,0.0,0.0
